fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
74,Sacramento,Sacramento Valley Station,3/14/2019,10:20,San Diego,Santa Fe Depot,1,
73,Sacramento,Sacramento Valley Station,3/14/2019,10:50,San Diego,Santa Fe Depot,1,
72,Sacramento,Sacramento Valley Station,3/14/2019,11:00,San Diego,Santa Fe Depot,1,
66,Sacramento,Sacramento Valley Station,3/14/2019,12:50,San Diego,Santa Fe Depot,1,
75,Sacramento,Sacramento Valley Station,3/14/2019,13:00,San Diego,Santa Fe Depot,1,
73,Sacramento,Sacramento Valley Station,3/14/2019,13:20,San Diego,Santa Fe Depot,1,
64,Sacramento,Sacramento Valley Station,3/14/2019,13:30,San Diego,Santa Fe Depot,1,
62,Sacramento,Sacramento Valley Station,3/14/2019,19:50,San Diego,Santa Fe Depot,1,
37,Fresno,Fresno Station,3/14/2019,9:00,Los Angeles,Union Station,0,
35,Fresno,Fresno Station,3/14/2019,9:50,Los Angeles,Union Station,0,
33,Fresno,Fresno Station,3/14/2019,13:00,Los Angeles,Union Station,0,
37,Fresno,Fresno Station,3/14/2019,13:10,Los Angeles,Union Station,0,
37,Fresno,Fresno Station,3/14/2019,13:30,Los Angeles,Union Station,0,
34,Fresno,Fresno Station,3/14/2019,14:00,Los Angeles,Union Station,0,
35,Fresno,Fresno Station,3/14/2019,15:40,Los Angeles,Union Station,0,
37,Fresno,Fresno Station,3/14/2019,16:00,Los Angeles,Union Station,0,
39,Fresno,Fresno Station,3/14/2019,19:20,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/3/2019,6:10,Los Angeles,Union Station,0,
29,San Diego,Santa Fe Depot,3/3/2019,6:50,Los Angeles,Union Station,0,
29,San Diego,Santa Fe Depot,3/3/2019,8:30,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/3/2019,9:50,Los Angeles,Union Station,0,
27,San Diego,Santa Fe Depot,3/3/2019,10:00,Los Angeles,Union Station,0,
29,San Diego,Santa Fe Depot,3/3/2019,12:40,Los Angeles,Union Station,0,
29,San Diego,Santa Fe Depot,3/3/2019,12:50,Los Angeles,Union Station,0,
24,San Diego,Santa Fe Depot,3/3/2019,13:30,Los Angeles,Union Station,0,
25,San Diego,Santa Fe Depot,3/3/2019,14:10,Los Angeles,Union Station,0,
28,San Diego,Santa Fe Depot,3/3/2019,16:30,Los Angeles,Union Station,0,
48,Los Angeles,Union Station,3/8/2019,6:20,San Francisco,Salesforce Transit Center,0,
53,Los Angeles,Union Station,3/8/2019,8:20,San Francisco,Salesforce Transit Center,0,
43,Los Angeles,Union Station,3/8/2019,8:30,San Francisco,Salesforce Transit Center,0,
38,Los Angeles,Union Station,3/8/2019,9:50,San Francisco,Salesforce Transit Center,0,
50,Los Angeles,Union Station,3/8/2019,13:30,San Francisco,Salesforce Transit Center,0,
39,Los Angeles,Union Station,3/8/2019,14:20,San Francisco,Salesforce Transit Center,0,
45,Los Angeles,Union Station,3/8/2019,14:40,San Francisco,Salesforce Transit Center,0,
47,Los Angeles,Union Station,3/8/2019,16:10,San Francisco,Salesforce Transit Center,0,
46,Los Angeles,Union Station,3/8/2019,19:00,San Francisco,Salesforce Transit Center,0,
45,Los Angeles,Union Station,3/8/2019,19:40,San Francisco,Salesforce Transit Center,0,
34,New York,Port Authority Station,3/1/2019,6:00,Washington,Union Station,0,
43,New York,Port Authority Station,3/1/2019,9:40,Washington,Union Station,0,
39,New York,Port Authority Station,3/1/2019,11:10,Washington,Union Station,0,
41,New York,Port Authority Station,3/1/2019,12:40,Washington,Union Station,0,
35,New York,Port Authority Station,3/1/2019,12:50,Washington,Union Station,0,
36,New York,Port Authority Station,3/1/2019,13:10,Washington,Union Station,0,
32,New York,Port Authority Station,3/1/2019,14:30,Washington,Union Station,0,
36,New York,Port Authority Station,3/1/2019,17:10,Washington,Union Station,0,
47,Long Beach,Downtown Station,3/1/2019,6:50,San Francisco,Salesforce Transit Center,0,
43,Long Beach,Downtown Station,3/1/2019,7:00,San Francisco,Salesforce Transit Center,0,
48,Long Beach,Downtown Station,3/1/2019,8:30,San Francisco,Salesforce Transit Center,0,
46,Long Beach,Downtown Station,3/1/2019,10:20,San Francisco,Salesforce Transit Center,0,
44,Long Beach,Downtown Station,3/1/2019,10:30,San Francisco,Salesforce Transit Center,0,
51,Long Beach,Downtown Station,3/1/2019,19:00,San Francisco,Salesforce Transit Center,0,
49,Long Beach,Downtown Station,3/1/2019,19:30,San Francisco,Salesforce Transit Center,0,
45,Long Beach,Downtown Station,3/2/2019,6:50,San Francisco,Salesforce Transit Center,0,
49,Long Beach,Downtown Station,3/2/2019,7:00,San Francisco,Salesforce Transit Center,0,
50,Long Beach,Downtown Station,3/2/2019,8:30,San Francisco,Salesforce Transit Center,0,
48,Long Beach,Downtown Station,3/2/2019,10:20,San Francisco,Salesforce Transit Center,0,
47,Long Beach,Downtown Station,3/2/2019,10:30,San Francisco,Salesforce Transit Center,0,
49,Long Beach,Downtown Station,3/2/2019,19:00,San Francisco,Salesforce Transit Center,0,
54,Long Beach,Downtown Station,3/2/2019,19:30,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/13/2019,7:40,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/13/2019,8:30,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/13/2019,10:20,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/13/2019,10:50,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/13/2019,11:00,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/13/2019,12:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/13/2019,13:00,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/13/2019,13:20,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/13/2019,17:50,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/13/2019,18:00,San Francisco,Salesforce Transit Center,0,
31,Washington,Union Station,3/11/2019,8:10,New York,Port Authority Station,0,
36,Washington,Union Station,3/11/2019,8:20,New York,Port Authority Station,0,
38,Washington,Union Station,3/11/2019,11:10,New York,Port Authority Station,0,
38,Washington,Union Station,3/11/2019,12:00,New York,Port Authority Station,0,
35,Washington,Union Station,3/11/2019,12:30,New York,Port Authority Station,0,
33,Washington,Union Station,3/11/2019,13:40,New York,Port Authority Station,0,
38,Washington,Union Station,3/11/2019,14:00,New York,Port Authority Station,0,
41,Washington,Union Station,3/11/2019,19:30,New York,Port Authority Station,0,
25,Anaheim,Anaheim Intermodal Center,3/7/2019,6:00,San Diego,Santa Fe Depot,0,
24,Anaheim,Anaheim Intermodal Center,3/7/2019,7:30,San Diego,Santa Fe Depot,0,
22,Anaheim,Anaheim Intermodal Center,3/7/2019,9:20,San Diego,Santa Fe Depot,0,
24,Anaheim,Anaheim Intermodal Center,3/7/2019,9:40,San Diego,Santa Fe Depot,0,
26,Anaheim,Anaheim Intermodal Center,3/7/2019,14:20,San Diego,Santa Fe Depot,0,
22,Anaheim,Anaheim Intermodal Center,3/7/2019,14:50,San Diego,Santa Fe Depot,0,
26,Anaheim,Anaheim Intermodal Center,3/7/2019,17:50,San Diego,Santa Fe Depot,0,
22,Anaheim,Anaheim Intermodal Center,3/7/2019,19:10,San Diego,Santa Fe Depot,0,
22,Anaheim,Anaheim Intermodal Center,3/7/2019,19:40,San Diego,Santa Fe Depot,0,
28,Los Angeles,Union Station,3/7/2019,7:40,San Diego,Santa Fe Depot,0,
26,Los Angeles,Union Station,3/7/2019,7:50,San Diego,Santa Fe Depot,0,
29,Los Angeles,Union Station,3/7/2019,9:20,San Diego,Santa Fe Depot,0,
27,Los Angeles,Union Station,3/7/2019,10:50,San Diego,Santa Fe Depot,0,
27,Los Angeles,Union Station,3/7/2019,11:20,San Diego,Santa Fe Depot,0,
29,Los Angeles,Union Station,3/7/2019,14:20,San Diego,Santa Fe Depot,0,
25,Los Angeles,Union Station,3/7/2019,15:00,San Diego,Santa Fe Depot,0,
27,Los Angeles,Union Station,3/7/2019,16:40,San Diego,Santa Fe Depot,0,
30,Los Angeles,Union Station,3/7/2019,16:50,San Diego,Santa Fe Depot,0,
29,Los Angeles,Union Station,3/7/2019,18:10,San Diego,Santa Fe Depot,0,
28,Washington,Union Station,3/10/2019,7:10,Philadelphia,Intercity Terminal,0,
26,Washington,Union Station,3/10/2019,7:50,Philadelphia,Intercity Terminal,0,
25,Washington,Union Station,3/10/2019,8:40,Philadelphia,Intercity Terminal,0,
31,Washington,Union Station,3/10/2019,9:00,Philadelphia,Intercity Terminal,0,
25,Washington,Union Station,3/10/2019,12:00,Philadelphia,Intercity Terminal,0,
31,Washington,Union Station,3/10/2019,14:10,Philadelphia,Intercity Terminal,0,
25,Washington,Union Station,3/10/2019,15:30,Philadelphia,Intercity Terminal,0,
30,Washington,Union Station,3/10/2019,17:40,Philadelphia,Intercity Terminal,0,
44,San Francisco,Salesforce Transit Center,3/9/2019,7:00,Los Angeles,Union Station,0,
50,San Francisco,Salesforce Transit Center,3/9/2019,7:40,Los Angeles,Union Station,0,
42,San Francisco,Salesforce Transit Center,3/9/2019,8:40,Los Angeles,Union Station,0,
53,San Francisco,Salesforce Transit Center,3/9/2019,8:50,Los Angeles,Union Station,0,
41,San Francisco,Salesforce Transit Center,3/9/2019,10:40,Los Angeles,Union Station,0,
58,San Francisco,Salesforce Transit Center,3/9/2019,11:10,Los Angeles,Union Station,0,
48,San Francisco,Salesforce Transit Center,3/9/2019,13:10,Los Angeles,Union Station,0,
52,San Francisco,Salesforce Transit Center,3/9/2019,14:10,Los Angeles,Union Station,0,
53,San Francisco,Salesforce Transit Center,3/9/2019,16:20,Los Angeles,Union Station,0,
43,San Francisco,Salesforce Transit Center,3/9/2019,17:50,Los Angeles,Union Station,0,
35,Anaheim,Anaheim Intermodal Center,3/12/2019,6:40,Fresno,Fresno Station,0,
43,Anaheim,Anaheim Intermodal Center,3/12/2019,8:20,Fresno,Fresno Station,0,
40,Anaheim,Anaheim Intermodal Center,3/12/2019,14:20,Fresno,Fresno Station,0,
38,Anaheim,Anaheim Intermodal Center,3/12/2019,15:10,Fresno,Fresno Station,0,
37,Anaheim,Anaheim Intermodal Center,3/11/2019,12:30,Las Vegas,Union Plaza,0,
31,Anaheim,Anaheim Intermodal Center,3/11/2019,14:50,Las Vegas,Union Plaza,0,
29,Anaheim,Anaheim Intermodal Center,3/11/2019,16:20,Las Vegas,Union Plaza,0,
29,Anaheim,Anaheim Intermodal Center,3/11/2019,17:20,Las Vegas,Union Plaza,0,
40,Anaheim,Anaheim Intermodal Center,3/2/2019,6:40,Fresno,Fresno Station,0,
36,Anaheim,Anaheim Intermodal Center,3/2/2019,8:20,Fresno,Fresno Station,0,
36,Anaheim,Anaheim Intermodal Center,3/2/2019,14:20,Fresno,Fresno Station,0,
37,Anaheim,Anaheim Intermodal Center,3/2/2019,15:10,Fresno,Fresno Station,0,
43,Fresno,Fresno Station,3/8/2019,7:20,Las Vegas,Union Plaza,0,
40,Fresno,Fresno Station,3/8/2019,8:50,Las Vegas,Union Plaza,0,
44,Fresno,Fresno Station,3/8/2019,9:10,Las Vegas,Union Plaza,0,
38,Fresno,Fresno Station,3/8/2019,11:50,Las Vegas,Union Plaza,0,
43,Fresno,Fresno Station,3/8/2019,12:00,Las Vegas,Union Plaza,0,
40,Fresno,Fresno Station,3/8/2019,12:40,Las Vegas,Union Plaza,0,
41,Fresno,Fresno Station,3/8/2019,14:30,Las Vegas,Union Plaza,0,
43,Fresno,Fresno Station,3/8/2019,15:00,Las Vegas,Union Plaza,0,
43,Fresno,Fresno Station,3/8/2019,17:30,Las Vegas,Union Plaza,0,
39,Fresno,Fresno Station,3/8/2019,18:50,Las Vegas,Union Plaza,0,
62,Sacramento,Sacramento Valley Station,3/8/2019,7:30,Las Vegas,Union Plaza,1,
68,Sacramento,Sacramento Valley Station,3/8/2019,10:20,Las Vegas,Union Plaza,1,
72,Sacramento,Sacramento Valley Station,3/8/2019,10:40,Las Vegas,Union Plaza,1,
76,Sacramento,Sacramento Valley Station,3/8/2019,10:50,Las Vegas,Union Plaza,1,
75,Sacramento,Sacramento Valley Station,3/8/2019,11:00,Las Vegas,Union Plaza,1,
75,Sacramento,Sacramento Valley Station,3/8/2019,12:50,Las Vegas,Union Plaza,1,
70,Sacramento,Sacramento Valley Station,3/8/2019,13:00,Las Vegas,Union Plaza,1,
72,Sacramento,Sacramento Valley Station,3/8/2019,13:20,Las Vegas,Union Plaza,1,
63,Sacramento,Sacramento Valley Station,3/8/2019,13:30,Las Vegas,Union Plaza,1,
68,Sacramento,Sacramento Valley Station,3/8/2019,19:40,Las Vegas,Union Plaza,1,
61,Sacramento,Sacramento Valley Station,3/6/2019,7:40,Long Beach,Downtown Station,1,
70,Sacramento,Sacramento Valley Station,3/6/2019,8:30,Long Beach,Downtown Station,1,
65,Sacramento,Sacramento Valley Station,3/6/2019,11:00,Long Beach,Downtown Station,1,
70,Sacramento,Sacramento Valley Station,3/6/2019,13:00,Long Beach,Downtown Station,1,
69,Sacramento,Sacramento Valley Station,3/6/2019,13:20,Long Beach,Downtown Station,1,
60,Sacramento,Sacramento Valley Station,3/6/2019,13:30,Long Beach,Downtown Station,1,
62,Sacramento,Sacramento Valley Station,3/6/2019,19:50,Long Beach,Downtown Station,1,
25,San Diego,Santa Fe Depot,3/6/2019,8:20,Long Beach,Downtown Station,0,
23,San Diego,Santa Fe Depot,3/6/2019,10:20,Long Beach,Downtown Station,0,
25,San Diego,Santa Fe Depot,3/6/2019,12:00,Long Beach,Downtown Station,0,
25,San Diego,Santa Fe Depot,3/6/2019,13:40,Long Beach,Downtown Station,0,
26,San Diego,Santa Fe Depot,3/6/2019,14:00,Long Beach,Downtown Station,0,
25,San Diego,Santa Fe Depot,3/6/2019,15:10,Long Beach,Downtown Station,0,
28,San Diego,Santa Fe Depot,3/6/2019,15:50,Long Beach,Downtown Station,0,
28,San Diego,Santa Fe Depot,3/6/2019,17:10,Long Beach,Downtown Station,0,
25,San Diego,Santa Fe Depot,3/6/2019,17:40,Long Beach,Downtown Station,0,
25,San Diego,Santa Fe Depot,3/6/2019,19:00,Long Beach,Downtown Station,0,
31,Fresno,Fresno Station,3/5/2019,8:00,Sacramento,Sacramento Valley Station,0,
29,Fresno,Fresno Station,3/5/2019,8:20,Sacramento,Sacramento Valley Station,0,
31,Fresno,Fresno Station,3/5/2019,9:40,Sacramento,Sacramento Valley Station,0,
33,Fresno,Fresno Station,3/5/2019,10:10,Sacramento,Sacramento Valley Station,0,
33,Fresno,Fresno Station,3/5/2019,11:20,Sacramento,Sacramento Valley Station,0,
27,Fresno,Fresno Station,3/5/2019,12:20,Sacramento,Sacramento Valley Station,0,
43,San Francisco,Salesforce Transit Center,3/11/2019,7:00,Los Angeles,Union Station,0,
54,San Francisco,Salesforce Transit Center,3/11/2019,7:40,Los Angeles,Union Station,0,
47,San Francisco,Salesforce Transit Center,3/11/2019,8:40,Los Angeles,Union Station,0,
44,San Francisco,Salesforce Transit Center,3/11/2019,8:50,Los Angeles,Union Station,0,
48,San Francisco,Salesforce Transit Center,3/11/2019,10:40,Los Angeles,Union Station,0,
52,San Francisco,Salesforce Transit Center,3/11/2019,11:10,Los Angeles,Union Station,0,
44,San Francisco,Salesforce Transit Center,3/11/2019,13:10,Los Angeles,Union Station,0,
37,San Francisco,Salesforce Transit Center,3/11/2019,14:10,Los Angeles,Union Station,0,
47,San Francisco,Salesforce Transit Center,3/11/2019,16:20,Los Angeles,Union Station,0,
43,San Francisco,Salesforce Transit Center,3/11/2019,17:50,Los Angeles,Union Station,0,
21,Sacramento,Sacramento Valley Station,3/11/2019,7:40,San Francisco,Salesforce Transit Center,0,
18,Sacramento,Sacramento Valley Station,3/11/2019,8:30,San Francisco,Salesforce Transit Center,0,
20,Sacramento,Sacramento Valley Station,3/11/2019,10:20,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/11/2019,10:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/11/2019,11:00,San Francisco,Salesforce Transit Center,0,
20,Sacramento,Sacramento Valley Station,3/11/2019,12:50,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/11/2019,13:00,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/11/2019,13:20,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/11/2019,17:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/11/2019,18:00,San Francisco,Salesforce Transit Center,0,
65,Sacramento,Sacramento Valley Station,3/3/2019,7:40,Anaheim,Anaheim Intermodal Center,1,
65,Sacramento,Sacramento Valley Station,3/3/2019,8:30,Anaheim,Anaheim Intermodal Center,1,
69,Sacramento,Sacramento Valley Station,3/3/2019,11:00,Anaheim,Anaheim Intermodal Center,1,
69,Sacramento,Sacramento Valley Station,3/3/2019,12:50,Anaheim,Anaheim Intermodal Center,1,
69,Sacramento,Sacramento Valley Station,3/3/2019,13:00,Anaheim,Anaheim Intermodal Center,1,
63,Sacramento,Sacramento Valley Station,3/3/2019,13:30,Anaheim,Anaheim Intermodal Center,1,
54,Sacramento,Sacramento Valley Station,3/3/2019,18:50,Anaheim,Anaheim Intermodal Center,1,
63,Sacramento,Sacramento Valley Station,3/3/2019,19:50,Anaheim,Anaheim Intermodal Center,1,
12,Anaheim,Anaheim Intermodal Center,3/13/2019,6:10,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/13/2019,8:40,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/13/2019,9:10,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/13/2019,11:20,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/13/2019,12:10,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/13/2019,13:30,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/13/2019,13:50,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/13/2019,16:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/13/2019,17:00,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/13/2019,17:20,Los Angeles,Union Station,0,
35,Washington,Union Station,3/8/2019,8:10,New York,Port Authority Station,0,
35,Washington,Union Station,3/8/2019,8:20,New York,Port Authority Station,0,
38,Washington,Union Station,3/8/2019,11:10,New York,Port Authority Station,0,
35,Washington,Union Station,3/8/2019,12:00,New York,Port Authority Station,0,
37,Washington,Union Station,3/8/2019,12:30,New York,Port Authority Station,0,
38,Washington,Union Station,3/8/2019,13:40,New York,Port Authority Station,0,
37,Washington,Union Station,3/8/2019,14:00,New York,Port Authority Station,0,
39,Washington,Union Station,3/8/2019,19:30,New York,Port Authority Station,0,
69,Sacramento,Sacramento Valley Station,3/1/2019,7:40,Long Beach,Downtown Station,1,
70,Sacramento,Sacramento Valley Station,3/1/2019,8:30,Long Beach,Downtown Station,1,
68,Sacramento,Sacramento Valley Station,3/1/2019,11:00,Long Beach,Downtown Station,1,
66,Sacramento,Sacramento Valley Station,3/1/2019,13:00,Long Beach,Downtown Station,1,
65,Sacramento,Sacramento Valley Station,3/1/2019,13:20,Long Beach,Downtown Station,1,
65,Sacramento,Sacramento Valley Station,3/1/2019,13:30,Long Beach,Downtown Station,1,
66,Sacramento,Sacramento Valley Station,3/1/2019,19:50,Long Beach,Downtown Station,1,
47,Sacramento,Sacramento Valley Station,3/1/2019,14:40,Los Angeles,Union Station,0,
51,Sacramento,Sacramento Valley Station,3/1/2019,17:00,Los Angeles,Union Station,0,
47,Sacramento,Sacramento Valley Station,3/1/2019,18:50,Los Angeles,Union Station,0,
76,Sacramento,Sacramento Valley Station,3/5/2019,7:40,Anaheim,Anaheim Intermodal Center,1,
72,Sacramento,Sacramento Valley Station,3/5/2019,8:30,Anaheim,Anaheim Intermodal Center,1,
59,Sacramento,Sacramento Valley Station,3/5/2019,11:00,Anaheim,Anaheim Intermodal Center,1,
69,Sacramento,Sacramento Valley Station,3/5/2019,12:50,Anaheim,Anaheim Intermodal Center,1,
71,Sacramento,Sacramento Valley Station,3/5/2019,13:00,Anaheim,Anaheim Intermodal Center,1,
64,Sacramento,Sacramento Valley Station,3/5/2019,13:30,Anaheim,Anaheim Intermodal Center,1,
59,Sacramento,Sacramento Valley Station,3/5/2019,18:50,Anaheim,Anaheim Intermodal Center,1,
68,Sacramento,Sacramento Valley Station,3/5/2019,19:50,Anaheim,Anaheim Intermodal Center,1,
37,Fresno,Fresno Station,3/2/2019,9:00,Los Angeles,Union Station,0,
37,Fresno,Fresno Station,3/2/2019,9:50,Los Angeles,Union Station,0,
36,Fresno,Fresno Station,3/2/2019,13:00,Los Angeles,Union Station,0,
33,Fresno,Fresno Station,3/2/2019,13:10,Los Angeles,Union Station,0,
