car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
Audi A8,Sedan,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,34.00,2019-03-02,
Buick Regal Sportback,Sedan,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,30.00,2019-03-02,
Mazda CX-5,SUV,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,48.00,2019-03-02,
Mitsubishi Outlander,SUV,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,42.00,2019-03-02,
Nissan Qashqai,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,28.00,2019-03-02,
Renault Clio,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,26.00,2019-03-02,
Subaru Impreza,Sedan,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,36.00,2019-03-02,
Vauxhaull Astra,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,31.00,2019-03-02,
Nissan Qashqai,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,27.00,2019-03-01,
Renault Clio,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,29.00,2019-03-01,
Vauxhaull Astra,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,28.00,2019-03-01,
Renault Clio,Hatchback,,2019-03-06,Toronto Pearson International Airport,14:00,47.00,2019-03-01,True
SEAT Cordoba,Sedan,Cape Town,2019-03-14,Cape Town International Airport,18:30,31.00,2019-03-10,
Skoda Octavia,Sedan,Cape Town,2019-03-14,Cape Town International Airport,18:30,38.00,2019-03-10,
SEAT Cordoba,Sedan,,2019-03-14,Cape Town International Airport,18:30,31.00,2019-03-10,False
Nissan Qashqai,Hatchback,San Diego,2019-03-12,Santa Fe Depot,19:30,23.00,2019-03-09,
Peugeot 208,Hatchback,San Diego,2019-03-12,SAN International Airport,19:30,28.00,2019-03-09,
Renault Clio,Hatchback,San Diego,2019-03-12,Santa Fe Depot,19:30,23.00,2019-03-09,
SEAT Leon,Hatchback,San Diego,2019-03-12,SAN International Airport,19:30,29.00,2019-03-09,
Nissan Qashqai,Hatchback,,2019-03-12,Santa Fe Depot,19:30,37.00,2019-03-09,True
Buick Regal Sportback,Sedan,Philadelphia,2019-03-03,PHL International Airport,14:00,34.00,2019-03-01,
Citroen C5,SUV,Philadelphia,2019-03-03,PHL International Airport,14:00,46.00,2019-03-01,
Dodge Charger,Sedan,Philadelphia,2019-03-03,Intercity Terminal,14:00,30.00,2019-03-01,
Fiat Panda,Hatchback,Philadelphia,2019-03-03,Intercity Terminal,14:00,30.00,2019-03-01,
GMC Terrain,SUV,Philadelphia,2019-03-03,PHL International Airport,14:00,45.00,2019-03-01,
Hyundai Ioniq,Sedan,Philadelphia,2019-03-03,30th Street Station,14:00,31.00,2019-03-01,
Kia Ceed,Hatchback,Philadelphia,2019-03-03,PHL International Airport,14:00,26.00,2019-03-01,
Lexus GS,Sedan,Philadelphia,2019-03-03,30th Street Station,14:00,27.00,2019-03-01,
Mitsubishi Outlander,SUV,Philadelphia,2019-03-03,Intercity Terminal,14:00,38.00,2019-03-01,
Renault Clio,Hatchback,Philadelphia,2019-03-03,PHL International Airport,14:00,29.00,2019-03-01,
Skoda Octavia,Sedan,,2019-03-03,PHL International Airport,14:00,34.00,2019-03-01,False
Alfa Romeo Stelvio,SUV,Las Vegas,2019-03-13,Union Plaza,16:30,44.00,2019-03-06,
Buick Regal Sportback,Sedan,Las Vegas,2019-03-13,McCarran International Airport,16:30,29.00,2019-03-06,
Dodge Charger,Sedan,Las Vegas,2019-03-13,Union Plaza,16:30,34.00,2019-03-06,
Fiat Panda,Hatchback,Las Vegas,2019-03-13,Union Plaza,16:30,25.00,2019-03-06,
SEAT Cordoba,Sedan,Las Vegas,2019-03-13,Union Plaza,16:30,29.00,2019-03-06,
Skoda Kodiaq,SUV,Las Vegas,2019-03-13,McCarran International Airport,16:30,42.00,2019-03-06,
Alfa Romeo Stelvio,SUV,,2019-03-13,Union Plaza,16:30,66.00,2019-03-06,True
Alfa Romeo Stelvio,SUV,Las Vegas,2019-03-03,Union Plaza,14:00,41.00,2019-03-02,
Buick Regal Sportback,Sedan,Las Vegas,2019-03-03,McCarran International Airport,14:00,35.00,2019-03-02,
Dodge Charger,Sedan,Las Vegas,2019-03-03,McCarran International Airport,14:00,33.00,2019-03-02,
Fiat Panda,Hatchback,Las Vegas,2019-03-03,Union Plaza,14:00,24.00,2019-03-02,
Ford Focus,Hatchback,Las Vegas,2019-03-03,McCarran International Airport,14:00,27.00,2019-03-02,
Hyundai Ioniq,Sedan,Las Vegas,2019-03-03,McCarran International Airport,14:00,33.00,2019-03-02,
Jaguar F-Pace,SUV,Las Vegas,2019-03-03,McCarran International Airport,14:00,42.00,2019-03-02,
Mazda 3,Hatchback,Las Vegas,2019-03-03,McCarran International Airport,14:00,26.00,2019-03-02,
Renault Clio,Hatchback,Las Vegas,2019-03-03,Union Plaza,14:00,24.00,2019-03-02,
SEAT Cordoba,Sedan,Las Vegas,2019-03-03,McCarran International Airport,14:00,37.00,2019-03-02,
Skoda Kodiaq,SUV,Las Vegas,2019-03-03,McCarran International Airport,14:00,41.00,2019-03-02,
Suzuki Grand Vitara,SUV,Las Vegas,2019-03-03,McCarran International Airport,14:00,48.00,2019-03-02,
Jaguar F-Pace,SUV,,2019-03-03,McCarran International Airport,14:00,42.00,2019-03-02,False
Audi A8,Sedan,New York,2019-03-14,JFK International Airport,19:30,29.00,2019-03-11,
Citroen C5,SUV,New York,2019-03-14,JFK International Airport,19:30,42.00,2019-03-11,
Ford Focus,Hatchback,New York,2019-03-14,JFK International Airport,19:30,25.00,2019-03-11,
Lexus GS,Sedan,New York,2019-03-14,JFK International Airport,19:30,38.00,2019-03-11,
Nissan Qashqai,Hatchback,New York,2019-03-14,JFK International Airport,19:30,26.00,2019-03-11,
SEAT Leon,Hatchback,New York,2019-03-14,JFK International Airport,19:30,27.00,2019-03-11,
Audi A8,Sedan,,2019-03-14,JFK International Airport,19:30,43.00,2019-03-11,True
Alfa Romeo Stelvio,SUV,Washington,2019-03-08,Dulles International Airport,13:30,44.00,2019-03-05,
Buick Regal Sportback,Sedan,Washington,2019-03-08,Union Station,13:30,30.00,2019-03-05,
Dodge Charger,Sedan,Washington,2019-03-08,Union Station,13:30,32.00,2019-03-05,
Hyundai Ioniq,Sedan,Washington,2019-03-08,Dulles International Airport,13:30,30.00,2019-03-05,
Kia Ceed,Hatchback,Washington,2019-03-08,Dulles International Airport,13:30,28.00,2019-03-05,
Mitsubishi Outlander,SUV,Washington,2019-03-08,Union Station,13:30,39.00,2019-03-05,
Nissan Qashqai,Hatchback,Washington,2019-03-08,Dulles International Airport,13:30,29.00,2019-03-05,
Renault Clio,Hatchback,Washington,2019-03-08,Union Station,13:30,25.00,2019-03-05,
SEAT Cordoba,Sedan,Washington,2019-03-08,Dulles International Airport,13:30,31.00,2019-03-05,
SEAT Leon,Hatchback,Washington,2019-03-08,Union Station,13:30,28.00,2019-03-05,
Suzuki Grand Vitara,SUV,,2019-03-08,Dulles International Airport,13:30,57.00,2019-03-05,True
Mazda 3,Hatchback,Warsaw,2019-03-13,Warsaw Chopin Airport,13:30,31.00,2019-03-07,
Nissan Qashqai,Hatchback,Warsaw,2019-03-13,Warsaw Chopin Airport,13:30,30.00,2019-03-07,
Vauxhaull Astra,Hatchback,Warsaw,2019-03-13,Warsaw Chopin Airport,13:30,31.00,2019-03-07,
Nissan Qashqai,Hatchback,,2019-03-13,Warsaw Chopin Airport,13:30,50.00,2019-03-07,True
Kia Ceed,Hatchback,Philadelphia,2019-03-04,PHL International Airport,18:00,24.00,2019-03-01,
Renault Clio,Hatchback,Philadelphia,2019-03-04,PHL International Airport,18:00,31.00,2019-03-01,
SEAT Leon,Hatchback,Philadelphia,2019-03-04,30th Street Station,18:00,24.00,2019-03-01,
Kia Ceed,Hatchback,,2019-03-04,PHL International Airport,18:00,38.00,2019-03-01,True
Mazda 3,Hatchback,Atlanta,2019-03-10,Peachtree Station,15:00,22.00,2019-03-04,
Peugeot 208,Hatchback,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,28.00,2019-03-04,
SEAT Leon,Hatchback,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,30.00,2019-03-04,
Vauxhaull Astra,Hatchback,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,30.00,2019-03-04,
Mazda 3,Hatchback,,2019-03-10,Peachtree Station,15:00,42.00,2019-03-04,True
Alfa Romeo Stelvio,SUV,Washington,2019-03-07,Dulles International Airport,17:00,46.00,2019-03-03,
Buick Regal Sportback,Sedan,Washington,2019-03-07,Union Station,17:00,28.00,2019-03-03,
Dodge Charger,Sedan,Washington,2019-03-07,Union Station,17:00,29.00,2019-03-03,
Hyundai Ioniq,Sedan,Washington,2019-03-07,Dulles International Airport,17:00,35.00,2019-03-03,
Kia Ceed,Hatchback,Washington,2019-03-07,Dulles International Airport,17:00,28.00,2019-03-03,
Mitsubishi Outlander,SUV,Washington,2019-03-07,Union Station,17:00,40.00,2019-03-03,
Nissan Qashqai,Hatchback,Washington,2019-03-07,Dulles International Airport,17:00,26.00,2019-03-03,
Renault Clio,Hatchback,Washington,2019-03-07,Union Station,17:00,21.00,2019-03-03,
SEAT Cordoba,Sedan,Washington,2019-03-07,Dulles International Airport,17:00,36.00,2019-03-03,
SEAT Leon,Hatchback,Washington,2019-03-07,Union Station,17:00,28.00,2019-03-03,
Alfa Romeo Stelvio,SUV,Washington,2019-03-04,Dulles International Airport,17:00,42.00,2019-03-03,
Buick Regal Sportback,Sedan,Washington,2019-03-04,Union Station,17:00,29.00,2019-03-03,
Dodge Charger,Sedan,Washington,2019-03-04,Union Station,17:00,29.00,2019-03-03,
Hyundai Ioniq,Sedan,Washington,2019-03-04,Dulles International Airport,17:00,36.00,2019-03-03,
Kia Ceed,Hatchback,Washington,2019-03-04,Dulles International Airport,17:00,28.00,2019-03-03,
Mitsubishi Outlander,SUV,Washington,2019-03-04,Union Station,17:00,43.00,2019-03-03,
Nissan Qashqai,Hatchback,Washington,2019-03-04,Dulles International Airport,17:00,29.00,2019-03-03,
Renault Clio,Hatchback,Washington,2019-03-04,Union Station,17:00,24.00,2019-03-03,
SEAT Cordoba,Sedan,Washington,2019-03-04,Dulles International Airport,17:00,29.00,2019-03-03,
SEAT Leon,Hatchback,Washington,2019-03-04,Union Station,17:00,24.00,2019-03-03,
Dodge Charger,Sedan,,2019-03-04,Union Station,17:00,33.00,2019-03-03,False
Audi A8,Sedan,Anaheim,2019-03-10,Anaheim Intermodal Center,17:00,28.00,2019-03-06,
Citroen C5,SUV,Anaheim,2019-03-10,John Wayne Airport,17:00,39.00,2019-03-06,
Dacia Duster,SUV,Anaheim,2019-03-10,John Wayne Airport,17:00,38.00,2019-03-06,
Dodge Charger,Sedan,Anaheim,2019-03-10,John Wayne Airport,17:00,34.00,2019-03-06,
Ford Focus,Hatchback,Anaheim,2019-03-10,Anaheim Intermodal Center,17:00,25.00,2019-03-06,
Kia Ceed,Hatchback,Anaheim,2019-03-10,John Wayne Airport,17:00,27.00,2019-03-06,
Lexus GS,Sedan,Anaheim,2019-03-10,John Wayne Airport,17:00,36.00,2019-03-06,
Mazda CX-5,SUV,Anaheim,2019-03-10,Anaheim Intermodal Center,17:00,39.00,2019-03-06,
Nissan Qashqai,Hatchback,Anaheim,2019-03-10,Anaheim Intermodal Center,17:00,25.00,2019-03-06,
Renault Clio,Hatchback,Anaheim,2019-03-10,John Wayne Airport,17:00,27.00,2019-03-06,
Dodge Charger,Sedan,,2019-03-10,Anaheim Intermodal Center,17:00,46.00,2019-03-06,True
Fiat Panda,Hatchback,Sacramento,2019-03-14,SMF International Airport,12:00,32.00,2019-03-13,
Kia Ceed,Hatchback,Sacramento,2019-03-14,Sacramento Valley Station,12:00,26.00,2019-03-13,
Nissan Qashqai,Hatchback,Sacramento,2019-03-14,Sacramento Valley Station,12:00,24.00,2019-03-13,
Renault Clio,Hatchback,Sacramento,2019-03-14,SMF International Airport,12:00,25.00,2019-03-13,
SEAT Leon,Hatchback,Sacramento,2019-03-14,Sacramento Valley Station,12:00,29.00,2019-03-13,
Vauxhaull Astra,Hatchback,Sacramento,2019-03-14,SMF International Airport,12:00,28.00,2019-03-13,
Fiat Panda,Hatchback,,2019-03-14,SMF International Airport,12:00,32.00,2019-03-13,False
Buick Regal Sportback,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,33.00,2019-03-10,
Mazda 3,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,29.00,2019-03-10,
Nissan Qashqai,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,29.00,2019-03-10,
SEAT Cordoba,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,31.00,2019-03-10,
Skoda Kodiaq,SUV,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,46.00,2019-03-10,
Vauxhaull Astra,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,27.00,2019-03-10,
Volvo S90,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,40.00,2019-03-10,
Nissan Qashqai,Hatchback,,2019-03-11,Warsaw Chopin Airport,12:00,29.00,2019-03-10,False
Buick Regal Sportback,Sedan,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,34.00,2019-03-03,
Mazda 3,Hatchback,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,32.00,2019-03-03,
Nissan Qashqai,Hatchback,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,27.00,2019-03-03,
SEAT Cordoba,Sedan,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,33.00,2019-03-03,
Skoda Kodiaq,SUV,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,41.00,2019-03-03,
Vauxhaull Astra,Hatchback,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,24.00,2019-03-03,
Volvo S90,Sedan,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,30.00,2019-03-03,
Buick Regal Sportback,Sedan,,2019-03-04,Warsaw Chopin Airport,14:00,34.00,2019-03-03,False
Audi A8,Sedan,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,21.00,2019-03-03,
Dodge Charger,Sedan,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,27.00,2019-03-03,
Jaguar F-Pace,SUV,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,35.00,2019-03-03,
Kia Ceed,Hatchback,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,21.00,2019-03-03,
Mazda 3,Hatchback,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,16.00,2019-03-03,
SEAT Leon,Hatchback,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,17.00,2019-03-03,
Subaru Impreza,Sedan,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,24.00,2019-03-03,
Vauxhaull Astra,Hatchback,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,19.00,2019-03-03,
Audi A8,Sedan,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,23.00,2019-03-03,
Dodge Charger,Sedan,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,25.00,2019-03-03,
Jaguar F-Pace,SUV,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,32.00,2019-03-03,
Kia Ceed,Hatchback,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,16.00,2019-03-03,
Mazda 3,Hatchback,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,17.00,2019-03-03,
SEAT Leon,Hatchback,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,18.00,2019-03-03,
Subaru Impreza,Sedan,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,23.00,2019-03-03,
Subaru Impreza,Sedan,,2019-03-04,Benito Juarez International Airport,18:30,23.00,2019-03-03,False
Kia Ceed,Hatchback,Paris,2019-03-09,Orly International Airport,10:30,31.00,2019-03-02,
Mazda CX-5,SUV,Paris,2019-03-09,Orly International Airport,10:30,45.00,2019-03-02,
Mazda CX-5,SUV,,2019-03-09,Orly International Airport,10:30,67.00,2019-03-02,True
Audi A8,Sedan,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,29.00,2019-03-02,
Buick Regal Sportback,Sedan,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,27.00,2019-03-02,
Mazda CX-5,SUV,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,42.00,2019-03-02,
Mitsubishi Outlander,SUV,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,48.00,2019-03-02,
Nissan Qashqai,Hatchback,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,29.00,2019-03-02,
Renault Clio,Hatchback,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,30.00,2019-03-02,
Subaru Impreza,Sedan,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,35.00,2019-03-02,
Vauxhaull Astra,Hatchback,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,27.00,2019-03-02,
Alfa Romeo Stelvio,SUV,San Diego,2019-03-04,Santa Fe Depot,15:30,42.00,2019-03-02,
Audi A8,Sedan,San Diego,2019-03-04,SAN International Airport,15:30,34.00,2019-03-02,
Buick Regal Sportback,Sedan,San Diego,2019-03-04,SAN International Airport,15:30,34.00,2019-03-02,
Jaguar F-Pace,SUV,San Diego,2019-03-04,SAN International Airport,15:30,45.00,2019-03-02,
Mazda CX-5,SUV,San Diego,2019-03-04,Santa Fe Depot,15:30,44.00,2019-03-02,
Mitsubishi Outlander,SUV,San Diego,2019-03-04,Santa Fe Depot,15:30,40.00,2019-03-02,
Nissan Qashqai,Hatchback,San Diego,2019-03-04,Santa Fe Depot,15:30,29.00,2019-03-02,
Peugeot 208,Hatchback,San Diego,2019-03-04,SAN International Airport,15:30,27.00,2019-03-02,
Renault Clio,Hatchback,San Diego,2019-03-04,Santa Fe Depot,15:30,26.00,2019-03-02,
Alfa Romeo Stelvio,SUV,San Diego,2019-03-02,Santa Fe Depot,15:30,32.00,2019-03-01,
Audi A8,Sedan,San Diego,2019-03-02,SAN International Airport,15:30,39.00,2019-03-01,
Buick Regal Sportback,Sedan,San Diego,2019-03-02,SAN International Airport,15:30,35.00,2019-03-01,
Jaguar F-Pace,SUV,San Diego,2019-03-02,SAN International Airport,15:30,50.00,2019-03-01,
Mazda CX-5,SUV,San Diego,2019-03-02,Santa Fe Depot,15:30,44.00,2019-03-01,
Mitsubishi Outlander,SUV,San Diego,2019-03-02,Santa Fe Depot,15:30,34.00,2019-03-01,
Nissan Qashqai,Hatchback,San Diego,2019-03-02,Santa Fe Depot,15:30,27.00,2019-03-01,
Peugeot 208,Hatchback,San Diego,2019-03-02,SAN International Airport,15:30,26.00,2019-03-01,
Renault Clio,Hatchback,San Diego,2019-03-02,Santa Fe Depot,15:30,25.00,2019-03-01,
SEAT Leon,Hatchback,San Diego,2019-03-02,SAN International Airport,15:30,29.00,2019-03-01,
Audi A8,Sedan,,2019-03-02,SAN International Airport,15:30,49.00,2019-03-01,True
Alfa Romeo Stelvio,SUV,Long Beach,2019-03-12,Downtown Station,12:30,36.00,2019-03-08,
Lexus GS,Sedan,Long Beach,2019-03-12,Downtown Station,12:30,28.00,2019-03-08,
Mazda 3,Hatchback,Long Beach,2019-03-12,Downtown Station,12:30,24.00,2019-03-08,
SEAT Cordoba,Sedan,Long Beach,2019-03-12,Downtown Station,12:30,33.00,2019-03-08,
Skoda Octavia,Sedan,Long Beach,2019-03-12,Downtown Station,12:30,27.00,2019-03-08,
Audi A8,Sedan,Long Beach,2019-03-12,LGB Airport,13:00,32.00,2019-03-08,
Dodge Charger,Sedan,Long Beach,2019-03-12,LGB Airport,13:00,32.00,2019-03-08,
Nissan Qashqai,Hatchback,Long Beach,2019-03-12,LGB Airport,13:00,32.00,2019-03-08,
Peugeot 208,Hatchback,Long Beach,2019-03-12,LGB Airport,13:00,33.00,2019-03-08,
Renault Clio,Hatchback,Long Beach,2019-03-12,LGB Airport,13:00,28.00,2019-03-08,
Alfa Romeo Stelvio,SUV,,2019-03-12,Downtown Station,12:30,36.00,2019-03-08,False
Buick Regal Sportback,Sedan,Phoenix,2019-03-06,Phoenix Union Station,18:00,25.00,2019-03-04,
Hyundai Ioniq,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,18:00,32.00,2019-03-04,
Lexus GS,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,18:00,41.00,2019-03-04,
Skoda Octavia,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,18:00,34.00,2019-03-04,
Subaru Impreza,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,18:00,31.00,2019-03-04,
Subaru Impreza,Sedan,,2019-03-06,Phoenix Union Station,18:00,29.00,2019-03-04,False
Buick Regal Sportback,Sedan,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,31.00,2019-03-11,
Citroen C5,SUV,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,49.00,2019-03-11,
Lexus GS,Sedan,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,34.00,2019-03-11,
Peugeot 208,Hatchback,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,29.00,2019-03-11,
Renault Clio,Hatchback,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,26.00,2019-03-11,
Skoda Kodiaq,SUV,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,42.00,2019-03-11,
Suzuki Grand Vitara,SUV,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,46.00,2019-03-11,
Volvo S90,Sedan,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,42.00,2019-03-11,
Lexus GS,Sedan,,2019-03-12,Indira Gandhi International Airport,13:30,34.00,2019-03-11,False
Dodge Charger,Sedan,San Francisco,2019-03-06,Salesforce Transit Center,15:30,33.00,2019-03-05,
Hyundai Ioniq,Sedan,San Francisco,2019-03-06,Salesforce Transit Center,15:30,36.00,2019-03-05,
Skoda Octavia,Sedan,San Francisco,2019-03-06,SFO International Airport,15:30,28.00,2019-03-05,
Subaru Impreza,Sedan,San Francisco,2019-03-06,SFO International Airport,15:30,29.00,2019-03-05,
Hyundai Ioniq,Sedan,,2019-03-06,Salesforce Transit Center,15:30,46.00,2019-03-05,True
Alfa Romeo Stelvio,SUV,Atlanta,2019-03-12,Hartsfield-Jackson International Airport,17:00,41.00,2019-03-11,
Dacia Duster,SUV,Atlanta,2019-03-12,Peachtree Station,17:00,42.00,2019-03-11,
GMC Terrain,SUV,Atlanta,2019-03-12,Hartsfield-Jackson International Airport,17:00,40.00,2019-03-11,
Mazda 3,Hatchback,Atlanta,2019-03-12,Peachtree Station,17:00,28.00,2019-03-11,
Peugeot 208,Hatchback,Atlanta,2019-03-12,Hartsfield-Jackson International Airport,17:00,27.00,2019-03-11,
SEAT Cordoba,Sedan,Atlanta,2019-03-12,Peachtree Station,17:00,31.00,2019-03-11,
SEAT Leon,Hatchback,Atlanta,2019-03-12,Hartsfield-Jackson International Airport,17:00,29.00,2019-03-11,
