address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,3.9,1404,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,3.9,4992,Sydney
10 Byfield St Macquarie Park,,,TRUE,,+61 2 9428 9500,3.9,1512,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,3.9,1144,Sydney
"106 Hassall Street, Rosehill New South Wales 2142, Australia",,,TRUE,,+61 2 8836 1000,3.9,1240,Sydney
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,3.9,4032,Sydney
11 Jamison Street,,,TRUE,,+61 2 9696 2500,3.9,4400,Sydney
11 Olympic Boulevard,,,TRUE,,+61 2 8762 1111,3.9,3168,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,3.9,7425,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,4.1,840,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4.1,1404,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4.1,4992,Sydney
10 Byfield St Macquarie Park,,,TRUE,,+61 2 9428 9500,4.1,1512,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,4.1,1144,Sydney
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,4.1,4032,Sydney
11 Jamison Street,,,TRUE,,+61 2 9696 2500,4.1,4400,Sydney
11 Olympic Boulevard,,,TRUE,,+61 2 8762 1111,4.1,3168,Sydney
"11 Rawson Place Corner of Pitt St and, Rawson Place",,,TRUE,,+61 2 9218 9000,4.1,1960,Sydney
1118 North State Street,,,TRUE,,+1 888-712-2712,4.7,1620,Chicago
228 East Ontario Street,,,TRUE,,+1 312-915-0000,4.7,256,Chicago
800 North Michigan Avenue,,,TRUE,,+1 312-335-1234,4.7,1240,Chicago
108 Chestnut Street,,,TRUE,,+1 416-977-5000,4.2,2784,Toronto
111 Carlton Street,,,TRUE,,+1 800-780-7234,3,1260,Toronto
111 Lombard Street,,,TRUE,,+1 416-367-5555,3.9,2175,Toronto
118 Yorkville Avenue,,,TRUE,,+1 416-963-6300,4.7,285,Toronto
15 Charles Street East,,,TRUE,,+1 416-924-1222,4.6,1140,Toronto
15 Richmond Street East,,,TRUE,,+1 800-463-1990,4.1,304,Toronto
1684 Queen Street East,,,FALSE,,+1 647-693-6842,3.4,2016,Toronto
181 Wellington Street West,,,TRUE,,+1 416-585-2500,4.6,2640,Toronto
195 Spadina Avenue,,,FALSE,,+1 416-593-0885,4.3,720,Toronto
220 Bloor Street West,,,FALSE,,+1 416-960-5200,4.4,104,Toronto
75 Bremner Boulevard,,,FALSE,,+1 888-940-7575,4.7,8640,Toronto
118 Yorkville Avenue,,,TRUE,,+1 416-963-6300,4.7,3875,Toronto
"1 Place de la Sorbonne, 75005",,,TRUE,,+33 1 46 34 14 80,4.2,4200,Paris
"1 Rue de Libourne, 75012",,,TRUE,,+33 1 44 67 34 00,4.2,80,Paris
"10 Place de Mexico, 75116",,,TRUE,,+33 1 56 90 40 04,4.2,2560,Paris
"10 Rue de Passy, 75016",,,TRUE,,+33 1 45 25 55 66,4.2,4095,Paris
"10 Rue du Champ de Mars, 75007",,,TRUE,,+33 1 40 62 67 00,4.2,2376,Paris
"102 Boulevard de Grenelle, 75015",,,TRUE,,+33 1 40 59 90 90,4.2,4340,Paris
"109 Rue de Bagnolet, 75020",,,TRUE,,+33 1 43 48 48 48,4.2,156,Paris
"1 Rue de Libourne, 75012",,,TRUE,,+33 1 44 67 34 00,4.2,2268,Paris
"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-872-1680,4.3,4992,Washington D.C.
"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,TRUE,,+1 202-898-1200,4.4,630,Washington D.C.
"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-337-0900,4.3,1040,Washington D.C.
"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,TRUE,,+1 202-695-1100,4.2,6800,Washington D.C.
"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-298-7800,4.3,870,Washington D.C.
"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,TRUE,,+1 202-347-3000,4.4,900,Washington D.C.
"1201 13th Street Northwest, Washington, District of Columbia 20005, United States",,,FALSE,,+1 202-682-5300,4,240,Washington D.C.
"1201 K Street Northwest, Washington, District of Columbia 20005, United States",,,FALSE,,+1 202-289-7600,4.6,234,Washington D.C.
"1225 First Street Northeast, Washington, District of Columbia 20002, United States",,,TRUE,,+1 202-408-4870,4.2,408,Washington D.C.
"1250 22nd Street Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-449-3100,4.4,1632,Washington D.C.
"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-872-1680,4,4992,Washington D.C.
"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,TRUE,,+1 202-898-1200,4,630,Washington D.C.
"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-337-0900,4,1040,Washington D.C.
"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,TRUE,,+1 202-695-1100,4,6800,Washington D.C.
"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-298-7800,4,870,Washington D.C.
"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,TRUE,,+1 202-347-3000,4,900,Washington D.C.
"1201 K Street Northwest, Washington, District of Columbia 20005, United States",,,FALSE,,+1 202-289-7600,4,234,Washington D.C.
"1225 First Street Northeast, Washington, District of Columbia 20002, United States",,,TRUE,,+1 202-408-4870,4,408,Washington D.C.
"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-872-1680,3.3,4992,Washington D.C.
"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,TRUE,,+1 202-898-1200,3.3,630,Washington D.C.
"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-337-0900,3.3,1040,Washington D.C.
"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,TRUE,,+1 202-695-1100,3.3,6800,Washington D.C.
"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-298-7800,3.3,870,Washington D.C.
"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,TRUE,,+1 202-347-3000,3.3,900,Washington D.C.
"1201 13th Street Northwest, Washington, District of Columbia 20005, United States",,,FALSE,,+1 202-682-5300,3.3,240,Washington D.C.
"1201 K Street Northwest, Washington, District of Columbia 20005, United States",,,FALSE,,+1 202-289-7600,3.3,234,Washington D.C.
"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-512-0248,4.2,264,New York
11 East 31st Street,,,TRUE,,+1 212-806-7000,4.4,2080,New York
11 Howard Street,,,TRUE,,+1 212-235-1111,4.3,2160,New York
102 West 57th Street,,,TRUE,,+1 212-379-0103,4.5,1008,New York
"1 Place de la Sorbonne, 75005",,,TRUE,,+33 1 46 34 14 80,4.5,3312,Paris
"1 Rue de Lourmel, 75015",,,FALSE,,+33 1 45 78 17 12,3.7,4875,Paris
"1-5 Passage Ruelle, 75018",,,TRUE,,+33 1 42 05 20 00,4.1,1080,Paris
"1-7 Rue Jean Richepin, 75016",,,FALSE,,+33 1 44 30 10 00,4.1,4950,Paris
"10 Rue Bernard Buffet, 75017",,,TRUE,,+33 1 40 25 20 20,3.6,3675,Paris
"1-5 Passage Ruelle, 75018",,,TRUE,,+33 1 42 05 20 00,4.1,540,Paris
1 South Franklin Street,,,FALSE,,+1 312-558-1020,4.4,2925,Chicago
1 West Wacker Drive,,,TRUE,,+1 800-468-3571,4.5,1856,Chicago
10 East Grand Avenue,,,TRUE,,+1 312-595-0000,4.2,1620,Chicago
100 West Monroe Street,,,TRUE,,+1 312-236-1234,4.4,3168,Chicago
10000 West O'Hare Avenue,,,TRUE,,+1 773-686-8000,3.9,1680,Chicago
105 East Delaware Place,,,TRUE,,+1 800-948-4255,4.1,1904,Chicago
11 West 26th Street,,,FALSE,,+1 312-225-7000,4,4752,Chicago
1100 South Michigan Avenue,,,FALSE,,+1 312-922-2900,3.9,882,Chicago
111 West Adams Street,,,TRUE,,+1 312-214-6400,4,5760,Chicago
111 West Huron Street,,,TRUE,,+1 877-848-4040,3.8,2520,Chicago
1 South Franklin Street,,,FALSE,,+1 312-558-1020,4.4,1140,Chicago
1 South Franklin Street,,,FALSE,,+1 312-558-1020,4.4,1254,Chicago
1 West Wacker Drive,,,TRUE,,+1 800-468-3571,4.5,3472,Chicago
10 East Grand Avenue,,,TRUE,,+1 312-595-0000,4.2,576,Chicago
100 West Monroe Street,,,TRUE,,+1 312-236-1234,4.4,2856,Chicago
10000 West O'Hare Avenue,,,TRUE,,+1 773-686-8000,3.9,4400,Chicago
105 East Delaware Place,,,TRUE,,+1 800-948-4255,4.1,1584,Chicago
11 West 26th Street,,,FALSE,,+1 312-225-7000,4,3366,Chicago
1100 South Michigan Avenue,,,FALSE,,+1 312-922-2900,3.9,2340,Chicago
111 West Adams Street,,,TRUE,,+1 312-214-6400,4,840,Chicago
111 West Huron Street,,,TRUE,,+1 877-848-4040,3.8,300,Chicago
"1 Place de la Sorbonne, 75005",,,TRUE,,+33 1 46 34 14 80,4.4,896,Paris
"11 Rue des Gravilliers, 75003",,,TRUE,,+33 1 44 54 13 13,4.4,4620,Paris
"12 Rue de Marignan, 75008",,,TRUE,,+33 1 40 76 34 56,4.4,725,Paris
"14 Rue Beaujon, 75008",,,TRUE,,+33 1 53 89 50 50,4.4,475,Paris
"15 Rue Boissy d'Anglas, 75008",,,TRUE,,+33 1 44 94 14 14,4.4,2080,Paris
"15 Rue Edouard Manet, 75013",,,TRUE,,+33 1 45 86 35 99,4.4,3500,Paris
"18 Rue du Cirque, 75008",,,TRUE,,+33 1 43 87 10 10,4.4,5760,Paris
"18-22 Rue de Berri, 75008",,,TRUE,,+33 1 76 53 77 70,4.4,5775,Paris
"2 Rue de Parme, 75009",,,TRUE,,+33 1 53 16 33 33,4.4,3264,Paris
"28 Rue Saint-Roch, 75001",,,TRUE,,+33 1 70 83 00 00,4.4,5175,Paris
"11 Rue des Gravilliers, 75003",,,TRUE,,+33 1 44 54 13 13,4.4,2940,Paris
1 Addington Street,,,TRUE,,+44 333 400 6116,4.1,2772,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,4.1,115,London
1 Leicester Square,,,FALSE,,+44 20 3953 4200,4.1,560,London
1 Seething Lane,,,TRUE,,+44 20 7702 2020,4.1,4928,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,4.1,720,London
1 Waterview Drive,,,TRUE,,+44 20 8463 6868,4.1,3456,London
1-13 Kings Hall Mews,,,FALSE,,+44 871 527 9480,4.1,1044,London
1 Addington Street,,,TRUE,,+44 333 400 6116,4.1,2016,London
102 West 57th Street,,,TRUE,,+1 212-379-0103,4.5,1620,New York
"102-05 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-565-8900,3.9,5265,New York
"102-40 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-672-6600,4.1,396,New York
103 Waverly Place,,,FALSE,,+1 800-222-0418,4.4,2640,New York
1033 6th Avenue,,,TRUE,,+1 212-768-0007,4.2,3300,New York
100 Greenwich Street,,,TRUE,,+1 917-409-0800,3.5,648,New York
"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-512-0248,3.5,264,New York
102 West 57th Street,,,TRUE,,+1 212-379-0103,3.5,1620,New York
"102-05 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-565-8900,3.5,5265,New York
"102-40 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-672-6600,3.5,396,New York
1033 6th Avenue,,,TRUE,,+1 212-768-0007,3.5,3300,New York
"104-04 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 877-270-1412,3.5,5280,New York
108 West 24th Street,,,TRUE,,+1 212-414-1000,3.5,3600,New York
11 East 31st Street,,,TRUE,,+1 212-806-7000,3.5,2080,New York
11 Howard Street,,,TRUE,,+1 212-235-1111,3.5,3960,New York
100 Greenwich Street,,,TRUE,,+1 917-409-0800,4,648,New York
"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-512-0248,4,264,New York
102 West 57th Street,,,TRUE,,+1 212-379-0103,4,1620,New York
"102-40 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-672-6600,4,396,New York
1033 6th Avenue,,,TRUE,,+1 212-768-0007,4,3300,New York
108 West 24th Street,,,TRUE,,+1 212-414-1000,4,3600,New York
11 East 31st Street,,,TRUE,,+1 212-806-7000,4,2080,New York
11 Howard Street,,,TRUE,,+1 212-235-1111,4,3960,New York
"11-01 43rd Avenue, Long Island City",,,TRUE,,+1 212-319-7000,4,3640,New York
1753 Orchid Avenue,,,FALSE,,+1 323-874-9678,4.4,3600,Los Angeles
1800 Argyle Avenue,,,TRUE,,+1 213-279-3532,4.4,2400,Los Angeles
2151 Avenue of the Stars,,,TRUE,,+1 310-284-6500,4.4,1352,Los Angeles
300 Doheny Drive,,,TRUE,,+1 310-273-2222,4.4,1900,Los Angeles
330 Charles E Young Drive East,,,TRUE,,+1 310-825-2923,4.4,2205,Los Angeles
425 Westwood Plaza,,,TRUE,,+1 310-206-8585,4.4,2400,Los Angeles
465 La Cienega Boulevard,,,TRUE,,+1 310-247-0400,4.4,2080,Los Angeles
5933 West Century Boulevard,,,TRUE,,+1 310-568-7700,4.4,2040,Los Angeles
6151 West Century Boulevard,,,FALSE,,+1 310-215-3300,4.4,3888,Los Angeles
8555 Beverly Boulevard,,,TRUE,,+1 310-278-5444,4.4,1728,Los Angeles
100 Greenwich Street,,,TRUE,,+1 917-409-0800,2.9,312,New York
102 West 57th Street,,,TRUE,,+1 212-379-0103,2.9,2016,New York
"102-05 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-565-8900,2.9,3645,New York
"102-40 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-672-6600,2.9,1344,New York
103 Waverly Place,,,FALSE,,+1 800-222-0418,2.9,1260,New York
1033 6th Avenue,,,TRUE,,+1 212-768-0007,2.9,1380,New York
"104-04 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 877-270-1412,2.9,1560,New York
108 West 24th Street,,,TRUE,,+1 212-414-1000,2.9,2376,New York
"1080 Broadway, Brooklyn",,,FALSE,,+1 718-715-4850,2.9,2250,New York
109 West 45th Street,,,FALSE,,+1 212-730-9444,2.9,3060,New York
102 West 57th Street,,,TRUE,,+1 212-379-0103,2.9,3072,New York
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,4.2,840,Sydney
"1 Kingsway, Cronulla New South Wales 2230, Australia",,,TRUE,,+61 2 8536 3600,3.9,2912,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4.4,1404,Sydney
10 Byfield St Macquarie Park,,,TRUE,,+61 2 9428 9500,4.3,1512,Sydney
1000 Northeast Multnomah Street,,,TRUE,,+1 503-281-6111,4.2,2520,Portland
1150 Northwest 9th Avenue,,,TRUE,,+1 503-220-1339,4.5,1428,Portland
11550 Northeast Airport Way,,,TRUE,,+1 503-252-3200,4.2,936,Portland
11936 Northeast Glenn Widing Drive,,,TRUE,,+1 503-262-8888,4.4,576,Portland
11938 Northeast Airport Way,,,TRUE,,+1 503-251-9991,4.4,480,Portland
12048 Northeast Airport Way,,,TRUE,,+1 503-255-8600,4.1,1800,Portland
12226 North Jantzen Drive,,,TRUE,,+1 503-283-3030,4.3,6045,Portland
1355 Southwest 2nd Avenue,,,TRUE,,+1 503-306-4800,4.4,480,Portland
1441 Northeast 2nd Avenue,,,TRUE,,+1 503-233-2401,4.2,1320,Portland
1455 Southwest Broadway,,,TRUE,,+1 503-334-2167,4.5,1035,Portland
1 Addington Street,,,TRUE,,+44 333 400 6116,3.9,2772,London
1 Baffin Way,,,TRUE,,+44 20 7517 1100,3.9,2640,London
1 Duke's Road,,,FALSE,,+44 871 527 8656,3.9,2772,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,3.9,115,London
1 King's Cross Road,,,TRUE,,+44 20 7833 3900,3.9,232,London
1 Leicester Square,,,FALSE,,+44 20 3953 4200,3.9,560,London
1 Seething Lane,,,TRUE,,+44 20 7702 2020,3.9,4928,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,3.9,720,London
1 Waterview Drive,,,TRUE,,+44 20 8463 6868,3.9,3456,London
1 Woolwich Manor Way,,,FALSE,,+44 871 527 8644,3.9,4212,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,3.9,5600,London
1 King's Cross Road,,,TRUE,,+44 20 7833 3900,3.9,3240,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,3.9,6480,London
1 Waterview Drive,,,TRUE,,+44 20 8463 6868,3.9,1984,London
1 Baffin Way,,,TRUE,,+44 20 7517 1100,3.9,936,London
1 Addington Street,,,TRUE,,+44 333 400 6116,3.9,2976,London
1 Baffin Way,,,TRUE,,+44 20 7517 1100,3.9,1080,London
1 Duke's Road,,,FALSE,,+44 871 527 8656,3.9,2349,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,3.9,1120,London
1 King's Cross Road,,,TRUE,,+44 20 7833 3900,3.9,864,London
1 Leicester Square,,,FALSE,,+44 20 3953 4200,3.9,1360,London
1 Seething Lane,,,TRUE,,+44 20 7702 2020,3.9,3720,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,3.9,1680,London
1 Waterview Drive,,,TRUE,,+44 20 8463 6868,3.9,1872,London
1 Woolwich Manor Way,,,FALSE,,+44 871 527 8644,3.9,396,London
1133 Atlantic Avenue,,,TRUE,,+1 562-590-8858,4,2673,Long Beach
1725 Long Beach Boulevard,,,FALSE,,+1 562-599-5555,3.9,270,Long Beach
200 South Pine Avenue,,,FALSE,,+1 562-491-1234,4.4,5280,Long Beach
285 Bay Street,,,FALSE,,+1 562-432-1234,4.5,5600,Long Beach
333 East Ocean Boulevard,,,TRUE,,+1 562-436-3000,4.3,1944,Long Beach
3771 North Lakewood Boulevard,,,TRUE,,+1 562-425-0012,4.4,1080,Long Beach
3841 North Lakewood Boulevard,,,TRUE,,+1 562-429-5803,4.4,648,Long Beach
4111 East Willow Street,,,TRUE,,+1 562-595-0909,4.3,600,Long Beach
4700 Airport Plaza Drive,,,TRUE,,+1 800-228-9290,4.3,936,Long Beach
500 East First Street,,,TRUE,,+1 562-435-8511,4.2,2268,Long Beach
3771 North Lakewood Boulevard,,,TRUE,,+1 562-425-0010,4.4,3720,Long Beach
3771 North Lakewood Boulevard,,,TRUE,,+1 562-425-0010,4.4,2106,Long Beach
1 Addington Street,,,TRUE,,+44 333 400 6116,3.8,2976,London
1 Baffin Way,,,TRUE,,+44 20 7517 1100,3.8,1080,London
1 Duke's Road,,,FALSE,,+44 871 527 8656,3.8,2349,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,3.8,1120,London
1 King's Cross Road,,,TRUE,,+44 20 7833 3900,3.8,864,London
1 Leicester Square,,,FALSE,,+44 20 3953 4200,3.8,1360,London
1 Seething Lane,,,TRUE,,+44 20 7702 2020,3.8,3720,London
1 Silvertown Way,,,TRUE,,+44 20 7540 4040,3.8,1620,London
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,4,624,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,4,840,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4,1404,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4,4992,Sydney
10 Byfield St Macquarie Park,,,TRUE,,+61 2 9428 9500,4,1512,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,4,1144,Sydney
"100 Marsden Street, Parramatta New South Wales 2150, Australia",,,FALSE,,+61 2 9633 9898,4,1224,Sydney
"106 Hassall Street, Rosehill New South Wales 2142, Australia",,,TRUE,,+61 2 8836 1000,4,1240,Sydney
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,4,4032,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,4,1100,Sydney
1041 Southwest Marine Drive,,,TRUE,,+1 604-263-1555,3.5,4092,Vancouver
1100 Granville Street,,,TRUE,,+1 604-669-7070,4.1,1680,Vancouver
111 Robson Street,,,TRUE,,+1 604-602-1008,4.4,2178,Vancouver
1110 Howe Street,,,TRUE,,+1 604-684-2151,3.9,2016,Vancouver
1128 West Georgia Street,,,TRUE,,+1 604-689-1120,4.6,675,Vancouver
1160 Davie Street,,,TRUE,,+1 604-681-7263,3.9,3744,Vancouver
1176 Granville Street,,,TRUE,,+1 800-553-5339,3.1,3627,Vancouver
1177 Melville Street,,,TRUE,,+1 604-669-5060,4.7,1260,Vancouver
1180 West Hastings Street,,,TRUE,,+1 604-697-0202,4.3,756,Vancouver
1225 Robson Street,,,TRUE,,+1 604-688-1411,4.3,1500,Vancouver
1041 Southwest Marine Drive,,,TRUE,,+1 604-263-1555,3.5,5100,Vancouver
"1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2298 1888,3.8,290,Kuala Lumpur
"10, Jalan Binjai, Kuala Lumpur, 50450",,,TRUE,,+60 3-7490 3333,3.8,5824,Kuala Lumpur
"10, Lorong P Ramlee, Kuala Lumpur, 50250",,,TRUE,,+60 3-2726 6788,3.8,2916,Kuala Lumpur
"1020, Jalan Sultan Ismail, 50250",,,TRUE,,+60 3-2168 1688,3.8,1920,Kuala Lumpur
"120, Jalan Raja Abdullah, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2603 1999,3.8,3456,Kuala Lumpur
"121, Jalan Ampang, Kuala Lumpur, 50450",,,TRUE,,+60 3-2786 8888,3.8,1000,Kuala Lumpur
"10, Jalan Binjai, Kuala Lumpur, 50450",,,TRUE,,+60 3-7490 3333,3.8,3120,Kuala Lumpur
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,4.4,4032,Sydney
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,3.4,624,Sydney
1 Hosking Place,,,TRUE,,+61 1300 633 462,3.4,4032,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,3.4,840,Sydney
"1 Kingsway, Cronulla New South Wales 2230, Australia",,,TRUE,,+61 2 8536 3600,3.4,2912,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,3.4,1404,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,3.4,4992,Sydney
10 Byfield St Macquarie Park,,,TRUE,,+61 2 9428 9500,3.4,1512,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,3.4,1144,Sydney
"106 Hassall Street, Rosehill New South Wales 2142, Australia",,,TRUE,,+61 2 8836 1000,3.4,1240,Sydney
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,3.4,4032,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,3.4,7425,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,3.4,4320,Sydney
1000 1st Avenue,,,TRUE,,+1 206-957-1000,4.5,1728,Seattle
1006 Spring Street,,,FALSE,,+1 206-583-6453,3.9,496,Seattle
1011 Pike Street,,,TRUE,,+1 206-682-8282,4.2,594,Seattle
1016 Republican Street,,,FALSE,,+1 206-708-8200,4.1,1890,Seattle
1046 1st Avenue South,,,TRUE,,+1 206-204-9800,4.3,4800,Seattle
105 Pike Street,,,TRUE,,+1 206-340-1222,4.4,552,Seattle
110 Stewart Street,,,TRUE,,+1 206-623-4600,4.4,4368,Seattle
1100 5th Avenue,,,TRUE,,+1 800-853-3914,4.4,2772,Seattle
1101 4th Avenue,,,TRUE,,+1 206-621-1770,4.5,1080,Seattle
1112 4th Avenue,,,TRUE,,+1 206-264-6000,4.4,1400,Seattle
721 Pine Street,,,FALSE,,+1 206-774-1234,4.6,224,Seattle
86 Pine Street,,,TRUE,,+1 206-443-3600,4.6,5104,Seattle
99 Union Street,,,TRUE,,+1 206-749-7000,4.6,5250,Seattle
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,4.1,680,Sydney
"1, Jalan 2/142a, Taman Len Seng, 56000 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-9100 1133,3.8,336,Kuala Lumpur
"1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2298 1888,4.2,1890,Kuala Lumpur
"10, Jalan Binjai, Kuala Lumpur, 50450",,,TRUE,,+60 3-7490 3333,4.3,3900,Kuala Lumpur
"10, Jalan Tun Sambanthan, Brickfields, 50470",,,TRUE,,+60 3-2273 1222,3.8,360,Kuala Lumpur
"10, Lorong P Ramlee, Kuala Lumpur, 50250",,,TRUE,,+60 3-2726 6788,4.3,2160,Kuala Lumpur
"1020, Jalan Sultan Ismail, 50250",,,TRUE,,+60 3-2168 1688,4.6,1800,Kuala Lumpur
"12, Jalan Raja Laut, Chow Kit, 50350",,,TRUE,,+60 3-2614 8000,3.6,540,Kuala Lumpur
"120, Jalan Pudu, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2143 5000,3.7,1794,Kuala Lumpur
"120, Jalan Raja Abdullah, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2603 1999,4.3,1820,Kuala Lumpur
"121, Jalan Ampang, Kuala Lumpur, 50450",,,TRUE,,+60 3-2786 8888,4.6,1520,Kuala Lumpur
"1, Jalan 2/142a, Taman Len Seng, 56000 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-9100 1133,3.8,1920,Kuala Lumpur
"1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2298 1888,4.2,2520,Kuala Lumpur
"10, Jalan Tun Sambanthan, Brickfields, 50470",,,TRUE,,+60 3-2273 1222,3.8,1080,Kuala Lumpur
"10, Lorong P Ramlee, Kuala Lumpur, 50250",,,TRUE,,+60 3-2726 6788,4.3,5460,Kuala Lumpur
