address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
3543 Brook Street,,FALSE,3,3,TRUE,925-283-8332,Bookstreet Park Apartments,5150,
790 2nd Street West,Sonoma,FALSE,1,1,TRUE,707-939-8152,Plaza Del Sol Apartments,1950,
61 Agua Caliente Road West,Sonoma,TRUE,2,1,TRUE,530-745-6170,Sonoma Village Apartments,2700,
61 Agua Caliente Road West,,TRUE,2,1,TRUE,530-745-6170,Sonoma Village Apartments,2700,
400 East Remington Drive,Sunnyvale,FALSE,2,3,TRUE,408-738-4862,Apricot Pit Apartments,4800,
555 East El Camino Real,Sunnyvale,TRUE,2,3,FALSE,408-738-0935,Arbor Terrace Apartments,3750,
1059 Reed Avenue,Sunnyvale,FALSE,2,3,FALSE,408-984-1060,Aster Park Apartments,3900,
151 South Bernardo Avenue,Sunnyvale,FALSE,2,3,TRUE,650-961-3333,Balboa Apartments,4050,
660 Gail Avenue,Sunnyvale,FALSE,2,3,TRUE,888-854-9884,Bonnie Terrace Apartments,4750,
732 East Evelyn Avenue,Sunnyvale,FALSE,2,3,FALSE,669-267-1020,Bristol Commons,3850,
1651 Belleville Way,Sunnyvale,FALSE,2,3,FALSE,669-257-9990,Brookside Oaks,5000,
815 East Fremont Avenue,Sunnyvale,FALSE,2,3,TRUE,408-736-5183,Cambria Apartments,3850,
874 East El Camino Real,Sunnyvale,FALSE,2,3,FALSE,866-730-1639,Cascades Apartments,4050,
678 Bellflower Avenue,Sunnyvale,FALSE,2,3,TRUE,408-735-9030,Charter Palm Town Homes,4700,
130 Crescent Avenue,Sunnyvale,TRUE,2,3,FALSE,408-749-1060,Crescent Terrace Senior Apartments,4300,
107 South Mary Avenue,Sunnyvale,TRUE,2,3,FALSE,408-702-2447,Magnolia Square Apartments,4450,
120 East Remington Drive,Sunnyvale,TRUE,2,3,TRUE,408-738-1114,Remington Place Apartments,3600,
718 Old San Francisco Road,Sunnyvale,TRUE,2,3,TRUE,408-736-1600,Renaissance Apartment Homes,3950,
874 Borregas Avenue,Sunnyvale,TRUE,2,3,FALSE,408-734-3166,Sands Studio Apartments,4350,
959 Stewart Drive,Sunnyvale,TRUE,2,3,TRUE,866-492-4478,Stewart Village Apartment Homes,5200,
1674 Hollenbeck Avenue,Sunnyvale,TRUE,2,3,FALSE,408-739-7190,Village Square Apartments,3550,
130 Crescent Avenue,,TRUE,2,3,FALSE,408-749-1060,Crescent Terrace Senior Apartments,4300,
4656 Quigg Drive,Santa Rosa,FALSE,3,4,FALSE,707-537-9866,Behringer Harvard,5200,
6401 Montecito Boulevard # 29,Santa Rosa,FALSE,3,4,TRUE,707-539-6148,Garden Court Apartments,5100,
2315 Lomitas Avenue # 103,Santa Rosa,FALSE,3,4,FALSE,707-528-9077,Marketplace Apartments,5000,
1421 Range Avenue,Santa Rosa,FALSE,3,4,FALSE,707-569-7488,Monte Vista Apartments,4950,
"Leasing Office, 6600 Montecito Boulevard",Santa Rosa,FALSE,3,4,TRUE,707-538-1516,Montecito Pines Apartments,4900,
1521 Range Avenue # 5,Santa Rosa,TRUE,3,4,TRUE,833-336-3062,Oaks Apartments,5150,
638 Cordelia Drive # 1,Santa Rosa,FALSE,3,4,TRUE,707-528-7971,Park Manor Apartments,4850,
2389 McBride Lane,Santa Rosa,TRUE,3,4,FALSE,707-579-5605,Park Villa Apartments,5050,
2111 Kawana Springs Road,Santa Rosa,FALSE,3,4,FALSE,707-595-2374,Renaissance Apartment Homes,4850,
1 Kashmir Drive,Santa Rosa,FALSE,3,4,TRUE,707-539-1109,Santa Rosa Garden Apartments,5200,
4656 Quigg Drive,,FALSE,3,4,FALSE,707-537-9866,Behringer Harvard,5200,
3329 Claremont Court,Santa Rosa,TRUE,1,3,TRUE,707-578-1313,Brookside East Apartments,4100,
3076 Marlow Road,Santa Rosa,TRUE,1,3,TRUE,707-579-5081,Marlow Apartments,4300,
1521 Range Avenue # 5,Santa Rosa,TRUE,1,3,TRUE,833-336-3062,Oaks Apartments,5150,
2002 Pinercrest Drive,Santa Rosa,TRUE,1,3,TRUE,707-579-3424,Orchard West Senior Apartments,4100,
2389 McBride Lane,Santa Rosa,TRUE,1,3,FALSE,707-579-5605,Park Villa Apartments,5050,
1024 Prospect Avenue # 122A,Santa Rosa,TRUE,1,3,FALSE,707-537-7834,Prospect Place Apartments,4400,
3589 Round Barn Boulevard,Santa Rosa,TRUE,1,3,FALSE,707-542-3258,The Meadows At Fountaingrove,4200,
3076 Marlow Road,,TRUE,1,3,TRUE,707-579-5081,Marlow Apartments,4300,
1290 San Tomas Aquino Road,San Jose,TRUE,3,4,FALSE,408-984-8888,Aegena,4900,
73 North Keeble Avenue,San Jose,FALSE,3,4,FALSE,408-998-7266,Alameda Gardens Apartments,4850,
2415 Rinconada Drive,San Jose,FALSE,3,4,FALSE,408-516-4212,Almaden House,4850,
5822 Charlotte Drive,San Jose,TRUE,3,4,TRUE,408-226-5822,Anton La Moraga Apartments,4850,
2760 McKee Road,San Jose,FALSE,3,4,TRUE,408-251-7570,Arbor Terraces,4900,
1058 South 5th Street,San Jose,FALSE,3,4,TRUE,877-259-1439,Art Ark Apartments,5250,
3801 Blackford Avenue #16,San Jose,TRUE,3,4,FALSE,408-876-3565,Blackford Apartments,4700,
260 North Capitol Avenue # 109,San Jose,TRUE,3,4,TRUE,408-259-1662,Capitol Avenue Apartments,4850,
220 North White Road,San Jose,FALSE,3,4,TRUE,408-259-0427,Casa Las Palmas,5100,
2036 Evans Lane,San Jose,TRUE,3,4,FALSE,408-264-0784,Catalonia Apartments,4800,
2415 Rinconada Drive,,FALSE,3,4,FALSE,408-516-4212,Almaden House,4800,
40001 Fremont Boulevard,Fremont,TRUE,1,1,TRUE,510-455-8815,Boulevard,2600,
38900 Blacow Road,Fremont,FALSE,1,1,TRUE,510-797-5980,Carrington Apartments,2750,
4101 Eggers Drive # 16,Fremont,FALSE,2,1,TRUE,510-796-4064,Case Verde Apartment,3200,
46703 Crawford Street # 2,Fremont,FALSE,1,1,TRUE,510-651-5292,Crawford Apartments,1600,
41277 Roberts Ave # 32,Fremont,FALSE,1,1,TRUE,510-656-2303,Felson Management Corporation,1700,
37811 Fremont Boulevard,Fremont,FALSE,3,1,TRUE,510-797-4520,Fremont Arms,5200,
41342 Roberts Avenue,Fremont,FALSE,1,1,TRUE,510-657-9766,Granada Apartments,1950,
4261 Stevenson Boulevard,Fremont,FALSE,1,1,TRUE,510-656-8200,Lincoln Glen,2650,
42010 Blacow Road,Fremont,FALSE,3,1,TRUE,510-657-2020,Minutetogo,4350,
1401 Red Hawk Circle,Fremont,FALSE,1,1,TRUE,510-494-9500,Mission Peaks,2300,
4101 Eggers Drive # 16,Fremont,FALSE,1,1,TRUE,510-796-4064,Case Verde Apartment,3200,
37811 Fremont Boulevard,Fremont,FALSE,1,1,TRUE,510-797-4520,Fremont Arms,5200,
4101 Eggers Drive # 16,,FALSE,1,1,TRUE,510-796-4064,Case Verde Apartment,3150,
1546 Maurice Lane,San Jose,FALSE,1,1,FALSE,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,2300,
1290 San Tomas Aquino Road,San Jose,TRUE,3,1,FALSE,408-984-8888,Aegena,4900,
73 North Keeble Avenue,San Jose,FALSE,2,1,FALSE,408-998-7266,Alameda Gardens Apartments,3600,
947 Branham Lane # C,San Jose,TRUE,1,1,FALSE,408-265-4808,Almaden Garden Apartments,1650,
2415 Rinconada Drive,San Jose,FALSE,3,1,FALSE,408-516-4212,Almaden House,4850,
978 Almaden Lake Drive,San Jose,FALSE,2,1,FALSE,408-323-8020,Almaden Lake Apartments,3250,
1543 Ambergrove Drive,San Jose,FALSE,2,1,FALSE,408-453-8011,Amberwood Apartments,3550,
1585 Marburg Way # 4,San Jose,FALSE,3,1,TRUE,408-926-3999,Ann Darling Apartments,3950,
5822 Charlotte Drive,San Jose,TRUE,3,1,TRUE,408-226-5822,Anton La Moraga Apartments,4850,
1582 Kooser Road,San Jose,FALSE,3,1,FALSE,408-448-1288,Arbor Apartments,4250,
3801 Blackford Avenue #16,San Jose,TRUE,1,1,FALSE,408-876-3565,Blackford Apartments,2300,
260 North Capitol Avenue # 109,San Jose,TRUE,2,1,TRUE,408-259-1662,Capitol Avenue Apartments,3100,
2036 Evans Lane,San Jose,TRUE,3,1,FALSE,408-264-0784,Catalonia Apartments,3900,
5255 Camden Avenue,San Jose,TRUE,3,1,FALSE,408-265-5605,Del Coronado Apartments,5200,
6184 Cottle Road,San Jose,TRUE,1,1,FALSE,408-225-8648,Foothill Apartments,1550,
1250 Foxdale Loop,San Jose,TRUE,2,1,FALSE,408-251-1142,Foxdale Village Apartments,3100,
360 Meridian Avenue,San Jose,TRUE,2,1,FALSE,408-995-0637,Parkview Family Apartments,4050,
947 Branham Lane # C,,TRUE,1,1,FALSE,408-265-4808,Almaden Garden Apartments,1650,
31755 Alvarado Boulevard,Union City,FALSE,1,1,TRUE,510-471-1272,Adrienne Village Apartments,2850,
33300 Mission Boulevard,Union City,FALSE,3,1,TRUE,510-489-0546,Dry Creek Apartments,4450,
1501 Decoto Road,Union City,FALSE,2,1,TRUE,510-487-2733,Parkside Apartments,2900,
34655 Skylark Drive,Union City,FALSE,3,1,FALSE,510-489-7431,Skylark Apartments,4000,
3900 Horner Street,Union City,FALSE,3,1,FALSE,510-489-2220,Summerhill Place Apartments,4450,
33 Union Square,Union City,FALSE,1,1,TRUE,510-475-7575,Verandas,1750,
31755 Alvarado Boulevard,,FALSE,1,1,TRUE,510-471-1272,Adrienne Village Apartments,2850,
1282 Mattox Road,Hayward,FALSE,3,4,FALSE,510-886-0385,Alpine Vista Apartments,4850,
26100 Gading Road,Hayward,FALSE,3,4,TRUE,510-785-3281,Amberwood Garden Apartments,5150,
31108 Brae Burn Avenue,Hayward,TRUE,3,4,FALSE,510-471-7075,Baywood Apartments,4700,
22800 Meridian Drive,Hayward,TRUE,3,4,FALSE,510-455-8869,City Centre,4900,
24955 Cypress Avenue,Hayward,FALSE,3,4,FALSE,510-732-9432,Cypress House Apartments,4950,
29596 Dixon Street # 60,Hayward,FALSE,3,4,FALSE,510-537-4705,Dixon Apartments,4800,
29200 Huntwood Avenue,Hayward,FALSE,3,4,TRUE,510-786-9375,Huntwood Terrace Apartment,4850,
1638 E Street # 106,Hayward,FALSE,3,4,FALSE,510-582-3155,Leisure Terrace,4750,
28500 Mission Boulevard,Hayward,TRUE,3,4,TRUE,877-794-9878,Mission Heights Apartments,4850,
25997 Gading Road,Hayward,FALSE,3,4,FALSE,510-782-8236,Morpark Apartments,5050,
1160 Meadow Lane,,FALSE,3,4,TRUE,855-289-4212,Pine Meadows Apartments,5000,
888 North San Mateo Drive,San Mateo,TRUE,2,2,TRUE,650-340-0098,888 San Mateo,2900,
1633 Marina Court,San Mateo,FALSE,1,2,TRUE,866-571-7179,Chesapeake Point Apartments,2550,
420 North Bayshore Boulevard # 1,San Mateo,FALSE,2,2,FALSE,650-342-5708,Country Club Apartments,4000,
1510 Marina Vista,San Mateo,FALSE,1,2,FALSE,650-341-3367,Edgewater Isle Senior Apartments,2350,
2717 South Norfolk Street,San Mateo,FALSE,3,2,TRUE,650-729-1461,Lakeshore Landing,4150,
25 McAker Court,San Mateo,FALSE,2,2,FALSE,650-286-9800,Pacific Gardens Townhouse,2750,
651 North El Camino Real,San Mateo,FALSE,3,2,TRUE,650-343-9038,Park Royal Apartments,4950,
2901 South El Camino Real,San Mateo,FALSE,3,2,FALSE,650-212-0935,Peninsula Station Apartments,3950,
24 East Santa Inez Avenue,San Mateo,FALSE,3,2,TRUE,650-347-2008,Santa Inez Apartments,4850,
3110 Casa De Campo,San Mateo,FALSE,3,2,FALSE,650-572-7180,Sares-Regis Group,5150,
1510 Marina Vista,San Mateo,FALSE,2,2,FALSE,650-341-3367,Edgewater Isle Senior Apartments,5250,
2717 South Norfolk Street,San Mateo,FALSE,2,2,TRUE,650-729-1461,Lakeshore Landing,4150,
651 North El Camino Real,San Mateo,FALSE,2,2,TRUE,650-343-9038,Park Royal Apartments,4950,
2901 South El Camino Real,San Mateo,FALSE,2,2,FALSE,650-212-0935,Peninsula Station Apartments,3950,
24 East Santa Inez Avenue,San Mateo,FALSE,2,2,TRUE,650-347-2008,Santa Inez Apartments,4850,
420 North Bayshore Boulevard # 1,,FALSE,2,2,FALSE,650-342-5708,Country Club Apartments,4000,
400 East Remington Drive,Sunnyvale,FALSE,3,3,TRUE,408-738-4862,Apricot Pit Apartments,4800,
555 East El Camino Real,Sunnyvale,TRUE,3,3,FALSE,408-738-0935,Arbor Terrace Apartments,4850,
1059 Reed Avenue,Sunnyvale,FALSE,3,3,FALSE,408-984-1060,Aster Park Apartments,4150,
151 South Bernardo Avenue,Sunnyvale,FALSE,3,3,TRUE,650-961-3333,Balboa Apartments,4050,
660 Gail Avenue,Sunnyvale,FALSE,3,3,TRUE,888-854-9884,Bonnie Terrace Apartments,4750,
1651 Belleville Way,Sunnyvale,FALSE,3,3,FALSE,669-257-9990,Brookside Oaks,5000,
874 East El Camino Real,Sunnyvale,FALSE,3,3,FALSE,866-730-1639,Cascades Apartments,5200,
678 Bellflower Avenue,Sunnyvale,FALSE,3,3,TRUE,408-735-9030,Charter Palm Town Homes,4700,
1234 Sunnyvale Saratoga Road # 9,Sunnyvale,FALSE,3,3,FALSE,408-737-2424,Chatelaine Apartments,5200,
130 Crescent Avenue,Sunnyvale,TRUE,3,3,FALSE,408-749-1060,Crescent Terrace Senior Apartments,4300,
955 Escalon Avenue,Sunnyvale,FALSE,3,3,TRUE,408-737-2777,Macara Gardens Apartments,5050,
825 Morse Avenue,Sunnyvale,FALSE,3,3,TRUE,408-734-9442,Morse Court Apartments,4400,
1229 Vicente Drive,Sunnyvale,FALSE,3,3,TRUE,650-961-0141,Olive West Apartments,4700,
1209 Ayala Drive,Sunnyvale,FALSE,3,3,TRUE,650-961-6696,Palm Villa Apartments,5150,
1070 Reed Avenue,Sunnyvale,FALSE,3,3,TRUE,408-457-8104,Reed Square,4300,
151 South Bernardo Avenue,,FALSE,3,3,TRUE,650-961-3333,Balboa Apartments,4050,
5643 Charlotte Way,Livermore,FALSE,2,3,FALSE,925-371-0905,Acacia Capital Cor-Ironwood Ap,3750,
3998 East Avenue,Livermore,FALSE,2,3,FALSE,925-606-6246,Arbol Verde Apartments,3600,
3819 East Avenue,Livermore,FALSE,2,3,TRUE,844-412-5121,Briarwood Apartments,3900,
2991 College Avenue,Livermore,TRUE,2,3,FALSE,925-373-8490,Chardonnay Garden Apts,5050,
5107 Norma Way # 23,Livermore,TRUE,2,3,FALSE,925-447-9140,Vineyard Apartments,4000,
5643 Charlotte Way,,FALSE,2,3,FALSE,925-371-0905,Acacia Capital Cor-Ironwood Ap,3750,
37057 Magnolia Street,Newark,FALSE,3,4,FALSE,510-791-8566,Alderwood Park,4850,
37171 Sycamore Street,Newark,FALSE,3,4,FALSE,800-441-0766,Sycamore Bay,5000,
37057 Magnolia Street,,FALSE,3,4,FALSE,510-791-8566,Alderwood Park,4850,
921 Fletcher Lane,Hayward,FALSE,3,3,TRUE,510-538-3658,Fletcher Gardens Apartments,4400,
27901 Huntwood Avenue # 126,Hayward,TRUE,3,3,TRUE,510-887-1543,Huntwood Commons,4300,
26100 Gading Road,,FALSE,3,3,TRUE,510-785-3281,Amberwood Garden Apartments,5150,
4656 Quigg Drive,Santa Rosa,FALSE,3,1,FALSE,707-537-9866,Behringer Harvard,5200,
6221 Montecito Boulevard,Santa Rosa,FALSE,3,1,FALSE,707-888-5505,Brush Creek Apartments,4150,
2001 Range Avenue,Santa Rosa,FALSE,1,1,FALSE,707-578-1150,Coddingtown Mall Apartments,2600,
825 Russell Avenue,,FALSE,2,1,TRUE,707-577-0262,Bicentennial Apartments,2800,
1546 Maurice Lane,San Jose,FALSE,3,3,TRUE,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,4450,
1290 San Tomas Aquino Road,San Jose,FALSE,2,3,TRUE,408-984-8888,Aegena,3500,
947 Branham Lane # C,San Jose,FALSE,3,3,TRUE,408-265-4808,Almaden Garden Apartments,5150,
978 Almaden Lake Drive,San Jose,FALSE,3,3,TRUE,408-323-8020,Almaden Lake Apartments,4050,
1585 Marburg Way # 4,San Jose,FALSE,2,3,TRUE,408-926-3999,Ann Darling Apartments,3550,
5822 Charlotte Drive,San Jose,FALSE,2,3,TRUE,408-226-5822,Anton La Moraga Apartments,3700,
1582 Kooser Road,San Jose,FALSE,3,3,TRUE,408-448-1288,Arbor Apartments,5000,
899 North King Road,San Jose,FALSE,3,3,FALSE,408-272-1588,Arbor Park,5250,
2760 McKee Road,San Jose,FALSE,3,3,FALSE,408-251-7570,Arbor Terraces,4950,
73 North Keeble Avenue,San Jose,TRUE,1,3,FALSE,408-998-7266,Alameda Gardens Apartments,4100,
750 North King Road,San Jose,TRUE,1,3,FALSE,408-844-4803,Avenel Apartments,4100,
1000 Blossom River Way,San Jose,TRUE,1,3,FALSE,408-979-9442,Blossom River Apartments,3550,
220 North White Road,San Jose,TRUE,1,3,TRUE,408-259-0427,Casa Las Palmas,3750,
3246 Cortese Circle,San Jose,TRUE,1,3,TRUE,408-729-5173,Country Club Villa Apartments,3550,
"2290, 303 Checkers Drive",San Jose,TRUE,1,3,FALSE,408-272-0356,El Rancho Verde Apartments,3700,
600 Epic Way,San Jose,TRUE,1,3,FALSE,669-888-1610,Epic,5150,
6184 Cottle Road,San Jose,TRUE,1,3,TRUE,408-225-8648,Foothill Apartments,3550,
632 North Jackson Avenue # 4,San Jose,TRUE,1,3,TRUE,408-251-6850,Las Casitas Associates,4250,
1800 Evans Lane,San Jose,TRUE,1,3,FALSE,408-265-9300,Las Ventanas Apartments,3950,
73 North Keeble Avenue,,TRUE,1,3,FALSE,408-998-7266,Alameda Gardens Apartments,4100,
201 Harrison Street,San Francisco,FALSE,2,2,TRUE,415-543-1135,Baycrest,2850,
1227 Hampshire Street,San Francisco,FALSE,3,2,TRUE,415-285-5966,Betel Apartments,3900,
1150 Webster Street,San Francisco,TRUE,2,2,TRUE,415-563-1885,Buchanan Park,4000,
530 Carter Street,San Francisco,FALSE,1,2,TRUE,415-584-4800,Carter Terrace,2350,
655 John Muir Drive,San Francisco,FALSE,2,2,TRUE,415-239-4745,Lakewood Access Line,3600,
835 Turk Street,San Francisco,FALSE,3,2,TRUE,415-922-0111,Vantaggio Suites,4800,
49 Gold Mine Drive,San Francisco,FALSE,3,2,TRUE,415-282-1634,Vista Del Monte Apartments,5250,
50 Turk Street #37,San Francisco,FALSE,3,2,TRUE,415-685-7045,Winston Arms Apartments,4050,
2760 McKee Road,San Jose,FALSE,3,2,TRUE,408-251-7570,Arbor Terraces,4900,
1058 South 5th Street,San Jose,FALSE,3,2,TRUE,877-259-1439,Art Ark Apartments,4250,
5480 Lean Avenue,San Jose,FALSE,2,2,TRUE,408-840-2195,Blossom Hill Apartments,2750,
1000 Blossom River Way,San Jose,FALSE,3,2,TRUE,408-979-9442,Blossom River Apartments,4400,
44 North Jackson Avenue # A5,San Jose,FALSE,3,2,TRUE,408-251-4540,Boxer'S Mayfair Village Senior Apartments,3900,
416 Boynton Avenue,San Jose,FALSE,2,2,TRUE,408-246-5509,Boynton Brooks Apartments,4000,
1405 Phelps Avenue,San Jose,FALSE,2,2,TRUE,408-866-6111,Campbell House Apartments,2800,
260 North Capitol Avenue # 109,San Jose,TRUE,2,2,TRUE,408-259-1662,Capitol Avenue Apartments,3100,
1585 Marburg Way # 4,San Jose,FALSE,1,2,TRUE,408-926-3999,Ann Darling Apartments,3950,
5822 Charlotte Drive,San Jose,TRUE,1,2,TRUE,408-226-5822,Anton La Moraga Apartments,4850,
2760 McKee Road,San Jose,FALSE,1,2,TRUE,408-251-7570,Arbor Terraces,4900,
1058 South 5th Street,San Jose,FALSE,1,2,TRUE,877-259-1439,Art Ark Apartments,4250,
5480 Lean Avenue,San Jose,FALSE,1,2,TRUE,408-840-2195,Blossom Hill Apartments,2750,
1000 Blossom River Way,San Jose,FALSE,1,2,TRUE,408-979-9442,Blossom River Apartments,4400,
44 North Jackson Avenue # A5,San Jose,FALSE,1,2,TRUE,408-251-4540,Boxer'S Mayfair Village Senior Apartments,3900,
416 Boynton Avenue,San Jose,FALSE,1,2,TRUE,408-246-5509,Boynton Brooks Apartments,4000,
1405 Phelps Avenue,San Jose,FALSE,1,2,TRUE,408-866-6111,Campbell House Apartments,2800,
260 North Capitol Avenue # 109,San Jose,TRUE,1,2,TRUE,408-259-1662,Capitol Avenue Apartments,3100,
5822 Charlotte Drive,,TRUE,1,2,TRUE,408-226-5822,Anton La Moraga Apartments,4150,
2605 Haste Street,Berkeley,TRUE,1,2,FALSE,510-996-4167,Casa Bonita,2650,
1260 Hopkins Street,Berkeley,FALSE,3,2,TRUE,510-526-3267,Hopkins Park Apartments,4950,
1425 Oregon Street,Berkeley,TRUE,2,2,TRUE,510-848-8554,Oregon Park Senior Apartments,3850,
1615 Russell Street # 101A,Berkeley,FALSE,2,2,TRUE,510-540-0382,Rosewood Manor Apartments,2850,
2017 Stuart Street,Berkeley,FALSE,3,2,TRUE,510-841-4595,Savo Island Cooperative Homes,4000,
1260 Hopkins Street,,FALSE,3,2,TRUE,510-526-3267,Hopkins Park Apartments,4950,
1901 Shore Line Drive,Alameda,FALSE,3,1,FALSE,510-863-1139,1901 Shoreline Apartments,4900,
547-549 Buena Vista Avenue,Alameda,TRUE,3,1,TRUE,510-814-1040,Alameda Park Apartments,4300,
459 Neptune Gardens Avenue,Alameda,FALSE,3,1,TRUE,510-769-1496,Breakers At Bayport,4850,
544 Central Avenue,Alameda,FALSE,1,1,FALSE,510-521-3927,Del Coronado,1800,
333 Willow Street # 100,Alameda,FALSE,1,1,TRUE,510-522-5300,Franciscan Apartments,2800,
559 Buena Vista Avenue,Alameda,FALSE,1,1,TRUE,510-521-2697,Garden Court Apartments,2550,
564 Central Avenue,Alameda,FALSE,1,1,TRUE,510-865-1139,Marine View Apartments,2400,
2149 Otis Drive,Alameda,FALSE,1,1,FALSE,510-522-1615,Otis Terrace Apartments,1900,
1901 Shore Line Drive,,FALSE,3,1,FALSE,510-863-1139,1901 Shoreline Apartments,4050,
135 Freeway Drive,Napa,TRUE,2,1,FALSE,707-253-8954,Bristol Apartments,3950,
234 Soscol Avenue,Napa,FALSE,3,1,TRUE,707-258-1370,Cadillac Flats Apartments,5200,
3025 Browns Valley Road,Napa,FALSE,3,1,FALSE,707-257-2051,Charter Oaks Apartments,4700,
601 River Glen Drive,Napa,FALSE,2,1,TRUE,707-253-0288,Glen View Apartments,3500,
3663 Solano Avenue,Napa,FALSE,2,1,FALSE,707-266-6934,Hawthorn Village,4000,
613 Cabot Way,Napa,TRUE,3,1,FALSE,707-265-9373,Marina Park Townhomes,5100,
790 Lincoln Avenue,Napa,TRUE,1,1,TRUE,707-255-3119,Napa Park Homes,1600,
2020 Kathleen Drive,Napa,FALSE,3,1,FALSE,707-255-0507,Olive Tree Apartments,4000,
2052 Wilkins Avenue,Napa,FALSE,1,1,TRUE,707-224-4877,Park Sienna Apartments,2500,
2211 Marin Street,Napa,FALSE,2,1,FALSE,707-927-5105,Rose Garden Apartments,3150,
135 Freeway Drive,,TRUE,2,1,FALSE,707-253-8954,Bristol Apartments,3950,
5 Hutchins Way,Novato,FALSE,2,1,TRUE,415-382-0801,Bay Vista,2950,
1518 Hill Road,Novato,FALSE,3,1,TRUE,415-897-0311,Hill Valley Apartments,4950,
450 Entrada Drive,Novato,FALSE,2,1,TRUE,415-883-9600,La Casa Novato Apartments,2850,
1515 Novato Boulevard # 29,Novato,FALSE,1,1,TRUE,415-897-0323,Otavon Apartments,1600,
707 Continental Circle,Mountain View,FALSE,2,1,TRUE,833-278-0054,Americana,3950,
2290 California Street,Mountain View,FALSE,2,1,TRUE,650-965-8290,Arbors At Mountain View,4100,
1335 Montecito Avenue # 1,Mountain View,FALSE,2,1,TRUE,650-940-1909,Barkley Square Apartments,4950,
302 Easy Street,Mountain View,FALSE,2,1,TRUE,650-968-3830,Chateau Apartments,4000,
210 Easy Street,Mountain View,FALSE,2,1,TRUE,650-961-2975,Fernmar Apartments,4950,
1571 West El Camino Real,Mountain View,FALSE,2,1,TRUE,650-969-9800,Hidden Garden Apartments,4700,
234 Escuela Avenue,Mountain View,FALSE,2,1,TRUE,844-828-9650,Highland Gardens Apartments,4900,
1970 Latham Street,Mountain View,TRUE,2,1,TRUE,650-961-6135,Latham Court Apartments,3650,
1140 Castro Street # 25,Mountain View,FALSE,2,1,TRUE,650-961-6663,Miramonte Gardens,4200,
870 East El Camino Real,Mountain View,TRUE,2,1,TRUE,650-967-1424,Reserve At Mountain View Apartments,4700,
707 Continental Circle,,FALSE,2,1,TRUE,833-278-0054,Americana,3950,
1001 Beethoven Common,Fremont,FALSE,3,3,FALSE,510-797-1800,Alborada Apartments,5100,
34050 Westchester Terrace,Fremont,FALSE,3,3,FALSE,510-794-9981,Amber Court,4300,
3500 Pennsylvania Avenue # 101,Fremont,TRUE,3,3,FALSE,510-943-8264,Birchwood Apartments,4700,
36163 Fremont Boulevard,Fremont,FALSE,2,3,FALSE,510-793-1621,Brookvale Chateau,3600,
41299 Paseo Padre Parkway,Fremont,TRUE,3,3,FALSE,510-651-1040,Century Village Apartments,4100,
39438 Stratton Common,Fremont,FALSE,3,3,FALSE,510-490-0371,Crossroads Village Apartments,4400,
4261 Stevenson Boulevard,Fremont,FALSE,3,3,FALSE,510-656-8201,Fremont Manor,5050,
3500 Pennsylvania Avenue # 101,,TRUE,3,3,FALSE,510-943-8264,Birchwood Apartments,4700,
220 North White Road,San Jose,TRUE,1,1,TRUE,408-259-0427,Casa Las Palmas,2850,
3246 Cortese Circle,San Jose,TRUE,2,1,TRUE,408-729-5173,Country Club Villa Apartments,3550,
6184 Cottle Road,San Jose,TRUE,2,1,TRUE,408-225-8648,Foothill Apartments,3550,
632 North Jackson Avenue # 4,San Jose,TRUE,3,1,TRUE,408-251-6850,Las Casitas Associates,4250,
