address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
999 Oak Hill Road,Chinese,,FALSE,TRUE,Lafayette,,925-283-1688,moderate,4.2,Uncle Yu's,
2174 Market Street,Tapas,,FALSE,TRUE,San Francisco,,415-471-2977,pricey,4.2,Aatxe,
661 Divisadero Street,Tapas,,FALSE,FALSE,San Francisco,,415-654-5211,moderate,4.4,Barvale,
4058 18th Street A,Tapas,,FALSE,FALSE,San Francisco,,415-801-5392,moderate,4.3,Beso Bistronomia,
216 Townsend Street,Tapas,,FALSE,FALSE,San Francisco,,415-896-2120,moderate,4.3,District San Francisco,
1101 Valencia Street,Tapas,,FALSE,FALSE,San Francisco,,415-401-8959,moderate,4.3,Garcon,
6 Claude Lane,Tapas,,FALSE,FALSE,San Francisco,,415-788-6686,pricey,4.2,Gitane Restaurant & Bar,
2199 Mission Street,Tapas,,FALSE,FALSE,San Francisco,,415-863-4777,moderate,4.1,L'emigrante,
3120 16th Street,Tapas,,TRUE,FALSE,San Francisco,,415-431-4089,moderate,4.4,Picaro,
141 Hickey Boulevard,Mexican,,TRUE,FALSE,South San Francisco,,650-755-0614,moderate,3.9,Chevys Fresh Mex,
811 Grant Avenue,Asian,,FALSE,TRUE,Novato,,415-892-3440,moderate,3,Anokha Cuisine Of India,
1553 South Novato Boulevard G,Asian,,FALSE,TRUE,Novato,,415-892-9303,moderate,4.6,Chao Praya,
165 East El Camino Real,Indian,,FALSE,TRUE,Mountain View,,650-965-1111,cheap,3.9,Chaat Paradise,
2105 Old Middlefield Way suite c,Indian,,FALSE,TRUE,Mountain View,,650-965-1888,cheap,4.1,Dosa Paratha Indian Cuisine,
288 Castro Street,Indian,,FALSE,TRUE,Mountain View,,650-960-1000,moderate,4.1,Mantra India,
357 Castro Street,Indian,,FALSE,TRUE,Mountain View,,650-965-2000,moderate,4.2,Sakoon,
2700 West El Camino Real,Indian,,FALSE,TRUE,Mountain View,,408-800-6368,moderate,3.4,The Menu Indian Cuisine,
740 East El Camino Real,American,,FALSE,TRUE,Sunnyvale,,408-245-4501,moderate,4,Black Angus Steakhouse,
1235 Oakmead Parkway,American,,FALSE,FALSE,Sunnyvale,,408-736-2739,moderate,4.1,Faultline Brewing Company,
111 South Murphy Avenue,American,,TRUE,FALSE,Sunnyvale,,408-773-9500,moderate,3.8,Firehouse Grill & Brewery,
1169 W El Camino Real,American,,TRUE,FALSE,Sunnyvale,,408-245-7640,cheap,3.6,Mcdonald's,
151 South Murphy Avenue,American,,TRUE,FALSE,Sunnyvale,,408-685-2477,moderate,4.3,Metro City,
1063 East El Camino Real,American,,FALSE,FALSE,Sunnyvale,,408-244-7311,moderate,4.4,Tanto,
195 South Murphy Avenue,American,,TRUE,TRUE,Sunnyvale,,408-245-8503,moderate,4.2,The Oxford,
355 Santana Row #1060,American,,TRUE,FALSE,San Jose,,408-247-1706,moderate,4,Rosie Mccann's Irish Pub & Restaurant,
1502 Saratoga Avenue,American,,TRUE,TRUE,San Jose,,408-866-4176,moderate,4.2,The Blue Door Restaurant & Bar,
1110 Willow Street,American,,TRUE,TRUE,San Jose,,408-638-7911,moderate,4.3,The Table,
1411 The Alameda,American,,TRUE,FALSE,San Jose,,408-275-1411,moderate,4.2,Zona Rosa,
925 Blossom Hill Road,American,,TRUE,FALSE,San Jose,,408-284-4260,moderate,4.1,Bj's Restaurant & Brewhouse,
1532 North Main Street,Italian,,FALSE,TRUE,Walnut Creek,,510-943-1094,moderate,0,Caffe Delle Stelle Restaurant,
2291 Olympic Boulevard,Italian,,FALSE,TRUE,Walnut Creek,,925-939-9060,moderate,4.4,Il Pavone,
1604 Locust Street,Italian,,TRUE,TRUE,Walnut Creek,,925-932-1474,pricey,4.4,Massimo Ristorante,
1528 Civic Drive,Italian,,FALSE,TRUE,Walnut Creek,,925-943-6608,moderate,4.6,Montecatini Ristorante,
2997 North Main Street,Italian,,FALSE,TRUE,Walnut Creek,,925-930-7774,moderate,4.3,Pasta Primavera,
1522 North Main Street,Italian,,FALSE,TRUE,Walnut Creek,,925-935-7780,pricey,4.5,Prima Restaurant,
1325 North Main Street,Italian,,TRUE,TRUE,Walnut Creek,,925-930-9999,moderate,4.1,Tomatina,
961 Bluebell Drive,Asian,,FALSE,TRUE,Livermore,,925-294-8698,cheap,4.5,Sai's T Restaurant,
2564 Springs Road ste B,Take-out,,FALSE,FALSE,Vallejo,,707-554-3434,moderate,4.1,Giant New York Pizza,
1176 Admiral Callaghan Lane,Take-out,,FALSE,TRUE,Vallejo,,707-648-0431,moderate,3.9,Olive Garden Italian Restaurant,
1492 Old Bayshore Highway,Seafood,,FALSE,FALSE,Burlingame,,650-347-9988,moderate,3.8,Grand Harbor,
243 California Drive,Seafood,,FALSE,FALSE,Burlingame,,650-348-4064,moderate,4.4,Sakae Sushi & Grill,
300 Broadway,Taiwanese,,FALSE,FALSE,Oakland,,510-922-8032,moderate,4.1,Dragon Gate,
13808 Skyline Boulevard,American,,FALSE,FALSE,Woodside,,650-851-8541,pricey,4.7,The Mountain House,
1295 East Dunne Avenue,American,,TRUE,FALSE,Morgan Hill,,669-888-3488,moderate,4.2,88 Keys Cafe,
17105 Monterey Road,American,,TRUE,FALSE,Morgan Hill,,408-779-8800,moderate,4.5,Bubbles & Brew,
30 East 3rd Street,American,,TRUE,FALSE,Morgan Hill,,408-779-3376,moderate,4.2,Huntington Station,
17305 Monterey Road,American,,TRUE,TRUE,Morgan Hill,,408-201-9200,pricey,4.5,Ladera Grill,
464 Castro Street,Italian,,FALSE,TRUE,San Francisco,,415-865-9963,moderate,4.3,Cafe Mystique,
4318 Thornton Avenue,Sandwich,,FALSE,FALSE,Fremont,,510-791-7400,cheap,3.7,Mcdonald's,
42800 Mission Boulevard,Sandwich,,FALSE,FALSE,Fremont,,510-656-9375,cheap,3.7,Mcdonald's,
4440 Lone Tree Way,Coffeehouse,,FALSE,FALSE,Antioch,,925-756-7689,cheap,3.3,Mcdonald's,
14109 South Winchester Boulevard,Italian,,TRUE,FALSE,Los Gatos,,408-374-1808,moderate,4.3,Aldo's Ristorante & Bar,
565 University Avenue,Italian,,TRUE,FALSE,Los Gatos,,408-395-7650,moderate,4.4,Campo Di Bocce Of Los Gatos,
109 West Main Street,Italian,,FALSE,FALSE,Los Gatos,,408-384-4007,moderate,4.4,Centonove,
14180 Blossom Hill Road,Italian,,FALSE,TRUE,Los Gatos,,408-358-3661,moderate,2.5,Gallo's,
51 North Santa Cruz Avenue,Italian,,FALSE,FALSE,Los Gatos,,408-354-8788,moderate,4,Gardino's Ristorante Italiano,
25 East Main Street,Italian,,TRUE,TRUE,Los Gatos,,408-399-5180,moderate,4.2,I Gatti Restaurant,
49 East Main Street,Italian,,FALSE,TRUE,Los Gatos,,408-399-3477,moderate,4.6,The Pastaria & Market,
50 University Avenue,Italian,,TRUE,FALSE,Los Gatos,,408-399-1914,moderate,4.2,Wine Cellar Restaurant,
1 Pagoda Place,Beijing,,FALSE,TRUE,San Francisco,,415-982-5608,moderate,4.1,Hang Ah Dim Sum Tea House,
3132 Vicente Street,Beijing,,FALSE,TRUE,San Francisco,,415-564-9588,moderate,4.3,Old Mandarin Islamic Restaurant,
245 Church Street,Beijing,,FALSE,TRUE,San Francisco,,415-621-3020,cheap,4.2,Red Jade,
835 Airport Boulevard,American,,FALSE,FALSE,Burlingame,,650-373-2237,moderate,4.2,37 North,
1333 Old Bayshore Highway,American,,FALSE,TRUE,Burlingame,,650-347-1234,moderate,4,3sixty Bar Bistro Market,
1250 Old Bayshore Highway,American,,FALSE,FALSE,Burlingame,,650-342-6297,moderate,4.1,Original Max's,
333 California Drive,American,,FALSE,FALSE,Burlingame,,650-344-6050,moderate,4.1,Steelhead Brewing Company,
127 Throckmorton Avenue,Italian,,FALSE,FALSE,Mill Valley,,415-388-0224,moderate,4.5,La Ginestra,
286 Coddingtown Center,Thai,,FALSE,TRUE,Santa Rosa,,707-521-9087,moderate,4.5,Sea Noodle Bar,
2478 West 3rd Street,Thai,,FALSE,TRUE,Santa Rosa,,707-575-9296,moderate,4.2,Thai Pot,
247 4th Street,American,,TRUE,FALSE,Oakland,,510-834-2467,moderate,4.4,Chop Bar,
5422 College Avenue,American,,TRUE,TRUE,Oakland,,510-871-3463,moderate,4.5,Duchess Oakland,
1900 Telegraph Avenue,American,,FALSE,FALSE,Oakland,,510-286-0100,pricey,4.4,Flora,
66 Franklin Street #100,American,,TRUE,TRUE,Oakland,,510-268-3200,moderate,4.3,Forge Pizza Oakland,
44 Webster Street,American,,TRUE,TRUE,Oakland,,510-663-4440,pricey,4.6,Haven,
1915 San Pablo Avenue,American,,TRUE,FALSE,Oakland,,510-788-6217,moderate,4.3,Hopscotch,
2022 Telegraph Avenue,American,,FALSE,FALSE,Oakland,,510-419-0622,moderate,4,Hutch Bar & Kitchen,
3112 Market Street,American,,TRUE,TRUE,Oakland,,510-735-9115,moderate,4.1,Ivy Moon Restaurant,
1 Franklin Street,American,,FALSE,FALSE,Oakland,,510-835-8600,moderate,4.2,"Kincaid's Fish, Chop & Steak House",
3620 Fallon Road,Take-out,,TRUE,TRUE,Dublin,,925-452-1155,moderate,3.8,Bj's Restaurant & Brewhouse,
327 Kearny Street,Greek,,FALSE,FALSE,San Francisco,,415-391-1154,cheap,4.1,Ayola,
200 Jackson Street,Greek,,FALSE,FALSE,San Francisco,,415-981-0983,ultra high-end,4.7,Kokkari Estiatorio,
4000 24th Street,Greek,,TRUE,TRUE,San Francisco,,415-829-8383,moderate,4.2,Novy Restaurant,
243 West Portal Avenue,Greek,,FALSE,TRUE,San Francisco,,415-664-6739,moderate,4.4,Orexi Restaurant,
449 Castro Street,Greek,,FALSE,TRUE,San Francisco,,415-872-9779,cheap,4.3,Park Gyros Castro,
65 West Main Avenue,Chinese,,FALSE,TRUE,Morgan Hill,,408-779-0618,moderate,3.9,China Palace Restaurant,
233 West Main Avenue,Chinese,,FALSE,TRUE,Morgan Hill,,408-778-9898,cheap,3.7,Pearl River Restaurant,
1401 18th Street,French,,FALSE,FALSE,San Francisco,,415-824-8205,moderate,4,Chez Papa Bistrot,
2500 Washington Street,French,,TRUE,FALSE,San Francisco,,415-359-0075,moderate,4.3,Chouquet's,
715 Bush Street,French,,FALSE,FALSE,San Francisco,,415-421-3154,moderate,4.5,"Closed For Renovation - Reopening April 23rd, 2019)",
2223 Union Street,French,,TRUE,FALSE,San Francisco,,415-771-7771,moderate,4.6,Gamine,
465 Davis Street,French,,FALSE,TRUE,San Francisco,,415-981-7824,moderate,4.1,L'olivier French Restaurant,
699 Chenery Street,French,,FALSE,FALSE,San Francisco,,415-334-3238,moderate,4.4,Le P'tit Laurent,
4293 Piedmont Avenue,California,,TRUE,FALSE,Oakland,,510-652-3676,moderate,4.6,Dopo,
416 13th Street,California,,FALSE,TRUE,Oakland,,510-290-0331,cheap,4.3,Mockingbird,
942 Stanford Avenue,California,,TRUE,TRUE,Oakland,,510-808-7519,moderate,4.6,Sideshow Kitchen,
2509 South Bascom Avenue,Steakhouse,,TRUE,FALSE,Campbell,,408-371-8729,moderate,4.4,Grill Em Steak House & Sports Bar,
280 East Campbell Avenue,Steakhouse,,TRUE,FALSE,Campbell,,408-374-5000,moderate,4.3,Willard Hicks,
61 Washington Street,Chinese,,FALSE,TRUE,Santa Clara,,408-984-6688,moderate,4.3,Chef Ming's,
2110 El Camino Real,Chinese,,FALSE,TRUE,Santa Clara,,408-244-1684,moderate,4.2,China Stix,
2855 Stevens Creek Boulevard #1259,Chinese,,FALSE,TRUE,Santa Clara,,408-248-1688,moderate,4.3,Din Tai Fung,
3581 Homestead Road,Chinese,,FALSE,TRUE,Santa Clara,,408-564-4958,moderate,4,Jx Cuisine,
4495 Stevens Creek Boulevard,Chinese,,FALSE,TRUE,Santa Clara,,408-249-2784,moderate,4.5,Lock Chun Restaurant,
454 California Avenue,Japanese,,TRUE,FALSE,Palo Alto,,650-321-3454,pricey,4.4,Jin Sho,
180 Hamilton Avenue,Japanese,,TRUE,FALSE,Palo Alto,,650-666-3322,ultra high-end,4.1,Nobu Palo Alto,
39839 Mowry School Road,American,,FALSE,TRUE,Newark,,510-445-0660,moderate,3.8,Chuck E. Cheese's,
740 McClelland Drive,American,,TRUE,TRUE,Windsor,,707-837-7546,moderate,4.4,Kin Windsor,
3199 Powell Street,Chinese,,FALSE,FALSE,Emeryville,,510-655-3388,moderate,4.1,Hong Kong East Ocean Seafood Restaurant,
1819 Colfax Street,Nicaraguan,,FALSE,TRUE,Concord,,925-446-6141,moderate,4.4,La Fritanguera,
Stanford Shopping Center,Coffeehouse,,TRUE,TRUE,Palo Alto,,650-262-1830,pricey,4.2,Terrain Cafe,
4031 Balboa Street,Egyptian,,FALSE,TRUE,San Francisco,,415-876-2300,moderate,4,Al-masri Egyptian Restaurant,
1702 Post Street,Japanese,,FALSE,TRUE,San Francisco,,415-346-3486,moderate,4,Sanppo Restaurant,
431 Balboa Street,Japanese,,FALSE,TRUE,San Francisco,,415-933-7100,moderate,4.4,Sushi Bistro,
2481 San Ramon Valley Boulevard,Salad,,FALSE,FALSE,San Ramon,,925-820-4325,cheap,3.2,Mcdonald's,
2327 Buchanan Road,Seafood,,FALSE,TRUE,Antioch,,925-778-1585,moderate,4.5,Okawa Japanese Restaurant,
1 I Street,Seafood,,FALSE,FALSE,Antioch,,925-757-2272,moderate,4,Riverview Lodge,
2086 El Camino Real,Seafood,,FALSE,FALSE,Santa Clara,,408-984-5623,moderate,3.9,Kobe Japanese Restaurant,
3775 El Camino Real,Seafood,,FALSE,TRUE,Santa Clara,,408-246-3474,moderate,4.4,The Fish Market,
825 San Pablo Avenue,Take-out,,FALSE,TRUE,Albany,,510-526-2552,moderate,3.9,Nizza La Bella,
1133 Solano Avenue,Take-out,,FALSE,TRUE,Albany,,510-525-8686,moderate,4,Solano Grill & Bar,
14503 Big Basin Way,Italian,,TRUE,FALSE,Saratoga,,408-741-5115,moderate,4.2,Bella Saratoga,
14510 Big Basin Way #11,Italian,,TRUE,TRUE,Saratoga,,408-741-1784,moderate,4.1,Florentine Trattoria,
14441 Big Basin Way,Italian,,FALSE,FALSE,Saratoga,,408-741-1518,moderate,4.2,Sole Mio Ristorante Italiano,
167 West San Fernando Street,Brazilian,,FALSE,FALSE,San Jose,,855-586-9288,pricey,4.4,Taurinus Brazilian Steak House,
1310 Old Bayshore Highway,Tofu,,FALSE,TRUE,Burlingame,,650-477-2859,moderate,3.9,I Love Sushi & Tofu,
2111 El Camino Real,Seafood,,FALSE,FALSE,Palo Alto,,650-327-2222,moderate,4.1,Odori Japanese Cuisine,
900 Stanford Shopping Center Bldg. W Bldg. W,Seafood,,TRUE,TRUE,Palo Alto,,650-330-1782,moderate,3.7,P.f. Chang's,
3150 El Camino Real,Seafood,,TRUE,TRUE,Palo Alto,,650-493-9188,moderate,4.3,The Fish Market,
4269 El Camino Real,Seafood,,FALSE,FALSE,Palo Alto,,650-213-1111,ultra high-end,4.5,The Sea By Alexander's Steakhouse,
586 San Mateo Avenue,Chinese,,FALSE,TRUE,San Bruno,,650-873-1388,cheap,4,China Garden,
354 El Camino Real,Chinese,,FALSE,FALSE,San Bruno,,650-737-9899,cheap,3.9,Dumpling Era,
436 San Mateo Avenue,Chinese,,FALSE,TRUE,San Bruno,,650-588-2375,cheap,4.1,Ming's,
17320 Monterey Road,Seafood,,TRUE,TRUE,Morgan Hill,,408-778-0551,moderate,4.2,Rosy's At The Beach,
435 Magnolia Avenue,Chinese,,TRUE,TRUE,Larkspur,,415-924-0717,cheap,4.6,Dj's Chinese Cuisine,
25 Ward Street,American,,TRUE,TRUE,Larkspur,,415-891-8577,moderate,4.6,Farm House Local,
261 North 2nd Street,German,,TRUE,FALSE,San Jose,,408-771-9871,moderate,4.5,Ludwig's German Table,
2300 First Street #110,Brunch,,FALSE,TRUE,Livermore,,925-443-6638,moderate,4.4,Simply Fondue,
805 North Vasco Road,American,,FALSE,FALSE,Livermore,,925-961-9090,cheap,3.7,Mcdonald's,
133 South Murphy Avenue,Mediterranean,,TRUE,FALSE,Sunnyvale,,408-735-9971,moderate,4,Taverna Bistro,
2826 Telegraph Avenue,Chinese,,FALSE,TRUE,Berkeley,,510-647-9744,moderate,4.5,Royal Rangoon Restaurant,
599 O'Farrell Street,Mexican,,FALSE,TRUE,San Francisco,,415-202-0530,cheap,3.8,El Tesoro Taqueria & Grill,
500 Raley's Town Centre,Mexican,,TRUE,FALSE,Rohnert Park,,707-588-0893,moderate,4.1,Tonayan,
2148 Story Road #3,Salvadoran,,FALSE,TRUE,San Jose,,408-684-4416,moderate,3.7,Tanchito's Restaurant,
4390 Telegraph Avenue D,Sushi,,FALSE,FALSE,Oakland,,510-594-0661,moderate,4,Koryo Sushi,
605 Post Street,Japanese,,FALSE,FALSE,San Francisco,,415-775-7644,moderate,4.4,Sakana Sushi Bar & Grill,
3496 Blackhawk Plaza Circle,Japanese,,TRUE,TRUE,Danville,,925-648-7838,moderate,4.1,Blue Gingko Blackhawk,
127 Clement Street,Burmese,,FALSE,TRUE,San Francisco,,415-933-9900,moderate,4.4,B Star,
211 Valencia Street,Burmese,,FALSE,TRUE,San Francisco,,415-861-2100,moderate,4.6,Burma Love,
4348 California Street,Burmese,,FALSE,TRUE,San Francisco,,415-386-3896,moderate,4.5,Mandalay Restaurant,
3199 Clement Street,Burmese,,FALSE,TRUE,San Francisco,,415-751-2598,moderate,4.5,Pagan Restaurant,
590 Van Ness Avenue,Burmese,,FALSE,TRUE,San Francisco,,415-610-4333,moderate,4,Rangoon Ruby Burmese Cuisine,
1556 Solano Avenue,Italian,,FALSE,FALSE,Berkeley,,510-558-9000,moderate,4.2,Cugini Restaurant,
2635 Ashby Avenue,Italian,,FALSE,TRUE,Berkeley,,510-838-1131,moderate,4.3,Donato & Co.,
2930 College Avenue,Italian,,FALSE,TRUE,Berkeley,,510-644-3848,moderate,3.4,Filippo's Berkeley Elmwood,
1400 Shattuck Avenue,Italian,,FALSE,FALSE,Berkeley,,510-843-3745,moderate,4.5,Lo Coco's Restaurant,
2016 Shattuck Avenue,Italian,,FALSE,TRUE,Berkeley,,510-225-9467,moderate,4.5,Lucia's Berkeley,
800 Heinz Avenue,Italian,,TRUE,FALSE,Berkeley,,510-649-5075,moderate,4.5,Riva Cucina,
2993 College Avenue,Italian,,FALSE,FALSE,Berkeley,,510-704-1474,moderate,4.2,Trattoria La Siciliana,
3591 El Camino Real,Take-out,,FALSE,FALSE,Santa Clara,,408-554-9578,moderate,3.9,Chili's Grill & Bar,
490 Geary Street,American,,FALSE,FALSE,San Francisco,,415-345-2303,ultra high-end,3.9,Aveline,
1085 Mission Street,American,,FALSE,FALSE,San Francisco,,415-369-9161,ultra high-end,4.8,Birdsong,
2224 Mission Street,American,,FALSE,FALSE,San Francisco,,415-355-1500,ultra high-end,4.4,Commonwealth,
3870 17th Street,American,,FALSE,FALSE,San Francisco,,415-621-3870,ultra high-end,4.6,Frances,
252 California Street,American,,FALSE,FALSE,San Francisco,,415-397-9222,ultra high-end,4.6,Michael Mina,
300 Spear Street,American,,FALSE,FALSE,San Francisco,,415-247-7770,ultra high-end,4.3,Prospect,
178 Townsend Street,American,,FALSE,FALSE,San Francisco,,415-828-7990,ultra high-end,4.5,Saison,
1525 Fillmore Street,American,,FALSE,FALSE,San Francisco,,415-673-1294,ultra high-end,4.6,The Progress,
785 Oak Grove Road,Sushi,,FALSE,TRUE,Concord,,925-691-6009,moderate,4.4,Ozora Sushi,
5458 Ygnacio Valley Road,Sushi,,FALSE,TRUE,Concord,,925-672-1431,moderate,4.5,Tachi Sushi Bar,
777 Story Road,Salad,,FALSE,FALSE,San Jose,,408-298-6533,cheap,3.5,Mcdonald's,
525 Skyway Road,American,,FALSE,FALSE,San Carlos,,650-654-2822,moderate,4.2,Izzy's San Carlos,
727 Laurel Street,American,,TRUE,TRUE,San Carlos,,650-597-3108,moderate,3.9,Piacere Restaurant,
782 Laurel Street,American,,TRUE,FALSE,San Carlos,,650-610-0438,moderate,4.5,The Cask Wine Bar,
1748 El Camino Real,American,,TRUE,FALSE,San Carlos,,650-598-9740,moderate,4.2,The Office,
50 University Avenue #260,American,,TRUE,TRUE,Los Gatos,,408-354-8118,moderate,4.1,California Cafe,
11 College Avenue,American,,TRUE,TRUE,Los Gatos,,408-402-5053,pricey,4.7,Nick's Next Door,
532 North Santa Cruz Avenue,American,,TRUE,FALSE,Los Gatos,,408-560-9639,pricey,4.5,The Bywater,
28 Fremont Street,Mediterranean,,TRUE,TRUE,San Francisco,,415-957-5463,pricey,4.3,Barcha,
One Ferry Building #35,Mediterranean,,FALSE,TRUE,San Francisco,,415-399-1155,pricey,4.3,Boulibar,
10 29th Street,Mediterranean,,FALSE,TRUE,San Francisco,,415-970-2428,cheap,4.2,Goood Frikin Chicken,
454 Geary Street,Mediterranean,,FALSE,FALSE,San Francisco,,415-872-9767,moderate,4.6,La Marsa,
4068 18th Street,Mediterranean,,FALSE,FALSE,San Francisco,,415-400-4623,moderate,4.3,Lark,
2435 Clement Street,Mediterranean,,FALSE,TRUE,San Francisco,,415-668-1676,moderate,4.3,Layaly Mediterranean Grill,
810 Van Ness Avenue,Mediterranean,,FALSE,FALSE,San Francisco,,415-829-2730,cheap,4.2,Mazza Luna,
560 Divisadero Street,Mediterranean,,FALSE,TRUE,San Francisco,,415-864-8643,pricey,4.5,Nopa,
8 Mint Plaza,Mediterranean,,FALSE,TRUE,San Francisco,,415-974-1212,pricey,4.3,Oro,
345 Spear Street #100,Mediterranean,,TRUE,TRUE,San Francisco,,415-512-7400,moderate,4,Palomino,
1662 Lombard Street,Sushi,,FALSE,FALSE,San Francisco,,415-614-1958,moderate,4.5,Atami Sushi Bar & Grill,
1581 Webster Street,Sushi,,FALSE,FALSE,San Francisco,,415-776-5822,moderate,3.1,Juban Yakiniku House Japanese,
2001 17th Street,Sushi,,FALSE,FALSE,San Francisco,,415-861-6438,moderate,4.3,Live Sushi Bar,
323 Grant Avenue,Sushi,,FALSE,FALSE,San Francisco,,415-781-6730,moderate,4,Mikaku Restaurant,
620 Gough Street,Sushi,,FALSE,FALSE,San Francisco,,415-548-2429,pricey,4.6,Robin,
3015 Geary Boulevard,Sushi,,FALSE,FALSE,San Francisco,,415-702-9979,moderate,4.5,Sqwers Japanese Restaurant,
1701 Powell Street,Sushi,,FALSE,TRUE,San Francisco,,415-291-9268,moderate,3.8,Sushi Hunter,
745 Columbus Avenue,Sushi,,FALSE,FALSE,San Francisco,,415-788-8050,moderate,4.6,Sushi On North Beach,
22 Peace Plaza #505,Sushi,,FALSE,FALSE,San Francisco,,415-921-2000,moderate,4,Takara,
1306 Fulton Street,Sushi,,FALSE,TRUE,San Francisco,,415-567-7664,moderate,4.3,Tsunami Panhandle,
338 12th Street,Vietnamese,,FALSE,TRUE,Oakland,,510-893-8136,cheap,4.3,Binh Minh Quan,
19068 Stevens Creek Boulevard,Japanese,,FALSE,FALSE,Cupertino,,408-996-8815,moderate,4.3,Amami Shima Sushi,
Portal Plaza,Japanese,,FALSE,FALSE,Cupertino,,408-257-4057,moderate,4.4,Azuma Japanese Cuisine,
10815 North Wolfe Road #104,Japanese,,FALSE,TRUE,Cupertino,,408-320-0836,moderate,4.5,Pokeworks,
20682 Homestead Road,Japanese,,FALSE,FALSE,Cupertino,,408-564-8852,moderate,4.3,Yayoi Cupertino,
2235 First Street,Mediterranean,,TRUE,TRUE,Livermore,,925-373-0306,moderate,4.4,Demitri's Taverna,
440 1st Street,Coffeehouse,,TRUE,TRUE,Benicia,,707-745-1400,moderate,4.4,First St. Cafe,
907 1st Street,Coffeehouse,,TRUE,FALSE,Benicia,,707-746-0505,moderate,4.4,Nine Zero Seven,
726 1st Street,Coffeehouse,,FALSE,FALSE,Benicia,,707-745-9938,moderate,4.4,The Rellik Tavern,
176 South Murphy Avenue,Italian,,TRUE,TRUE,Sunnyvale,,408-737-8384,moderate,3.9,Gumba's,
100 South Murphy Avenue,Italian,,TRUE,TRUE,Sunnyvale,,408-733-5351,moderate,4,Il Postale,
1025 West El Camino Real,Italian,,TRUE,TRUE,Sunnyvale,,408-738-2400,moderate,4.3,Pezzella's Villa Napoli,
1008 Blossom Hill Road,Seafood,,FALSE,FALSE,San Jose,,408-269-8383,moderate,4,Ariake,
860 Willow Street,Seafood,,FALSE,FALSE,San Jose,,408-289-8879,moderate,4.1,Blue Water Seafood And Crab,
1696 Berryessa Road,Seafood,,FALSE,FALSE,San Jose,,408-649-6741,moderate,4.6,Claw Shack,
1759 Technology Drive,Seafood,,FALSE,FALSE,San Jose,,408-392-0087,moderate,3.7,Honba Sushi,
171 Branham Lane #3,Seafood,,FALSE,FALSE,San Jose,,408-365-9000,moderate,4.4,Kampai Sushi & Grill,
1718 Senter Road,Seafood,,FALSE,FALSE,San Jose,,408-286-1738,moderate,4.1,Mariscos San Juan 2,
1111 Meridian Avenue Ste 5,Seafood,,FALSE,FALSE,San Jose,,408-440-2468,moderate,4.5,Mavericks Mexican Grill,
355 11th Street,American,,TRUE,FALSE,San Francisco,,415-355-9400,pricey,4.2,Bar Agricole,
410 Cortland Avenue,American,,TRUE,FALSE,San Francisco,,415-695-8777,pricey,4.3,Bernal Star,
56 Gold Street,American,,FALSE,FALSE,San Francisco,,415-433-6300,pricey,4.4,Bix,
1 Yerba Buena Lane,American,,FALSE,FALSE,San Francisco,,415-547-1111,pricey,4,Bluestem Brasserie,
Chestnut Street,American,,FALSE,FALSE,San Francisco,,415-351-0175,pricey,3.6,Circa,
50 3rd Street,American,,FALSE,FALSE,San Francisco,,415-977-0271,pricey,3.9,Ducca,
1695 Solano Avenue,Seafood,,FALSE,TRUE,Berkeley,,510-524-1286,moderate,4.3,Akemi Japanese Restaurant,
1316 Gilman Street,Seafood,,FALSE,FALSE,Berkeley,,510-525-5458,moderate,4.4,Kiku Sushi,
100 Seawall Drive,Seafood,,FALSE,TRUE,Berkeley,,510-549-1900,pricey,4.2,Skates On The Bay,
2033 Martin Luther King Junior Way,Seafood,,FALSE,FALSE,Berkeley,,510-548-0737,moderate,4.5,Sushi California,
455 Hartz Avenue,Italian,,TRUE,TRUE,Danville,,925-820-2349,pricey,4.4,Incontro Ristorante,
172 East Prospect Avenue,Italian,,TRUE,TRUE,Danville,,925-984-2101,moderate,4.6,Locanda Ravello,
100 Sycamore Valley Road,Italian,,TRUE,TRUE,Danville,,925-838-2082,moderate,4.4,Piatti,
501 Hartz Avenue,Italian,,FALSE,TRUE,Danville,,925-831-2828,moderate,3.8,The Basil Leaf Cafe,
850 Broadway,Asian,,FALSE,TRUE,Oakland,,510-839-8815,moderate,4.5,Battambang Restaurant,
3437 Lakeshore Avenue,Asian,,FALSE,TRUE,Oakland,,510-835-8322,moderate,4.5,Lin Jia Asian Kitchen,
388 9th Street #288,Asian,,FALSE,FALSE,Oakland,,510-286-8866,moderate,4.1,Peony Seafood Restaurant,
5498 College Avenue,Asian,,FALSE,TRUE,Oakland,,510-420-8600,moderate,4.4,Sukho Thai,
296 Hegenberger Road,Asian,,FALSE,TRUE,Oakland,,510-430-2552,moderate,3.9,Yoshino Sushi,
2033 Union Street,Asian,,FALSE,TRUE,San Francisco,,415-567-8964,moderate,3.8,Osha Thai Restaurant,
869 4th Street,Nepalese,,FALSE,FALSE,San Rafael,,415-459-3315,moderate,4.5,Napoli Pizza-taste Of The Himalayas,
2075 South El Camino Real,Japanese,,FALSE,TRUE,San Mateo,,650-522-9698,moderate,3.9,Daiki Sushi,
204 2nd Avenue A,Japanese,,FALSE,FALSE,San Mateo,,650-340-1508,moderate,4.4,Dash Japanese Tapas And Sushi,
