genre,location,movie_name,price,show_type,street_address,theater_name,show_date,show_time,number_of_tickets
Drama,Brentwood,Hustlers,8,regular,2525 Sand Creek Road,AMC Brentwood 14,,,
Supernatural,Brentwood,IT Chapter Two,13,regular,2525 Sand Creek Road,AMC Brentwood 14,,,
Drama,Brentwood,Overcomer,8,regular,2525 Sand Creek Road,AMC Brentwood 14,,,
Horror,Brentwood,Scary Stories to Tell in the Dark,11,regular,2525 Sand Creek Road,AMC Brentwood 14,,,
Animation,Brentwood,The Angry Birds Movie 2,10,3d,2525 Sand Creek Road,AMC Brentwood 14,,,
Sci-fi,Brentwood,Ad Astra,5,regular,2525 Sand Creek Road,AMC Brentwood 14,3/16/2019,20:00,
Sci-fi,Hayward,Ad Astra,12,regular,Cinema Place,Century at Hayward,,,
Sci-fi,Hayward,Ad Astra,12,regular,Cinema Place,Century at Hayward,3/10/2019,22:00,
Horror,San Jose,47 Meters Down: Uncaged,11,3d,2190 Eastridge Loop,AMC Eastridge 15,,,
Sci-fi,San Jose,Ad Astra,10,3d,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Drama,San Jose,After The Wedding,8,3d,288 South 2nd Street,3 Below Theaters And Lounge,,,
Action,San Jose,Angel Has Fallen,7,3d,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Comedy,San Jose,Good Boys,9,3d,3630 Hillcap Avenue,West Wind Capitol Drive-In,,,
Supernatural,San Jose,IT Chapter Two,15,3d,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Horror,San Jose,Scary Stories to Tell in the Dark,6,3d,2190 Eastridge Loop,AMC Eastridge 15,,,
Family,San Jose,The Farewell,9,3d,3088 Olsen Drive,CineArts Santana Row,,,
War,San Jose,The Load,14,3d,288 South 2nd Street,3 Below Theaters And Lounge,,,
Drama,Healdsburg,Blinded by the Light,8,3d,415 Center Street,Raven Film Center,,,
Supernatural,Healdsburg,IT Chapter Two,9,3d,415 Center Street,Raven Film Center,,,
Comedy,Healdsburg,"Where'd You Go, Bernadette",15,3d,415 Center Street,Raven Film Center,,,
Comedy,Healdsburg,"Where'd You Go, Bernadette",15,3d,415 Center Street,Raven Film Center,3/2/2019,17:30,
Sci-fi,Mountain View,Ad Astra,10,regular,1500 North Shoreline Boulevard,Century Cinema 16,3/10/2019,22:00,
Comedy,Santa Rosa,Good Boys,12,imax,85 Santa Rosa Avenue,Roxy Stadium 14,,,
Drama,Santa Rosa,The Art of Racing in the Rain,9,3d,620 3rd Street,3rd Street Cinema,,,
Documentary,Santa Rosa,Fiddler: A Miracle of Miracles,8,regular,551 Summerfield Road,Summerfield Cinemas,3/5/2019,11:00,
Supernatural,Newark,IT Chapter Two,10,regular,400 Newpark Mall,AMC NewPark 12,,,
Supernatural,Newark,IT Chapter Two,10,regular,400 Newpark Mall,AMC NewPark 12,3/10/2019,22:00,
Action,Milpitas,Hobbs and Shaw,14,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,,,
Action,Milpitas,Mission Mangal,7,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,,,
Comedy,Dublin,Good Boys,6,regular,5000 Dublin Boulevard,"Regal Hacienda Crossings ScreenX, IMAX & RPX",,,
Drama,Dublin,Hustlers,10,regular,5000 Dublin Boulevard,"Regal Hacienda Crossings ScreenX, IMAX & RPX",,,
Action,Dublin,Saaho,14,regular,5000 Dublin Boulevard,"Regal Hacienda Crossings ScreenX, IMAX & RPX",,,
Animation,Santa Rosa,Toy Story 4,13,regular,620 3rd Street,3rd Street Cinema,,,
Comedy,Santa Rosa,Yesterday,15,regular,620 3rd Street,3rd Street Cinema,,,
Animation,Santa Rosa,Toy Story 4,13,regular,620 3rd Street,3rd Street Cinema,3/7/2019,16:30,
Documentary,Santa Rosa,Fiddler: A Miracle of Miracles,8,regular,551 Summerfield Road,Summerfield Cinemas,3/9/2019,11:00,
Horror,Newark,47 Meters Down: Uncaged,6,regular,400 Newpark Mall,AMC NewPark 12,,,
Sci-fi,Newark,Ad Astra,11,3d,400 Newpark Mall,AMC NewPark 12,,,
Action,Newark,Angel Has Fallen,11,regular,400 Newpark Mall,AMC NewPark 12,,,
Comedy,Newark,Good Boys,12,regular,400 Newpark Mall,AMC NewPark 12,,,
Action,Newark,Hobbs and Shaw,14,regular,400 Newpark Mall,AMC NewPark 12,,,
Drama,Newark,Hustlers,7,3d,400 Newpark Mall,AMC NewPark 12,,,
Horror,Newark,47 Meters Down: Uncaged,6,regular,400 Newpark Mall,AMC NewPark 12,3/3/2019,14:00,
Drama,Palo Alto,Blinded by the Light,7,regular,3000 El Camino Real Bldg. #6,CineArts at Palo Alto Square,,,
Drama,Palo Alto,Brittany Runs a Marathon,11,imax,430 Emerson Street,Landmark's Aquarius Theatre,,,
Drama,Palo Alto,Stage Door,10,regular,221 University Avenue,Stanford Theatre,,,
Thriller,Palo Alto,The Ladykillers,11,regular,221 University Avenue,Stanford Theatre,,,
Thriller,Palo Alto,The Ladykillers,11,3d,221 University Avenue,Stanford Theatre,3/1/2019,19:30,
Comedy,Santa Rosa,Good Boys,12,regular,85 Santa Rosa Avenue,Roxy Stadium 14,3/3/2019,22:00,
Supernatural,El Cerrito,IT Chapter Two,5,imax,10070 San Pablo Avenue,Rialto Cinemas Cerrito,,,
Supernatural,El Cerrito,IT Chapter Two,5,regular,10070 San Pablo Avenue,Rialto Cinemas Cerrito,3/3/2019,19:30,
Supernatural,Mill Valley,IT Chapter Two,13,regular,25 Throckmorton Avenue,CineArts Sequoia,,,
Supernatural,Mill Valley,IT Chapter Two,13,regular,25 Throckmorton Avenue,CineArts Sequoia,3/1/2019,19:00,
Sci-fi,San Jose,Ad Astra,10,regular,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Drama,San Jose,After The Wedding,8,regular,288 South 2nd Street,3 Below Theaters And Lounge,,,
Action,San Jose,Angel Has Fallen,7,imax,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Documentary,San Jose,Fiddler: A Miracle of Miracles,6,regular,288 South 2nd Street,3 Below Theaters And Lounge,,,
Comedy,San Jose,Good Boys,9,regular,3630 Hillcap Avenue,West Wind Capitol Drive-In,,,
Drama,San Jose,Hustlers,14,regular,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Supernatural,San Jose,IT Chapter Two,15,regular,700 El Paseo de Saratoga,AMC Saratoga 14,,,
Offbeat,San Jose,Once Upon a Time In Hollywood,7,regular,3088 Olsen Drive,CineArts Santana Row,,,
Sci-fi,San Jose,Ad Astra,13,regular,2190 Eastridge Loop,AMC Eastridge 15,3/16/2019,22:30,
Family,San Jose,The Farewell,9,3d,3088 Olsen Drive,CineArts Santana Row,3/4/2019,21:30,
Sci-fi,San Leandro,Ad Astra,8,regular,15555 East 14th Street Suite 600,Century 16 Bayfair Mall,,,
Action,San Leandro,Angel Has Fallen,13,regular,15555 East 14th Street Suite 600,Century 16 Bayfair Mall,,,
Action,San Leandro,Hobbs and Shaw,10,regular,15555 East 14th Street Suite 600,Century 16 Bayfair Mall,,,
Drama,San Leandro,Overcomer,13,regular,15555 East 14th Street Suite 600,Century 16 Bayfair Mall,,,
Drama,San Leandro,Overcomer,13,imax,15555 East 14th Street Suite 600,Century 16 Bayfair Mall,3/7/2019,22:30,
Supernatural,Hayward,IT Chapter Two,9,regular,Cinema Place,Century at Hayward,,,
Drama,Hayward,Overcomer,7,3d,Cinema Place,Century at Hayward,,,
Horror,Hayward,Scary Stories to Tell in the Dark,12,regular,256 Southland Mall Drive,Century Southland Mall,,,
Comedy,Morgan Hill,Good Boys,10,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,,,
Action,Morgan Hill,Hobbs and Shaw,13,3d,750 Tennant Station,CineLux Tennant Station Stadium 11,,,
Drama,Morgan Hill,Hustlers,12,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,,,
Horror,Morgan Hill,Scary Stories to Tell in the Dark,9,3d,750 Tennant Station,CineLux Tennant Station Stadium 11,,,
Animation,Morgan Hill,The Angry Birds Movie 2,10,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,,,
Action,Morgan Hill,Hobbs and Shaw,13,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/2/2019,21:30,
Drama,San Rafael,A Faithful Man,9,imax,1118 4th Street,Smith Rafael Film Center,,,
Drama,San Rafael,A Faithful Man,9,3d,1118 4th Street,Smith Rafael Film Center,3/8/2019,18:30,
Drama,Union City,Hustlers,12,regular,32100 Union Landing Boulevard,Century 25 Union Landing and XD,,,
Drama,Union City,Hustlers,12,regular,32100 Union Landing Boulevard,Century 25 Union Landing and XD,3/8/2019,22:30,
Drama,San Ramon,Hustlers,10,regular,2525 San Ramon Valley Boulevard,Regal Crow Canyon,,,
Drama,San Ramon,The Art of Racing in the Rain,12,regular,2525 San Ramon Valley Boulevard,Regal Crow Canyon,,,
Drama,San Ramon,Hustlers,10,regular,2525 San Ramon Valley Boulevard,Regal Crow Canyon,3/3/2019,19:30,
Supernatural,Danville,IT Chapter Two,8,imax,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
Action,Danville,Saaho,5,imax,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
Drama,Oakland,Blinded by the Light,8,3d,3200 Grand Avenue,Grand Lake Theatre,,,
Action,Oakland,Hobbs and Shaw,5,imax,100 Washington Street,Regal Jack London,,,
Drama,Oakland,Hustlers,8,regular,3200 Grand Avenue,Grand Lake Theatre,,,
Mystery,Oakland,Luce,7,regular,474 24th Street,The New Parkway Theater,,,
Comedy,Oakland,My Big Fat Greek Wedding,7,imax,474 24th Street,The New Parkway Theater,,,
Cult,Oakland,Pulp Fiction,10,regular,474 24th Street,The New Parkway Theater,,,
Thriller,Oakland,The Art of Self-Defense,5,regular,474 24th Street,The New Parkway Theater,,,
Family,Oakland,The Farewell,13,regular,4186 Piedmont Avenue #5133,Landmark's Piedmont Theatre,,,
Action,Oakland,Hobbs and Shaw,5,regular,100 Washington Street,Regal Jack London,3/2/2019,22:00,
Action,San Ramon,Angel Has Fallen,9,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
Supernatural,San Ramon,IT Chapter Two,12,3d,2525 San Ramon Valley Boulevard,Regal Crow Canyon,,,
Offbeat,San Ramon,Once Upon a Time In Hollywood,5,regular,2525 San Ramon Valley Boulevard,Regal Crow Canyon,,,
Animation,San Ramon,The Angry Birds Movie 2,12,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,,,
Supernatural,Castro Valley,IT Chapter Two,12,imax,2853 Castro Valley Boulevard,Chabot Cinema,,,
Supernatural,Castro Valley,IT Chapter Two,12,imax,2853 Castro Valley Boulevard,Chabot Cinema,3/1/2019,19:30,
Comedy,Berkeley,Good Boys,6,3d,2274 Shattuck Avenue,Regal UA Berkeley,3/1/2019,22:00,
Offbeat,Orinda,Once Upon a Time In Hollywood,12,regular,4 Orinda Theatre Square #3308,Orinda Theatre,,,
Offbeat,Orinda,Once Upon a Time In Hollywood,12,regular,4 Orinda Theatre Square #3308,Orinda Theatre,3/3/2019,15:00,
Horror,Mountain View,Scary Stories to Tell in the Dark,5,regular,1500 North Shoreline Boulevard,Century Cinema 16,3/1/2019,22:00,
Drama,Berkeley,A Faithful Man,7,regular,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,3/9/2019,21:30,
Supernatural,Los Gatos,IT Chapter Two,12,regular,43 North Santa Cruz Avenue,Los Gatos Theatre,,,
Supernatural,Los Gatos,IT Chapter Two,12,regular,43 North Santa Cruz Avenue,Los Gatos Theatre,3/10/2019,21:00,
Drama,Berkeley,A Faithful Man,7,regular,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,3/8/2019,21:30,
Offbeat,Napa,Once Upon a Time In Hollywood,14,regular,195 Gasser Drive,Century Napa Valley and XD,3/1/2019,20:00,
Horror,San Jose,47 Meters Down: Uncaged,11,3d,2190 Eastridge Loop,AMC Eastridge 15,3/1/2019,22:00,
Action,Livermore,Angel Has Fallen,14,regular,2490 First Street,Livermore 13 Cinema,,,
Drama,Livermore,Blinded by the Light,7,3d,1722 First Street,Vine Cinema & Alehouse,,,
Sci-fi,Livermore,Close Encounters of the Third Kind,15,regular,1722 First Street,Vine Cinema & Alehouse,,,
Drama,Livermore,Hustlers,10,regular,2490 First Street,Livermore 13 Cinema,,,
Supernatural,Livermore,IT Chapter Two,10,imax,2490 First Street,Livermore 13 Cinema,,,
Drama,Livermore,The Art of Racing in the Rain,6,regular,2490 First Street,Livermore 13 Cinema,,,
Family,Livermore,The Farewell,14,imax,1722 First Street,Vine Cinema & Alehouse,,,
Fantasy,Livermore,The Lord of the Rings: The Return of the King,10,regular,2490 First Street,Livermore 13 Cinema,,,
Family,Livermore,The Farewell,14,regular,1722 First Street,Vine Cinema & Alehouse,3/3/2019,13:00,
Comedy,Healdsburg,"Where'd You Go, Bernadette",15,imax,415 Center Street,Raven Film Center,3/1/2019,17:30,
Supernatural,San Ramon,IT Chapter Two,12,imax,2525 San Ramon Valley Boulevard,Regal Crow Canyon,3/4/2019,23:00,
Drama,San Ramon,Hustlers,10,regular,2525 San Ramon Valley Boulevard,Regal Crow Canyon,3/5/2019,22:30,
Drama,Oakland,Blinded by the Light,8,3d,3200 Grand Avenue,Grand Lake Theatre,3/1/2019,18:30,
Offbeat,Santa Rosa,Once Upon a Time In Hollywood,9,regular,85 Santa Rosa Avenue,Roxy Stadium 14,3/1/2019,20:00,
Drama,San Rafael,A Faithful Man,9,regular,1118 4th Street,Smith Rafael Film Center,3/7/2019,18:30,
Action,Napa,Angel Has Fallen,13,imax,195 Gasser Drive,Century Napa Valley and XD,3/1/2019,22:30,
Supernatural,Vacaville,IT Chapter Two,6,imax,531 Davis Street,Brenden Theatres,,,
Supernatural,Vacaville,IT Chapter Two,6,regular,531 Davis Street,Brenden Theatres,3/1/2019,21:30,
Supernatural,El Cerrito,IT Chapter Two,5,regular,10070 San Pablo Avenue,Rialto Cinemas Cerrito,3/1/2019,19:30,
Drama,Santa Rosa,The Art of Racing in the Rain,9,imax,620 3rd Street,3rd Street Cinema,,,
Drama,Santa Rosa,The Art of Racing in the Rain,9,imax,620 3rd Street,3rd Street Cinema,3/1/2019,20:30,
Offbeat,Berkeley,Once Upon a Time In Hollywood,12,imax,Shattuck Avenue between Oxford,Landmark's California Theatre,3/1/2019,20:30,
Drama,Healdsburg,Blinded by the Light,8,regular,415 Center Street,Raven Film Center,3/8/2019,20:30,
Sci-fi,Redwood City,Ad Astra,14,regular,825 Middlefield Road,Century Redwood City Downtown 20 and XD,,,
Drama,Redwood City,Brittany Runs a Marathon,8,regular,825 Middlefield Road,Century Redwood City Downtown 20 and XD,,,
Drama,Redwood City,Hustlers,14,regular,825 Middlefield Road,Century Redwood City Downtown 20 and XD,,,
Supernatural,Redwood City,IT Chapter Two,12,regular,825 Middlefield Road,Century Redwood City Downtown 20 and XD,,,
Offbeat,Redwood City,Once Upon a Time In Hollywood,5,regular,825 Middlefield Road,Century Redwood City Downtown 20 and XD,,,
Animation,Redwood City,The Angry Birds Movie 2,9,regular,825 Middlefield Road,Century Redwood City Downtown 20 and XD,,,
Family,Redwood City,The Farewell,6,regular,825 Middlefield Road,Century Redwood City Downtown 20 and XD,,,
Drama,Redwood City,Brittany Runs a Marathon,8,regular,825 Middlefield Road,Century Redwood City Downtown 20 and XD,3/1/2019,23:00,
Thriller,Palo Alto,The Ladykillers,11,regular,221 University Avenue,Stanford Theatre,3/1/2019,19:30,
Sci-fi,Santa Clara,Ad Astra,12,3d,3111 Mission College Boulevard,AMC Mercado 20,,,
Action,Santa Clara,Angel Has Fallen,14,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Comedy,Santa Clara,Chhichhore,8,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Comedy,Santa Clara,Good Boys,15,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Drama,Santa Clara,Hustlers,5,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Supernatural,Santa Clara,IT Chapter Two,12,3d,3111 Mission College Boulevard,AMC Mercado 20,,,
Action,Santa Clara,Mission Mangal,10,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Horror,Santa Clara,Scary Stories to Tell in the Dark,10,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Family,Santa Clara,The Farewell,15,imax,3111 Mission College Boulevard,AMC Mercado 20,,,
Action,Santa Clara,Angel Has Fallen,14,regular,3111 Mission College Boulevard,AMC Mercado 20,3/1/2019,21:00,
Action,Fremont,Hobbs and Shaw,6,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons and XD,,,
Action,Fremont,Mission Mangal,7,regular,43917 Pacific Commons Boulevard,Century at Pacific Commons and XD,,,
Action,Fremont,Saaho,11,3d,43917 Pacific Commons Boulevard,Century at Pacific Commons and XD,,,
Action,Fremont,Mission Mangal,7,regular,43917 Pacific Commons Boulevard,Century at Pacific Commons and XD,3/1/2019,13:30,
Action,Union City,Angel Has Fallen,14,imax,32100 Union Landing Boulevard,Century 25 Union Landing and XD,,,
Supernatural,Union City,IT Chapter Two,10,regular,32100 Union Landing Boulevard,Century 25 Union Landing and XD,,,
Action,Union City,Mission Mangal,12,regular,32100 Union Landing Boulevard,Century 25 Union Landing and XD,,,
Animation,Union City,Toy Story 4,12,regular,32100 Union Landing Boulevard,Century 25 Union Landing and XD,,,
Action,Union City,Angel Has Fallen,14,imax,32100 Union Landing Boulevard,Century 25 Union Landing and XD,3/1/2019,22:30,
Drama,Brentwood,Overcomer,8,regular,2525 Sand Creek Road,AMC Brentwood 14,3/1/2019,19:30,
Family,Oakland,The Farewell,13,regular,4186 Piedmont Avenue #5133,Landmark's Piedmont Theatre,3/4/2019,21:30,
Action,Morgan Hill,Hobbs and Shaw,13,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/1/2019,21:30,
Drama,Santa Rosa,After The Wedding,10,regular,551 Summerfield Road,Summerfield Cinemas,3/1/2019,20:30,
Action,Emeryville,Angel Has Fallen,12,regular,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Action,Emeryville,Hobbs and Shaw,10,regular,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Drama,Emeryville,Hustlers,13,regular,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Horror,Emeryville,Midsommar,12,regular,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Horror,Emeryville,Scary Stories to Tell in the Dark,6,regular,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Animation,Emeryville,The Angry Birds Movie 2,9,regular,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Family,Emeryville,The Farewell,11,regular,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Family,Emeryville,The Farewell,11,regular,5614 Bay Street Suite 220,AMC Bay Street 16,3/1/2019,16:00,
Drama,Sebastopol,After The Wedding,7,imax,6868 McKinley Street,Rialto Cinemas,,,
Drama,Sebastopol,Blinded by the Light,6,regular,6868 McKinley Street,Rialto Cinemas,,,
Supernatural,Sebastopol,IT Chapter Two,11,regular,6868 McKinley Street,Rialto Cinemas,,,
Drama,Sebastopol,Blinded by the Light,6,imax,6868 McKinley Street,Rialto Cinemas,3/3/2019,21:00,
Action,San Rafael,Angel Has Fallen,10,imax,7000 Northgate Drive,Century Northgate,,,
Drama,San Rafael,Hustlers,11,imax,7000 Northgate Drive,Century Northgate,,,
Family,San Rafael,The Farewell,13,imax,280 Smith Ranch Road,Century Regency,,,
Family,San Rafael,The Farewell,13,imax,280 Smith Ranch Road,Century Regency,3/1/2019,20:00,
Sci-fi,San Francisco,Ad Astra,10,regular,1881 Post Street,AMC Kabuki 8,,,
Drama,San Francisco,Brittany Runs a Marathon,13,3d,1881 Post Street,AMC Kabuki 8,,,
Documentary,San Francisco,Fiddler: A Miracle of Miracles,13,imax,2221,Landmark's Clay Theatre,,,
Comedy-drama,San Francisco,Give Me Liberty,14,regular,3117 16th Street,Roxie Theater,,,
Action,San Francisco,Hobbs and Shaw,11,regular,135 4th Street Suite 3000,AMC Metreon 16,,,
Drama,San Francisco,Hustlers,12,regular,1881 Post Street,AMC Kabuki 8,,,
Supernatural,San Francisco,IT Chapter Two,10,regular,1881 Post Street,AMC Kabuki 8,,,
Horror,San Francisco,In Fabric,7,regular,3117 16th Street,Roxie Theater,,,
Fantasy,San Francisco,Labyrinth,14,regular,3117 16th Street,Roxie Theater,,,
Drama,San Francisco,Live Flesh,12,regular,2550 Mission Street,Alamo Drafthouse Cinema,,,
Supernatural,San Francisco,IT Chapter Two,10,regular,1881 Post Street,AMC Kabuki 8,3/1/2019,19:30,
Supernatural,Healdsburg,IT Chapter Two,9,regular,415 Center Street,Raven Film Center,3/1/2019,20:00,
Supernatural,Sebastopol,IT Chapter Two,11,regular,6868 McKinley Street,Rialto Cinemas,3/1/2019,21:00,
Drama,Livermore,Blinded by the Light,7,regular,1722 First Street,Vine Cinema & Alehouse,,,
Supernatural,Livermore,IT Chapter Two,10,imax,2490 First Street,Livermore 13 Cinema,3/1/2019,22:00,
Comedy,Vallejo,Good Boys,12,regular,109 Plaza Drive,Century Vallejo 14,,,
Action,Vallejo,Hobbs and Shaw,12,regular,109 Plaza Drive,Century Vallejo 14,,,
Drama,Vallejo,Hustlers,8,3d,109 Plaza Drive,Century Vallejo 14,,,
Action,Vallejo,Hobbs and Shaw,12,regular,109 Plaza Drive,Century Vallejo 14,3/1/2019,22:00,
Supernatural,Campbell,IT Chapter Two,10,regular,2501 Winchester Boulevard,CineLux Plaza Theatre,3/1/2019,21:30,
Comedy,Larkspur,Good Boys,5,regular,500 Larkspur Landing Circle,Century Larkspur,,,
Mystery,Larkspur,Luce,15,regular,549 Magnolia Avenue,Lark Theater,,,
World,Larkspur,Tel Aviv on Fire,14,regular,549 Magnolia Avenue,Lark Theater,,,
Family,Larkspur,The Farewell,12,imax,549 Magnolia Avenue,Lark Theater,,,
Comedy,Larkspur,"Where'd You Go, Bernadette",9,regular,549 Magnolia Avenue,Lark Theater,,,
Comedy,Larkspur,Yesterday,11,imax,549 Magnolia Avenue,Lark Theater,,,
Mystery,Larkspur,Luce,15,regular,549 Magnolia Avenue,Lark Theater,3/1/2019,10:00,
Documentary,San Francisco,Fiddler: A Miracle of Miracles,13,regular,2221,Landmark's Clay Theatre,3/9/2019,19:00,
Action,San Rafael,Angel Has Fallen,10,regular,7000 Northgate Drive,Century Northgate,,,
Drama,San Rafael,Hustlers,11,regular,7000 Northgate Drive,Century Northgate,,,
Drama,San Rafael,Hustlers,11,regular,7000 Northgate Drive,Century Northgate,3/4/2019,22:30,
Drama,Palo Alto,Brittany Runs a Marathon,11,regular,430 Emerson Street,Landmark's Aquarius Theatre,3/1/2019,19:00,
Family,Redwood City,The Farewell,6,imax,825 Middlefield Road,Century Redwood City Downtown 20 and XD,,,
Drama,Redwood City,Brittany Runs a Marathon,8,imax,825 Middlefield Road,Century Redwood City Downtown 20 and XD,3/1/2019,23:00,
Sci-fi,Brentwood,Ad Astra,5,regular,2525 Sand Creek Road,AMC Brentwood 14,,,
Animation,Brentwood,The Angry Birds Movie 2,10,regular,2525 Sand Creek Road,AMC Brentwood 14,,,
Drama,Milpitas,Brittany Runs a Marathon,7,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,,,
Comedy,Milpitas,Good Boys,7,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,,,
Drama,Milpitas,Hustlers,9,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,,,
Supernatural,Milpitas,IT Chapter Two,11,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,,,
Action,Milpitas,Saaho,14,3d,200 Serra Way #37,Serra Theatres,,,
Comedy,Rohnert Park,Good Boys,9,regular,555 Rohnert Park Expressway West,Reading Cinemas Rohnert Park with TITAN XC,,,
Drama,Rohnert Park,Hustlers,6,regular,555 Rohnert Park Expressway West,Reading Cinemas Rohnert Park with TITAN XC,,,
Supernatural,Rohnert Park,IT Chapter Two,12,regular,555 Rohnert Park Expressway West,Reading Cinemas Rohnert Park with TITAN XC,,,
Supernatural,Danville,IT Chapter Two,8,regular,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
Horror,Emeryville,Midsommar,12,imax,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Horror,Emeryville,Scary Stories to Tell in the Dark,6,imax,5614 Bay Street Suite 220,AMC Bay Street 16,,,
Sci-fi,Santa Clara,Ad Astra,12,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Supernatural,Santa Clara,IT Chapter Two,12,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Family,Santa Clara,The Farewell,15,regular,3111 Mission College Boulevard,AMC Mercado 20,,,
Comedy,Oakland,Good Boys,12,3d,100 Washington Street,Regal Jack London,,,
Action,Oakland,Hobbs and Shaw,5,3d,100 Washington Street,Regal Jack London,,,
Drama,Oakland,Hustlers,8,3d,3200 Grand Avenue,Grand Lake Theatre,,,
Supernatural,Oakland,IT Chapter Two,14,3d,100 Washington Street,Regal Jack London,,,
Comedy,Oakland,My Big Fat Greek Wedding,7,3d,474 24th Street,The New Parkway Theater,,,
Family,Oakland,The Farewell,13,3d,4186 Piedmont Avenue #5133,Landmark's Piedmont Theatre,,,
War,San Jose,The Load,14,regular,288 South 2nd Street,3 Below Theaters And Lounge,,,
Drama,San Ramon,Hustlers,10,imax,2525 San Ramon Valley Boulevard,Regal Crow Canyon,,,
Supernatural,San Ramon,IT Chapter Two,12,imax,2525 San Ramon Valley Boulevard,Regal Crow Canyon,,,
Offbeat,San Ramon,Once Upon a Time In Hollywood,5,imax,2525 San Ramon Valley Boulevard,Regal Crow Canyon,,,
Drama,San Ramon,The Art of Racing in the Rain,12,imax,2525 San Ramon Valley Boulevard,Regal Crow Canyon,,,
Supernatural,Pittsburg,IT Chapter Two,11,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
Drama,Pittsburg,Overcomer,14,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
Supernatural,Vacaville,IT Chapter Two,6,regular,531 Davis Street,Brenden Theatres,,,
Horror,San Jose,Scary Stories to Tell in the Dark,12,regular,3630 Hillcap Avenue,West Wind Capitol Drive-In,,,
Drama,San Bruno,Hustlers,12,regular,1188 El Camino Real 4th Floor,Century at Tanforan and XD,,,
Drama,San Francisco,Brittany Runs a Marathon,13,regular,1881 Post Street,AMC Kabuki 8,,,
Documentary,San Francisco,Fiddler: A Miracle of Miracles,13,regular,2221,Landmark's Clay Theatre,,,
Drama,Livermore,Blinded by the Light,7,imax,1722 First Street,Vine Cinema & Alehouse,,,
Drama,Livermore,Hustlers,10,imax,2490 First Street,Livermore 13 Cinema,,,
Fantasy,Livermore,The Lord of the Rings: The Return of the King,10,imax,2490 First Street,Livermore 13 Cinema,,,
Animation,Sonoma,Toy Story 4,11,3d,200 Siesta Way #4451,Sonoma Cinema,,,
Comedy,San Bruno,Chhichhore,8,regular,1188 El Camino Real 4th Floor,Century at Tanforan and XD,,,
Action,San Bruno,Hobbs and Shaw,11,3d,1188 El Camino Real 4th Floor,Century at Tanforan and XD,,,
Supernatural,San Bruno,IT Chapter Two,10,regular,1188 El Camino Real 4th Floor,Century at Tanforan and XD,,,
Animation,San Bruno,Toy Story 4,14,regular,1188 El Camino Real 4th Floor,Century at Tanforan and XD,,,
Action,Sonoma,Angel Has Fallen,7,regular,200 Siesta Way #4451,Sonoma Cinema,,,
Drama,Palo Alto,Brittany Runs a Marathon,11,3d,430 Emerson Street,Landmark's Aquarius Theatre,,,
Thriller,Palo Alto,The Ladykillers,11,3d,221 University Avenue,Stanford Theatre,,,
Drama,Sonoma,Hustlers,12,regular,200 Siesta Way #4451,Sonoma Cinema,,,
