airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Delta Airlines,3/5/2019,McCarran International Airport,Las Vegas,1,YVR International Airport,Vancouver,9:15,3:20,1,355,FALSE,Premium Economy,,,
Southwest Airlines,3/5/2019,Toronto Pearson International Airport,Toronto,1,Seattle-Tacoma International Airport,Seattle,14:38,4:25,3,256,TRUE,Economy,,,
Delta Airlines,3/1/2019,Heathrow International Airport,London,0,Hartsfield-Jackson International Airport,Atlanta,7:34,17:30,2,242,FALSE,Economy,,,
Delta Airlines,3/8/2019,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,14:35,8:45,1,229,FALSE,Economy,,,
Alaska Airlines,3/8/2019,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,12:40,10:10,4,142,FALSE,Economy,,,
American Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,Sky Harbor International Airport,Phoenix,14:47,8:40,1,224,FALSE,Economy,,,
Delta Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,1,Sky Harbor International Airport,Phoenix,17:06,11:55,1,246,FALSE,Economy,,,
Delta Airlines,3/8/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:25,21:45,1,106,FALSE,Economy,,,
American Airlines,3/1/2019,McCarran International Airport,Las Vegas,1,KLIA International Airport,Kuala Lumpur,21:35,13:45,1,365,FALSE,Economy,,,
United Airlines,3/1/2019,PHL International Airport,Philadelphia,1,Heathrow International Airport,London,10:56,0:25,1,273,FALSE,Economy,,,
Delta Airlines,3/11/2019,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,15:16,12:50,1,187,FALSE,Economy,,,
Southwest Airlines,3/5/2019,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,19:25,16:55,1,116,FALSE,Economy,,,
Delta Airlines,3/12/2019,SAN International Airport,San Diego,1,Kingsford Smith International Airport,Sydney,8:34,17:50,1,255,FALSE,Economy,,,
United Airlines,3/8/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,23:43,22:45,1,67,FALSE,Economy,,,
Delta Airlines,3/9/2019,PHL International Airport,Philadelphia,0,JFK International Airport,New York,19:46,18:55,3,60,FALSE,Economy,,,
United Airlines,3/13/2019,Dulles International Airport,Washington,0,Toronto Pearson International Airport,Toronto,0:50,23:25,1,87,FALSE,Economy,,,
Southwest Airlines,3/2/2019,SFO International Airport,San Francisco,0,JFK International Airport,New York,16:56,13:30,2,191,TRUE,Economy,,,
American Airlines,3/2/2019,JFK International Airport,New York,0,O'Hare International Airport,Chicago,15:49,12:30,1,134,FALSE,Economy,,,
Delta Airlines,3/13/2019,LAX International Airport,Los Angeles,0,JFK International Airport,New York,10:40,7:30,2,190,FALSE,Economy,,,
American Airlines,3/7/2019,Sky Harbor International Airport,Phoenix,0,SAN International Airport,San Diego,16:35,15:15,1,92,FALSE,Economy,,,
Alaska Airlines,3/9/2019,Charles de Gaulle International Airport,Paris,0,SFO International Airport,San Francisco,20:13,22:05,1,277,FALSE,Economy,,,
Delta Airlines,3/9/2019,Charles de Gaulle International Airport,Paris,0,O'Hare International Airport,Chicago,11:36,18:40,1,220,FALSE,Economy,,,
American Airlines,3/12/2019,Charles de Gaulle International Airport,Paris,1,Sky Harbor International Airport,Phoenix,11:18,7:35,1,630,FALSE,Premium Economy,,,
United Airlines,3/13/2019,SAN International Airport,San Diego,1,Seattle-Tacoma International Airport,Seattle,16:19,12:30,1,186,FALSE,Economy,,,
American Airlines,3/12/2019,SFO International Airport,San Francisco,1,SAN International Airport,San Diego,13:30,9:50,1,144,TRUE,Economy,,,
Alaska Airlines,3/10/2019,LAX International Airport,Los Angeles,1,Seattle-Tacoma International Airport,Seattle,17:15,12:00,1,197,FALSE,Economy,,,
Delta Airlines,3/7/2019,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,8:53,7:55,1,113,FALSE,Premium Economy,,,
American Airlines,3/14/2019,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,14:06,11:40,1,192,FALSE,Economy,,,
Southwest Airlines,3/9/2019,Hartsfield-Jackson International Airport,Atlanta,1,McCarran International Airport,Las Vegas,1:24,14:35,1,229,FALSE,Economy,,,
Southwest Airlines,3/12/2019,Benito Juarez International Airport,Mexico City,1,PHL International Airport,Philadelphia,23:16,17:20,1,351,FALSE,Premium Economy,,,
Delta Airlines,3/4/2019,LAX International Airport,Los Angeles,1,KLIA International Airport,Kuala Lumpur,8:35,0:15,1,391,FALSE,Economy,,,
American Airlines,3/13/2019,Kingsford Smith International Airport,Sydney,0,SFO International Airport,San Francisco,16:01,16:20,2,214,FALSE,Economy,,,
American Airlines,3/7/2019,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,11:36,8:00,1,219,TRUE,Premium Economy,,,
Delta Airlines,3/1/2019,SAN International Airport,San Diego,1,JFK International Airport,New York,12:34,7:30,4,224,FALSE,Economy,,,
Southwest Airlines,3/12/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,4,56,FALSE,Economy,,,
Delta Airlines,3/3/2019,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,11:42,3:55,2,241,TRUE,Economy,,,
Air Canada,3/6/2019,Hartsfield-Jackson International Airport,Atlanta,0,YVR International Airport,Vancouver,22:16,13:35,1,199,TRUE,Economy,,,
Southwest Airlines,3/13/2019,Sky Harbor International Airport,Phoenix,0,McCarran International Airport,Las Vegas,19:39,18:25,3,86,FALSE,Economy,,,
American Airlines,3/10/2019,JFK International Airport,New York,1,KLIA International Airport,Kuala Lumpur,5:25,13:45,1,478,FALSE,Economy,,,
Delta Airlines,3/1/2019,JFK International Airport,New York,0,Charles de Gaulle International Airport,Paris,12:47,10:00,1,243,FALSE,Economy,,,
Delta Airlines,3/1/2019,O'Hare International Airport,Chicago,1,SAN International Airport,San Diego,4:57,19:55,1,239,FALSE,Economy,,,
Air Canada,3/12/2019,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,1:18,16:45,2,204,FALSE,Economy,,,
Alaska Airlines,3/12/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,3:14,4:30,1,402,FALSE,Economy,,,
Air France,3/5/2019,Seattle-Tacoma International Airport,Seattle,1,Charles de Gaulle International Airport,Paris,22:56,13:25,1,357,FALSE,Economy,,,
Delta Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,1,Charles de Gaulle International Airport,Paris,22:56,11:20,1,348,FALSE,Economy,,,
American Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Dulles International Airport,Washington,12:30,9:45,4,184,TRUE,Economy,,,
Delta Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Dulles International Airport,Washington,12:45,10:00,4,185,FALSE,Economy,,,
Southwest Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Dulles International Airport,Washington,17:35,14:50,4,190,FALSE,Economy,,,
United Airlines,3/4/2019,LAX International Airport,Los Angeles,1,Dulles International Airport,Washington,0:32,20:40,4,243,FALSE,Economy,,,
American Airlines,3/2/2019,Heathrow International Airport,London,1,PHL International Airport,Philadelphia,3:14,10:10,1,314,FALSE,Economy,,,
Delta Airlines,3/2/2019,Heathrow International Airport,London,1,PHL International Airport,Philadelphia,10:14,14:20,1,343,FALSE,Economy,,,
Southwest Airlines,3/2/2019,Heathrow International Airport,London,1,PHL International Airport,Philadelphia,1:37,7:45,1,283,FALSE,Economy,,,
United Airlines,3/2/2019,Heathrow International Airport,London,1,PHL International Airport,Philadelphia,3:14,11:30,1,321,FALSE,Economy,,,
American Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,1,Toronto Pearson International Airport,Toronto,18:05,10:05,1,366,FALSE,Premium Economy,,,
Delta Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,1,Toronto Pearson International Airport,Toronto,9:37,2:10,1,523,FALSE,Premium Economy,,,
American Airlines,3/3/2019,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,11:34,9:35,1,177,TRUE,Economy,,,
Delta Airlines,3/3/2019,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,0:19,22:20,1,194,TRUE,Economy,,,
Southwest Airlines,3/3/2019,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,15:29,13:30,1,173,FALSE,Economy,,,
United Airlines,3/3/2019,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,10:34,8:35,1,189,TRUE,Economy,,,
American Airlines,3/3/2019,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,11:34,9:35,1,276,TRUE,Premium Economy,,,
American Airlines,3/14/2019,SFO International Airport,San Francisco,0,O'Hare International Airport,Chicago,9:52,7:05,1,191,FALSE,Economy,,,
American Airlines,3/14/2019,SFO International Airport,San Francisco,0,O'Hare International Airport,Chicago,9:52,7:05,1,267,FALSE,Premium Economy,,,
American Airlines,3/8/2019,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,11:18,8:15,1,432,FALSE,Economy,,,
Delta Airlines,3/8/2019,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,11:18,8:45,1,426,FALSE,Economy,,,
Southwest Airlines,3/8/2019,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,7:58,5:25,1,384,FALSE,Economy,,,
United Airlines,3/8/2019,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,11:18,10:10,1,429,FALSE,Economy,,,
American Airlines,3/4/2019,Toronto Pearson International Airport,Toronto,1,Hartsfield-Jackson International Airport,Atlanta,20:28,15:25,4,204,FALSE,Economy,,,
Delta Airlines,3/4/2019,Toronto Pearson International Airport,Toronto,1,Hartsfield-Jackson International Airport,Atlanta,20:28,15:40,4,188,FALSE,Economy,,,
Southwest Airlines,3/4/2019,Toronto Pearson International Airport,Toronto,1,Hartsfield-Jackson International Airport,Atlanta,12:33,4:35,4,222,FALSE,Economy,,,
United Airlines,3/4/2019,Toronto Pearson International Airport,Toronto,1,Hartsfield-Jackson International Airport,Atlanta,12:33,6:15,4,222,FALSE,Economy,,,
Delta Airlines,3/12/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:31,16:40,2,57,FALSE,Economy,,,
Southwest Airlines,3/12/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,8:36,7:45,2,73,FALSE,Economy,,,
American Airlines,3/3/2019,SAN International Airport,San Diego,1,Benito Juarez International Airport,Mexico City,12:34,8:40,2,348,FALSE,Premium Economy,,,
Delta Airlines,3/3/2019,SAN International Airport,San Diego,1,Benito Juarez International Airport,Mexico City,0:05,16:40,2,411,TRUE,Premium Economy,,,
American Airlines,3/1/2019,Jomo Kenyatta International Airport,Nairobi,1,Hartsfield-Jackson International Airport,Atlanta,17:57,15:25,1,438,FALSE,Economy,,,
Delta Airlines,3/1/2019,Jomo Kenyatta International Airport,Nairobi,1,Hartsfield-Jackson International Airport,Atlanta,17:57,14:10,1,448,FALSE,Economy,,,
Southwest Airlines,3/1/2019,Jomo Kenyatta International Airport,Nairobi,1,Hartsfield-Jackson International Airport,Atlanta,17:57,13:25,1,423,FALSE,Economy,,,
United Airlines,3/1/2019,Jomo Kenyatta International Airport,Nairobi,1,Hartsfield-Jackson International Airport,Atlanta,17:57,12:50,1,426,FALSE,Economy,,,
American Airlines,3/9/2019,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,0:36,22:25,2,120,FALSE,Economy,,,
American Airlines,3/12/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,9:34,8:20,1,98,FALSE,Economy,,,
Delta Airlines,3/12/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,21:04,19:50,1,82,FALSE,Economy,,,
Southwest Airlines,3/12/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,16:24,15:10,1,85,TRUE,Economy,,,
United Airlines,3/12/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,10:49,9:35,1,86,FALSE,Economy,,,
American Airlines,3/5/2019,Kingsford Smith International Airport,Sydney,1,JFK International Airport,New York,7:22,4:05,1,376,TRUE,Economy,,,
Delta Airlines,3/5/2019,Kingsford Smith International Airport,Sydney,1,JFK International Airport,New York,13:32,7:30,1,412,FALSE,Economy,,,
Southwest Airlines,3/5/2019,Kingsford Smith International Airport,Sydney,1,JFK International Airport,New York,13:32,6:50,1,408,FALSE,Economy,,,
United Airlines,3/1/2019,PHL International Airport,Philadelphia,1,Indira Gandhi International Airport,Delhi,19:26,15:40,4,292,TRUE,Economy,,,
American Airlines,3/3/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,15:32,10:45,1,216,TRUE,Economy,,,
American Airlines,3/11/2019,Charles de Gaulle International Airport,Paris,0,LAX International Airport,Los Angeles,7:58,9:40,4,267,FALSE,Economy,,,
American Airlines,3/11/2019,Charles de Gaulle International Airport,Paris,0,LAX International Airport,Los Angeles,7:58,9:40,4,430,FALSE,Premium Economy,,,
Delta Airlines,3/14/2019,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,9:56,7:45,3,117,TRUE,Economy,,,
United Airlines,3/14/2019,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,19:06,16:55,3,116,TRUE,Economy,,,
American Airlines,3/14/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,0:07,21:35,1,295,FALSE,Premium Economy,,,
Southwest Airlines,3/14/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,21:52,19:20,1,318,TRUE,Premium Economy,,,
United Airlines,3/14/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,13:27,10:55,1,290,FALSE,Premium Economy,,,
United Airlines,3/14/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,19:52,17:20,1,187,TRUE,Economy,,,
United Airlines,3/14/2019,O'Hare International Airport,Chicago,0,Dulles International Airport,Washington,14:28,13:30,1,117,TRUE,Economy,,,
United Airlines,3/14/2019,O'Hare International Airport,Chicago,0,Dulles International Airport,Washington,14:28,13:30,2,117,TRUE,Economy,,,
Alaska Airlines,3/11/2019,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,0:21,15:55,1,185,FALSE,Economy,,,
American Airlines,3/11/2019,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,22:44,13:20,1,286,FALSE,Economy,,,
Delta Airlines,3/11/2019,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:31,10:05,1,186,FALSE,Economy,,,
Southwest Airlines,3/11/2019,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,17:19,6:45,1,272,FALSE,Economy,,,
United Airlines,3/11/2019,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:41,10:15,1,207,FALSE,Economy,,,
American Airlines,3/13/2019,Hartsfield-Jackson International Airport,Atlanta,0,Heathrow International Airport,London,2:39,20:35,2,210,TRUE,Economy,,,
British Airways,3/13/2019,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,21:27,9:15,2,339,FALSE,Economy,,,
Delta Airlines,3/13/2019,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,20:21,8:00,2,303,FALSE,Economy,,,
United Airlines,3/13/2019,Hartsfield-Jackson International Airport,Atlanta,0,Heathrow International Airport,London,4:29,22:25,2,244,FALSE,Economy,,,
American Airlines,3/13/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,13:42,11:20,2,114,TRUE,Economy,,,
Delta Airlines,3/13/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,13:47,11:25,2,124,FALSE,Economy,,,
Southwest Airlines,3/13/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,11:27,9:05,2,129,TRUE,Economy,,,
American Airlines,3/12/2019,SAN International Airport,San Diego,1,PDX International Airport,Portland,12:00,7:20,1,208,FALSE,Economy,,,
American Airlines,3/1/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,6:44,5:25,2,137,FALSE,Economy,,,
Delta Airlines,3/1/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,7:19,6:00,2,129,TRUE,Economy,,,
Southwest Airlines,3/1/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,5:39,4:20,2,108,TRUE,Economy,,,
United Airlines,3/1/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,15:59,14:40,2,116,FALSE,Economy,,,
United Airlines,3/6/2019,LAX International Airport,Los Angeles,0,JFK International Airport,New York,15:20,12:10,4,220,TRUE,Economy,,,
American Airlines,3/13/2019,PHL International Airport,Philadelphia,1,Hartsfield-Jackson International Airport,Atlanta,11:36,6:25,1,150,TRUE,Economy,,,
