check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
,Paris,FALSE,Best Western Bretagne Montparnasse,,,+33 1 45 38 52 59,348,2,"33 Rue Raymond Losserand, 75014"
,Paris,FALSE,Bob Hotel By Elegancia,,,+33 1 40 43 02 33,420,2,"30 Rue Pernety, 75014"
,Paris,FALSE,Brach Paris,,,+33 1 44 30 10 00,390,2,"1-7 Rue Jean Richepin, 75016"
,Paris,FALSE,Buddha-Bar Hotel Paris,,,+33 1 83 96 88 88,585,2,"4 Rue d'Anjou, 75008"
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,525,5,45 Park Lane
,London,FALSE,Ambassadors Bloomsbury Hotel,,,+44 20 7388 9930,264,4,12 Upper Woburn Place
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,190,1,45 Park Lane
,London,FALSE,Abc Hyde Park Hotel,,,+44 20 7706 4660,270,1,121 Sussex Gardens
,London,FALSE,Accommodation London Bridge,,,+44 20 7403 4299,351,1,58 Great Dover Street
,London,FALSE,Ace Hotel London,,,+44 20 7613 9800,408,1,100 Shoreditch High Street
,London,FALSE,Airways Hotel London Victoria,,,+44 20 7834 0205,222,1,29-31 Saint George's Drive
,London,FALSE,Amba Hotel Charing Cross,,,+44 871 376 9012,168,1,Strand
,London,FALSE,Amba Hotel Marble Arch,,,+44 800 330 8523,200,1,Bryanston Street
,London,FALSE,Abercorn House,,,+44 20 8563 8692,30,1,28-30 Bute Gardens
,Kuala Lumpur,FALSE,Aloft Kuala Lumpur Sentral,,,+60 3-2723 1188,336,4,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
,Toronto,FALSE,Best Western Plus Toronto North York Hotel & Suites,,,+1 416-663-9500,198,3,50 Norfinch Drive
,Toronto,FALSE,Best Western Primrose Hotel Downtown-Toronto,,,+1 800-780-7234,189,3,111 Carlton Street
,Toronto,FALSE,Bisha Hotel Toronto,,,+1 416-551-2800,92,4,80 Blue Jays Way
,Toronto,FALSE,Bond Place Hotel Toronto,,,+1 800-268-9390,111,3,65 Dundas Street East
,Toronto,FALSE,Cambridge Suites Toronto,,,+1 800-463-1990,264,4,15 Richmond Street East
,Toronto,FALSE,Courtyard By Marriott Toronto Downtown,,,+1 416-924-0611,87,3,475 Yonge Street
,Toronto,FALSE,Days Inn By Wyndham Toronto East Beaches,,,+1 647-693-6842,68,2,1684 Queen Street East
,Toronto,FALSE,Doubletree By Hilton Hotel Toronto Downtown,,,+1 416-977-5000,384,4,108 Chestnut Street
,Toronto,FALSE,Embassy Suites By Hilton Toronto Airport,,,+1 416-674-8442,114,3,262 Carlingview Drive
,Toronto,FALSE,Executive Hotel Cosmopolitan Toronto,,,+1 855-958-3488,272,4,8 Colborne Street
,Toronto,FALSE,Best Western Primrose Hotel Downtown-Toronto,,,+1 800-780-7234,186,3,111 Carlton Street
,Los Angeles,TRUE,Beverly Hills Marriott,,,+1 310-553-6561,140,2,1150 South Beverly Drive
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles Century City/Beverly Hills,,,+1 310-556-2777,126,2,10320 West Olympic Boulevard
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles L.A. Live,,,+1 213-443-9222,144,2,901 West Olympic Boulevard
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles Lax/Century Boulevard,,,+1 310-649-1400,234,2,6161 West Century Boulevard
,Los Angeles,TRUE,Crowne Plaza Los Angeles Airport,,,+1 310-642-7500,288,2,5985 West Century Boulevard
,Los Angeles,TRUE,Embassy Suites By Hilton Los Angeles International Airport North,,,+1 310-215-1000,228,2,9801 Airport Boulevard
,Chicago,TRUE,Ac Hotel By Marriott Chicago Downtown,,,+1 312-981-6600,216,1,630 North Rush Street
,Chicago,TRUE,Ace Hotel Chicago,,,+1 312-764-1919,112,1,311 North Morgan Street
,Chicago,TRUE,Acme Hotel Company Chicago,,,+1 312-894-0800,150,1,15 East Ohio Street
,Chicago,TRUE,Aloft Chicago Downtown River North,,,+1 312-661-1000,315,1,515 North Clark Street
,Chicago,TRUE,Aloft Chicago Mag Mile,,,+1 312-429-6600,78,1,243 East Ontario Street
,Chicago,TRUE,Ambassador Chicago,,,+1 888-506-3471,296,1,1301 North State Parkway
,Chicago,TRUE,Best Western Grant Park Hotel,,,+1 312-922-2900,138,1,1100 South Michigan Avenue
,Chicago,TRUE,Best Western Plus Hawthorne Terrace Hotel,,,+1 773-244-3434,234,1,3434 N Broadway Ave
,Chicago,TRUE,Best Western River North Hotel,,,+1 312-467-0800,180,1,125 West Ohio Street
,Chicago,TRUE,Cambria Hotel Chicago Magnificent Mile,,,+1 312-787-6000,360,1,166 East Superior Street
,Chicago,TRUE,Ace Hotel Chicago,,,+1 312-764-1919,300,1,311 North Morgan Street
,Chicago,TRUE,Acme Hotel Company Chicago,,,+1 312-894-0800,207,1,15 East Ohio Street
,Chicago,TRUE,Aloft Chicago Mag Mile,,,+1 312-429-6600,252,1,243 East Ontario Street
,Chicago,TRUE,Ambassador Chicago,,,+1 888-506-3471,420,1,1301 North State Parkway
,Chicago,TRUE,Ace Hotel Chicago,,,+1 312-764-1919,348,1,311 North Morgan Street
,London,FALSE,Accommodation London Bridge,,,+44 20 7403 4299,270,3,58 Great Dover Street
,Delhi,FALSE,Aloft New Delhi Aerocity,,,+91 11 4565 0000,420,4,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
,Delhi,FALSE,Andaz Delhi - A Concept By Hyatt,,,+91 11 4903 1234,390,5,"Asset, Street Number 1, New Delhi"
,Delhi,FALSE,Bloomrooms @ New Delhi Railway Station,,,+91 11 4122 5666,279,3,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Mayur Vihar Noida,,,+91 11 4110 2222,408,4,"13 B, District Centre, Mayur Vihar, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Okhla,,,+91 11 4646 2000,330,5,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
,Delhi,FALSE,"Four Points By Sheraton New Delhi, Airport Highway",,,+91 11 6604 0000,372,4,"Plot no 9, National Highway - 8, Samalka, New Delhi"
,Delhi,FALSE,Haveli Dharampura,,,+91 11 2326 1000,420,4,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,80,1,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,150,1,1414 6th Avenue
,New York,TRUE,11 Howard,,,+1 212-235-1111,168,1,11 Howard Street
,New York,TRUE,6 Columbus Hotel,,,+1 212-204-3000,208,1,308 West 58th Street
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,272,1,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,468,1,20 West 29th Street
,New York,TRUE,Adria Hotel & Conference Center,,,+1 718-631-5900,156,1,"221-17 Northern Boulevard, Bayside"
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,152,1,42 West 58th Street
,New York,TRUE,Aka Times Square,,,+1 212-764-5700,80,1,123 West 44th Street
,New York,TRUE,Aka Wall Street,,,+1 212-252-9090,312,1,84 William Street
,New York,TRUE,11 Howard,,,+1 212-235-1111,198,1,11 Howard Street
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,144,2,1600 South Harbor Boulevard
,Anaheim,TRUE,Anaheim Majestic Garden Hotel,,,+1 714-778-1700,180,3,900 South Disneyland Drive
,Anaheim,TRUE,Anaheim Portofino Inn & Suites,,,+1 800-341-6301,180,3,1831 South Harbor Boulevard
,Anaheim,FALSE,Anaheim Rv Park,,,+1 714-774-3860,144,2,200 West Midway Drive
,Anaheim,TRUE,Ayres Hotel Anaheim,,,+1 714-634-2106,78,3,2550 East Katella Avenue
,Anaheim,TRUE,Best Western Plus Anaheim Inn,,,+1 714-774-1050,324,3,1630 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Park Place Inn - Mini Suites,,,+1 714-776-4800,324,3,1544 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Pavilions,,,+1 714-776-0140,52,1,1176 West Katella Avenue
,Anaheim,TRUE,Best Western Plus Raffles Inn & Suites,,,+1 714-750-6100,128,2,2040 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Stovall'S Inn,,,+1 714-778-1880,216,3,1110 West Katella Avenue
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,270,2,998 West Mission Bay Drive
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,69,2,555 West Ash Street
,San Diego,TRUE,Best Western Plus Hacienda Hotel Old Town,,,+1 619-298-4707,105,2,4041 Harney Street
,San Diego,TRUE,Best Western Plus Island Palms Hotel & Marina,,,+1 619-222-0561,150,2,2051 Shelter Island Drive
,San Diego,TRUE,Best Western Seven Seas,,,+1 619-291-1300,315,2,411 Hotel Circle South
,San Diego,TRUE,Blue Sea Beach Hotel,,,+1 858-488-4700,270,2,707 Pacific Beach Drive
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,270,1,998 West Mission Bay Drive
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,64,1,2575 Clairemont Drive
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,69,1,555 West Ash Street
,San Diego,TRUE,Best Western Plus Hacienda Hotel Old Town,,,+1 619-298-4707,105,1,4041 Harney Street
,San Diego,TRUE,Best Western Plus Island Palms Hotel & Marina,,,+1 619-222-0561,150,1,2051 Shelter Island Drive
,San Diego,TRUE,Best Western San Diego/Miramar Hotel,,,+1 858-578-6600,120,1,9310 Kearny Mesa Road
,San Diego,TRUE,Best Western Seven Seas,,,+1 619-291-1300,315,1,411 Hotel Circle South
,San Diego,TRUE,Best Western Yacht Harbor Hotel,,,+1 619-224-3254,156,1,5005 North Harbor Drive
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,88,2,2423 1st Avenue
,Seattle,TRUE,Belltown Inn,,,+1 866-525-4704,132,2,2301 3rd Avenue
,Seattle,TRUE,Best Western Plus Pioneer Square Hotel Downtown,,,+1 206-340-1234,132,3,77 Yesler Way
,Seattle,TRUE,Courtyard By Marriott Seattle Downtown/Lake Union,,,+1 206-213-0100,216,3,925 Westlake Avenue North
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,80,4,1113 6th Avenue
,Seattle,TRUE,Days Inn By Wyndham Seattle North Of Downtown,,,+1 800-615-3107,112,2,9100 Aurora Avenue North
,Seattle,TRUE,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,,+1 206-859-4400,84,3,255 South King Street
,Seattle,TRUE,Even Hotel Seattle Downtown - Lake Union,,,+1 206-596-2302,243,3,527 Fairview Avenue North
,Seattle,TRUE,Extended Stay America - Seattle - Northgate,,,+1 206-365-8100,204,2,13300 Stone Avenue North
,Seattle,TRUE,Four Points By Sheraton Downtown Seattle Center,,,+1 206-282-2600,243,3,601 Roy Street
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,88,1,2423 1st Avenue
,Seattle,TRUE,Belltown Inn,,,+1 866-525-4704,132,1,2301 3rd Avenue
,Seattle,TRUE,Best Western Plus Pioneer Square Hotel Downtown,,,+1 206-340-1234,132,1,77 Yesler Way
,Seattle,TRUE,Courtyard By Marriott Seattle Downtown/Lake Union,,,+1 206-213-0100,216,1,925 Westlake Avenue North
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,80,1,1113 6th Avenue
,Seattle,TRUE,Days Inn By Wyndham Seattle North Of Downtown,,,+1 800-615-3107,112,1,9100 Aurora Avenue North
,Seattle,TRUE,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,,+1 206-859-4400,84,1,255 South King Street
,Seattle,TRUE,Even Hotel Seattle Downtown - Lake Union,,,+1 206-596-2302,243,1,527 Fairview Avenue North
,Seattle,TRUE,Extended Stay America - Seattle - Northgate,,,+1 206-365-8100,204,1,13300 Stone Avenue North
,Seattle,TRUE,Best Western Plus Pioneer Square Hotel Downtown,,,+1 206-340-1234,234,1,77 Yesler Way
,Kuala Lumpur,FALSE,Alila Bangsar,,,+60 3-2268 3888,465,1,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
,Kuala Lumpur,FALSE,Aloft Kuala Lumpur Sentral,,,+60 3-2723 1188,256,1,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Ancasa Hotel & Spa Kuala Lumpur,,,+60 3-2026 6060,279,1,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Arenaa Star Hotel,,,+60 3-2078 0988,114,1,"49-51, Jalan Hang Lekiu, 50100"
,Kuala Lumpur,FALSE,Banyan Tree Kuala Lumpur,,,+60 3-2113 1888,135,1,"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Citin Hotel Masjid Jamek,,,+60 3-2693 2999,288,1,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Cititel Mid Valley,,,+60 3-2296 1188,243,1,"Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Concorde Hotel Kuala Lumpur,,,+60 3-2144 2200,132,1,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Container Hotel,,,+60 12-702 2851,148,1,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Corus Hotel Kuala Lumpur,,,+60 3-2161 8888,124,1,"Jalan Ampang, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan"
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,81,3,"Cira Centre South, 2929 Walnut Street"
,Philadelphia,TRUE,Aloft Philadelphia Airport,,,+1 267-298-1700,252,3,4301 Island Avenue
,Philadelphia,TRUE,Aloft Philadelphia Downtown,,,+1 215-607-2020,120,3,101 North Broad Street
,Philadelphia,TRUE,Best Western Plus Philadelphia Convention Center Hotel,,,+1 215-398-3080,192,3,1225 Vine Street
,Philadelphia,TRUE,"Club Quarters Hotel, Philadelphia",,,+1 215-282-5000,69,3,1628 Chestnut Street
,Philadelphia,TRUE,Courtyard By Marriott Philadelphia City Avenue,,,+1 215-477-0200,81,3,4100 Presidential Boulevard
,Philadelphia,TRUE,Courtyard By Marriott Philadelphia South At The Navy Yard,,,+1 215-644-9200,279,3,1001 Intrepid Avenue
,Philadelphia,TRUE,Doubletree By Hilton Hotel Philadelphia Airport,,,+1 215-365-4150,156,3,4509 Island Avenue
,Philadelphia,TRUE,Embassy Suites By Hilton Philadelphia Airport,,,+1 215-365-4500,132,3,9000 Bartram Avenue
,Philadelphia,TRUE,Fairfield Inn & Suites By Marriott Philadelphia Downtown/Center City,,,+1 800-228-2800,88,2,261 South 13th Street
,London,FALSE,Abercorn House,,,+44 20 8563 8692,93,1,28-30 Bute Gardens
,London,FALSE,Airways Hotel London Victoria,,,+44 20 7834 0205,288,3,29-31 Saint George's Drive
,London,FALSE,Amba Hotel Charing Cross,,,+44 871 376 9012,360,4,Strand
,London,FALSE,Amba Hotel Marble Arch,,,+44 800 330 8523,252,4,Bryanston Street
,London,FALSE,Ambassadors Bloomsbury Hotel,,,+44 20 7388 9930,468,4,12 Upper Woburn Place
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,420,5,45 Park Lane
,Chicago,TRUE,Ac Hotel By Marriott Chicago Downtown,,,+1 312-981-6600,216,2,630 North Rush Street
,Chicago,TRUE,Ace Hotel Chicago,,,+1 312-764-1919,240,2,311 North Morgan Street
,Chicago,TRUE,Acme Hotel Company Chicago,,,+1 312-894-0800,150,2,15 East Ohio Street
,Chicago,TRUE,Aloft Chicago Downtown River North,,,+1 312-661-1000,315,2,515 North Clark Street
,Chicago,TRUE,Aloft Chicago Mag Mile,,,+1 312-429-6600,198,2,243 East Ontario Street
,Chicago,TRUE,Ambassador Chicago,,,+1 888-506-3471,296,2,1301 North State Parkway
,Chicago,TRUE,Best Western Grant Park Hotel,,,+1 312-922-2900,138,2,1100 South Michigan Avenue
,Chicago,TRUE,Best Western Plus Hawthorne Terrace Hotel,,,+1 773-244-3434,234,2,3434 N Broadway Ave
,Chicago,TRUE,Best Western River North Hotel,,,+1 312-467-0800,180,2,125 West Ohio Street
,Chicago,TRUE,Cambria Hotel Chicago Magnificent Mile,,,+1 312-787-6000,360,2,166 East Superior Street
,Chicago,TRUE,Acme Hotel Company Chicago,,,+1 312-894-0800,207,2,15 East Ohio Street
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,184,2,"6 Rue Gustave Charpentier, 75017"
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,124,2,"34 Rue Jean Mermoz, 75008"
,Paris,FALSE,Aparthotel Adagio Access Paris La Villette,,,+33 1 44 72 42 00,156,2,"28bis Avenue Corentin Cariou, 75019"
,Paris,FALSE,Aparthotel Adagio Paris Montmartre,,,+33 1 42 57 14 55,174,2,"10 Place Charles Dullin, 75018"
,Paris,FALSE,Austin'S Saint Lazare HoTel,,,+33 1 48 74 48 71,111,2,"26 Rue d'Amsterdam, 75009"
,Paris,FALSE,Bob Hotel By Elegancia,,,+33 1 40 43 02 33,80,2,"30 Rue Pernety, 75014"
,Paris,FALSE,Brach Paris,,,+33 1 44 30 10 00,260,2,"1-7 Rue Jean Richepin, 75016"
,Paris,FALSE,Buddha-Bar Hotel Paris,,,+33 1 83 96 88 88,170,2,"4 Rue d'Anjou, 75008"
,New York,TRUE,11 Howard,,,+1 212-235-1111,261,3,11 Howard Street
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,432,4,1113 6th Avenue
,Seattle,TRUE,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,,+1 206-859-4400,144,3,255 South King Street
,Anaheim,TRUE,Camelot Inn & Suites,,,+1 714-635-7275,228,3,1520 South Harbor Boulevard
,Anaheim,TRUE,Candlewood Suites Anaheim - Resort Area,,,+1 714-635-5555,192,3,1733 South Anaheim Boulevard
,Anaheim,TRUE,Clarion Hotel Anaheim Resort,,,+1 714-750-3131,117,3,616 Convention Way
,Anaheim,TRUE,Clementine Hotel & Suites Anaheim,,,+1 714-533-3555,210,3,1700 South Clementine Street
,London,FALSE,Abercorn House,,,+44 20 8563 8692,75,1,28-30 Bute Gardens
,Sydney,FALSE,Meriton Suites North Sydney,,,+61 2 8319 9888,495,5,"80 Arthur Street, North"
,Kuala Lumpur,FALSE,W Kuala Lumpur,,,+60 3-2786 8888,280,5,"121, Jalan Ampang, Kuala Lumpur, 50450"
,New York,TRUE,The Parc Hotel,,,+1 718-358-8897,216,3,"3916 College Point Boulevard, Flushing"
,Chicago,TRUE,The River Hotel,,,+1 312-777-0990,198,3,75 East Wacker Drive
,New York,TRUE,The Marmara Park Avenue,,,+1 212-603-9000,100,5,114 East 32nd Street
,Phoenix,TRUE,Embassy Suites By Hilton Phoenix Biltmore,,,+1 602-955-3992,333,3,2630 East Camelback Road
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,240,3,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,340,3,1414 6th Avenue
,New York,TRUE,11 Howard,,,+1 212-235-1111,342,3,11 Howard Street
,New York,TRUE,6 Columbus Hotel,,,+1 212-204-3000,252,3,308 West 58th Street
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,264,3,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,348,3,20 West 29th Street
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,168,3,42 West 58th Street
,New York,TRUE,Aka Times Square,,,+1 212-764-5700,276,3,123 West 44th Street
,New York,TRUE,Aka Wall Street,,,+1 212-252-9090,176,3,84 William Street
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,240,1,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,340,1,1414 6th Avenue
,New York,TRUE,11 Howard,,,+1 212-235-1111,342,1,11 Howard Street
,New York,TRUE,6 Columbus Hotel,,,+1 212-204-3000,252,1,308 West 58th Street
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,264,1,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,348,1,20 West 29th Street
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,168,1,42 West 58th Street
,New York,TRUE,Aka Times Square,,,+1 212-764-5700,276,1,123 West 44th Street
,New York,TRUE,Aka Wall Street,,,+1 212-252-9090,176,1,84 William Street
,New York,TRUE,11 Howard,,,+1 212-235-1111,288,1,11 Howard Street
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,68,2,1725 Long Beach Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,198,3,3841 North Lakewood Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Downtown,,,+1 562-435-8511,111,3,500 East First Street
,Long Beach,TRUE,Hampton Inn Long Beach Airport,,,+1 562-425-0012,120,2,3771 North Lakewood Boulevard
,Long Beach,TRUE,Holiday Inn Long Beach Downtown Area,,,+1 562-590-8858,189,3,1133 Atlantic Avenue
,Long Beach,TRUE,Homewood Suites By Hilton Long Beach Airport,,,+1 562-425-0010,222,3,3771 North Lakewood Boulevard
,Long Beach,TRUE,Hotel Current Long Beach,,,+1 562-597-5171,342,3,5325 Pacific Coast Highway
,Long Beach,TRUE,Hyatt Centric The Pike Long Beach,,,+1 562-432-1234,468,4,285 Bay Street
,Long Beach,TRUE,Hyatt Regency Long Beach,,,+1 562-491-1234,112,4,200 South Pine Avenue
,Long Beach,TRUE,Long Beach Marriott,,,+1 800-228-9290,210,3,4700 Airport Plaza Drive
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,144,2,1725 Long Beach Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,189,3,3841 North Lakewood Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Downtown,,,+1 562-435-8511,297,3,500 East First Street
,Long Beach,TRUE,Hampton Inn Long Beach Airport,,,+1 562-425-0012,126,2,3771 North Lakewood Boulevard
,Long Beach,TRUE,Homewood Suites By Hilton Long Beach Airport,,,+1 562-425-0010,279,3,3771 North Lakewood Boulevard
,Long Beach,TRUE,Hyatt Regency Long Beach,,,+1 562-491-1234,324,4,200 South Pine Avenue
,Long Beach,TRUE,Long Beach Marriott,,,+1 800-228-9290,216,3,4700 Airport Plaza Drive
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,324,3,3841 North Lakewood Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,66,3,3841 North Lakewood Boulevard
,San Francisco,TRUE,Amsterdam Hostel San Francisco,,,+1 415-673-3277,24,1,749 Taylor Street
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,264,1,495 Jefferson Street
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,52,1,2222 Market Street
,San Francisco,TRUE,Bei Hotel San Francisco,,,+1 415-626-6103,156,1,50 8th Street
,San Francisco,TRUE,Beresford Arms Hotel,,,+1 415-673-2600,78,1,701 Post Street
,San Francisco,TRUE,Casa Loma Hotel,,,+1 415-552-7100,132,1,610 Fillmore Street
,San Francisco,TRUE,Chancellor Hotel On Union Square,,,+1 415-362-2004,315,1,433 Powell Street
,San Francisco,TRUE,Chelsea,,,+1 415-563-5600,132,1,2095 Lombard Street
,San Francisco,TRUE,Comfort Inn By The Bay,,,+1 415-928-5000,58,1,2775 Van Ness Avenue
,San Francisco,TRUE,Cornell Hotel De France,,,+1 415-421-3154,324,1,715 Bush Street
,San Francisco,TRUE,Amsterdam Hostel San Francisco,,,+1 415-673-3277,90,1,749 Taylor Street
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,44,2,2423 1st Avenue
,Seattle,TRUE,Belltown Inn,,,+1 866-525-4704,180,2,2301 3rd Avenue
,Seattle,TRUE,Best Western Plus Pioneer Square Hotel Downtown,,,+1 206-340-1234,234,3,77 Yesler Way
,Seattle,TRUE,Courtyard By Marriott Seattle Downtown/Lake Union,,,+1 206-213-0100,324,3,925 Westlake Avenue North
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,192,4,1113 6th Avenue
,Seattle,TRUE,Days Inn By Wyndham Seattle North Of Downtown,,,+1 800-615-3107,76,2,9100 Aurora Avenue North
,Seattle,TRUE,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,,+1 206-859-4400,150,3,255 South King Street
,Seattle,TRUE,Even Hotel Seattle Downtown - Lake Union,,,+1 206-596-2302,72,3,527 Fairview Avenue North
