car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
Civic,2019-03-13,New York,2019-03-11,JFK International Airport,14:00,62,Standard
Corolla,2019-03-13,New York,2019-03-11,Grand Central Station,14:00,64,Standard
Elantra,2019-03-13,New York,2019-03-11,Port Authority Station,14:00,54,Standard
Prius,2019-03-13,New York,2019-03-11,Port Authority Station,14:00,58,Standard
Accord,2019-03-13,,2019-03-11,Grand Central Station,14:00,56,Standard
Cooper,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,16:30,90,Compact
Fit,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,16:30,81,Compact
Forte,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,16:30,87,Compact
GTI,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,16:30,87,Compact
Forte,2019-03-08,,2019-03-05,Toronto Pearson International Airport,16:30,87,Compact
Accord,2019-03-06,Vancouver,2019-03-05,YVR International Airport,15:00,31,Standard
Altima,2019-03-06,Vancouver,2019-03-05,YVR International Airport,15:00,31,Standard
Corolla,2019-03-06,Vancouver,2019-03-05,YVR International Airport,15:00,37,Standard
Cruze,2019-03-06,Vancouver,2019-03-05,Pacific Central Station,15:00,30,Standard
Elantra,2019-03-06,Vancouver,2019-03-05,YVR International Airport,15:00,35,Standard
Prius,2019-03-06,Vancouver,2019-03-05,Pacific Central Station,15:00,32,Standard
Sentra,2019-03-06,Vancouver,2019-03-05,Pacific Central Station,15:00,32,Standard
Accord,2019-03-07,Vancouver,2019-03-05,YVR International Airport,15:00,66,Standard
Altima,2019-03-07,Vancouver,2019-03-05,YVR International Airport,15:00,56,Standard
Corolla,2019-03-07,Vancouver,2019-03-05,YVR International Airport,15:00,62,Standard
Cruze,2019-03-07,Vancouver,2019-03-05,Pacific Central Station,15:00,66,Standard
Elantra,2019-03-07,Vancouver,2019-03-05,YVR International Airport,15:00,64,Standard
Prius,2019-03-07,Vancouver,2019-03-05,Pacific Central Station,15:00,66,Standard
Altima,2019-03-07,,2019-03-05,YVR International Airport,15:00,56,Standard
Forte,2019-03-10,Portland,2019-03-09,Portland Bus Station,19:30,23,Compact
Golf,2019-03-10,Portland,2019-03-09,Portland Bus Station,19:30,27,Compact
Leaf,2019-03-10,Portland,2019-03-09,Portland Bus Station,19:30,27,Compact
Golf,2019-03-10,,2019-03-09,Portland Bus Station,19:30,27,Compact
Cooper,2019-03-07,Kuala Lumpur,2019-03-05,KLIA International Airport,12:00,34,Compact
Fit,2019-03-07,Kuala Lumpur,2019-03-05,KLIA International Airport,12:00,28,Compact
Golf,2019-03-07,Kuala Lumpur,2019-03-05,KLIA International Airport,12:00,30,Compact
Cooper,2019-03-07,,2019-03-05,KLIA International Airport,12:00,34,Compact
Accord,2019-03-07,Washington,2019-03-05,Union Station,16:30,70,Standard
Camry,2019-03-07,Washington,2019-03-05,Dulles International Airport,16:30,64,Standard
Civic,2019-03-07,Washington,2019-03-05,Union Station,16:30,68,Standard
Prius,2019-03-07,Washington,2019-03-05,Dulles International Airport,16:30,84,Standard
Camry,2019-03-07,,2019-03-05,Dulles International Airport,16:30,64,Standard
Civic,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,13:30,190,Standard
Prius,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,13:30,180,Standard
Sentra,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,13:30,170,Standard
Civic,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,15:00,190,Standard
Prius,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,15:00,180,Standard
Prius,2019-03-08,,2019-03-03,McCarran International Airport,15:00,180,Standard
Camry,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,14:00,30,Standard
Cruze,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,14:00,34,Standard
Prius,2019-03-11,Atlanta,2019-03-10,Peachtree Station,14:00,31,Standard
Sentra,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,14:00,33,Standard
Accord,2019-03-13,Kuala Lumpur,2019-03-12,KLIA International Airport,12:30,20,Standard
Camry,2019-03-13,Kuala Lumpur,2019-03-12,KLIA International Airport,12:30,22,Standard
Civic,2019-03-13,Kuala Lumpur,2019-03-12,KLIA International Airport,12:30,21,Standard
Elantra,2019-03-13,Kuala Lumpur,2019-03-12,KLIA International Airport,12:30,22,Standard
Camry,2019-03-13,San Diego,2019-03-08,SAN International Airport,12:30,170,Standard
Elantra,2019-03-13,San Diego,2019-03-08,SAN International Airport,12:30,180,Standard
Fusion,2019-03-13,San Diego,2019-03-08,SAN International Airport,12:30,170,Standard
Accord,2019-03-13,San Diego,2019-03-08,Santa Fe Depot,13:00,145,Standard
Civic,2019-03-13,San Diego,2019-03-08,Santa Fe Depot,13:00,135,Standard
Sentra,2019-03-13,San Diego,2019-03-08,Santa Fe Depot,13:00,140,Standard
Camry,2019-03-13,,2019-03-08,SAN International Airport,12:30,170,Standard
Accord,2019-03-08,Long Beach,2019-03-05,LGB Airport,15:30,96,Standard
Corolla,2019-03-08,Long Beach,2019-03-05,LGB Airport,15:30,99,Standard
Cruze,2019-03-08,Long Beach,2019-03-05,LGB Airport,15:30,96,Standard
Fusion,2019-03-08,Long Beach,2019-03-05,Downtown Station,15:30,96,Standard
Prius,2019-03-08,Long Beach,2019-03-05,Downtown Station,15:30,81,Standard
Accord,2019-03-08,,2019-03-05,LGB Airport,15:30,96,Standard
Altima,2019-03-14,Philadelphia,2019-03-12,30th Street Station,15:30,52,Standard
Civic,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,64,Standard
Corolla,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,54,Standard
Cruze,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,60,Standard
Elantra,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,60,Standard
Fusion,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,62,Standard
Prius,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,60,Standard
Sentra,2019-03-14,Philadelphia,2019-03-12,30th Street Station,15:30,66,Standard
Cooper,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,40,Compact
Fit,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,60,Compact
Forte,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,64,Compact
GTI,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,54,Compact
Golf,2019-03-14,Philadelphia,2019-03-12,30th Street Station,15:30,52,Compact
Leaf,2019-03-14,Philadelphia,2019-03-12,30th Street Station,15:30,54,Compact
Cooper,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,19:30,40,Compact
Fit,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,19:30,60,Compact
Fit,2019-03-14,,2019-03-12,Intercity Terminal,19:30,60,Compact
Accord,2019-03-12,Delhi,2019-03-07,Indira Gandhi International Airport,10:30,175,Standard
Elantra,2019-03-12,Delhi,2019-03-07,Indira Gandhi International Airport,10:30,165,Standard
Fusion,2019-03-12,Delhi,2019-03-07,Indira Gandhi International Airport,10:30,175,Standard
Prius,2019-03-14,London,2019-03-07,Heathrow International Airport,10:30,273,Standard
Prius,2019-03-14,,2019-03-07,Heathrow International Airport,10:30,273,Standard
Camry,2019-03-14,Sacramento,2019-03-07,Sacramento Valley Station,17:00,217,Standard
Prius,2019-03-14,Paris,2019-03-07,Charles de Gaulle International Airport,17:00,245,Standard
Prius,2019-03-14,,2019-03-07,Charles de Gaulle International Airport,17:00,245,Standard
Prius,2019-03-08,London,2019-03-03,Heathrow International Airport,12:00,170,Standard
Fit,2019-03-08,London,2019-03-03,Heathrow International Airport,12:00,150,Compact
Forte,2019-03-08,London,2019-03-03,Heathrow International Airport,12:00,130,Compact
Fit,2019-03-08,,2019-03-03,Heathrow International Airport,12:00,150,Compact
Camry,2019-03-04,Mexico City,2019-03-03,Estacion Buenavista,12:30,25,Standard
Civic,2019-03-04,Mexico City,2019-03-03,Estacion Buenavista,12:30,19,Standard
Corolla,2019-03-04,Mexico City,2019-03-03,Benito Juarez International Airport,12:30,24,Standard
Cruze,2019-03-04,Mexico City,2019-03-03,Estacion Buenavista,12:30,19,Standard
Prius,2019-03-04,Mexico City,2019-03-03,Benito Juarez International Airport,12:30,25,Standard
Sentra,2019-03-04,Mexico City,2019-03-03,Benito Juarez International Airport,12:30,24,Standard
Altima,2019-03-14,San Francisco,2019-03-12,SFO International Airport,16:30,62,Standard
Civic,2019-03-14,San Francisco,2019-03-12,Salesforce Transit Center,16:30,56,Standard
Cruze,2019-03-14,San Francisco,2019-03-12,SFO International Airport,16:30,78,Standard
Fusion,2019-03-14,San Francisco,2019-03-12,SFO International Airport,16:30,56,Standard
Prius,2019-03-14,San Francisco,2019-03-12,SFO International Airport,16:30,70,Standard
Sentra,2019-03-14,San Francisco,2019-03-12,Salesforce Transit Center,16:30,62,Standard
Altima,2019-03-14,,2019-03-12,SFO International Airport,16:30,62,Standard
Accord,2019-03-04,Delhi,2019-03-01,Indira Gandhi International Airport,15:00,93,Standard
Elantra,2019-03-04,Delhi,2019-03-01,Indira Gandhi International Airport,15:00,99,Standard
Fusion,2019-03-04,Delhi,2019-03-01,Indira Gandhi International Airport,15:00,102,Standard
Accord,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,56,Standard
Bolt,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,54,Compact
Elantra,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,78,Standard
Escape,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,84,Full-size
Fit,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,44,Compact
Forester,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,90,Full-size
Fusion,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,70,Standard
Bolt,2019-03-04,,2019-03-02,Indira Gandhi International Airport,15:00,54,Compact
Civic,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,99,Standard
Elantra,2019-03-13,Seattle,2019-03-10,King Street Station,14:00,93,Standard
Fusion,2019-03-13,Seattle,2019-03-10,King Street Station,14:00,105,Standard
Prius,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,102,Standard
Sentra,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,105,Standard
Bolt,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,78,Compact
Fit,2019-03-13,Seattle,2019-03-10,King Street Station,14:00,60,Compact
Forester,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,126,Full-size
Forte,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,96,Compact
GTI,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,81,Compact
Bolt,2019-03-13,,2019-03-10,Seattle-Tacoma International Airport,14:00,78,Compact
Civic,2019-03-09,Seattle,2019-03-04,King Street Station,09:00,165,Standard
Elantra,2019-03-09,Seattle,2019-03-04,King Street Station,09:00,165,Standard
Prius,2019-03-09,Seattle,2019-03-04,King Street Station,09:00,125,Standard
Civic,2019-03-09,Seattle,2019-03-08,King Street Station,09:00,32,Standard
Elantra,2019-03-09,Seattle,2019-03-08,King Street Station,09:00,31,Standard
Fusion,2019-03-09,Seattle,2019-03-08,King Street Station,09:00,32,Standard
Civic,2019-03-06,Las Vegas,2019-03-01,Union Plaza,18:00,175,Standard
Prius,2019-03-06,Las Vegas,2019-03-01,Union Plaza,18:00,150,Standard
Fit,2019-03-06,Las Vegas,2019-03-01,Union Plaza,18:00,115,Compact
GTI,2019-03-06,Las Vegas,2019-03-01,Union Plaza,18:00,130,Compact
Fit,2019-03-06,,2019-03-01,Union Plaza,18:00,115,Compact
Cherokee,2019-03-13,Fresno,2019-03-07,Fresno Station,18:00,234,Full-size
Rogue,2019-03-13,Fresno,2019-03-07,Fresno Station,18:00,258,Full-size
Cherokee,2019-03-08,Fresno,2019-03-07,Fresno Yosemite International Airport,11:00,45,Full-size
Rogue,2019-03-08,,2019-03-07,Fresno Yosemite International Airport,11:00,42,Full-size
Accord,2019-03-06,Paris,2019-03-01,Charles de Gaulle International Airport,12:30,175,Standard
Cruze,2019-03-06,Paris,2019-03-01,Charles de Gaulle International Airport,12:30,155,Standard
Prius,2019-03-06,Paris,2019-03-01,Charles de Gaulle International Airport,12:30,170,Standard
Sentra,2019-03-06,Paris,2019-03-01,Charles de Gaulle International Airport,12:30,190,Standard
Forte,2019-03-06,Chicago,2019-03-01,Chicago Union Station,13:00,125,Compact
Golf,2019-03-06,Chicago,2019-03-01,Chicago Union Station,13:00,130,Compact
Cooper,2019-03-06,Chicago,2019-03-01,O'Hare International Airport,12:30,140,Compact
Golf,2019-03-06,,2019-03-01,Chicago Union Station,13:00,130,Compact
Camry,2019-03-08,Toronto,2019-03-07,Toronto Pearson International Airport,10:30,38,Standard
Cruze,2019-03-08,Toronto,2019-03-07,Toronto Pearson International Airport,10:30,32,Standard
Cruze,2019-03-08,,2019-03-07,Toronto Pearson International Airport,10:30,32,Standard
Accord,2019-03-07,Washington,2019-03-06,Union Station,11:00,24,Standard
Camry,2019-03-07,Washington,2019-03-06,Dulles International Airport,11:00,26,Standard
Civic,2019-03-07,Washington,2019-03-06,Union Station,11:00,29,Standard
Prius,2019-03-07,Washington,2019-03-06,Dulles International Airport,11:00,31,Standard
Forester,2019-03-07,Washington,2019-03-06,Dulles International Airport,11:00,46,Full-size
Rogue,2019-03-07,Washington,2019-03-06,Union Station,11:00,42,Full-size
Forester,2019-03-07,,2019-03-06,Dulles International Airport,11:00,46,Full-size
Accord,2019-03-14,Long Beach,2019-03-13,LGB Airport,14:00,35,Standard
Corolla,2019-03-14,Long Beach,2019-03-13,LGB Airport,14:00,34,Standard
Cruze,2019-03-14,Long Beach,2019-03-13,LGB Airport,14:00,34,Standard
Fusion,2019-03-14,Long Beach,2019-03-13,Downtown Station,14:00,33,Standard
Prius,2019-03-14,Long Beach,2019-03-13,Downtown Station,14:00,38,Standard
Accord,2019-03-14,,2019-03-13,LGB Airport,14:00,35,Standard
Bolt,2019-03-08,Anaheim,2019-03-04,John Wayne Airport,19:30,100,Compact
GTI,2019-03-08,Anaheim,2019-03-04,John Wayne Airport,19:30,100,Compact
Golf,2019-03-08,Anaheim,2019-03-04,John Wayne Airport,19:30,100,Compact
GTI,2019-03-08,,2019-03-04,John Wayne Airport,19:30,100,Compact
Camry,2019-03-11,Toronto,2019-03-09,Toronto Pearson International Airport,15:00,74,Standard
Cruze,2019-03-11,Toronto,2019-03-09,Toronto Pearson International Airport,15:00,64,Standard
Cruze,2019-03-11,,2019-03-09,Toronto Pearson International Airport,15:00,64,Standard
Bolt,2019-03-12,New York,2019-03-08,Port Authority Station,12:00,104,Compact
Cooper,2019-03-12,New York,2019-03-08,JFK International Airport,12:00,100,Compact
Fit,2019-03-12,New York,2019-03-08,Grand Central Station,12:00,120,Compact
Forte,2019-03-12,New York,2019-03-08,Port Authority Station,12:00,112,Compact
Golf,2019-03-12,New York,2019-03-08,Port Authority Station,12:00,88,Compact
Leaf,2019-03-12,New York,2019-03-08,Port Authority Station,12:00,124,Compact
Bolt,2019-03-12,Las Vegas,2019-03-10,McCarran International Airport,12:00,58,Compact
Cooper,2019-03-12,Las Vegas,2019-03-10,McCarran International Airport,12:00,60,Compact
Fit,2019-03-12,Las Vegas,2019-03-10,Union Plaza,12:00,48,Compact
GTI,2019-03-12,Las Vegas,2019-03-10,Union Plaza,12:00,48,Compact
Golf,2019-03-12,Las Vegas,2019-03-10,McCarran International Airport,12:00,56,Compact
Accord,2019-03-08,Long Beach,2019-03-04,LGB Airport,17:00,152,Standard
Corolla,2019-03-08,Long Beach,2019-03-04,LGB Airport,17:00,152,Standard
Cruze,2019-03-08,Long Beach,2019-03-04,LGB Airport,17:00,136,Standard
Fusion,2019-03-08,Long Beach,2019-03-04,Downtown Station,17:00,124,Standard
Prius,2019-03-08,Long Beach,2019-03-04,Downtown Station,17:00,96,Standard
Altima,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:00,68,Standard
Civic,2019-03-10,San Francisco,2019-03-08,Salesforce Transit Center,18:00,70,Standard
Cruze,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:00,66,Standard
Fusion,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:00,72,Standard
Prius,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:00,50,Standard
Sentra,2019-03-10,San Francisco,2019-03-08,Salesforce Transit Center,18:00,54,Standard
Altima,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,68,Standard
Cooper,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,56,Compact
Cruze,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,66,Standard
Escape,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,96,Full-size
Forte,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,56,Compact
Fusion,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,72,Standard
GTI,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,50,Compact
Leaf,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,52,Compact
Cooper,2019-03-10,,2019-03-08,SFO International Airport,18:30,56,Compact
Civic,2019-03-11,Las Vegas,2019-03-09,McCarran International Airport,14:00,68,Standard
Elantra,2019-03-11,Las Vegas,2019-03-09,McCarran International Airport,14:00,62,Standard
Prius,2019-03-11,Las Vegas,2019-03-09,McCarran International Airport,14:00,64,Standard
Sentra,2019-03-11,Las Vegas,2019-03-09,McCarran International Airport,14:00,64,Standard
Civic,2019-03-11,,2019-03-09,McCarran International Airport,14:00,68,Standard
CR-V,2019-03-12,Chicago,2019-03-11,O'Hare International Airport,13:00,42,Full-size
Equinox,2019-03-12,Chicago,2019-03-11,Chicago Union Station,13:00,39,Full-size
RAV4,2019-03-12,Chicago,2019-03-11,O'Hare International Airport,13:00,46,Full-size
CR-V,2019-03-12,Chicago,2019-03-11,O'Hare International Airport,12:00,42,Full-size
Accord,2019-03-10,Vancouver,2019-03-06,YVR International Airport,17:00,144,Standard
Altima,2019-03-10,Vancouver,2019-03-06,YVR International Airport,17:00,156,Standard
Corolla,2019-03-10,Vancouver,2019-03-06,YVR International Airport,17:00,144,Standard
