city,date,event_name,time,venue,venue_address,number_of_tickets,category,event_type
Chicago,3/11/2019,Cubs Vs Mariners,19:30,Wrigley Field,1060 West Addison Street,,,
Chicago,3/12/2019,Cubs Vs Mariners,18:00,Wrigley Field,1060 West Addison Street,,,
Vancouver,3/7/2019,Zz Top,19:00,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/9/2019,Zz Top,18:30,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/13/2019,Zz Top,18:30,PNE Amphitheatre,2901 East Hastings Street,,,
Atlanta,3/2/2019,Panthers Vs Trojans,17:00,Georgia State Stadium,755 Hank Aaron Drive Southeast,,,
Atlanta,3/5/2019,Panthers Vs Trojans,18:30,Georgia State Stadium,755 Hank Aaron Drive Southeast,,,
Atlanta,3/10/2019,Panthers Vs Trojans,18:00,Georgia State Stadium,755 Hank Aaron Drive Southeast,,,
Atlanta,3/11/2019,Panthers Vs Trojans,17:30,Georgia State Stadium,755 Hank Aaron Drive Southeast,,,
New York,3/2/2019,Jason Isbell,18:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/4/2019,Jason Isbell,17:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/10/2019,Jason Isbell,17:30,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/13/2019,Jason Isbell,19:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/14/2019,Jason Isbell,17:30,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/2/2019,Yankees Vs Rangers,17:30,Yankee Stadium,1 East 161 Street,,,
New York,3/3/2019,Yankees Vs Rangers,19:00,Yankee Stadium,1 East 161 Street,,,
New York,3/4/2019,Yankees Vs Rangers,17:00,Yankee Stadium,1 East 161 Street,,,
New York,3/13/2019,Yankees Vs Rangers,17:30,Yankee Stadium,1 East 161 Street,,,
New York,3/14/2019,Yankees Vs Rangers,17:00,Yankee Stadium,1 East 161 Street,,,
Washington D.C.,3/4/2019,El Salvador Vs Haiti,19:30,RFK Stadium,2400 East Capitol Street Southeast,,,
Washington D.C.,3/7/2019,El Salvador Vs Haiti,17:30,RFK Stadium,2400 East Capitol Street Southeast,,,
Washington D.C.,3/12/2019,El Salvador Vs Haiti,18:30,RFK Stadium,2400 East Capitol Street Southeast,,,
San Diego,3/14/2019,Bastille,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
Philadelphia,3/1/2019,Nav With Killy,17:30,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/2/2019,Nav With Killy,18:30,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/5/2019,Nav With Killy,19:30,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/6/2019,Nav With Killy,17:00,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/8/2019,Nav With Killy,19:30,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/10/2019,Nav With Killy,18:30,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/11/2019,Nav With Killy,17:30,The Fillmore Philadelphia,29 East Allen Street,,,
Anaheim,3/1/2019,Brown Sabbath,19:00,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,,,
Anaheim,3/2/2019,Brown Sabbath,19:00,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,,,
Anaheim,3/14/2019,Brown Sabbath,17:00,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,,,
Los Angeles,3/1/2019,Girl In Red,19:00,The Teragram Ballroom,1234 West 7th Street,,,
Los Angeles,3/2/2019,Girl In Red,18:30,The Teragram Ballroom,1234 West 7th Street,,,
Los Angeles,3/3/2019,Girl In Red,18:30,The Teragram Ballroom,1234 West 7th Street,,,
Los Angeles,3/5/2019,Girl In Red,18:30,The Teragram Ballroom,1234 West 7th Street,,,
Los Angeles,3/6/2019,Girl In Red,18:00,The Teragram Ballroom,1234 West 7th Street,,,
Los Angeles,3/9/2019,Girl In Red,17:30,The Teragram Ballroom,1234 West 7th Street,,,
Los Angeles,3/10/2019,Girl In Red,19:30,The Teragram Ballroom,1234 West 7th Street,,,
Vancouver,3/1/2019,Styx,19:30,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/2/2019,Styx,17:30,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/4/2019,Styx,17:00,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/6/2019,Styx,19:30,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/8/2019,Styx,19:30,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/9/2019,Styx,19:00,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/12/2019,Styx,17:30,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/13/2019,Styx,19:30,PNE Amphitheatre,2901 East Hastings Street,,,
Berkeley,3/1/2019,Golden Bears Vs Cougars,19:30,California Memorial Stadium,2227 Piedmont Avenue,,,
Berkeley,3/2/2019,Golden Bears Vs Cougars,17:00,California Memorial Stadium,2227 Piedmont Avenue,,,
Berkeley,3/3/2019,Golden Bears Vs Cougars,19:00,California Memorial Stadium,2227 Piedmont Avenue,,,
Berkeley,3/14/2019,Golden Bears Vs Cougars,17:00,California Memorial Stadium,2227 Piedmont Avenue,,,
Brisbane,3/4/2019,Star City Music Festival,18:30,Brisbane Community Park,"Brisbane, California 94005, United States",,,
Brisbane,3/6/2019,Star City Music Festival,18:00,Brisbane Community Park,"Brisbane, California 94005, United States",,,
Brisbane,3/7/2019,Star City Music Festival,18:00,Brisbane Community Park,"Brisbane, California 94005, United States",,,
Brisbane,3/8/2019,Star City Music Festival,17:30,Brisbane Community Park,"Brisbane, California 94005, United States",,,
Brisbane,3/10/2019,Star City Music Festival,19:00,Brisbane Community Park,"Brisbane, California 94005, United States",,,
Brisbane,3/14/2019,Star City Music Festival,19:00,Brisbane Community Park,"Brisbane, California 94005, United States",,,
Seattle,3/1/2019,Mariners Vs Rangers,19:30,T-Mobile Park,1250 1st Avenue South,,,
Seattle,3/3/2019,Mariners Vs Rangers,18:00,T-Mobile Park,1250 1st Avenue South,,,
Seattle,3/4/2019,Mariners Vs Rangers,19:00,T-Mobile Park,1250 1st Avenue South,,,
Seattle,3/5/2019,Mariners Vs Rangers,18:30,T-Mobile Park,1250 1st Avenue South,,,
Seattle,3/6/2019,Mariners Vs Rangers,17:30,T-Mobile Park,1250 1st Avenue South,,,
Portland,3/2/2019,Friends,17:00,Newmark Theatre,1111 Southwest Broadway,,,
Portland,3/5/2019,Friends,17:00,Newmark Theatre,1111 Southwest Broadway,,,
Portland,3/8/2019,Friends,19:30,Newmark Theatre,1111 Southwest Broadway,,,
Portland,3/10/2019,Friends,19:30,Newmark Theatre,1111 Southwest Broadway,,,
Portland,3/13/2019,Friends,17:30,Newmark Theatre,1111 Southwest Broadway,,,
New York,3/5/2019,Mets Vs Pirates,17:30,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/6/2019,Mets Vs Pirates,17:30,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/8/2019,Mets Vs Pirates,17:00,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/10/2019,Mets Vs Pirates,19:30,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/11/2019,Mets Vs Pirates,18:00,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/12/2019,Mets Vs Pirates,17:30,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/14/2019,Mets Vs Pirates,19:00,Citi Field,123-01 Roosevelt Avenue,,,
New York,3/6/2019,Mets Vs Pirates,18:00,Citi Field,123-01 Roosevelt Avenue,,,
Los Angeles,3/4/2019,Spose,19:00,1720(tm),1720 East 16th Street,,,
Los Angeles,3/6/2019,Spose,19:00,1720(tm),1720 East 16th Street,,,
Los Angeles,3/13/2019,Spose,17:00,1720(tm),1720 East 16th Street,,,
Los Angeles,3/14/2019,Spose,17:00,1720(tm),1720 East 16th Street,,,
Toronto,3/4/2019,Blue Jays Vs Astros,19:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/9/2019,Blue Jays Vs Astros,19:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/11/2019,Blue Jays Vs Astros,17:00,Rogers Centre,1 Blue Jays Way,,,
Chicago,3/1/2019,White Sox Vs Twins,17:00,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/2/2019,White Sox Vs Twins,17:00,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/5/2019,White Sox Vs Twins,18:00,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/10/2019,White Sox Vs Twins,19:00,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/11/2019,White Sox Vs Twins,18:00,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/12/2019,White Sox Vs Twins,19:00,Guaranteed Rate Field,333 West 35th Street,,,
Los Angeles,3/1/2019,Dodgers Vs Giants,19:30,Dodger Stadium,1000 Vin Scully Ave,,,
Los Angeles,3/5/2019,Dodgers Vs Giants,17:00,Dodger Stadium,1000 Vin Scully Ave,,,
Los Angeles,3/6/2019,Dodgers Vs Giants,18:30,Dodger Stadium,1000 Vin Scully Ave,,,
Los Angeles,3/8/2019,Dodgers Vs Giants,19:30,Dodger Stadium,1000 Vin Scully Ave,,,
New York,3/4/2019,Vertical Horizon,18:30,Sony Hall,235 West 46th Street,,,
New York,3/9/2019,Vertical Horizon,19:00,Sony Hall,235 West 46th Street,,,
New York,3/12/2019,Vertical Horizon,18:00,Sony Hall,235 West 46th Street,,,
New York,3/13/2019,Vertical Horizon,17:00,Sony Hall,235 West 46th Street,,,
Seattle,3/4/2019,Seahawks Vs Cardinals,19:00,CenturyLink Field,800 Occidental Avenue South,,,
Seattle,3/8/2019,Seahawks Vs Cardinals,18:30,CenturyLink Field,800 Occidental Avenue South,,,
Seattle,3/9/2019,Seahawks Vs Cardinals,17:30,CenturyLink Field,800 Occidental Avenue South,,,
Seattle,3/12/2019,Mariners Vs Rangers,18:30,T-Mobile Park,1250 1st Avenue South,,,
Atlanta,3/3/2019,Taking Back Sunday,17:00,Kenny's Alley,50 Upper Alabama Street,,,
Atlanta,3/8/2019,Taking Back Sunday,18:00,Kenny's Alley,50 Upper Alabama Street,,,
Atlanta,3/9/2019,Taking Back Sunday,19:00,Kenny's Alley,50 Upper Alabama Street,,,
Atlanta,3/10/2019,Taking Back Sunday,17:30,Kenny's Alley,50 Upper Alabama Street,,,
Atlanta,3/13/2019,Taking Back Sunday,19:00,Kenny's Alley,50 Upper Alabama Street,,,
Vancouver,3/3/2019,Whitecaps Vs Kansas City,18:00,BC Place,777 Pacific Boulevard,,,
Vancouver,3/5/2019,Whitecaps Vs Kansas City,19:30,BC Place,777 Pacific Boulevard,,,
Vancouver,3/8/2019,Whitecaps Vs Kansas City,19:00,BC Place,777 Pacific Boulevard,,,
Vancouver,3/9/2019,Whitecaps Vs Kansas City,19:00,BC Place,777 Pacific Boulevard,,,
Vancouver,3/10/2019,Whitecaps Vs Kansas City,19:30,BC Place,777 Pacific Boulevard,,,
Vancouver,3/13/2019,Whitecaps Vs Kansas City,17:00,BC Place,777 Pacific Boulevard,,,
Berkeley,3/2/2019,Phutureprimitive,19:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Berkeley,3/3/2019,Phutureprimitive,19:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Berkeley,3/4/2019,Phutureprimitive,18:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Berkeley,3/7/2019,Phutureprimitive,19:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Berkeley,3/10/2019,Phutureprimitive,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Berkeley,3/12/2019,Phutureprimitive,19:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Berkeley,3/13/2019,Phutureprimitive,17:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Toronto,3/1/2019,Blue Jays Vs Rangers,18:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/2/2019,Blue Jays Vs Rangers,19:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/3/2019,Blue Jays Vs Rangers,19:00,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/4/2019,Blue Jays Vs Rangers,19:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/5/2019,Blue Jays Vs Rangers,18:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/11/2019,Blue Jays Vs Rangers,17:00,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/12/2019,Blue Jays Vs Rangers,19:00,Rogers Centre,1 Blue Jays Way,,,
Napa,3/4/2019,Mandy Harvey,18:30,Blue Note Napa,1030 Main Street,,,
Napa,3/5/2019,Mandy Harvey,17:30,Blue Note Napa,1030 Main Street,,,
Napa,3/8/2019,Mandy Harvey,19:30,Blue Note Napa,1030 Main Street,,,
Napa,3/9/2019,Mandy Harvey,19:00,Blue Note Napa,1030 Main Street,,,
Napa,3/11/2019,Mandy Harvey,17:00,Blue Note Napa,1030 Main Street,,,
Napa,3/14/2019,Mandy Harvey,17:00,Blue Note Napa,1030 Main Street,,,
Portland,3/4/2019,Timbers Vs Rsl,17:00,Providence Park,1844 Southwest Morrison Street,,,
Portland,3/6/2019,Timbers Vs Rsl,18:30,Providence Park,1844 Southwest Morrison Street,,,
Portland,3/8/2019,Timbers Vs Rsl,18:00,Providence Park,1844 Southwest Morrison Street,,,
Portland,3/11/2019,Timbers Vs Rsl,17:00,Providence Park,1844 Southwest Morrison Street,,,
Portland,3/12/2019,Timbers Vs Rsl,19:30,Providence Park,1844 Southwest Morrison Street,,,
Portland,3/13/2019,Timbers Vs Rsl,19:00,Providence Park,1844 Southwest Morrison Street,,,
Portland,3/14/2019,Timbers Vs Rsl,17:30,Providence Park,1844 Southwest Morrison Street,,,
New York,3/1/2019,Jethro Tull,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/6/2019,Jethro Tull,17:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/7/2019,Jethro Tull,18:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/8/2019,Jethro Tull,18:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/12/2019,Jethro Tull,17:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/13/2019,Jethro Tull,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/14/2019,Jethro Tull,19:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
Anaheim,3/6/2019,Angels Vs Tigers,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/9/2019,Angels Vs Tigers,17:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/10/2019,Angels Vs Tigers,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
New York,3/2/2019,Low,18:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/4/2019,Low,17:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/7/2019,Low,18:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/8/2019,Low,19:00,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/13/2019,Low,18:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/14/2019,Low,17:00,Murmrr,"17 Eastern Parkway, Brooklyn",,,
Washington D.C.,3/1/2019,Juliana Hatfield,18:30,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/2/2019,Juliana Hatfield,18:30,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/4/2019,Juliana Hatfield,18:00,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/5/2019,Juliana Hatfield,19:00,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/6/2019,Juliana Hatfield,17:00,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/8/2019,Juliana Hatfield,17:00,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/11/2019,Juliana Hatfield,17:00,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/12/2019,Juliana Hatfield,19:30,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Portland,3/4/2019,Hozier,17:00,Theater Of The Clouds,1016-1098 North Center Court Street,,,
Portland,3/5/2019,Hozier,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,,,
Portland,3/7/2019,Hozier,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,,,
Portland,3/8/2019,Hozier,17:30,Theater Of The Clouds,1016-1098 North Center Court Street,,,
Portland,3/9/2019,Hozier,17:30,Theater Of The Clouds,1016-1098 North Center Court Street,,,
Portland,3/11/2019,Hozier,17:00,Theater Of The Clouds,1016-1098 North Center Court Street,,,
Napa,3/1/2019,Roy Ayers,18:30,Blue Note Napa,1030 Main Street,,,
Napa,3/2/2019,Roy Ayers,18:30,Blue Note Napa,1030 Main Street,,,
Napa,3/4/2019,Roy Ayers,17:00,Blue Note Napa,1030 Main Street,,,
Napa,3/6/2019,Roy Ayers,18:30,Blue Note Napa,1030 Main Street,,,
Napa,3/8/2019,Roy Ayers,17:00,Blue Note Napa,1030 Main Street,,,
Napa,3/9/2019,Roy Ayers,17:00,Blue Note Napa,1030 Main Street,,,
Los Angeles,3/1/2019,Gloryhammer,17:00,1720(tm),1720 East 16th Street,,,
Los Angeles,3/3/2019,Gloryhammer,19:00,1720(tm),1720 East 16th Street,,,
Los Angeles,3/4/2019,Gloryhammer,19:30,1720(tm),1720 East 16th Street,,,
Los Angeles,3/9/2019,Gloryhammer,19:00,1720(tm),1720 East 16th Street,,,
Los Angeles,3/10/2019,Gloryhammer,18:00,1720(tm),1720 East 16th Street,,,
Los Angeles,3/12/2019,Gloryhammer,17:30,1720(tm),1720 East 16th Street,,,
Los Angeles,3/13/2019,Gloryhammer,17:30,1720(tm),1720 East 16th Street,,,
Los Angeles,3/1/2019,Jordan Rakei,17:00,Regent Theater DTLA,448 South Main Street,,,
Los Angeles,3/4/2019,Jordan Rakei,18:00,Regent Theater DTLA,448 South Main Street,,,
Los Angeles,3/5/2019,Jordan Rakei,18:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/7/2019,Jordan Rakei,19:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/10/2019,Jordan Rakei,18:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/11/2019,Jordan Rakei,17:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/12/2019,Jordan Rakei,19:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/13/2019,Jordan Rakei,19:00,Regent Theater DTLA,448 South Main Street,,,
Los Angeles,3/14/2019,Jordan Rakei,17:30,Regent Theater DTLA,448 South Main Street,,,
San Diego,3/6/2019,Prettymuch,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/9/2019,Prettymuch,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Diego,3/11/2019,Prettymuch,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
San Francisco,3/2/2019,The Drums,18:00,August Hall,420 Mason Street,,,
San Francisco,3/6/2019,The Drums,18:30,August Hall,420 Mason Street,,,
San Francisco,3/9/2019,The Drums,19:30,August Hall,420 Mason Street,,,
Philadelphia,3/2/2019,Lauv,17:00,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/7/2019,Lauv,18:30,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/11/2019,Lauv,18:30,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/13/2019,Lauv,17:00,The Fillmore Philadelphia,29 East Allen Street,,,
Seattle,3/1/2019,Mariners Vs Angels,17:30,T-Mobile Park,1250 1st Avenue South,,,
Seattle,3/4/2019,Mariners Vs Angels,18:00,T-Mobile Park,1250 1st Avenue South,,,
Seattle,3/7/2019,Mariners Vs Angels,18:30,T-Mobile Park,1250 1st Avenue South,,,
Seattle,3/9/2019,Mariners Vs Angels,19:00,T-Mobile Park,1250 1st Avenue South,,,
Seattle,3/11/2019,Mariners Vs Angels,18:00,T-Mobile Park,1250 1st Avenue South,,,
New York,3/1/2019,Revolution Vs Nycfc,18:30,Yankee Stadium,1 East 161 Street,,,
New York,3/9/2019,Revolution Vs Nycfc,19:00,Yankee Stadium,1 East 161 Street,,,
New York,3/14/2019,Revolution Vs Nycfc,19:00,Yankee Stadium,1 East 161 Street,,,
San Diego,3/2/2019,Padres Vs Orioles,17:00,Petco Park,100 Park Boulevard,,,
San Diego,3/3/2019,Padres Vs Orioles,18:00,Petco Park,100 Park Boulevard,,,
San Diego,3/5/2019,Padres Vs Orioles,18:30,Petco Park,100 Park Boulevard,,,
San Diego,3/8/2019,Padres Vs Orioles,18:30,Petco Park,100 Park Boulevard,,,
San Diego,3/9/2019,Padres Vs Orioles,18:30,Petco Park,100 Park Boulevard,,,
San Diego,3/13/2019,Padres Vs Orioles,19:00,Petco Park,100 Park Boulevard,,,
San Diego,3/14/2019,Padres Vs Orioles,19:30,Petco Park,100 Park Boulevard,,,
Washington D.C.,3/1/2019,Freestyle Love Supreme,17:00,Family Theater,"2700 F Street Northwest, Washington, District of Columbia 20566, United States",,,
Washington D.C.,3/4/2019,Freestyle Love Supreme,19:30,Family Theater,"2700 F Street Northwest, Washington, District of Columbia 20566, United States",,,
Washington D.C.,3/8/2019,Freestyle Love Supreme,19:00,Family Theater,"2700 F Street Northwest, Washington, District of Columbia 20566, United States",,,
Washington D.C.,3/9/2019,Freestyle Love Supreme,19:00,Family Theater,"2700 F Street Northwest, Washington, District of Columbia 20566, United States",,,
Washington D.C.,3/11/2019,Freestyle Love Supreme,19:00,Family Theater,"2700 F Street Northwest, Washington, District of Columbia 20566, United States",,,
Washington D.C.,3/3/2019,Mystics Vs Sky,18:00,Capital One Arena,601 F Street Northwest,,,
Washington D.C.,3/5/2019,Mystics Vs Sky,19:30,Capital One Arena,601 F Street Northwest,,,
Washington D.C.,3/12/2019,Mystics Vs Sky,17:00,Capital One Arena,601 F Street Northwest,,,
Washington D.C.,3/13/2019,Mystics Vs Sky,19:30,Capital One Arena,601 F Street Northwest,,,
Washington D.C.,3/1/2019,Nicole Belanus Washington,19:30,Pearl Street Warehouse,"33 Pearl Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/3/2019,Nicole Belanus Washington,19:00,Pearl Street Warehouse,"33 Pearl Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/9/2019,Nicole Belanus Washington,19:30,Pearl Street Warehouse,"33 Pearl Street Southwest, Washington, District of Columbia 20024, United States",,,
Washington D.C.,3/13/2019,Nicole Belanus Washington,19:00,Pearl Street Warehouse,"33 Pearl Street Southwest, Washington, District of Columbia 20024, United States",,,
