airlines,departure_date,destination_airport,is_nonstop,number_of_tickets,origin_airport,outbound_arrival_time,outbound_departure_time,price,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Delta Airlines,2019-03-08,Philadelphia,True,1,Chicago,16:11,13:00,199,Economy,17:26,16:15,2019-03-11
Southwest Airlines,2019-03-08,Philadelphia,True,1,Chicago,16:21,13:10,204,Economy,08:26,07:15,2019-03-11
Delta Airlines,2019-03-03,Seattle,False,3,Sydney,07:27,10:55,495,Economy,10:16,04:10,2019-03-13
American Airlines,2019-03-02,New York,False,1,Chicago,08:24,05:05,223,Economy,17:26,13:35,2019-03-08
Delta Airlines,2019-03-02,New York,True,1,Chicago,11:19,08:00,212,Economy,10:24,09:05,2019-03-08
Southwest Airlines,2019-03-02,New York,True,1,Chicago,20:24,17:05,298,Premium Economy,13:04,11:45,2019-03-08
United Airlines,2019-03-02,New York,False,1,Chicago,17:52,11:35,266,Economy,01:04,23:45,2019-03-08
Southwest Airlines,2019-03-05,Los Angeles,True,3,Chicago,21:52,19:20,266,Economy,18:32,12:00,2019-03-08
American Airlines,2019-03-05,San Francisco,True,2,Atlanta,18:11,15:45,291,Economy,05:46,21:20,2019-03-11
Delta Airlines,2019-03-05,San Francisco,False,2,Atlanta,08:16,05:50,362,Economy,20:24,09:45,2019-03-11
Southwest Airlines,2019-03-05,San Francisco,True,2,Atlanta,12:46,10:20,257,Economy,03:11,18:45,2019-03-11
United Airlines,2019-03-05,San Francisco,True,2,Atlanta,11:56,09:30,298,Economy,05:26,21:00,2019-03-11
Delta Airlines,2019-03-08,Los Angeles,False,1,Sydney,00:22,10:55,368,Economy,10:16,05:15,2019-03-13
Alaska Airlines,2019-03-01,San Francisco,True,1,Seattle,01:21,23:10,178,Economy,08:06,05:55,2019-03-09
American Airlines,2019-03-01,San Francisco,True,1,Seattle,18:26,16:15,188,Economy,22:11,20:00,2019-03-09
Southwest Airlines,2019-03-01,San Francisco,True,1,Seattle,15:46,13:35,187,Economy,20:06,17:55,2019-03-09
United Airlines,2019-03-01,San Francisco,True,1,Seattle,00:16,22:05,198,Economy,23:31,21:20,2019-03-09
American Airlines,2019-03-02,Cape Town,False,1,New York,19:57,06:20,328,Economy,11:56,14:05,2019-03-13
American Airlines,2019-03-12,Berlin,False,1,Atlanta,18:30,15:45,626,Economy,14:36,02:55,2019-03-14
United Airlines,2019-03-12,Berlin,False,1,Atlanta,14:06,13:45,596,Economy,20:24,04:05,2019-03-14
Delta Airlines,2019-03-04,Las Vegas,False,1,Mexico City,19:20,15:10,369,Economy,01:08,16:55,2019-03-09
Alaska Airlines,2019-03-04,Los Angeles,True,1,San Diego,13:59,13:05,172,Premium Economy,13:09,12:15,2019-03-13
Delta Airlines,2019-03-01,San Francisco,False,1,Washington,23:25,18:50,444,Economy,21:43,10:50,2019-03-13
Southwest Airlines,2019-03-01,San Francisco,False,1,Washington,16:50,12:30,436,Economy,23:05,11:30,2019-03-13
United Airlines,2019-03-01,San Francisco,False,1,Washington,16:12,11:45,422,Economy,16:03,06:15,2019-03-13
Alaska Airlines,2019-03-05,Los Angeles,False,1,Portland,19:40,17:10,272,Economy,09:28,04:40,2019-03-10
American Airlines,2019-03-05,Los Angeles,True,1,Portland,12:05,09:35,195,Economy,21:45,19:15,2019-03-10
Delta Airlines,2019-03-05,Los Angeles,False,1,Portland,21:45,19:15,261,Economy,09:28,05:15,2019-03-10
Southwest Airlines,2019-03-05,Los Angeles,False,1,Portland,23:15,18:25,338,Economy,22:35,17:15,2019-03-10
United Airlines,2019-03-05,Los Angeles,True,1,Portland,20:50,18:20,214,Economy,01:25,22:55,2019-03-10
American Airlines,2019-03-02,Atlanta,False,1,Chicago,16:26,13:25,272,Economy,20:08,17:00,2019-03-06
American Airlines,2019-03-04,Seattle,False,1,Atlanta,16:22,13:50,383,Economy,20:24,08:50,2019-03-12
Delta Airlines,2019-03-04,Seattle,True,1,Atlanta,14:37,12:05,272,Economy,21:12,12:40,2019-03-12
Southwest Airlines,2019-03-04,Seattle,False,1,Atlanta,13:37,11:05,377,Economy,00:26,13:35,2019-03-12
United Airlines,2019-03-04,Seattle,False,1,Atlanta,15:06,09:30,374,Economy,19:07,10:35,2019-03-12
Delta Airlines,2019-03-04,Los Angeles,False,4,Berlin,22:50,15:40,458,Economy,05:11,06:35,2019-03-09
United Airlines,2019-03-04,Los Angeles,False,4,Berlin,08:41,04:05,481,Economy,19:40,15:00,2019-03-09
Delta Airlines,2019-03-03,Berlin,False,1,Los Angeles,05:11,06:35,468,Economy,22:50,15:40,2019-03-13
United Airlines,2019-03-03,Berlin,False,1,Los Angeles,09:56,07:05,522,Economy,08:41,04:05,2019-03-13
United Airlines,2019-03-04,Portland,False,1,New York,00:53,18:35,493,Economy,21:51,08:40,2019-03-06
Alaska Airlines,2019-03-04,San Diego,False,1,San Francisco,14:05,12:25,204,Economy,16:25,13:05,2019-03-14
Delta Airlines,2019-03-04,San Diego,False,1,San Francisco,13:09,09:45,188,Economy,19:55,18:15,2019-03-14
Southwest Airlines,2019-03-04,San Diego,True,1,San Francisco,20:30,18:50,156,Economy,13:50,12:10,2019-03-14
United Airlines,2019-03-04,San Diego,True,1,San Francisco,10:00,08:20,177,Economy,21:15,19:35,2019-03-14
American Airlines,2019-03-02,Chicago,False,1,New York,15:06,11:20,250,Economy,17:19,14:00,2019-03-14
Delta Airlines,2019-03-02,Chicago,True,1,New York,10:14,08:55,209,Economy,11:19,08:00,2019-03-14
Southwest Airlines,2019-03-02,Chicago,True,1,New York,13:04,11:45,185,Economy,20:24,17:05,2019-03-14
United Airlines,2019-03-02,Chicago,False,1,New York,01:04,23:45,289,Economy,17:52,11:35,2019-03-14
Delta Airlines,2019-03-02,Los Angeles,False,1,London,15:27,03:55,591,Economy,07:49,06:05,2019-03-14
United Airlines,2019-03-02,Los Angeles,False,1,London,21:52,12:40,640,Economy,09:12,11:00,2019-03-14
American Airlines,2019-03-08,San Francisco,False,1,London,01:05,12:45,658,Economy,06:47,04:55,2019-03-12
United Airlines,2019-03-08,San Francisco,False,1,London,22:37,12:40,639,Economy,06:47,08:20,2019-03-12
American Airlines,2019-03-06,New York,False,1,Cape Town,11:56,14:05,297,Economy,19:57,06:20,2019-03-12
Delta Airlines,2019-03-04,Phoenix,False,2,Chicago,22:47,16:10,439,Economy,03:57,18:15,2019-03-08
American Airlines,2019-03-06,San Francisco,False,4,Atlanta,18:11,15:45,354,Economy,14:04,04:00,2019-03-13
Southwest Airlines,2019-03-06,San Francisco,True,4,Atlanta,12:46,10:20,292,Economy,03:11,18:45,2019-03-13
United Airlines,2019-03-06,San Francisco,False,4,Atlanta,00:11,21:45,422,Economy,20:46,09:20,2019-03-13
Alaska Airlines,2019-03-08,Seattle,False,1,Los Angeles,17:26,11:55,264,Economy,09:52,07:05,2019-03-12
American Airlines,2019-03-08,Seattle,True,1,Los Angeles,01:47,23:00,218,Economy,21:02,18:15,2019-03-12
Delta Airlines,2019-03-08,Seattle,False,1,Los Angeles,13:53,10:20,269,Economy,22:07,19:20,2019-03-12
Southwest Airlines,2019-03-08,Seattle,True,1,Los Angeles,17:47,15:00,211,Economy,13:57,11:10,2019-03-12
United Airlines,2019-03-08,Seattle,False,1,Los Angeles,02:17,23:30,282,Economy,23:15,18:00,2019-03-12
American Airlines,2019-03-01,Los Angeles,True,1,Chicago,12:52,10:20,263,Economy,11:47,05:15,2019-03-14
Delta Airlines,2019-03-01,Los Angeles,True,1,Chicago,15:27,12:55,288,Economy,14:52,08:20,2019-03-14
Southwest Airlines,2019-03-01,Los Angeles,True,1,Chicago,21:52,19:20,258,Economy,18:32,12:00,2019-03-14
United Airlines,2019-03-01,Los Angeles,False,1,Chicago,20:12,17:40,329,Economy,17:57,09:25,2019-03-14
United Airlines,2019-03-05,London,False,4,Los Angeles,09:12,11:00,575,Economy,21:57,12:40,2019-03-08
American Airlines,2019-03-01,New York,False,1,Cape Town,02:11,04:20,309,Economy,19:57,06:20,2019-03-11
American Airlines,2019-03-01,Kuala Lumpur,False,1,San Francisco,16:07,04:00,593,Economy,16:25,10:30,2019-03-04
American Airlines,2019-03-05,New York,False,1,Vancouver,01:56,11:20,498,Economy,22:44,13:40,2019-03-10
Delta Airlines,2019-03-05,New York,False,1,Vancouver,20:56,06:35,505,Economy,21:56,16:20,2019-03-10
United Airlines,2019-03-05,New York,False,1,Vancouver,03:30,09:25,522,Economy,22:44,11:50,2019-03-10
Delta Airlines,2019-03-08,New York,True,1,San Francisco,00:21,14:55,286,Economy,01:01,21:35,2019-03-11
American Airlines,2019-03-01,San Francisco,False,3,Atlanta,18:11,15:45,329,Economy,14:04,04:00,2019-03-13
Southwest Airlines,2019-03-01,San Francisco,True,3,Atlanta,12:46,10:20,273,Economy,03:11,18:45,2019-03-13
United Airlines,2019-03-01,San Francisco,False,3,Atlanta,00:11,21:45,387,Economy,20:46,09:20,2019-03-13
American Airlines,2019-03-03,London,True,1,Atlanta,22:54,08:50,368,Economy,02:09,20:05,2019-03-10
Delta Airlines,2019-03-03,London,False,1,Atlanta,08:54,18:50,451,Economy,16:26,03:55,2019-03-10
United Airlines,2019-03-03,London,True,1,Atlanta,07:49,17:45,415,Economy,15:19,09:15,2019-03-10
American Airlines,2019-03-01,Kuala Lumpur,False,1,San Francisco,16:07,04:00,599,Economy,16:25,10:30,2019-03-07
American Airlines,2019-03-12,London,False,2,Chicago,07:49,13:25,582,Economy,17:52,02:15,2019-03-14
American Airlines,2019-03-07,New York,True,1,Berlin,05:06,01:35,544,Premium Economy,08:16,16:45,2019-03-09
United Airlines,2019-03-07,New York,True,1,Berlin,19:56,16:25,593,Premium Economy,09:01,17:30,2019-03-09
American Airlines,2019-03-07,London,False,1,Washington,08:54,16:30,628,Economy,04:55,12:45,2019-03-13
Delta Airlines,2019-03-07,London,False,1,Washington,06:47,12:55,513,Economy,19:06,09:30,2019-03-13
United Airlines,2019-03-07,London,False,1,Washington,06:47,16:35,517,Economy,00:53,12:40,2019-03-13
American Airlines,2019-03-01,Paris,False,1,Seattle,20:23,16:15,626,Economy,02:17,14:35,2019-03-13
United Airlines,2019-03-01,Paris,False,1,Seattle,20:23,18:00,562,Economy,23:31,15:00,2019-03-13
American Airlines,2019-03-01,Philadelphia,True,1,New York,09:26,08:35,112,Economy,16:11,15:20,2019-03-04
Southwest Airlines,2019-03-01,Philadelphia,True,1,New York,11:41,10:50,90,Economy,15:36,14:45,2019-03-04
United Airlines,2019-03-01,Philadelphia,True,1,New York,06:26,05:35,87,Economy,12:21,11:30,2019-03-04
American Airlines,2019-03-03,London,False,1,Chicago,07:49,13:25,630,Economy,03:32,12:45,2019-03-12
Alaska Airlines,2019-03-01,San Francisco,True,1,Los Angeles,13:20,11:55,148,Economy,13:50,12:25,2019-03-06
American Airlines,2019-03-01,San Francisco,True,1,Los Angeles,10:55,09:30,152,Economy,20:35,19:10,2019-03-06
Delta Airlines,2019-03-01,San Francisco,True,1,Los Angeles,22:30,21:05,140,Economy,11:10,09:45,2019-03-06
Southwest Airlines,2019-03-01,San Francisco,True,1,Los Angeles,23:25,22:00,159,Economy,15:50,14:25,2019-03-06
United Airlines,2019-03-01,San Francisco,True,1,Los Angeles,16:25,15:00,133,Economy,23:15,21:50,2019-03-06
American Airlines,2019-03-02,London,True,3,Atlanta,22:54,08:50,360,Economy,02:09,20:05,2019-03-10
Delta Airlines,2019-03-02,London,False,3,Atlanta,08:54,18:50,447,Economy,16:26,03:55,2019-03-10
United Airlines,2019-03-02,London,True,3,Atlanta,07:49,17:45,401,Economy,15:19,09:15,2019-03-10
American Airlines,2019-03-10,Kuala Lumpur,False,2,San Francisco,16:07,04:00,625,Economy,16:25,05:30,2019-03-12
American Airlines,2019-03-05,Los Angeles,True,3,Chicago,12:52,10:20,430,Premium Economy,11:47,05:15,2019-03-12
Delta Airlines,2019-03-05,Los Angeles,True,3,Chicago,15:27,12:55,281,Economy,14:52,08:20,2019-03-12
Southwest Airlines,2019-03-05,Los Angeles,True,3,Chicago,21:52,19:20,262,Economy,18:32,12:00,2019-03-12
United Airlines,2019-03-05,Los Angeles,True,3,Chicago,20:12,17:40,257,Economy,23:57,17:25,2019-03-12
Delta Airlines,2019-03-10,Sydney,False,4,Phoenix,20:51,18:15,463,Economy,11:38,15:10,2019-03-12
United Airlines,2019-03-10,Sydney,False,4,Phoenix,20:51,13:25,447,Economy,11:38,16:55,2019-03-12
United Airlines,2019-03-10,Sydney,False,4,Phoenix,20:51,13:25,443,Economy,11:38,16:55,2019-03-13
American Airlines,2019-03-03,London,False,1,Chicago,07:49,13:25,598,Economy,03:32,12:45,2019-03-13
American Airlines,2019-03-01,San Diego,True,1,San Francisco,11:00,09:20,153,Economy,23:45,22:05,2019-03-06
Delta Airlines,2019-03-01,San Diego,False,1,San Francisco,13:09,09:45,198,Economy,18:50,17:10,2019-03-06
Southwest Airlines,2019-03-01,San Diego,True,1,San Francisco,20:30,18:50,160,Economy,13:50,12:10,2019-03-06
United Airlines,2019-03-01,San Diego,True,1,San Francisco,10:00,08:20,162,Economy,21:15,19:35,2019-03-06
United Airlines,2019-03-03,Sydney,False,1,Las Vegas,10:16,04:30,697,Premium Economy,09:20,16:55,2019-03-12
Alaska Airlines,2019-03-06,San Diego,False,1,San Francisco,14:05,12:25,194,Economy,16:25,13:05,2019-03-10
American Airlines,2019-03-06,San Diego,True,1,San Francisco,11:00,09:20,160,Economy,23:45,22:05,2019-03-10
Delta Airlines,2019-03-06,San Diego,False,1,San Francisco,13:09,09:45,193,Economy,18:50,17:10,2019-03-10
Southwest Airlines,2019-03-06,San Diego,True,1,San Francisco,20:30,18:50,167,Economy,13:50,12:10,2019-03-10
Alaska Airlines,2019-03-06,San Diego,False,4,San Francisco,14:05,12:25,194,Economy,16:25,13:05,2019-03-10
American Airlines,2019-03-06,San Diego,True,4,San Francisco,11:00,09:20,160,Economy,23:45,22:05,2019-03-10
Delta Airlines,2019-03-06,San Diego,False,4,San Francisco,13:09,09:45,193,Economy,18:50,17:10,2019-03-10
Southwest Airlines,2019-03-06,San Diego,True,4,San Francisco,20:30,18:50,167,Economy,13:50,12:10,2019-03-10
American Airlines,2019-03-05,London,False,1,Washington,07:49,14:55,596,Economy,04:55,12:45,2019-03-13
Delta Airlines,2019-03-05,London,False,1,Washington,06:47,12:55,514,Economy,19:06,09:30,2019-03-13
United Airlines,2019-03-05,London,False,1,Washington,21:09,05:20,520,Economy,00:53,12:40,2019-03-13
American Airlines,2019-03-01,London,False,1,Philadelphia,08:22,13:20,425,Economy,18:56,12:35,2019-03-11
Delta Airlines,2019-03-01,London,False,1,Philadelphia,08:22,15:00,409,Economy,18:56,09:40,2019-03-11
Alaska Airlines,2019-03-01,Los Angeles,True,1,San Francisco,13:50,12:25,145,Economy,13:20,11:55,2019-03-14
American Airlines,2019-03-01,Los Angeles,True,1,San Francisco,20:35,19:10,135,Economy,10:55,09:30,2019-03-14
Delta Airlines,2019-03-01,Los Angeles,True,1,San Francisco,11:10,09:45,152,Economy,22:30,21:05,2019-03-14
Southwest Airlines,2019-03-01,Los Angeles,True,1,San Francisco,15:50,14:25,148,Economy,14:30,13:05,2019-03-14
United Airlines,2019-03-01,Los Angeles,True,1,San Francisco,23:15,21:50,149,Economy,16:25,15:00,2019-03-14
American Airlines,2019-03-07,London,False,1,San Francisco,06:47,04:55,918,Premium Economy,01:05,12:45,2019-03-10
United Airlines,2019-03-07,London,False,1,San Francisco,06:47,08:20,1045,Premium Economy,18:11,09:15,2019-03-10
Delta Airlines,2019-03-06,Sydney,False,1,Las Vegas,20:51,16:55,434,Economy,05:25,10:55,2019-03-13
United Airlines,2019-03-06,Sydney,False,1,Las Vegas,10:16,04:30,434,Economy,07:35,16:55,2019-03-13
American Airlines,2019-03-08,Paris,False,1,Los Angeles,13:48,15:30,541,Economy,17:15,07:15,2019-03-14
United Airlines,2019-03-08,Paris,False,1,Los Angeles,20:23,15:00,480,Economy,19:03,14:45,2019-03-14
United Airlines,2019-03-04,Los Angeles,False,1,Mexico City,11:10,07:10,285,Economy,22:50,17:30,2019-03-14
American Airlines,2019-03-04,Los Angeles,True,2,Mexico City,09:40,08:20,374,Premium Economy,02:55,21:35,2019-03-14
American Airlines,2019-03-08,New York,True,1,Los Angeles,21:15,12:05,278,Economy,16:50,13:40,2019-03-12
Southwest Airlines,2019-03-08,New York,True,1,Los Angeles,07:15,22:05,292,Economy,21:30,18:20,2019-03-12
United Airlines,2019-03-08,New York,True,1,Los Angeles,20:10,11:00,253,Economy,15:00,11:50,2019-03-12
American Airlines,2019-03-05,London,False,1,Philadelphia,21:12,07:25,448,Economy,18:56,12:35,2019-03-10
Delta Airlines,2019-03-05,London,False,1,Philadelphia,06:47,15:00,512,Economy,16:11,03:55,2019-03-10
United Airlines,2019-03-05,London,False,1,Philadelphia,21:12,07:35,471,Economy,21:01,12:40,2019-03-10
American Airlines,2019-03-03,Chicago,False,1,Cape Town,12:43,12:50,404,Economy,03:56,14:00,2019-03-11
American Airlines,2019-03-07,Philadelphia,False,4,Berlin,08:01,01:35,683,Premium Economy,09:56,15:20,2019-03-09
United Airlines,2019-03-07,Philadelphia,False,4,Berlin,23:01,16:25,701,Premium Economy,09:01,11:30,2019-03-09
American Airlines,2019-03-02,London,False,1,Washington,08:54,16:30,590,Economy,04:55,12:45,2019-03-12
Delta Airlines,2019-03-01,Nairobi,False,1,Chicago,12:17,08:00,685,Economy,19:14,05:45,2019-03-12
Delta Airlines,2019-03-02,London,True,1,New York,09:12,20:50,354,Economy,14:02,09:40,2019-03-09
American Airlines,2019-03-05,London,False,4,Chicago,21:12,05:05,622,Economy,03:32,12:45,2019-03-10
United Airlines,2019-03-05,London,True,4,Chicago,21:09,06:40,354,Economy,17:09,12:40,2019-03-10
Alaska Airlines,2019-03-01,San Francisco,True,1,Los Angeles,01:05,23:40,146,Economy,22:05,20:40,2019-03-13
American Airlines,2019-03-01,San Francisco,True,1,Los Angeles,10:55,09:30,155,Economy,20:35,19:10,2019-03-13
Delta Airlines,2019-03-01,San Francisco,True,1,Los Angeles,22:30,21:05,148,Economy,11:10,09:45,2019-03-13
Southwest Airlines,2019-03-01,San Francisco,True,1,Los Angeles,23:25,22:00,160,Economy,15:50,14:25,2019-03-13
United Airlines,2019-03-01,San Francisco,True,1,Los Angeles,16:25,15:00,136,Economy,23:15,21:50,2019-03-13
Delta Airlines,2019-03-06,San Diego,False,1,Atlanta,10:00,05:50,405,Economy,05:26,18:15,2019-03-14
Southwest Airlines,2019-03-06,San Diego,False,1,Atlanta,14:30,10:20,414,Economy,23:04,12:20,2019-03-14
United Airlines,2019-03-06,San Diego,False,1,Atlanta,14:05,09:30,429,Economy,05:46,19:35,2019-03-14
Delta Airlines,2019-03-01,Vancouver,False,1,Seattle,16:11,04:25,484,Economy,13:01,06:35,2019-03-14
American Airlines,2019-03-03,Philadelphia,True,1,New York,12:11,11:20,101,Economy,14:11,13:20,2019-03-11
Delta Airlines,2019-03-03,Philadelphia,True,1,New York,13:11,12:20,97,Economy,09:31,08:40,2019-03-11
Southwest Airlines,2019-03-03,Philadelphia,True,1,New York,11:41,10:50,96,Economy,15:36,14:45,2019-03-11
United Airlines,2019-03-03,Philadelphia,True,1,New York,14:16,13:25,98,Economy,12:21,11:30,2019-03-11
Southwest Airlines,2019-03-04,New York,True,1,Chicago,20:24,17:05,185,Economy,13:04,11:45,2019-03-08
American Airlines,2019-03-02,Los Angeles,True,1,Chicago,15:22,12:50,265,Economy,11:47,05:15,2019-03-09
American Airlines,2019-03-05,New York,True,1,San Francisco,14:21,04:55,354,Economy,15:56,12:30,2019-03-07
Delta Airlines,2019-03-05,New York,True,1,San Francisco,19:16,09:50,321,Economy,01:01,21:35,2019-03-07
Southwest Airlines,2019-03-05,New York,True,1,San Francisco,14:11,04:45,305,Economy,21:41,18:15,2019-03-07
United Airlines,2019-03-05,New York,True,1,San Francisco,01:56,16:30,315,Economy,23:01,19:35,2019-03-07
Delta Airlines,2019-03-01,Phoenix,False,1,New York,21:22,16:20,470,Economy,05:51,18:15,2019-03-09
American Airlines,2019-03-04,London,False,1,Washington,07:49,14:55,588,Economy,04:55,12:45,2019-03-13
Delta Airlines,2019-03-04,London,False,1,Washington,06:47,12:55,486,Economy,19:06,09:30,2019-03-13
United Airlines,2019-03-04,London,False,1,Washington,07:49,10:00,527,Economy,00:53,12:40,2019-03-13
American Airlines,2019-03-04,New York,True,1,Atlanta,00:52,22:30,211,Economy,12:07,09:45,2019-03-09
Delta Airlines,2019-03-04,New York,True,1,Atlanta,08:27,06:05,196,Economy,18:42,16:20,2019-03-09
Southwest Airlines,2019-03-04,New York,True,1,Atlanta,10:47,08:25,180,Economy,20:37,18:15,2019-03-09
United Airlines,2019-03-04,New York,True,1,Atlanta,12:57,10:35,186,Economy,21:12,18:50,2019-03-09
American Airlines,2019-03-02,New York,False,4,Seattle,04:16,16:15,462,Economy,19:57,13:40,2019-03-13
American Airlines,2019-03-08,Kuala Lumpur,False,1,San Francisco,16:07,04:00,587,Economy,16:25,10:30,2019-03-10
Delta Airlines,2019-03-02,Rio de Janeiro,False,1,Atlanta,09:50,17:50,452,Economy,08:42,22:25,2019-03-05
American Airlines,2019-03-04,New York,False,1,Chicago,08:24,05:05,247,Economy,15:06,11:20,2019-03-13
Delta Airlines,2019-03-04,New York,True,1,Chicago,11:19,08:00,220,Economy,10:14,08:55,2019-03-13
Southwest Airlines,2019-03-04,New York,True,1,Chicago,20:24,17:05,192,Economy,13:04,11:45,2019-03-13
United Airlines,2019-03-04,New York,False,1,Chicago,20:32,14:05,270,Economy,15:49,14:30,2019-03-13
American Airlines,2019-03-04,New York,False,4,Chicago,08:24,05:05,247,Economy,15:06,11:20,2019-03-13
Delta Airlines,2019-03-04,New York,True,4,Chicago,11:19,08:00,220,Economy,10:14,08:55,2019-03-13
Southwest Airlines,2019-03-04,New York,True,4,Chicago,20:24,17:05,192,Economy,13:04,11:45,2019-03-13
United Airlines,2019-03-04,New York,False,4,Chicago,20:32,14:05,270,Economy,15:49,14:30,2019-03-13
American Airlines,2019-03-06,New York,False,1,Chicago,08:24,05:05,256,Economy,21:33,19:00,2019-03-14
Delta Airlines,2019-03-06,New York,True,1,Chicago,11:19,08:00,212,Economy,10:14,08:55,2019-03-14
Southwest Airlines,2019-03-06,New York,True,1,Chicago,20:24,17:05,216,Economy,19:14,17:55,2019-03-14
United Airlines,2019-03-06,New York,False,1,Chicago,17:52,11:35,275,Economy,01:04,23:45,2019-03-14
American Airlines,2019-03-04,New York,False,1,Vancouver,04:16,11:20,477,Economy,22:44,13:40,2019-03-12
Delta Airlines,2019-03-04,New York,False,1,Vancouver,20:56,06:35,466,Economy,21:56,16:20,2019-03-12
United Airlines,2019-03-04,New York,False,1,Vancouver,17:19,03:50,461,Economy,22:44,11:50,2019-03-12
American Airlines,2019-03-02,Los Angeles,False,1,New York,16:50,13:40,365,Economy,17:46,06:40,2019-03-07
Delta Airlines,2019-03-02,Los Angeles,False,1,New York,13:04,08:00,449,Economy,17:46,05:15,2019-03-07
Southwest Airlines,2019-03-02,Los Angeles,False,1,New York,21:52,17:55,377,Economy,07:15,22:05,2019-03-07
United Airlines,2019-03-02,Los Angeles,True,1,New York,15:00,11:50,311,Economy,20:10,11:00,2019-03-07
American Airlines,2019-03-02,Portland,False,1,Las Vegas,12:28,07:35,313,Economy,15:05,09:35,2019-03-12
United Airlines,2019-03-02,Portland,False,1,Las Vegas,09:28,04:30,332,Economy,21:45,17:35,2019-03-12
Delta Airlines,2019-03-07,Sydney,False,1,San Francisco,09:16,09:35,397,Economy,06:05,10:55,2019-03-13
Delta Airlines,2019-03-04,London,False,1,Atlanta,21:12,06:05,516,Economy,16:26,03:55,2019-03-10
Delta Airlines,2019-03-05,Los Angeles,False,2,Portland,21:45,19:15,246,Economy,09:28,05:15,2019-03-12
American Airlines,2019-03-02,Philadelphia,False,1,Berlin,14:36,02:55,723,Premium Economy,09:56,13:20,2019-03-13
American Airlines,2019-03-04,London,False,1,Washington,07:49,14:55,582,Economy,04:55,12:45,2019-03-10
Delta Airlines,2019-03-04,London,False,1,Washington,06:47,12:55,497,Economy,15:03,03:55,2019-03-10
United Airlines,2019-03-04,London,False,1,Washington,07:49,10:00,498,Economy,21:43,12:40,2019-03-10
American Airlines,2019-03-02,Toronto,False,1,Philadelphia,23:08,17:45,293,Economy,09:26,04:15,2019-03-07
Delta Airlines,2019-03-02,Toronto,False,1,Philadelphia,23:08,16:15,296,Economy,12:11,09:15,2019-03-07
Delta Airlines,2019-03-02,London,False,1,Philadelphia,06:47,15:00,424,Economy,18:56,09:40,2019-03-12
American Airlines,2019-03-04,London,False,1,Washington,07:49,14:55,570,Economy,04:55,12:45,2019-03-12
Delta Airlines,2019-03-04,London,False,1,Washington,06:47,12:55,485,Economy,19:06,09:30,2019-03-12
United Airlines,2019-03-04,London,False,1,Washington,07:49,10:00,513,Economy,21:43,12:40,2019-03-12
American Airlines,2019-03-04,Cape Town,False,2,San Francisco,03:42,12:50,419,Economy,18:11,13:40,2019-03-08
American Airlines,2019-03-08,New York,False,1,Atlanta,01:17,22:55,248,Economy,11:51,07:10,2019-03-13
Delta Airlines,2019-03-08,New York,True,1,Atlanta,08:27,06:05,208,Economy,10:22,08:00,2019-03-13
Southwest Airlines,2019-03-08,New York,True,1,Atlanta,16:52,14:30,184,Economy,23:47,21:25,2019-03-13
United Airlines,2019-03-08,New York,True,1,Atlanta,09:47,07:25,216,Economy,21:22,19:00,2019-03-13
United Airlines,2019-03-03,Delhi,False,1,Atlanta,16:37,09:30,637,Economy,07:29,17:45,2019-03-07
Delta Airlines,2019-03-02,London,False,2,Los Angeles,07:49,06:05,629,Economy,19:09,09:30,2019-03-13
United Airlines,2019-03-02,London,False,2,Los Angeles,09:12,11:00,635,Economy,21:52,12:40,2019-03-13
American Airlines,2019-03-05,Chicago,False,1,Philadelphia,18:56,17:45,232,Economy,18:56,14:00,2019-03-14
American Airlines,2019-03-02,Seattle,True,1,San Francisco,22:11,20:00,180,Economy,18:26,16:15,2019-03-14
Delta Airlines,2019-03-02,Seattle,True,1,San Francisco,12:16,10:05,205,Economy,06:21,04:10,2019-03-14
Southwest Airlines,2019-03-02,Seattle,True,1,San Francisco,15:06,12:55,188,Economy,15:46,13:35,2019-03-14
United Airlines,2019-03-02,Seattle,False,1,San Francisco,17:26,15:15,235,Economy,10:33,06:05,2019-03-14
American Airlines,2019-03-02,New York,True,3,Philadelphia,14:11,13:20,101,Economy,12:11,11:20,2019-03-13
Delta Airlines,2019-03-02,New York,True,3,Philadelphia,15:51,15:00,80,Economy,13:11,12:20,2019-03-13
Southwest Airlines,2019-03-02,New York,True,3,Philadelphia,15:36,14:45,86,Economy,11:41,10:50,2019-03-13
United Airlines,2019-03-02,New York,True,3,Philadelphia,12:21,11:30,98,Economy,14:16,13:25,2019-03-13
American Airlines,2019-03-10,Atlanta,False,1,Berlin,10:22,01:35,643,Economy,18:30,15:45,2019-03-13
United Airlines,2019-03-10,Atlanta,False,1,Berlin,20:24,04:05,594,Economy,06:31,07:25,2019-03-13
American Airlines,2019-03-02,New York,False,3,Paris,05:45,14:35,486,Economy,00:27,09:40,2019-03-14
United Airlines,2019-03-02,New York,False,3,Paris,08:52,06:05,533,Economy,09:33,07:35,2019-03-14
American Airlines,2019-03-02,Philadelphia,False,1,Chicago,09:26,05:05,225,Economy,18:56,17:45,2019-03-05
Southwest Airlines,2019-03-02,Philadelphia,True,1,Chicago,16:21,13:10,206,Economy,08:26,07:15,2019-03-05
Delta Airlines,2019-03-04,Toronto,True,1,Chicago,12:28,09:50,157,Economy,13:28,12:50,2019-03-11
