airlines,departure_date,destination,destination_airport,fare,is_redeye,number_stops,origin,origin_airport,outbound_arrival_time,outbound_departure_time,passengers,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Delta Airlines,2019-03-09,San Francisco,SFO International Airport,131,False,0,Seattle,Seattle-Tacoma International Airport,08:21,06:10,1,Economy,10:11,08:00,2019-03-13
Southwest Airlines,2019-03-09,San Francisco,SFO International Airport,117,True,0,Seattle,Seattle-Tacoma International Airport,00:01,21:50,1,Economy,10:36,08:25,2019-03-13
United Airlines,2019-03-09,San Francisco,SFO International Airport,135,False,0,Seattle,Seattle-Tacoma International Airport,22:41,20:30,1,Economy,17:16,15:05,2019-03-13
American Airlines,2019-03-08,Vancouver,YVR International Airport,206,True,1,Los Angeles,LAX International Airport,20:12,15:05,1,Economy,02:04,23:00,2019-03-13
Delta Airlines,2019-03-08,Vancouver,YVR International Airport,150,False,0,Los Angeles,LAX International Airport,13:59,10:55,1,Economy,06:24,03:20,2019-03-13
American Airlines,2019-03-08,New York,JFK International Airport,276,True,1,Los Angeles,LAX International Airport,03:30,18:20,4,Economy,19:57,15:40,2019-03-13
Delta Airlines,2019-03-08,New York,JFK International Airport,325,True,0,Los Angeles,LAX International Airport,08:05,22:55,4,Premium Economy,10:40,07:30,2019-03-13
Southwest Airlines,2019-03-08,New York,JFK International Airport,241,False,1,Los Angeles,LAX International Airport,18:34,07:20,4,Economy,11:50,08:40,2019-03-13
United Airlines,2019-03-08,New York,JFK International Airport,268,True,1,Los Angeles,LAX International Airport,05:25,20:15,4,Economy,22:05,17:00,2019-03-13
American Airlines,2019-03-09,London,Heathrow International Airport,391,True,1,San Francisco,SFO International Airport,04:57,07:05,1,Economy,23:45,15:05,2019-03-12
Delta Airlines,2019-03-09,London,Heathrow International Airport,395,True,1,San Francisco,SFO International Airport,10:47,10:55,1,Economy,21:12,08:00,2019-03-12
United Airlines,2019-03-09,London,Heathrow International Airport,432,True,1,San Francisco,SFO International Airport,03:14,05:35,1,Economy,09:31,00:25,2019-03-12
American Airlines,2019-03-03,New York,JFK International Airport,144,False,0,Atlanta,Hartsfield-Jackson International Airport,17:47,15:25,1,Economy,14:07,11:45,2019-03-05
Delta Airlines,2019-03-03,New York,JFK International Airport,125,False,0,Atlanta,Hartsfield-Jackson International Airport,18:02,15:40,1,Economy,13:47,11:25,2019-03-05
Southwest Airlines,2019-03-03,New York,JFK International Airport,151,True,1,Atlanta,Hartsfield-Jackson International Airport,15:47,13:25,1,Economy,01:11,21:50,2019-03-05
United Airlines,2019-03-03,New York,JFK International Airport,142,False,0,Atlanta,Hartsfield-Jackson International Airport,15:12,12:50,1,Economy,21:27,19:05,2019-03-05
Delta Airlines,2019-03-03,New York,JFK International Airport,242,True,0,London,Heathrow International Airport,19:57,15:35,1,Economy,06:42,18:20,2019-03-05
American Airlines,2019-03-07,Las Vegas,McCarran International Airport,277,False,1,Chicago,O'Hare International Airport,12:25,07:05,1,Economy,20:12,10:55,2019-03-11
Delta Airlines,2019-03-07,Las Vegas,McCarran International Airport,289,False,1,Chicago,O'Hare International Airport,21:35,17:25,1,Economy,20:12,12:20,2019-03-11
United Airlines,2019-03-07,Las Vegas,McCarran International Airport,294,False,1,Chicago,O'Hare International Airport,14:35,10:35,1,Economy,20:12,12:05,2019-03-11
Delta Airlines,2019-03-01,New York,JFK International Airport,213,True,0,Los Angeles,LAX International Airport,08:05,22:55,1,Economy,10:40,07:30,2019-03-14
American Airlines,2019-03-01,Phoenix,Sky Harbor International Airport,253,False,1,Mexico City,Benito Juarez International Airport,13:38,08:05,1,Economy,20:05,07:35,2019-03-13
United Airlines,2019-03-01,Phoenix,Sky Harbor International Airport,275,False,1,Mexico City,Benito Juarez International Airport,06:47,00:20,1,Economy,19:08,11:05,2019-03-13
American Airlines,2019-03-02,San Francisco,SFO International Airport,309,False,1,Toronto,Toronto Pearson International Airport,13:27,05:55,1,Economy,20:28,07:05,2019-03-11
American Airlines,2019-03-09,Los Angeles,LAX International Airport,95,False,0,Phoenix,Sky Harbor International Airport,09:03,07:35,1,Economy,09:18,07:50,2019-03-13
Delta Airlines,2019-03-09,Los Angeles,LAX International Airport,176,False,1,Phoenix,Sky Harbor International Airport,15:45,12:15,1,Economy,17:59,15:05,2019-03-13
Southwest Airlines,2019-03-09,Los Angeles,LAX International Airport,101,False,0,Phoenix,Sky Harbor International Airport,08:33,07:05,1,Economy,13:38,12:10,2019-03-13
United Airlines,2019-03-09,Los Angeles,LAX International Airport,95,False,0,Phoenix,Sky Harbor International Airport,08:43,07:15,1,Economy,10:13,08:45,2019-03-13
American Airlines,2019-03-04,Seattle,Seattle-Tacoma International Airport,268,False,1,Chicago,O'Hare International Airport,22:03,14:50,1,Economy,22:30,16:00,2019-03-12
Delta Airlines,2019-03-04,Seattle,Seattle-Tacoma International Airport,173,True,0,Chicago,O'Hare International Airport,18:05,15:35,1,Economy,06:20,23:50,2019-03-12
Southwest Airlines,2019-03-04,Seattle,Seattle-Tacoma International Airport,244,False,1,Chicago,O'Hare International Airport,20:45,18:15,1,Economy,15:02,05:25,2019-03-12
United Airlines,2019-03-04,Seattle,Seattle-Tacoma International Airport,239,False,1,Chicago,O'Hare International Airport,18:20,15:50,1,Economy,20:12,10:10,2019-03-12
American Airlines,2019-03-05,Mexico City,Benito Juarez International Airport,295,False,1,Seattle,Seattle-Tacoma International Airport,20:05,08:15,1,Economy,14:47,08:05,2019-03-14
Delta Airlines,2019-03-05,Mexico City,Benito Juarez International Airport,290,False,1,Seattle,Seattle-Tacoma International Airport,20:05,08:45,1,Economy,22:56,13:45,2019-03-14
United Airlines,2019-03-05,Mexico City,Benito Juarez International Airport,288,True,1,Seattle,Seattle-Tacoma International Airport,02:05,12:30,1,Economy,02:32,20:45,2019-03-14
Delta Airlines,2019-03-03,Phoenix,Sky Harbor International Airport,131,False,0,San Francisco,SFO International Airport,07:57,05:50,1,Economy,14:02,11:55,2019-03-09
Southwest Airlines,2019-03-03,Phoenix,Sky Harbor International Airport,131,True,0,San Francisco,SFO International Airport,01:17,23:10,1,Economy,08:07,06:00,2019-03-09
United Airlines,2019-03-03,Phoenix,Sky Harbor International Airport,133,False,0,San Francisco,SFO International Airport,16:22,14:15,1,Economy,19:17,17:10,2019-03-09
Southwest Airlines,2019-03-06,Phoenix,Sky Harbor International Airport,138,True,0,San Francisco,SFO International Airport,01:17,23:10,1,Economy,08:07,06:00,2019-03-09
Delta Airlines,2019-03-10,Seattle,Seattle-Tacoma International Airport,181,False,0,Chicago,O'Hare International Airport,11:45,09:15,1,Economy,11:25,04:55,2019-03-14
Southwest Airlines,2019-03-10,Seattle,Seattle-Tacoma International Airport,270,False,1,Chicago,O'Hare International Airport,20:45,18:15,1,Economy,15:02,05:25,2019-03-14
United Airlines,2019-03-10,Seattle,Seattle-Tacoma International Airport,189,True,0,Chicago,O'Hare International Airport,18:20,15:50,1,Economy,00:25,17:55,2019-03-14
American Airlines,2019-03-04,Phoenix,Sky Harbor International Airport,244,False,1,Seattle,Seattle-Tacoma International Airport,13:38,08:15,1,Economy,14:47,08:40,2019-03-12
Delta Airlines,2019-03-04,Phoenix,Sky Harbor International Airport,237,False,1,Seattle,Seattle-Tacoma International Airport,13:38,08:45,1,Economy,17:06,11:55,2019-03-12
Southwest Airlines,2019-03-04,Phoenix,Sky Harbor International Airport,282,False,1,Seattle,Seattle-Tacoma International Airport,10:13,05:25,1,Economy,18:52,08:20,2019-03-12
United Airlines,2019-03-04,Phoenix,Sky Harbor International Airport,218,False,1,Seattle,Seattle-Tacoma International Airport,10:35,05:30,1,Economy,23:43,18:10,2019-03-12
United Airlines,2019-03-04,Phoenix,Sky Harbor International Airport,218,False,1,Seattle,Seattle-Tacoma International Airport,10:35,05:30,4,Economy,23:43,18:10,2019-03-12
United Airlines,2019-03-02,Chicago,O'Hare International Airport,295,True,1,Portland,PDX International Airport,06:20,22:45,1,Economy,09:58,04:00,2019-03-11
American Airlines,2019-03-05,Mexico City,Benito Juarez International Airport,234,False,1,Las Vegas,McCarran International Airport,20:05,09:30,1,Economy,16:15,08:05,2019-03-12
Delta Airlines,2019-03-05,Mexico City,Benito Juarez International Airport,242,False,1,Las Vegas,McCarran International Airport,20:05,12:20,1,Economy,19:05,13:45,2019-03-12
American Airlines,2019-03-03,Toronto,Toronto Pearson International Airport,229,False,1,Atlanta,Hartsfield-Jackson International Airport,20:28,15:25,1,Economy,14:56,10:05,2019-03-09
Delta Airlines,2019-03-03,Toronto,Toronto Pearson International Airport,241,False,1,Atlanta,Hartsfield-Jackson International Airport,20:28,15:40,1,Economy,11:31,07:15,2019-03-09
United Airlines,2019-03-03,Toronto,Toronto Pearson International Airport,228,False,1,Atlanta,Hartsfield-Jackson International Airport,12:33,06:15,1,Economy,23:41,17:35,2019-03-09
American Airlines,2019-03-10,Chicago,O'Hare International Airport,251,False,1,Seattle,Seattle-Tacoma International Airport,22:30,16:00,1,Economy,13:27,07:50,2019-03-12
Delta Airlines,2019-03-10,Chicago,O'Hare International Airport,243,True,1,Seattle,Seattle-Tacoma International Airport,06:20,23:50,1,Economy,00:27,17:25,2019-03-12
Southwest Airlines,2019-03-10,Chicago,O'Hare International Airport,227,False,1,Seattle,Seattle-Tacoma International Airport,10:55,04:25,1,Economy,21:57,14:50,2019-03-12
United Airlines,2019-03-10,Chicago,O'Hare International Airport,173,True,0,Seattle,Seattle-Tacoma International Airport,00:25,17:55,1,Economy,18:20,15:50,2019-03-12
American Airlines,2019-03-08,Portland,PDX International Airport,162,False,0,Phoenix,Sky Harbor International Airport,15:35,12:40,1,Economy,12:00,09:05,2019-03-13
Delta Airlines,2019-03-08,Portland,PDX International Airport,200,True,1,Phoenix,Sky Harbor International Airport,01:10,22:15,1,Economy,01:17,20:00,2019-03-13
Southwest Airlines,2019-03-08,Portland,PDX International Airport,186,False,1,Phoenix,Sky Harbor International Airport,23:53,19:15,1,Economy,10:35,07:40,2019-03-13
United Airlines,2019-03-08,Portland,PDX International Airport,158,False,0,Phoenix,Sky Harbor International Airport,21:05,18:10,1,Economy,12:25,09:30,2019-03-13
Alaska Airlines,2019-03-05,Portland,PDX International Airport,121,False,0,San Francisco,SFO International Airport,14:13,12:20,1,Economy,09:48,07:55,2019-03-07
American Airlines,2019-03-05,Portland,PDX International Airport,117,False,0,San Francisco,SFO International Airport,09:58,08:05,1,Economy,06:53,05:00,2019-03-07
Delta Airlines,2019-03-05,Portland,PDX International Airport,117,False,0,San Francisco,SFO International Airport,23:53,22:00,1,Economy,10:38,08:45,2019-03-07
Southwest Airlines,2019-03-05,Portland,PDX International Airport,170,False,1,San Francisco,SFO International Airport,17:33,14:10,1,Economy,17:08,15:15,2019-03-07
United Airlines,2019-03-05,Portland,PDX International Airport,169,False,1,San Francisco,SFO International Airport,17:33,13:10,1,Economy,12:28,10:35,2019-03-07
Delta Airlines,2019-03-10,Atlanta,Hartsfield-Jackson International Airport,233,False,1,Los Angeles,LAX International Airport,17:19,09:20,1,Economy,13:07,07:50,2019-03-13
Delta Airlines,2019-03-07,Toronto,Toronto Pearson International Airport,308,False,1,Seattle,Seattle-Tacoma International Airport,19:05,08:45,1,Economy,09:37,02:10,2019-03-11
Delta Airlines,2019-03-09,Seattle,Seattle-Tacoma International Airport,306,False,1,Vancouver,YVR International Airport,12:15,02:50,2,Economy,13:59,07:40,2019-03-14
United Airlines,2019-03-09,Seattle,Seattle-Tacoma International Airport,268,False,1,Vancouver,YVR International Airport,22:56,18:05,2,Economy,23:27,17:10,2019-03-14
Alaska Airlines,2019-03-01,Los Angeles,LAX International Airport,165,False,1,Portland,PDX International Airport,21:44,17:40,1,Economy,07:45,05:15,2019-03-04
American Airlines,2019-03-01,Los Angeles,LAX International Airport,165,True,1,Portland,PDX International Airport,11:02,06:00,1,Economy,01:45,23:15,2019-03-04
Delta Airlines,2019-03-01,Los Angeles,LAX International Airport,214,False,1,Portland,PDX International Airport,15:17,09:35,1,Economy,12:08,06:50,2019-03-04
Southwest Airlines,2019-03-01,Los Angeles,LAX International Airport,157,False,0,Portland,PDX International Airport,19:25,16:55,1,Economy,19:00,16:30,2019-03-04
United Airlines,2019-03-01,Los Angeles,LAX International Airport,171,False,1,Portland,PDX International Airport,14:35,12:05,1,Economy,14:13,08:55,2019-03-04
United Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,118,False,0,Washington,Dulles International Airport,19:06,17:15,1,Economy,20:21,18:30,2019-03-12
Southwest Airlines,2019-03-04,Portland,PDX International Airport,301,True,1,Chicago,O'Hare International Airport,09:58,04:35,4,Economy,00:37,15:15,2019-03-11
United Airlines,2019-03-04,Portland,PDX International Airport,270,True,1,Chicago,O'Hare International Airport,19:00,12:45,4,Economy,06:20,22:45,2019-03-11
American Airlines,2019-03-03,San Francisco,SFO International Airport,241,True,1,Atlanta,Hartsfield-Jackson International Airport,14:06,11:40,1,Economy,01:24,15:50,2019-03-08
Delta Airlines,2019-03-03,San Francisco,SFO International Airport,193,False,0,Atlanta,Hartsfield-Jackson International Airport,15:16,12:50,1,Economy,18:31,10:05,2019-03-08
Southwest Airlines,2019-03-03,San Francisco,SFO International Airport,235,False,1,Atlanta,Hartsfield-Jackson International Airport,08:56,06:30,1,Economy,17:19,06:45,2019-03-08
United Airlines,2019-03-03,San Francisco,SFO International Airport,190,False,0,Atlanta,Hartsfield-Jackson International Airport,12:06,09:40,1,Economy,18:41,10:15,2019-03-08
American Airlines,2019-03-02,Los Angeles,LAX International Airport,368,True,1,Paris,Charles de Gaulle International Airport,10:40,04:05,1,Economy,07:58,09:40,2019-03-10
Delta Airlines,2019-03-02,Los Angeles,LAX International Airport,335,True,1,Paris,Charles de Gaulle International Airport,00:32,17:35,1,Economy,06:43,08:25,2019-03-10
Alaska Airlines,2019-03-05,Los Angeles,LAX International Airport,111,False,0,San Francisco,SFO International Airport,21:45,20:20,1,Economy,19:15,17:50,2019-03-13
American Airlines,2019-03-05,Los Angeles,LAX International Airport,95,False,0,San Francisco,SFO International Airport,17:15,15:50,1,Economy,07:55,06:30,2019-03-13
Southwest Airlines,2019-03-05,Los Angeles,LAX International Airport,108,False,0,San Francisco,SFO International Airport,14:15,12:50,1,Economy,23:45,22:20,2019-03-13
United Airlines,2019-03-05,Los Angeles,LAX International Airport,140,False,1,San Francisco,SFO International Airport,10:40,09:15,1,Economy,11:30,08:05,2019-03-13
Southwest Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,310,True,1,Portland,PDX International Airport,04:39,16:55,1,Economy,19:00,13:30,2019-03-10
United Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,283,True,1,Portland,PDX International Airport,08:22,22:45,1,Economy,14:03,09:40,2019-03-10
American Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,131,False,0,New York,JFK International Airport,13:42,11:20,1,Economy,08:47,06:25,2019-03-10
Delta Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,141,False,0,New York,JFK International Airport,13:47,11:25,1,Economy,18:02,15:40,2019-03-10
Southwest Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,157,True,1,New York,JFK International Airport,01:11,21:50,1,Economy,11:42,09:20,2019-03-10
