city,cuisine,has_live_music,phone_number,price_range,restaurant_name,serves_alcohol,street_address,date,party_size,time
San Francisco,French,FALSE,415-543-0573,expensive,Fringale Restaurant,TRUE,570 4th Street,,,
San Francisco,French,FALSE,415-772-5260,expensive,Laurel Court Restaurant & Bar,FALSE,950 Mason Street,,,
San Francisco,French,FALSE,415-391-2233,expensive,Le Central,TRUE,453 Bush Street,,,
San Francisco,French,FALSE,415-795-1422,expensive,Les Clos,TRUE,234 Townsend Street,,,
San Francisco,French,FALSE,415-495-5775,expensive,Restaurant Lulu,TRUE,816 Folsom Street,,,
Dublin,Sandwich,TRUE,925-829-0292,inexpensive,Mcdonald's,TRUE,7145 Dublin Boulevard,,,
Milpitas,Mexican,FALSE,408-263-9455,moderate,Baja Cactus,TRUE,338 South Main Street,,,
Milpitas,Mexican,FALSE,408-946-0466,moderate,Casa Azteca Restaurant,FALSE,20 North Abel Street,,,
Milpitas,Mexican,FALSE,408-946-8012,moderate,El Torito,FALSE,477 East Calaveras Boulevard,,,
Milpitas,Mexican,FALSE,408-945-6540,moderate,La Milpa,TRUE,107 North Milpitas Boulevard,,,
Milpitas,Mexican,FALSE,408-935-6070,moderate,On The Border,FALSE,260 Ranch Drive,,,
Santa Clara,Mexican,FALSE,408-248-3113,inexpensive,El Amigo Burrito,TRUE,4485 Stevens Creek Boulevard,,,
Santa Clara,Mexican,FALSE,408-247-0990,moderate,La Paloma,FALSE,2280 El Camino Real,,,
Santa Clara,Mexican,FALSE,408-588-9865,moderate,Mexicali Grill,FALSE,3149 Mission College Boulevard,,,
Santa Clara,Mexican,FALSE,408-496-6597,moderate,Pedro's,FALSE,3935 Freedom Circle,,,
Santa Clara,Mexican,FALSE,408-333-9750,moderate,Puesto Santa Clara,TRUE,2752 Augustine Drive #110,,,
San Francisco,American,FALSE,415-495-9800,moderate,B,FALSE,720 Howard Street,,,
San Francisco,American,FALSE,415-977-5155,moderate,Bazille,TRUE,865 Market Street,,,
San Francisco,American,TRUE,415-292-2583,moderate,Biscuits & Blues,FALSE,401 Mason Street,,,
San Francisco,American,FALSE,415-391-0758,moderate,Blanc Et Rouge,TRUE,2 Embarcadero Center,,,
San Francisco,American,FALSE,415-369-0222,moderate,Brickhouse Cafe: Restaurant & Bar,TRUE,426 Brannan Street,,,
San Francisco,American,FALSE,415-296-4272,moderate,Burger Bar,TRUE,251 Geary Street,,,
Oakland,Seafood,FALSE,510-907-7555,moderate,Alamar Kitchen & Bar,FALSE,100 Grand Avenue #111,,,
Oakland,Seafood,FALSE,510-645-1912,moderate,Judoku Sushi,TRUE,3314 Piedmont Avenue,,,
Oakland,Seafood,TRUE,510-208-5253,moderate,Lake Chalet,TRUE,1520 Lakeside Drive,,,
Oakland,Seafood,FALSE,510-251-9688,inexpensive,Le Tasty Chinese Restaurant,FALSE,1437 Franklin Street,,,
Oakland,Seafood,FALSE,510-536-2050,moderate,Quinn's Lighthouse,FALSE,1951 Embarcadero,,,
Oakland,Seafood,FALSE,510-336-2388,moderate,Sushi Park | Japanese Restaurant,FALSE,4209 Park Boulevard,,,
Oakland,Seafood,FALSE,510-663-8262,moderate,Tambo Peruvian Restaurant,FALSE,1414 Jefferson Street,,,
Alameda,Japanese,FALSE,510-749-0460,moderate,Angel Fish,FALSE,883 Island Drive C-2,,,
Alameda,Japanese,FALSE,510-522-1269,moderate,Bluefin Sushi And Thai Restaurant,TRUE,3211 Encinal Avenue,,,
Alameda,Japanese,FALSE,510-521-9121,moderate,Kamakura Japanese Restaurant,TRUE,2549 Santa Clara Avenue,,,
Alameda,Japanese,FALSE,510-749-9988,inexpensive,Sakura Sushi Bar & Grill,FALSE,2408 Santa Clara Avenue,,,
Alameda,Japanese,FALSE,510-239-4285,moderate,Shirasoni Japanese Restaurant,TRUE,2660 5th Street Suite A,,,
Millbrae,Chinese,FALSE,650-697-7888,moderate,Tai Wu Restaurant,TRUE,300 El Camino Real,,,
Berkeley,Chinese,FALSE,510-558-8367,inexpensive,Crave Asia,FALSE,1301 San Pablo Avenue,,,
Berkeley,Chinese,FALSE,510-848-3628,inexpensive,King Dong Restaurant,FALSE,2429 Shattuck Avenue,,,
Berkeley,Chinese,FALSE,510-845-1286,moderate,King Yen Restaurant,FALSE,2995 College Avenue,,,
Berkeley,Chinese,FALSE,510-845-6072,inexpensive,Long Life Vegi House,FALSE,1725 University Avenue,,,
Berkeley,Chinese,FALSE,510-647-9744,moderate,Royal Rangoon Restaurant,FALSE,2826 Telegraph Avenue,,,
Berkeley,Chinese,FALSE,510-841-6806,inexpensive,Tai San Restaurant,FALSE,2811 Telegraph Avenue,,,
Petaluma,Italian,TRUE,707-664-1418,moderate,Brixx Pizzeria,FALSE,16 Kentucky Street,,,
Petaluma,Italian,FALSE,707-782-1775,moderate,Cucina Paradiso,FALSE,114 Petaluma Boulevard North,,,
Petaluma,Italian,FALSE,707-766-7600,moderate,Risibisi,TRUE,154 Petaluma Boulevard North,,,
Petaluma,Italian,FALSE,707-782-9298,moderate,Sugo Trattoria,FALSE,5 Petaluma Boulevard South B,,,
San Francisco,Brunch,TRUE,415-771-7100,moderate,1300 On Fillmore,FALSE,1300 Fillmore Street,,,
San Francisco,Brunch,FALSE,415-551-1590,expensive,Absinthe Brasserie & Bar,TRUE,398 Hayes Street,,,
San Francisco,Brunch,FALSE,415-252-1036,moderate,Aperto,TRUE,1434 18th Street,,,
San Francisco,Brunch,FALSE,415-416-6989,moderate,Barrel Head Brewhouse,TRUE,1785 Fulton Street,,,
San Francisco,Brunch,FALSE,415-931-9663,moderate,Blackwood,FALSE,2150 Chestnut Street,,,
San Francisco,Brunch,FALSE,415-546-4134,moderate,Chez Papa Resto,TRUE,4 Mint Plaza,,,
San Francisco,Brunch,FALSE,415-722-9109,inexpensive,Chief Sullivan's,TRUE,622 Green Street,,,
San Francisco,Brunch,FALSE,415-369-9218,very expensive,Epic Steak,FALSE,369 The Embarcadero,,,
San Francisco,Brunch,FALSE,415-440-4500,expensive,La Urbana,TRUE,661 Divisadero Street,,,
San Francisco,Brunch,FALSE,415-616-6566,expensive,Luce Restaurant,FALSE,888 Howard Street,,,
Pleasanton,Japanese,FALSE,925-600-8008,inexpensive,Senro Sushi,FALSE,30 Neal Street #110,,,
Pleasanton,Japanese,FALSE,925-484-5588,moderate,Sozo Sushi,FALSE,2835 Hopyard Road,,,
San Francisco,Indian,FALSE,415-777-0500,expensive,Amber,FALSE,25 Yerba Buena Lane,,,
San Francisco,Indian,FALSE,415-771-5900,moderate,August 1 Five,TRUE,524 Van Ness Avenue,,,
San Francisco,Indian,FALSE,231-444-4444,expensive,Babu Ji Sf,TRUE,280 Valencia Street,,,
San Francisco,Indian,FALSE,415-222-9696,inexpensive,Chanvi Eatery,FALSE,1063 Market Street,,,
San Francisco,Indian,FALSE,415-929-6983,moderate,Chennai Kings,FALSE,418 Beach Street,,,
San Francisco,Indian,FALSE,415-650-0085,inexpensive,Chutney Restaurant,FALSE,511 Jones Street,,,
San Francisco,Indian,FALSE,415-826-2400,moderate,Clay Oven,TRUE,1689 Church Street,,,
San Francisco,Indian,FALSE,415-731-2400,moderate,Clay Oven Indian Restaurant,TRUE,385 West Portal Avenue,,,
San Francisco,Indian,FALSE,415-915-2222,inexpensive,Deccan Spice,TRUE,1142 Valencia Street,,,
San Francisco,Indian,FALSE,415-642-3672,moderate,Dosa On Valencia,TRUE,995 Valencia Street,,,
San Francisco,Italian,FALSE,415-416-6959,expensive,Che Fico,FALSE,838 Divisadero Street,,,
San Francisco,Italian,FALSE,415-362-6012,expensive,Chiaroscuro,TRUE,550 Washington Street,,,
San Francisco,Italian,FALSE,415-775-8508,expensive,Cotogna,FALSE,490 Pacific Avenue,,,
San Francisco,Italian,FALSE,415-981-4664,expensive,Da Flora,FALSE,701 Columbus Avenue,,,
San Francisco,Italian,TRUE,415-986-1886,expensive,Fior D'italia,TRUE,2237 Mason Street,,,
San Francisco,Italian,FALSE,415-928-1983,expensive,Frascati,FALSE,1901 Hyde Street,,,
San Francisco,Italian,FALSE,415-550-8114,expensive,La Ciccia,FALSE,291 30th Street,,,
San Francisco,Italian,FALSE,415-863-6800,expensive,Locanda,TRUE,557 Valencia Street,,,
San Francisco,Italian,FALSE,415-421-4489,expensive,North Beach Restaurant,FALSE,1512 Stockton Street,,,
San Francisco,Mexican,FALSE,415-660-7701,expensive,Cala,TRUE,149 Fell Street,,,
San Francisco,Mexican,FALSE,415-431-1826,expensive,Fenix,TRUE,1077 Mission Street,,,
San Francisco,Mexican,FALSE,415-926-5630,expensive,Hecho,TRUE,2200 Market Street,,,
San Jose,Salad,TRUE,408-298-6533,inexpensive,Mcdonald's,FALSE,777 Story Road,,,
Santa Clara,Korean,FALSE,408-246-1208,expensive,Restaurant Chungdam,TRUE,3180 El Camino Real,,,
San Francisco,Japanese,FALSE,415-655-3738,expensive,Izakaya Sushi Ran,TRUE,2223 Market Street,,,
San Francisco,Japanese,FALSE,415-484-1206,expensive,Motze,TRUE,983 Valencia Street,,,
San Francisco,Japanese,FALSE,415-552-4400,expensive,Nihon Whisky Lounge,TRUE,1779 Folsom Street,,,
San Francisco,Japanese,FALSE,415-589-7022,expensive,Rintaro,TRUE,82 14th Street,,,
Berkeley,American,FALSE,510-647-9329,moderate,B&b Kitchen & Wine Bar,TRUE,2116 Shattuck Avenue,,,
Berkeley,American,FALSE,510-338-3464,moderate,Beer Baron Bar & Kitchen,TRUE,5900 College Avenue,,,
Berkeley,American,FALSE,510-809-8282,moderate,Eureka!,TRUE,2068 Center Street,,,
Berkeley,American,FALSE,510-809-4132,moderate,Henry's,TRUE,2600 Durant Avenue,,,
Berkeley,American,TRUE,510-843-8277,moderate,Jupiter,TRUE,2181 Shattuck Avenue,,,
Berkeley,American,FALSE,510-524-3400,moderate,Stella Nonna,TRUE,1407 San Pablo Avenue,,,
San Mateo,Mexican,FALSE,650-349-0165,moderate,Celia's,FALSE,Laurelwood Shopping Center,,,
San Mateo,Mexican,FALSE,650-345-1180,moderate,El Sinaloense Restaurant,FALSE,1622 Palm Avenue,,,
San Mateo,Mexican,FALSE,650-574-9699,moderate,La Fonda Cocina Mexicana,FALSE,2310 South El Camino Real,,,
San Mateo,Mexican,FALSE,650-581-7223,inexpensive,Rubio's,TRUE,38 East 4th Avenue,,,
San Francisco,Breakfast,FALSE,415-931-1475,moderate,Baker Street Bistro,TRUE,2953 Baker Street,,,
San Francisco,Breakfast,FALSE,415-771-2222,moderate,Blue Mermaid,TRUE,471 Jefferson Street,,,
San Francisco,Breakfast,FALSE,415-775-7979,moderate,Jasper's Corner Tap And Kitchen,TRUE,401 Taylor Street,,,
San Francisco,Breakfast,FALSE,415-702-6219,moderate,Lokma,FALSE,1801 Clement Street,,,
San Francisco,Breakfast,TRUE,415-333-1011,inexpensive,Mcdonald's,FALSE,5454 Mission Street,,,
San Francisco,Breakfast,FALSE,415-661-6140,moderate,Outerlands,TRUE,4001 Judah Street,,,
San Francisco,Breakfast,FALSE,415-395-8549,expensive,Scala's Bistro,TRUE,432 Powell Street,,,
San Francisco,Breakfast,FALSE,415-321-6000,expensive,The Cavalier,FALSE,360 Jessie Street,,,
San Francisco,Breakfast,FALSE,628-895-2040,expensive,Villon,TRUE,1100 Market Street,,,
San Francisco,Breakfast,FALSE,415-284-4049,expensive,Vitrine,TRUE,125 3rd Street,,,
Oakland,Mediterranean,FALSE,510-250-9491,moderate,Dyafa,FALSE,44 Webster Street,,,
Oakland,Mediterranean,FALSE,510-836-4444,inexpensive,Marhaba Indian & Pakistani Halal Cuisine,FALSE,1437 Franklin Street,,,
Oakland,Mediterranean,FALSE,510-251-0329,moderate,Shakewell,TRUE,3407 Lakeshore Avenue,,,
Oakland,Mediterranean,FALSE,510-452-9500,moderate,Sidebar,FALSE,542 Grand Avenue,,,
Calistoga,Chinese,FALSE,707-942-9404,inexpensive,Soo Yuan Restaurant,TRUE,1354 California 29,,,
Berkeley,Breakfast,FALSE,510-540-5950,moderate,Venus Restaurant,TRUE,2327 Shattuck Avenue,,,
San Rafael,Japanese,FALSE,415-721-0392,moderate,Sushi To Dai For,FALSE,816 4th Street,,,
San Rafael,Japanese,FALSE,415-524-2727,moderate,Uchiwa Ramen,TRUE,821 B Street,,,
San Rafael,Chinese,FALSE,415-460-9883,moderate,Yet Wah Restaurant,TRUE,1238 4th Street,,,
Cotati,Mexican,FALSE,707-792-4380,moderate,Mi Pueblo,TRUE,7384 Commerce Boulevard,,,
Cotati,Mexican,TRUE,707-795-7600,moderate,Mi Ranchito,FALSE,7600 Commerce Boulevard,,,
San Francisco,Thai,FALSE,415-379-4505,moderate,Baan Thai House & Wine Bar,FALSE,534 Irving Street,,,
San Francisco,Thai,FALSE,415-552-8999,moderate,Basil,FALSE,1175 Folsom Street,,,
San Francisco,Thai,FALSE,415-999-0345,moderate,Chaiya Thai Restaurant,FALSE,272 Claremont Boulevard,,,
San Francisco,Thai,FALSE,415-379-4549,moderate,Derm Restaurant,TRUE,3226 Geary Boulevard,,,
San Francisco,Thai,FALSE,415-814-2920,moderate,Farmhouse Kitchen Thai Cuisine,FALSE,710 Florida Street,,,
San Francisco,Thai,FALSE,415-441-8038,moderate,House Of Thai,FALSE,901 Larkin Street,,,
San Francisco,Thai,FALSE,415-292-9027,moderate,Jitlada Thai Cuisine,FALSE,1826 Buchanan Street,,,
San Francisco,Thai,FALSE,415-362-7456,expensive,Kin Khao,FALSE,55 Cyril Magnin Street,,,
San Francisco,Thai,FALSE,415-369-0008,moderate,Koh Samui & The Monkey,FALSE,415 Brannan Street,,,
San Francisco,Thai,FALSE,415-913-7886,moderate,Krua Thai,TRUE,3214 16th Street,,,
San Bruno,Chinese,FALSE,650-873-1388,inexpensive,China Garden,FALSE,586 San Mateo Avenue,,,
San Bruno,Chinese,FALSE,650-737-9899,inexpensive,Dumpling Era,FALSE,354 El Camino Real,,,
San Bruno,Chinese,FALSE,650-588-2375,inexpensive,Ming's,FALSE,436 San Mateo Avenue,,,
San Carlos,Greek,FALSE,650-605-7071,moderate,Agora,TRUE,1152 San Carlos Avenue,,,
San Carlos,Greek,FALSE,650-610-0202,moderate,Mythos,TRUE,1201 San Carlos Avenue,,,
San Carlos,Thai,FALSE,650-596-9828,moderate,Asya Restaurant,FALSE,773 Laurel Street,,,
San Carlos,Thai,FALSE,650-596-8433,moderate,Thai Time,TRUE,1240 El Camino Real,,,
Petaluma,Asian,FALSE,707-775-3088,moderate,Flowering Tea House,FALSE,1367 North McDowell Boulevard #110,,,
Petaluma,Asian,FALSE,707-789-9296,moderate,Gohan,FALSE,1367 North McDowell Boulevard,,,
San Francisco,Steakhouse,FALSE,415-989-2539,expensive,5a5 Steak Lounge,TRUE,244 Jackson Street,,,
San Francisco,Steakhouse,FALSE,415-495-1111,very expensive,Alexander's Steakhouse,TRUE,448 Brannan Street,,,
San Francisco,Steakhouse,FALSE,415-397-3003,very expensive,Bourbon Steak Restaurant,TRUE,335 Powell Street,,,
San Francisco,Steakhouse,FALSE,415-616-5000,moderate,Daily Grill,TRUE,347 Geary Street,,,
San Francisco,Steakhouse,FALSE,415-593-4100,expensive,Lark Creek Steak,TRUE,845 Market Street #402,,,
San Francisco,Steakhouse,FALSE,415-775-4877,moderate,Original Joe's,TRUE,601 Union Street,,,
San Francisco,Steakhouse,FALSE,415-771-6776,very expensive,Osso Steakhouse,TRUE,1177 California Street,,,
San Francisco,Steakhouse,FALSE,415-362-8887,very expensive,Roka Akor,TRUE,801 Montgomery Street,,,
Pleasanton,American,FALSE,925-600-0600,expensive,Baci Bistro And Bar,FALSE,500 Main Street,,,
Pleasanton,American,FALSE,925-800-3090,expensive,Sabio On Main,TRUE,501 Main Street,,,
San Francisco,Japanese,FALSE,415-292-9997,moderate,2g Japanese Brasserie,TRUE,601 Van Ness Avenue,,,
San Francisco,Japanese,FALSE,415-567-4903,moderate,Ace Wasabi Rock-n-roll Sushi,FALSE,3339 Steiner Street,,,
San Francisco,Japanese,FALSE,415-397-3218,expensive,Akiko's Restaurant,FALSE,431 Bush Street,,,
San Francisco,Japanese,FALSE,415-800-8498,moderate,Akira Japanese Restaurant,TRUE,1634 Bush Street,,,
San Francisco,Japanese,FALSE,415-292-4886,expensive,An Japanese Restaurant,FALSE,22 Peace Plz #510,,,
San Francisco,Japanese,FALSE,415-221-6255,moderate,Ariake,FALSE,5041 Geary Boulevard,,,
San Francisco,Japanese,FALSE,415-285-3848,moderate,Blowfish Sushi,FALSE,2170 Bryant Street,,,
San Francisco,Japanese,FALSE,415-872-9332,moderate,"Bon, Nene",FALSE,2850 21st Street,,,
San Francisco,Japanese,FALSE,415-564-6360,moderate,Fuji Japanese Restaurant,FALSE,301 West Portal Avenue,,,
San Francisco,Japanese,FALSE,415-665-1772,inexpensive,Fujiyama-ya,FALSE,1234 Noriega Street,,,
Antioch,Seafood,FALSE,925-778-1585,moderate,Okawa Japanese Restaurant,TRUE,2327 Buchanan Road,,,
Antioch,Seafood,FALSE,925-757-2272,moderate,Riverview Lodge,TRUE,1 I Street,,,
Vallejo,American,TRUE,707-552-9798,inexpensive,Mcdonald's,TRUE,2565 Springs Road,,,
Mountain View,French,FALSE,650-968-2300,moderate,La Fontaine,FALSE,186 Castro Street,,,
San Francisco,French,FALSE,415-292-6916,moderate,Amelie San Francisco,TRUE,1754 Polk Street,,,
San Francisco,French,FALSE,415-402-5290,moderate,Aquitaine Wine Bar & Bistro,FALSE,175 Sutter Street,,,
San Francisco,French,FALSE,415-986-5673,moderate,Cafe Bastille,FALSE,22 Belden Place,,,
San Francisco,French,FALSE,415-440-4290,moderate,Castagna,FALSE,2015 Chestnut Street,,,
San Francisco,French,FALSE,415-824-8205,moderate,Chez Papa Bistrot,TRUE,1401 18th Street,,,
San Francisco,French,FALSE,415-359-0075,moderate,Chouquet's,FALSE,2500 Washington Street,,,
San Francisco,French,FALSE,415-421-3154,moderate,"Closed For Renovation - Reopening April 23rd, 2019)",FALSE,715 Bush Street,,,
San Francisco,French,FALSE,415-771-7771,moderate,Gamine,FALSE,2223 Union Street,,,
San Francisco,French,FALSE,415-981-7824,moderate,L'olivier French Restaurant,TRUE,465 Davis Street,,,
San Francisco,French,FALSE,415-334-3238,moderate,Le P'tit Laurent,TRUE,699 Chenery Street,,,
San Francisco,Russian,FALSE,415-750-9090,moderate,Red Tavern,FALSE,2229 Clement Street,,,
Santa Rosa,Japanese,FALSE,707-539-9188,moderate,Hikuni,FALSE,4100 Montgomery Drive C,,,
Santa Rosa,Japanese,FALSE,707-542-8282,moderate,Osake,FALSE,2446 Patio Court,,,
Santa Rosa,Japanese,FALSE,707-527-8871,moderate,Toyo Restaurant,FALSE,3082 Marlow Road,,,
Santa Rosa,Japanese,FALSE,707-578-8180,moderate,Yao-kiku,TRUE,2700 Yulupa Avenue #23,,,
San Francisco,Asian,FALSE,415-567-8964,moderate,Osha Thai Restaurant,TRUE,2033 Union Street,,,
San Francisco,Asian,FALSE,415-872-6988,moderate,Raw Sugar Factory,TRUE,525 Valencia Street,,,
San Francisco,Asian,FALSE,415-933-8600,moderate,Shabu House,TRUE,5158 Geary Boulevard,,,
San Francisco,Asian,FALSE,415-861-6655,moderate,Tara Indian Cuisine,TRUE,2217 Market Street,,,
San Francisco,Asian,FALSE,415-864-9465,inexpensive,Xinh Bistro Lounge,TRUE,680 8th Street STE 170,,,
San Francisco,Asian,FALSE,415-922-1599,moderate,Yukol Place Thai Cuisine,TRUE,2380 Lombard Street,,,
Redwood City,Mediterranean,FALSE,650-299-9551,inexpensive,Rocknwraps And Kabobs,FALSE,2053 Broadway,,,
Fairfield,American,FALSE,707-426-4500,moderate,Chuck E. Cheese's,FALSE,1027 Oliver Road,,,
Fairfield,American,FALSE,707-421-8292,moderate,Red Lobster,TRUE,1525 Travis Boulevard,,,
Fairfield,American,FALSE,707-422-7623,moderate,Texas Roadhouse,TRUE,3333 North Texas Street,,,
Oakland,Gastropub,FALSE,510-899-8626,moderate,Umami Burger Oakland,TRUE,2100 Franklin Street,,,
Santa Clara,American,FALSE,408-748-0378,moderate,Bennigan's,TRUE,4150 Great America Parkway,,,
Santa Clara,American,FALSE,408-980-6400,expensive,Birk's,FALSE,3955 Freedom Circle,,,
Santa Clara,American,FALSE,408-727-0927,moderate,David's Restaurant,FALSE,5151 Stars and Stripes Drive,,,
Santa Clara,American,FALSE,408-645-5286,moderate,Poorboy's Cajun Kitchen,FALSE,2605 Homestead Road,,,
Burlingame,American,FALSE,650-373-2237,moderate,37 North,FALSE,835 Airport Boulevard,,,
Burlingame,American,FALSE,650-347-1234,moderate,3sixty Bar Bistro Market,FALSE,1333 Old Bayshore Highway,,,
Burlingame,American,FALSE,650-342-6297,moderate,Original Max's,FALSE,1250 Old Bayshore Highway,,,
Burlingame,American,FALSE,650-344-6050,moderate,Steelhead Brewing Company,FALSE,333 California Drive,,,
Oakland,African,FALSE,510-547-4520,moderate,Cafe Eritrea D'afrique,FALSE,4069 Telegraph Avenue,,,
Oakland,African,TRUE,510-531-6970,moderate,Miliki Restaurant,TRUE,3725 MacArthur Boulevard,,,
Walnut Creek,Take-out,TRUE,925-280-5590,moderate,Panera Bread,FALSE,1140 Locust Street,,,
Walnut Creek,Take-out,FALSE,925-937-2031,moderate,Saroor Indian Cuisine,FALSE,2580 North Main Street,,,
Walnut Creek,Take-out,FALSE,925-938-3366,moderate,Sorrento Italian Restaurant And Pizza,FALSE,2064 Treat Boulevard,,,
San Mateo,American,FALSE,650-558-8401,moderate,Central Park Bistro,FALSE,181 East 4th Avenue,,,
San Mateo,American,FALSE,650-212-2643,moderate,Qube Bar & Grill,TRUE,4000 South El Camino Real,,,
Newark,Indian,FALSE,510-745-9870,moderate,Biryani Pot,FALSE,39277 Cedar Boulevard,,,
Newark,Indian,FALSE,510-744-6945,moderate,Bombay Garden Restaurant,FALSE,5995 Mowry Avenue,,,
Newark,Indian,FALSE,510-668-1051,moderate,Chandni Restaurant,FALSE,5748 Mowry School Road,,,
Newark,Indian,FALSE,510-797-2167,moderate,Malaikottai Indian Chettinad Restaurant,FALSE,5988 Newpark Mall Road,,,
San Bruno,Mexican,FALSE,650-877-8245,moderate,Celia's Mexican Restaurant,FALSE,201 El Camino Real,,,
San Bruno,Mexican,FALSE,650-952-2692,moderate,Chili's Grill & Bar,TRUE,899 El Camino Real,,,
San Bruno,Mexican,FALSE,650-588-8810,inexpensive,Taqueria Mi Durango,FALSE,287 El Camino Real,,,
Berkeley,Asian,FALSE,510-843-3951,moderate,Mount Everest Restaurant,TRUE,2598 Telegraph Avenue,,,
Morgan Hill,Japanese,FALSE,408-778-6288,moderate,Hanami Sushi,FALSE,1295 East Dunne Avenue # 190,,,
Morgan Hill,Japanese,FALSE,408-782-7939,moderate,Sushi Nara,FALSE,301 Vineyard Town Center,,,
Mountain View,Coffeehouse,FALSE,650-967-7477,moderate,Bajis Cafe,TRUE,2423 Old Middlefield Way,,,
Mountain View,Coffeehouse,FALSE,650-965-2739,moderate,Tied House,TRUE,954 Villa Street,,,
Fremont,Seafood,FALSE,510-797-3474,moderate,Aniki's Sushi,TRUE,3810 Mowry Avenue,,,
Fremont,Seafood,FALSE,510-573-2264,moderate,Cut The Crab,FALSE,4949 Stevenson Boulevard,,,
Fremont,Seafood,FALSE,510-791-8675,moderate,Market Broiler Fremont,FALSE,43406 Christy Street,,,
Fremont,Seafood,FALSE,510-745-8866,moderate,Yum's Bistro,FALSE,4906 Paseo Padre Parkway,,,
San Mateo,Asian,FALSE,925-408-4891,moderate,Izakaya Ginji,TRUE,301 East 4th Avenue,,,
San Mateo,Asian,FALSE,650-345-9168,moderate,Little Sichuan Restaurant,FALSE,168 East 4th Avenue,,,
San Mateo,Asian,FALSE,650-558-8969,moderate,Old Town Sushi,FALSE,112 South B Street,,,
San Mateo,Asian,FALSE,650-487-8414,moderate,Tannourine,FALSE,120 West 25th Avenue,,,
