class,date_of_journey,from,from_station,journey_start_time,number_of_adults,to,to_station,total,trip_protection
Flexible,3/4/2019,Portland,Union Station,8:50,,Vancouver,Pacific Central Station,,TRUE
Flexible,3/4/2019,Portland,Union Station,9:30,,Vancouver,Pacific Central Station,,TRUE
Flexible,3/4/2019,Portland,Union Station,11:00,,Vancouver,Pacific Central Station,,TRUE
Flexible,3/4/2019,Portland,Union Station,15:40,,Vancouver,Pacific Central Station,,TRUE
Flexible,3/4/2019,Portland,Union Station,17:30,,Vancouver,Pacific Central Station,,TRUE
Flexible,3/4/2019,Portland,Union Station,19:00,,Vancouver,Pacific Central Station,,TRUE
Value,3/10/2019,Portland,Union Station,9:10,,Seattle,King Street Station,,TRUE
Value,3/10/2019,Portland,Union Station,10:10,,Seattle,King Street Station,,TRUE
Value,3/10/2019,Portland,Union Station,12:30,,Seattle,King Street Station,,TRUE
Value,3/10/2019,Portland,Union Station,13:40,,Seattle,King Street Station,,TRUE
Value,3/10/2019,Portland,Union Station,14:00,,Seattle,King Street Station,,TRUE
Value,3/10/2019,Portland,Union Station,15:00,,Seattle,King Street Station,,TRUE
Value,3/10/2019,Portland,Union Station,16:00,,Seattle,King Street Station,,TRUE
Value,3/10/2019,Portland,Union Station,17:00,,Seattle,King Street Station,,TRUE
Value,3/10/2019,Portland,Union Station,17:30,,Seattle,King Street Station,,TRUE
Business,3/14/2019,Anaheim,Anaheim Intermodal Center,6:30,,San Diego,Santa Fe Depot,,TRUE
Business,3/14/2019,Anaheim,Anaheim Intermodal Center,12:00,,San Diego,Santa Fe Depot,,TRUE
Business,3/14/2019,Anaheim,Anaheim Intermodal Center,13:00,,San Diego,Santa Fe Depot,,TRUE
Business,3/14/2019,Anaheim,Anaheim Intermodal Center,14:50,,San Diego,Santa Fe Depot,,TRUE
Business,3/14/2019,Anaheim,Anaheim Intermodal Center,16:40,,San Diego,Santa Fe Depot,,TRUE
Business,3/14/2019,Anaheim,Anaheim Intermodal Center,17:40,,San Diego,Santa Fe Depot,,TRUE
Business,3/14/2019,Anaheim,Anaheim Intermodal Center,19:20,,San Diego,Santa Fe Depot,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,6:10,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,6:40,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,7:30,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,8:00,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,8:10,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,10:20,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,11:00,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,11:30,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,16:00,,Los Angeles,Union Station,,TRUE
Value,3/9/2019,San Diego,Santa Fe Depot,19:00,,Los Angeles,Union Station,,TRUE
Value,3/6/2019,Washington,Union Station,9:40,,Chicago,Chicago Union Station,,TRUE
Value,3/6/2019,Washington,Union Station,11:10,,Chicago,Chicago Union Station,,TRUE
Value,3/6/2019,Washington,Union Station,12:40,,Chicago,Chicago Union Station,,TRUE
Value,3/6/2019,Washington,Union Station,13:40,,Chicago,Chicago Union Station,,TRUE
Value,3/6/2019,Washington,Union Station,14:30,,Chicago,Chicago Union Station,,TRUE
Flexible,3/6/2019,Washington,Union Station,9:40,,Chicago,Chicago Union Station,,TRUE
Value,3/10/2019,Los Angeles,Union Station,6:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,6:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,6:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,6:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,7:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,12:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,14:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,17:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,19:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/10/2019,Los Angeles,Union Station,19:50,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/12/2019,New York,Grand Central Station,7:20,,Washington,Union Station,,TRUE
Value,3/12/2019,New York,Grand Central Station,8:20,,Washington,Union Station,,TRUE
Value,3/12/2019,New York,Grand Central Station,11:30,,Washington,Union Station,,TRUE
Value,3/12/2019,New York,Grand Central Station,13:00,,Washington,Union Station,,TRUE
Value,3/12/2019,New York,Grand Central Station,13:40,,Washington,Union Station,,TRUE
Value,3/12/2019,New York,Grand Central Station,13:50,,Washington,Union Station,,TRUE
Value,3/12/2019,New York,Grand Central Station,14:40,,Washington,Union Station,,TRUE
Value,3/12/2019,New York,Grand Central Station,14:50,,Washington,Union Station,,TRUE
Value,3/12/2019,New York,Grand Central Station,15:00,,Washington,Union Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,6:50,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,7:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,7:40,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,8:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,11:00,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,12:30,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,14:50,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,17:00,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,17:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,Anaheim,Anaheim Intermodal Center,18:00,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,6:20,,Los Angeles,Union Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,8:40,,Los Angeles,Union Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,11:40,,Los Angeles,Union Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,14:00,,Los Angeles,Union Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,15:10,,Los Angeles,Union Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,15:20,,Los Angeles,Union Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,16:30,,Los Angeles,Union Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,17:20,,Los Angeles,Union Station,,TRUE
Value,3/13/2019,San Francisco,Salesforce Transit Center,17:40,,Los Angeles,Union Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,6:20,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,9:00,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,9:30,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,10:00,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,10:10,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,11:20,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,12:10,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,12:40,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Seattle,King Street Station,19:10,,Vancouver,Pacific Central Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,6:20,,Seattle,King Street Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,6:40,,Seattle,King Street Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,7:10,,Seattle,King Street Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,14:40,,Seattle,King Street Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,15:10,,Seattle,King Street Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,15:50,,Seattle,King Street Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,17:40,,Seattle,King Street Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,18:10,,Seattle,King Street Station,,TRUE
Value,3/9/2019,Vancouver,Pacific Central Station,18:30,,Seattle,King Street Station,,TRUE
Value,3/9/2019,New York,Grand Central Station,6:00,,Chicago,Chicago Union Station,,TRUE
Value,3/9/2019,New York,Grand Central Station,6:10,,Chicago,Chicago Union Station,,TRUE
Value,3/9/2019,New York,Grand Central Station,7:50,,Chicago,Chicago Union Station,,TRUE
Value,3/9/2019,New York,Grand Central Station,13:40,,Chicago,Chicago Union Station,,TRUE
Business,3/6/2019,Vancouver,Pacific Central Station,6:50,,Portland,Union Station,,TRUE
Business,3/6/2019,Vancouver,Pacific Central Station,8:10,,Portland,Union Station,,TRUE
Business,3/6/2019,Vancouver,Pacific Central Station,8:20,,Portland,Union Station,,TRUE
Business,3/6/2019,Vancouver,Pacific Central Station,8:40,,Portland,Union Station,,TRUE
Business,3/6/2019,Vancouver,Pacific Central Station,12:00,,Portland,Union Station,,TRUE
Business,3/6/2019,Vancouver,Pacific Central Station,14:10,,Portland,Union Station,,TRUE
Business,3/6/2019,Vancouver,Pacific Central Station,16:10,,Portland,Union Station,,TRUE
Business,3/6/2019,Vancouver,Pacific Central Station,16:20,,Portland,Union Station,,TRUE
Value,3/1/2019,Sacramento,Sacramento Valley Station,8:00,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,Sacramento,Sacramento Valley Station,8:40,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,Sacramento,Sacramento Valley Station,10:10,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,Sacramento,Sacramento Valley Station,14:40,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,Sacramento,Sacramento Valley Station,15:20,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,Sacramento,Sacramento Valley Station,16:10,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,Sacramento,Sacramento Valley Station,17:40,,Fresno,Fresno Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,6:10,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,6:40,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,7:30,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,8:00,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,8:10,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,10:20,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,11:00,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,11:30,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,16:00,,Los Angeles,Union Station,,TRUE
Value,3/7/2019,San Diego,Santa Fe Depot,19:00,,Los Angeles,Union Station,,TRUE
Value,3/4/2019,Philadelphia,30th Street Station,8:30,,Washington,Union Station,,TRUE
Value,3/4/2019,Philadelphia,30th Street Station,9:20,,Washington,Union Station,,TRUE
Value,3/4/2019,Philadelphia,30th Street Station,9:30,,Washington,Union Station,,TRUE
Value,3/4/2019,Philadelphia,30th Street Station,11:40,,Washington,Union Station,,TRUE
Value,3/4/2019,Philadelphia,30th Street Station,12:20,,Washington,Union Station,,TRUE
Value,3/4/2019,Philadelphia,30th Street Station,16:00,,Washington,Union Station,,TRUE
Value,3/4/2019,Philadelphia,30th Street Station,16:10,,Washington,Union Station,,TRUE
Value,3/4/2019,Philadelphia,30th Street Station,17:50,,Washington,Union Station,,TRUE
Value,3/10/2019,Philadelphia,30th Street Station,10:40,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Philadelphia,30th Street Station,10:50,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Philadelphia,30th Street Station,12:20,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Philadelphia,30th Street Station,13:30,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Philadelphia,30th Street Station,13:40,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Philadelphia,30th Street Station,14:10,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Philadelphia,30th Street Station,15:40,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Philadelphia,30th Street Station,19:50,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Chicago,Chicago Union Station,7:30,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Chicago,Chicago Union Station,8:00,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Chicago,Chicago Union Station,8:10,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Chicago,Chicago Union Station,9:40,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Chicago,Chicago Union Station,10:50,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Chicago,Chicago Union Station,17:40,,New York,Grand Central Station,,TRUE
Value,3/10/2019,Chicago,Chicago Union Station,18:00,,New York,Grand Central Station,,TRUE
Value,3/14/2019,Portland,Union Station,9:10,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Portland,Union Station,10:10,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Portland,Union Station,12:30,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Portland,Union Station,13:40,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Portland,Union Station,14:00,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Portland,Union Station,15:00,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Portland,Union Station,16:00,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Portland,Union Station,17:00,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Portland,Union Station,17:30,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,6:20,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,6:40,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,7:10,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,14:40,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,15:10,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,15:50,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,17:40,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,18:10,,Seattle,King Street Station,,TRUE
Value,3/14/2019,Vancouver,Pacific Central Station,18:30,,Seattle,King Street Station,,TRUE
Value,3/4/2019,Vancouver,Pacific Central Station,6:50,,Portland,Union Station,,TRUE
Value,3/4/2019,Vancouver,Pacific Central Station,8:10,,Portland,Union Station,,TRUE
Value,3/4/2019,Vancouver,Pacific Central Station,8:20,,Portland,Union Station,,TRUE
Value,3/4/2019,Vancouver,Pacific Central Station,8:40,,Portland,Union Station,,TRUE
Value,3/4/2019,Vancouver,Pacific Central Station,12:00,,Portland,Union Station,,TRUE
Value,3/4/2019,Vancouver,Pacific Central Station,14:10,,Portland,Union Station,,TRUE
Value,3/4/2019,Vancouver,Pacific Central Station,16:10,,Portland,Union Station,,TRUE
Value,3/4/2019,Vancouver,Pacific Central Station,16:20,,Portland,Union Station,,TRUE
Flexible,3/4/2019,Vancouver,Pacific Central Station,6:50,,Portland,Union Station,,TRUE
Value,3/14/2019,Los Angeles,Union Station,6:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,6:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,6:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,6:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,7:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,7:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,12:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,14:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,15:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/14/2019,Los Angeles,Union Station,17:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,6:20,,Seattle,King Street Station,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,6:40,,Seattle,King Street Station,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,7:10,,Seattle,King Street Station,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,14:40,,Seattle,King Street Station,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,15:10,,Seattle,King Street Station,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,15:50,,Seattle,King Street Station,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,17:40,,Seattle,King Street Station,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,18:10,,Seattle,King Street Station,,TRUE
Value,3/7/2019,Vancouver,Pacific Central Station,18:30,,Seattle,King Street Station,,TRUE
Flexible,3/7/2019,Vancouver,Pacific Central Station,6:40,,Seattle,King Street Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,8:00,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,8:10,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,8:50,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,9:20,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,10:20,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,11:00,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,15:00,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,15:30,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,18:10,,Portland,Union Station,,TRUE
Value,3/4/2019,Seattle,King Street Station,18:50,,Portland,Union Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,6:50,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,7:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,7:40,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,8:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,11:00,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,12:30,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,14:50,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,17:00,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,17:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/12/2019,Anaheim,Anaheim Intermodal Center,18:00,,Sacramento,Sacramento Valley Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,7:20,,Washington,Union Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,8:20,,Washington,Union Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,11:30,,Washington,Union Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,13:00,,Washington,Union Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,13:40,,Washington,Union Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,13:50,,Washington,Union Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,14:40,,Washington,Union Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,14:50,,Washington,Union Station,,TRUE
Business,3/1/2019,New York,Grand Central Station,15:00,,Washington,Union Station,,TRUE
Flexible,3/1/2019,New York,Grand Central Station,7:20,,Washington,Union Station,,TRUE
Flexible,3/1/2019,New York,Grand Central Station,8:20,,Washington,Union Station,,TRUE
Flexible,3/1/2019,New York,Grand Central Station,11:30,,Washington,Union Station,,TRUE
Flexible,3/1/2019,New York,Grand Central Station,13:00,,Washington,Union Station,,TRUE
Flexible,3/1/2019,New York,Grand Central Station,13:40,,Washington,Union Station,,TRUE
Flexible,3/1/2019,New York,Grand Central Station,13:50,,Washington,Union Station,,TRUE
Flexible,3/1/2019,New York,Grand Central Station,14:40,,Washington,Union Station,,TRUE
