car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
Toyota Prius,Standard,2019-03-07,San Francisco,2019-03-05,SFO International Airport,12:30,70
Chevrolet Cruze,Standard,2019-03-07,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,60
Nissan Sentra,Standard,2019-03-07,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,64
Toyota Camry,Standard,2019-03-07,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,74
Nissan Sentra,Standard,2019-03-07,,2019-03-05,Hartsfield-Jackson International Airport,15:30,64
Honda CR-V,Full-size,2019-03-11,Nairobi,2019-03-09,Jomo Kenyatta International Airport,10:00,68
Jeep Cherokee,Full-size,2019-03-11,Nairobi,2019-03-09,Jomo Kenyatta International Airport,10:00,68
Honda CR-V,Full-size,2019-03-11,,2019-03-09,Jomo Kenyatta International Airport,10:00,68
Ford Fusion,Standard,2019-03-12,San Diego,2019-03-08,SAN International Airport,15:30,136
Honda Accord,Standard,2019-03-12,San Diego,2019-03-08,Santa Fe Depot,15:30,108
Honda Civic,Standard,2019-03-12,San Diego,2019-03-08,Santa Fe Depot,15:30,112
Hyundai Elantra,Standard,2019-03-12,San Diego,2019-03-08,SAN International Airport,15:30,168
Nissan Sentra,Standard,2019-03-12,San Diego,2019-03-08,Santa Fe Depot,15:30,108
Toyota Camry,Standard,2019-03-12,San Diego,2019-03-08,SAN International Airport,15:30,108
Ford Fusion,Standard,2019-03-12,,2019-03-08,SAN International Airport,15:30,136
Chevrolet Cruze,Standard,2019-03-06,Anaheim,2019-03-05,John Wayne Airport,13:30,29
Ford Fusion,Standard,2019-03-06,Anaheim,2019-03-05,John Wayne Airport,13:30,31
Honda Accord,Standard,2019-03-06,Anaheim,2019-03-05,John Wayne Airport,13:30,29
Hyundai Elantra,Standard,2019-03-06,Anaheim,2019-03-05,Anaheim Intermodal Center,13:30,33
Nissan Altima,Standard,2019-03-06,Anaheim,2019-03-05,John Wayne Airport,13:30,36
Toyota Camry,Standard,2019-03-06,Anaheim,2019-03-05,Anaheim Intermodal Center,13:30,34
Honda Accord,Standard,2019-03-06,,2019-03-05,John Wayne Airport,13:30,29
Chevrolet Cruze,Standard,2019-03-13,Fresno,2019-03-11,Fresno Station,17:00,56
Honda Accord,Standard,2019-03-13,Fresno,2019-03-11,Fresno Station,17:00,58
Nissan Altima,Standard,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,17:00,60
Nissan Sentra,Standard,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,17:00,64
Toyota Camry,Standard,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,17:00,66
Toyota Corolla,Standard,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,17:00,80
Chevrolet Bolt,Compact,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,13:30,54
Honda Fit,Compact,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,13:30,64
Kia Forte,Compact,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,13:30,56
Mini Cooper,Compact,2019-03-13,Fresno,2019-03-11,Fresno Station,13:30,54
Chevrolet Bolt,Compact,2019-03-13,,2019-03-11,Fresno Yosemite International Airport,13:30,54
Honda Accord,Standard,2019-03-06,Washington,2019-03-01,Union Station,12:00,150
Toyota Camry,Standard,2019-03-06,Washington,2019-03-01,Dulles International Airport,12:00,170
Toyota Prius,Standard,2019-03-06,Washington,2019-03-01,Dulles International Airport,12:00,150
Ford Fusion,Standard,2019-03-13,Delhi,2019-03-11,Indira Gandhi International Airport,12:00,54
Honda Accord,Standard,2019-03-13,Delhi,2019-03-11,Indira Gandhi International Airport,12:00,54
Hyundai Elantra,Standard,2019-03-13,Delhi,2019-03-11,Indira Gandhi International Airport,12:00,72
Honda Accord,Standard,2019-03-10,Washington,2019-03-08,Union Station,15:00,64
Honda Civic,Standard,2019-03-10,Washington,2019-03-08,Union Station,15:00,66
Toyota Camry,Standard,2019-03-10,Washington,2019-03-08,Dulles International Airport,15:00,68
Toyota Prius,Standard,2019-03-10,Washington,2019-03-08,Dulles International Airport,15:00,64
Honda Accord,Standard,2019-03-10,,2019-03-08,Union Station,15:00,64
Honda Accord,Standard,2019-03-11,New York,2019-03-10,Grand Central Station,15:00,22
Honda Civic,Standard,2019-03-11,New York,2019-03-10,JFK International Airport,15:00,38
Hyundai Elantra,Standard,2019-03-11,New York,2019-03-10,Port Authority Station,15:00,35
Nissan Altima,Standard,2019-03-11,New York,2019-03-10,Port Authority Station,15:00,27
Toyota Camry,Standard,2019-03-11,New York,2019-03-10,JFK International Airport,15:00,34
Toyota Corolla,Standard,2019-03-11,New York,2019-03-10,Grand Central Station,15:00,29
Toyota Prius,Standard,2019-03-11,New York,2019-03-10,Port Authority Station,15:00,28
Chevrolet Equinox,Full-size,2019-03-11,New York,2019-03-05,Port Authority Station,15:00,282
Ford Escape,Full-size,2019-03-11,New York,2019-03-05,JFK International Airport,15:00,246
Hyundai Tucson,Full-size,2019-03-11,New York,2019-03-05,Port Authority Station,15:00,246
Jeep Cherokee,Full-size,2019-03-11,New York,2019-03-05,Grand Central Station,15:00,192
Subaru Forester,Full-size,2019-03-11,New York,2019-03-05,Grand Central Station,15:00,222
Chevrolet Equinox,Full-size,2019-03-11,,2019-03-05,Port Authority Station,15:00,282
Chevrolet Equinox,Full-size,2019-03-08,Sacramento,2019-03-03,SMF International Airport,14:00,230
Honda CR-V,Full-size,2019-03-08,Sacramento,2019-03-03,Sacramento Valley Station,14:00,245
Chevrolet Equinox,Full-size,2019-03-08,,2019-03-03,SMF International Airport,14:00,230
Chevrolet Cruze,Standard,2019-03-11,Portland,2019-03-06,PDX International Airport,15:00,140
Honda Accord,Standard,2019-03-11,Portland,2019-03-06,PDX International Airport,15:00,190
Honda Civic,Standard,2019-03-11,Portland,2019-03-06,PDX International Airport,15:00,155
Nissan Sentra,Standard,2019-03-11,Portland,2019-03-06,Portland Bus Station,15:00,150
Toyota Corolla,Standard,2019-03-11,Portland,2019-03-06,Union Station,15:00,140
Toyota Prius,Standard,2019-03-11,Portland,2019-03-06,PDX International Airport,15:00,165
Chevrolet Cruze,Standard,2019-03-11,,2019-03-06,PDX International Airport,15:00,140
Ford Fusion,Standard,2019-03-11,Chicago,2019-03-08,Chicago Union Station,13:00,84
Nissan Sentra,Standard,2019-03-11,Chicago,2019-03-08,Chicago Union Station,13:00,84
Honda Accord,Standard,2019-03-11,Chicago,2019-03-08,O'Hare International Airport,12:30,84
Nissan Altima,Standard,2019-03-11,Chicago,2019-03-08,O'Hare International Airport,12:30,108
Toyota Prius,Standard,2019-03-11,Chicago,2019-03-08,O'Hare International Airport,12:30,105
Nissan Sentra,Standard,2019-03-11,,2019-03-08,Chicago Union Station,13:00,84
Ford Fusion,Standard,2019-03-14,Philadelphia,2019-03-08,PHL International Airport,18:00,156
Nissan Altima,Standard,2019-03-14,Philadelphia,2019-03-08,Intercity Terminal,18:00,204
Chevrolet Cruze,Standard,2019-03-06,Mexico City,2019-03-04,Estacion Buenavista,16:30,40
Honda Civic,Standard,2019-03-06,Mexico City,2019-03-04,Estacion Buenavista,16:30,40
Nissan Sentra,Standard,2019-03-06,Mexico City,2019-03-04,Benito Juarez International Airport,16:30,44
Toyota Camry,Standard,2019-03-06,Mexico City,2019-03-04,Estacion Buenavista,16:30,44
Toyota Corolla,Standard,2019-03-06,Mexico City,2019-03-04,Benito Juarez International Airport,16:30,48
Toyota Prius,Standard,2019-03-06,Mexico City,2019-03-04,Benito Juarez International Airport,16:30,44
Chevrolet Cruze,Standard,2019-03-06,,2019-03-04,Estacion Buenavista,16:30,40
Toyota Camry,Standard,2019-03-10,Sacramento,2019-03-05,Sacramento Valley Station,11:00,160
Toyota Corolla,Standard,2019-03-10,Sacramento,2019-03-05,Sacramento Valley Station,11:00,180
Honda CR-V,Full-size,2019-03-10,Sacramento,2019-03-05,Sacramento Valley Station,11:00,195
Nissan Rogue,Full-size,2019-03-10,Sacramento,2019-03-05,Sacramento Valley Station,11:00,235
Honda CR-V,Full-size,2019-03-10,Sacramento,2019-03-09,Sacramento Valley Station,11:00,40
Nissan Rogue,Full-size,2019-03-10,Sacramento,2019-03-09,Sacramento Valley Station,11:00,47
Hyundai Elantra,Standard,2019-03-10,Philadelphia,2019-03-09,Intercity Terminal,19:30,29
Nissan Altima,Standard,2019-03-10,Philadelphia,2019-03-09,Intercity Terminal,19:30,34
Toyota Corolla,Standard,2019-03-10,Philadelphia,2019-03-09,Intercity Terminal,19:30,28
Toyota Prius,Standard,2019-03-10,Philadelphia,2019-03-09,Intercity Terminal,19:30,28
Nissan Altima,Standard,2019-03-10,,2019-03-09,Intercity Terminal,19:30,34
Chevrolet Cruze,Standard,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,17:00,144
Ford Fusion,Standard,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,17:00,132
Honda Civic,Standard,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,17:00,128
Hyundai Elantra,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,17:00,116
Nissan Altima,Standard,2019-03-12,Philadelphia,2019-03-08,30th Street Station,17:00,120
Nissan Sentra,Standard,2019-03-12,Philadelphia,2019-03-08,30th Street Station,17:00,116
Toyota Corolla,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,17:00,124
Toyota Prius,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,17:00,132
Hyundai Elantra,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,09:00,116
Nissan Altima,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,09:00,128
Toyota Corolla,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,09:00,124
Toyota Prius,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,09:00,132
Hyundai Elantra,Standard,2019-03-12,,2019-03-08,Intercity Terminal,09:00,116
Chevrolet Cruze,Standard,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,17:00,124
Honda Accord,Standard,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,17:00,156
Nissan Sentra,Standard,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,17:00,136
Toyota Prius,Standard,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,17:00,132
Nissan Sentra,Standard,2019-03-09,,2019-03-05,Charles de Gaulle International Airport,17:00,136
Chevrolet Cruze,Standard,2019-03-13,San Francisco,2019-03-10,SFO International Airport,16:30,102
Ford Fusion,Standard,2019-03-13,San Francisco,2019-03-10,SFO International Airport,16:30,99
Honda Civic,Standard,2019-03-13,San Francisco,2019-03-10,Salesforce Transit Center,16:30,84
Nissan Altima,Standard,2019-03-13,San Francisco,2019-03-10,SFO International Airport,16:30,99
Nissan Sentra,Standard,2019-03-13,San Francisco,2019-03-10,Salesforce Transit Center,16:30,90
Toyota Prius,Standard,2019-03-13,San Francisco,2019-03-10,SFO International Airport,16:30,123
Chevrolet Bolt,Compact,2019-03-14,San Francisco,2019-03-10,Salesforce Transit Center,16:30,88
Kia Forte,Compact,2019-03-14,San Francisco,2019-03-10,SFO International Airport,16:30,120
Mini Cooper,Compact,2019-03-14,San Francisco,2019-03-10,SFO International Airport,16:30,88
Nissan Leaf,Compact,2019-03-14,San Francisco,2019-03-10,SFO International Airport,16:30,128
Volkswagen GTI,Compact,2019-03-14,San Francisco,2019-03-10,SFO International Airport,16:30,96
Chevrolet Bolt,Compact,2019-03-14,,2019-03-10,Salesforce Transit Center,16:30,88
Chevrolet Cruze,Standard,2019-03-10,London,2019-03-06,Heathrow International Airport,16:30,120
Honda Accord,Standard,2019-03-10,London,2019-03-06,Gatwick International Airport,16:30,156
Hyundai Elantra,Standard,2019-03-10,London,2019-03-06,Heathrow International Airport,16:30,132
Nissan Altima,Standard,2019-03-10,London,2019-03-06,Heathrow International Airport,16:30,136
Toyota Prius,Standard,2019-03-10,London,2019-03-06,Heathrow International Airport,16:30,116
Hyundai Elantra,Standard,2019-03-10,,2019-03-06,Heathrow International Airport,16:30,132
Chevrolet Bolt,Compact,2019-03-12,Chicago,2019-03-08,Chicago Union Station,15:00,108
Kia Forte,Compact,2019-03-12,Chicago,2019-03-08,O'Hare International Airport,15:00,108
Mini Cooper,Compact,2019-03-12,Chicago,2019-03-08,O'Hare International Airport,15:00,104
Nissan Leaf,Compact,2019-03-12,Chicago,2019-03-08,Chicago Union Station,15:00,108
Volkswagen Golf,Compact,2019-03-12,Chicago,2019-03-08,Chicago Union Station,15:00,100
Kia Forte,Compact,2019-03-12,,2019-03-08,O'Hare International Airport,15:00,108
Honda Accord,Standard,2019-03-12,Phoenix,2019-03-09,Sky Harbor International Airport,15:00,87
Toyota Camry,Standard,2019-03-12,Phoenix,2019-03-09,Sky Harbor International Airport,15:00,117
Toyota Prius,Standard,2019-03-12,Phoenix,2019-03-09,Sky Harbor International Airport,15:00,111
Honda Accord,Standard,2019-03-12,,2019-03-09,Sky Harbor International Airport,15:00,87
Chevrolet Bolt,Compact,2019-03-09,New York,2019-03-04,Port Authority Station,12:30,130
Honda Fit,Compact,2019-03-09,New York,2019-03-04,Grand Central Station,12:30,120
Kia Forte,Compact,2019-03-09,New York,2019-03-04,JFK International Airport,12:30,140
Mini Cooper,Compact,2019-03-09,New York,2019-03-04,JFK International Airport,12:30,150
Nissan Leaf,Compact,2019-03-09,New York,2019-03-04,Port Authority Station,12:30,140
Volkswagen Golf,Compact,2019-03-09,New York,2019-03-04,Port Authority Station,12:30,120
Chevrolet Cruze,Standard,2019-03-10,Philadelphia,2019-03-08,PHL International Airport,17:00,70
Ford Fusion,Standard,2019-03-10,Philadelphia,2019-03-08,PHL International Airport,17:00,72
Honda Civic,Standard,2019-03-10,Philadelphia,2019-03-08,PHL International Airport,17:00,62
Hyundai Elantra,Standard,2019-03-10,Philadelphia,2019-03-08,Intercity Terminal,17:00,62
Nissan Altima,Standard,2019-03-10,Philadelphia,2019-03-08,30th Street Station,17:00,60
Nissan Sentra,Standard,2019-03-10,Philadelphia,2019-03-08,30th Street Station,17:00,52
Toyota Corolla,Standard,2019-03-10,Philadelphia,2019-03-08,Intercity Terminal,17:00,78
Toyota Prius,Standard,2019-03-10,Philadelphia,2019-03-08,Intercity Terminal,17:00,62
Honda Accord,Standard,2019-03-07,Washington,2019-03-03,Union Station,16:30,124
Honda Civic,Standard,2019-03-07,Washington,2019-03-03,Union Station,16:30,140
Toyota Camry,Standard,2019-03-07,Washington,2019-03-03,Dulles International Airport,16:30,140
Toyota Prius,Standard,2019-03-07,Washington,2019-03-03,Dulles International Airport,16:30,120
Honda Accord,Standard,2019-03-07,,2019-03-03,Union Station,16:30,124
Honda Fit,Compact,2019-03-06,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,17
Kia Forte,Compact,2019-03-06,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,17
Mini Cooper,Compact,2019-03-06,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,20
Volkswagen Golf,Compact,2019-03-06,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,19
Honda Fit,Compact,2019-03-06,,2019-03-05,Benito Juarez International Airport,17:00,17
Chevrolet Cruze,Standard,2019-03-14,Los Angeles,2019-03-11,Union Station,16:30,102
Ford Fusion,Standard,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,16:30,105
Honda Civic,Standard,2019-03-14,Los Angeles,2019-03-11,Union Station,16:30,99
Hyundai Elantra,Standard,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,16:30,114
Toyota Camry,Standard,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,16:30,99
Toyota Corolla,Standard,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,16:30,93
Chevrolet Cruze,Standard,2019-03-12,Los Angeles,2019-03-11,Union Station,16:30,26
Ford Fusion,Standard,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,16:30,33
Honda Civic,Standard,2019-03-12,Los Angeles,2019-03-11,Union Station,16:30,30
Hyundai Elantra,Standard,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,16:30,32
Toyota Camry,Standard,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,16:30,31
Chevrolet Cruze,Standard,2019-03-12,Portland,2019-03-11,PDX International Airport,16:30,27
Ford Fusion,Standard,2019-03-12,Portland,2019-03-11,Union Station,16:30,26
Honda Accord,Standard,2019-03-12,Portland,2019-03-11,PDX International Airport,16:30,35
Honda Civic,Standard,2019-03-12,Portland,2019-03-11,PDX International Airport,16:30,37
Nissan Sentra,Standard,2019-03-12,Portland,2019-03-11,Portland Bus Station,16:30,30
Toyota Camry,Standard,2019-03-12,Portland,2019-03-11,Portland Bus Station,16:30,24
Chevrolet Cruze,Standard,2019-03-14,Vancouver,2019-03-12,Pacific Central Station,14:00,60
Honda Accord,Standard,2019-03-14,Vancouver,2019-03-12,YVR International Airport,14:00,70
Hyundai Elantra,Standard,2019-03-14,Vancouver,2019-03-12,YVR International Airport,14:00,76
Nissan Altima,Standard,2019-03-14,Vancouver,2019-03-12,YVR International Airport,14:00,64
Nissan Sentra,Standard,2019-03-14,Vancouver,2019-03-12,Pacific Central Station,14:00,58
Toyota Corolla,Standard,2019-03-14,Vancouver,2019-03-12,YVR International Airport,14:00,70
Toyota Prius,Standard,2019-03-14,Vancouver,2019-03-12,Pacific Central Station,14:00,62
Chevrolet Cruze,Standard,2019-03-13,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,16:30,210
Nissan Sentra,Standard,2019-03-13,Atlanta,2019-03-07,Peachtree Station,16:30,180
Chevrolet Cruze,Standard,2019-03-13,,2019-03-07,Hartsfield-Jackson International Airport,16:30,210
Chevrolet Cruze,Standard,2019-03-09,Portland,2019-03-04,PDX International Airport,15:00,190
Ford Fusion,Standard,2019-03-09,Portland,2019-03-04,Union Station,15:00,130
Honda Accord,Standard,2019-03-09,Portland,2019-03-04,PDX International Airport,15:00,135
Honda Civic,Standard,2019-03-09,Portland,2019-03-04,PDX International Airport,15:00,180
Nissan Sentra,Standard,2019-03-09,Portland,2019-03-04,Portland Bus Station,15:00,150
Toyota Camry,Standard,2019-03-09,Portland,2019-03-04,Portland Bus Station,15:00,145
Toyota Corolla,Standard,2019-03-09,Portland,2019-03-04,Union Station,15:00,155
Toyota Prius,Standard,2019-03-09,Portland,2019-03-04,PDX International Airport,15:00,150
Chevrolet Cruze,Standard,2019-03-07,Portland,2019-03-06,PDX International Airport,15:00,31
Ford Fusion,Standard,2019-03-07,Portland,2019-03-06,Union Station,15:00,34
Honda Accord,Standard,2019-03-07,Portland,2019-03-06,PDX International Airport,15:00,28
Honda Civic,Standard,2019-03-07,Portland,2019-03-06,PDX International Airport,15:00,37
Nissan Sentra,Standard,2019-03-07,Portland,2019-03-06,Portland Bus Station,15:00,32
Toyota Camry,Standard,2019-03-07,Portland,2019-03-06,Portland Bus Station,15:00,28
Toyota Corolla,Standard,2019-03-07,Portland,2019-03-06,Union Station,15:00,29
Toyota Prius,Standard,2019-03-07,Portland,2019-03-06,PDX International Airport,15:00,32
Honda Accord,Standard,2019-03-07,,2019-03-06,PDX International Airport,15:00,28
