city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
New York,3/3/2019,Emanuel Ax,Music,50,19:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/3/2019,Finneas,Music,40,18:30,Warsaw,"261 Driggs Avenue, Brooklyn",
New York,3/3/2019,France Rocks Festival,Music,20,17:00,Bruno Walter Auditorium,111 Amsterdam Avenue,
New York,3/3/2019,Governors Ball Music Festival,Music,25,17:00,Randall's Island Park,20 Randalls Island Park,
New York,3/3/2019,Greyson Chance,Music,55,17:30,Sony Hall,235 West 46th Street,
New York,3/2/2019,Acting For Teens,Theater,35,17:00,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,
New York,3/2/2019,Advanced Acting Scene Study,Theater,20,18:00,TGW Acting Studio,358 West 44th Street,
New York,3/2/2019,Broadway Brunch,Theater,40,18:30,Engine Room New York,707 8th Avenue,
New York,3/2/2019,Chaos Theory,Theater,20,19:00,Caveat,21 A Clinton Street,
New York,3/2/2019,Comedysportz,Theater,60,16:00,ComedySportz New York City,318 West 53rd Street,
New York,3/2/2019,Dear Brutus,Theater,55,17:00,Shetler Studios & Theatres,244 West 54th Street,
New York,3/2/2019,Drunk Shakespeare,Theater,40,16:30,Drunk Shakespeare,711 7th Avenue Floor 2,
New York,3/2/2019,Drunken Shakespeare,Theater,25,18:30,Bar Nine,807 9th Avenue,
New York,3/2/2019,Fairview,Theater,45,16:00,Theatre For A New Audience Administrative Offices,154 Christopher Street #3D,
San Francisco,3/10/2019,Above Ground,Theater,60,18:30,Mojo Theatre,2940 16th Street #217,
San Francisco,3/10/2019,Above Ground Festival,Theater,35,18:00,Mojo Theatre,2940 16th Street #217,
San Francisco,3/10/2019,Heathers The Musical,Theater,40,16:00,Cowell Theater,2 Marina Boulevard,
San Francisco,3/10/2019,Into The Woods,Theater,35,16:30,The Strand Theater,1127 Market Street,
San Francisco,3/10/2019,Other,Theater,55,18:00,Monarch,101 6th Street,
San Francisco,3/10/2019,Superscene Prime Time,Theater,55,19:30,BATS Improv Theatre,Landmark Building B,
Toronto,3/4/2019,Gymnologize,Theater,45,19:00,Red Sandcastle Theatre,922 Queen Street East,
Toronto,3/4/2019,Improv And Storytelling Intensive,Theater,40,18:00,The Social Capital,154 Danforth Avenue,
Toronto,3/4/2019,Knives In Hens,Theater,60,17:00,The Coal Mine Theatre,1454 Danforth Avenue,
Toronto,3/4/2019,Puffs,Theater,40,19:30,Lower Ossington Theatre,100 Ossington Avenue,
Toronto,3/4/2019,Stratford Festival Bus Tour,Theater,55,18:00,The Spa Intercontinental Toronto Centre,225 Front Street West,
Toronto,3/4/2019,Taj Express,Theater,45,19:30,Bluma Appel Theatre,"Centre for the Arts, 27 Front Street East",
Phoenix,3/10/2019,Boondocks Improv,Theater,50,18:30,Dearing Acting Studio,10806 North 32nd Street,
Phoenix,3/7/2019,Chaos Comedy Improv Show,Theater,20,17:00,Dearing Acting Studio,10806 North 32nd Street,
Phoenix,3/3/2019,Jack And The Beanstalk,Theater,20,18:00,Great Arizona Puppet Theater,302 West Latham Street,
Phoenix,3/13/2019,Boondocks Improv,Theater,35,19:00,Dearing Acting Studio,10806 North 32nd Street,
Phoenix,3/13/2019,Jack And The Beanstalk,Theater,60,18:00,Great Arizona Puppet Theater,302 West Latham Street,
New York,3/7/2019,Abbi Jacobson,Music,35,16:30,Kaufmann Concert Hall,1395 Lexington Avenue,
New York,3/7/2019,Alpha Blondy,Music,60,18:00,Sony Hall,235 West 46th Street,
New York,3/7/2019,Blackbear,Music,50,17:30,Pier 17,89 South Street,
New York,3/7/2019,Buddy Guy,Music,30,16:00,Sony Hall,235 West 46th Street,
New York,3/7/2019,Carbon Leaf,Music,50,16:30,Sony Hall,235 West 46th Street,
New York,3/7/2019,Denis Matsuev,Music,40,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/7/2019,Governors Ball Music Festival,Music,25,19:00,Randall's Island Park,20 Randalls Island Park,
New York,3/7/2019,Greyson Chance,Music,20,17:30,Sony Hall,235 West 46th Street,
New York,3/7/2019,Harlem Gospel Choir,Music,45,18:00,Sony Hall,235 West 46th Street,
New York,3/7/2019,Igor Levit,Music,20,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
Los Angeles,3/5/2019,A Year In Dragonfly,Theater,30,19:30,Studio C Artists,6448 California 2,
Los Angeles,3/5/2019,Adieu Monsieur Haffmann,Theater,55,18:00,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
Los Angeles,3/5/2019,Asssscat,Theater,20,19:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/5/2019,At The Table,Theater,60,16:00,Lankershim Arts Center,5108 Lankershim Boulevard,
Los Angeles,3/5/2019,Crabbe And Goyle,Theater,50,18:00,studio/stage,520 North Western Avenue,
Los Angeles,3/5/2019,Famous Adjacent,Theater,60,19:30,Rockwell Table & Stage,1714 North Vermont Avenue,
Los Angeles,3/5/2019,Funeral Bouquet,Theater,40,19:30,Lyric Hyperion Theatre & Cafe,2106 Hyperion Avenue,
Los Angeles,3/5/2019,Good Mourning,Theater,60,18:00,The Hudson Theatres,6539 Santa Monica Boulevard,
Los Angeles,3/5/2019,Mamma Mia,Theater,50,17:00,East West Players,120 Judge John Aiso Street,
San Diego,3/1/2019,Alejandro Sanz,Music,40,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/1/2019,Bastille,Music,20,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/1/2019,Devendra Banhart,Music,25,16:00,The Observatory North Park,2891 University Avenue,
San Diego,3/1/2019,Greta Van Fleet,Music,45,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/1/2019,Hozier,Music,45,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/1/2019,Ingrid Michaelson,Music,55,18:30,The Observatory North Park,2891 University Avenue,
San Diego,3/1/2019,Jon Bellion,Music,55,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/1/2019,Lizzo,Music,25,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/1/2019,Mandolin Orange,Music,40,18:30,The Observatory North Park,2891 University Avenue,
Portland,3/4/2019,Red By John Logan,Theater,50,19:30,Shaking the Tree Theatre,823 Southeast Grant Street,
Portland,3/4/2019,Troilus And Cressida,Theater,30,17:00,Shaking the Tree Theatre,823 Southeast Grant Street,
Los Angeles,3/3/2019,A Year In Dragonfly,Theater,55,17:30,Studio C Artists,6448 California 2,
Los Angeles,3/3/2019,Adieu Monsieur Haffmann,Theater,60,19:30,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
Los Angeles,3/3/2019,Anything Goes,Theater,45,18:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/3/2019,At The Table,Theater,50,18:30,Lankershim Arts Center,5108 Lankershim Boulevard,
Los Angeles,3/3/2019,Benji Hughes,Theater,55,16:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/3/2019,Crabbe And Goyle,Theater,30,18:00,studio/stage,520 North Western Avenue,
Los Angeles,3/3/2019,Extraordinary,Theater,45,18:00,Studio C Artists,6448 California 2,
Los Angeles,3/3/2019,Funeral Bouquet,Theater,40,19:00,Lyric Hyperion Theatre & Cafe,2106 Hyperion Avenue,
Los Angeles,3/3/2019,Lavender Men,Theater,50,18:00,Skylight Theatre Company,1816 1/2 North Vermont Avenue,
Vancouver,3/6/2019,Comethazine,Music,45,19:30,Venue Nightclub,881 Granville Street,
Vancouver,3/6/2019,Cuco,Music,30,17:00,Venue Nightclub,881 Granville Street,
Vancouver,3/6/2019,Smokey Robinson,Music,25,18:30,PNE Amphitheatre,2901 East Hastings Street,
Vancouver,3/6/2019,Tlc,Music,35,16:30,PNE Amphitheatre,2901 East Hastings Street,
New York,3/4/2019,Advanced Acting Scene Study,Theater,50,16:30,TGW Acting Studio,358 West 44th Street,
New York,3/4/2019,Blks,Theater,20,16:00,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
New York,3/4/2019,Broadway Brunch,Theater,25,16:00,Engine Room New York,707 8th Avenue,
New York,3/4/2019,Broadway Buddy Mentorship Cabaret,Theater,40,18:30,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
New York,3/4/2019,Calliope Musicals At Alphaville,Theater,25,16:00,Alphaville,"140 Wilson Avenue, Brooklyn",
New York,3/4/2019,Dead End Comedy Show,Theater,40,19:00,Erv's,"2122 Beekman Place, Brooklyn",
New York,3/4/2019,Dear Brutus,Theater,20,16:00,Shetler Studios & Theatres,244 West 54th Street,
New York,3/4/2019,Drama Group,Theater,20,16:30,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
London,3/8/2019,Efg,Music,60,19:30,Purcell Room,Belvedere Road,
London,3/8/2019,Methyl Ethel,Music,20,18:30,Electric Brixton,Town Hall Parade,
London,3/8/2019,Onblackheath Festival,Music,35,18:30,Blackheath Common,7-8 Vanbrugh Terrace,
London,3/8/2019,Shakey Graves,Music,35,18:00,The Dome,2A Dartmouth Park Hill,
London,3/8/2019,Wallows,Music,45,16:30,Electric Brixton,Town Hall Parade,
Seattle,3/10/2019,Cody Johnson,Music,30,16:30,Flamingo Lot,5500 Phinney Avenue North,
Belvedere,3/5/2019,Chanticleer Concert,,30,19:30,St. Stephen's Episcopal Church,3 Bayview Avenue,
Chicago,3/6/2019,The Armando Diaz Experience,,35,16:30,The Mission Theater,1501 North Kingsbury Street,
Los Angeles,3/9/2019,Third Annual Diversity Festival,,55,19:00,The Groundlings Theatre & School,7307 Melrose Avenue,
London,3/1/2019,The Good Soldier Schwejk,,40,17:30,Sands Films Studio,82 Saint Marychurch Street,
London,3/1/2019,Newton Faulkner,,50,18:00,University of London Union,"University of London Union, Malet Street",
London,3/10/2019,Ghosts,,50,18:30,The Chapel Cafe Bar,308 - 312 Grays Inn Road,
Seattle,3/11/2019,Twelfth Night,,35,19:30,Fisher Pavilion,305 Harrison Street,
London,3/4/2019,Good People,,45,18:00,The Blues Kitchen Brixton,40 Acre Lane,
New York,3/9/2019,Mxmtoon,,20,18:30,Rockwood Music Hall Stage 3,185 Orchard Street,
Philadelphia,3/14/2019,Anthony Green,,35,19:00,The Foundry,29 East Allen Street 2nd Floor,
New York,3/2/2019,Frances Ruffelle,,45,16:30,The Green Room 42,570 10th Avenue,
London,3/2/2019,Good People,,60,17:00,The Blues Kitchen Brixton,40 Acre Lane,
New York,3/2/2019,Improv And Acting,,45,17:30,Vimbly,349 5th Avenue,
London,3/11/2019,Dimension,,35,18:00,Electric Brixton,Town Hall Parade,
Seattle,3/7/2019,Blood Water Paint,,30,16:30,12th Avenue Arts,1620 12th Avenue,
London,3/14/2019,The Lion King,,55,17:30,Christopher's,18 Wellington Street,
Sacramento,3/14/2019,Aftershock Festival,,25,17:00,Discovery Park,1600 Garden Highway,
San Diego,3/10/2019,Jon Pardi,,30,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
Seattle,3/13/2019,Maritess Zurbano Hypnotist,,40,19:00,Copious,2220 Northwest Market Street,
Vancouver,3/2/2019,Alice In Glitterland,,30,16:30,The Wise,1882 Adanac Street,
Chicago,3/4/2019,Every Brilliant Thing,,45,18:00,Windy City Playhouse,3014 West Irving Park Road,
Toronto,3/11/2019,Funtcase,,60,17:00,NEST,423 College Street,
Los Angeles,3/12/2019,Angel Olsen,,55,19:30,Palace Theatre,630 South Broadway,
London,3/12/2019,Twin Peaks,,50,18:30,The Dome,2A Dartmouth Park Hill,
Portland,3/10/2019,Annual School Performance,,55,18:00,Newmark Theatre,1111 Southwest Broadway,
Philadelphia,3/4/2019,Louis The Child,,30,18:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/6/2019,Mxmtoon,,55,17:30,The Foundry,29 East Allen Street 2nd Floor,
Chicago,3/12/2019,Murder In The Cathedral,,55,18:30,Poetry Foundation,61 West Superior Street,
New York,3/4/2019,Boston Symphony Orchestra,,30,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/14/2019,Raphael,,35,17:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
Mexico City,3/2/2019,Ohtli,,50,18:00,TEATRO Sergio Magana,"Calle Sor Juana Ines de la Cruz 114, Santa Maria la Ribera, 06400 Cuauhtemoc, Ciudad de Mexico, Mexico",
Sydney,3/9/2019,West Side Story,,45,19:30,Joan Sutherland Theatre,Macquarie Street,
London,3/3/2019,Broken English,,45,18:00,The Honor Oak Pub,1 Saint German's Road,
Long Beach,3/7/2019,La Cage Aux Folles,,20,18:30,Mainstage & Studio Theatre,5021 East Anaheim Street,
New York,3/12/2019,Philadelphia Orchestra,,60,17:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/14/2019,Dead End Comedy Show,,30,16:00,Erv's,"2122 Beekman Place, Brooklyn",
Vancouver,3/6/2019,Cinderella Kids,,30,19:30,SFU Gallery,149 West Hastings Street,
Napa,3/3/2019,Nellie Mckay,,40,18:30,Blue Note Napa,1030 Main Street,
Vancouver,3/14/2019,Shakespeare In Love,,45,19:30,Bard on the Beach Shakespeare Festival,1695 Whyte Avenue,
Vancouver,3/8/2019,Kishi Bashi,,45,17:00,Imperial Vancouver,319 Main Street,
Seattle,3/13/2019,Digi Boi The Musical,,60,16:30,The Pocket Theater,8312 Greenwood Avenue North,
Toronto,3/2/2019,Gymnologize,,20,19:30,Red Sandcastle Theatre,922 Queen Street East,
Toronto,3/11/2019,Knives In Hens,,20,18:00,The Coal Mine Theatre,1454 Danforth Avenue,
Vancouver,3/9/2019,Kishi Bashi,,35,16:30,Imperial Vancouver,319 Main Street,
New York,3/4/2019,Sad Summer Festival,,45,17:00,The Bowery Presents,156 Ludlow Street #5,
Philadelphia,3/6/2019,Melanie Martinez,,30,17:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/12/2019,Toto,,55,19:30,The Met Philadelphia,858 North Broad Street,
London,3/12/2019,The Lion King,,20,19:30,Christopher's,18 Wellington Street,
Philadelphia,3/5/2019,Anthony Green,,40,19:30,The Foundry,29 East Allen Street 2nd Floor,
Seattle,3/7/2019,Beatleconcert,Theater,50,18:30,12th Avenue Arts,1620 12th Avenue,
Seattle,3/7/2019,Blood Water Paint,Theater,30,16:30,12th Avenue Arts,1620 12th Avenue,
Seattle,3/7/2019,Comedysportz,Theater,55,17:30,CSz Seattle - Home of ComedySportz,3509 Fremont Avenue North,
Seattle,3/7/2019,Improv For Content Creators,Theater,50,18:30,The Atlas Theatre,3509 Fremont Avenue North,
Seattle,3/7/2019,Improv For Everyone,Theater,55,16:00,Theater Puget Sound,"Armory, 305 Harrison Street",
Seattle,3/7/2019,Improv Happy Hour,Theater,40,18:30,Unexpected Productions Improv,1428 Post Alley,
Seattle,3/7/2019,Improv Workshop,Theater,20,18:00,Queen Anne Branch - The Seattle Public Library,400 West Garfield Street,
Seattle,3/7/2019,Mimosas Cabaret,Theater,20,18:00,Unicorn,1118 East Pike Street,
Seattle,3/7/2019,Read The Tempest,Theater,20,19:30,Douglass-Truth Branch - The Seattle Public Library,2300 East Yesler Way,
Seattle,3/7/2019,Beatleconcert,,50,18:30,12th Avenue Arts,1620 12th Avenue,
New York,3/9/2019,Advanced Acting Scene Study,Theater,60,17:00,TGW Acting Studio,358 West 44th Street,
New York,3/9/2019,Blks,Theater,35,19:30,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
New York,3/9/2019,Broadway Brunch,Theater,55,16:00,Engine Room New York,707 8th Avenue,
New York,3/9/2019,Broadway Buddy Mentorship Cabaret,Theater,60,19:00,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
New York,3/9/2019,Broadway Buskers Concert,Theater,20,18:30,Club Free Time,20 Waterside Plaza,
New York,3/9/2019,Chaos Theory,Theater,55,19:30,Caveat,21 A Clinton Street,
New York,3/9/2019,Dead End Comedy Show,Theater,40,19:30,Erv's,"2122 Beekman Place, Brooklyn",
New York,3/9/2019,Drama Group,Theater,40,18:30,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
New York,3/9/2019,Drunk Shakespeare,Theater,25,19:00,Drunk Shakespeare,711 7th Avenue Floor 2,
New York,3/9/2019,Drunken Shakespeare,Theater,35,18:00,Bar Nine,807 9th Avenue,
New York,3/12/2019,Broadway Buskers Concert,Theater,55,16:00,Club Free Time,20 Waterside Plaza,
New York,3/12/2019,Comedysportz,Theater,60,17:30,ComedySportz New York City,318 West 53rd Street,
New York,3/12/2019,Dead End Comedy Show,Theater,25,17:30,Erv's,"2122 Beekman Place, Brooklyn",
New York,3/12/2019,Dear Brutus,Theater,60,16:30,Shetler Studios & Theatres,244 West 54th Street,
New York,3/12/2019,Drama Group,Theater,25,16:00,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
New York,3/12/2019,Drunk Shakespeare,Theater,20,18:00,Drunk Shakespeare,711 7th Avenue Floor 2,
New York,3/12/2019,Fairview,Theater,40,16:30,Theatre For A New Audience Administrative Offices,154 Christopher Street #3D,
New York,3/12/2019,Improv And Acting,Theater,40,16:00,Leifs Improv Playhouse,"3159 Flatbush Avenue, Brooklyn",
New York,3/12/2019,In The Penal Colony,Theater,50,19:00,4th Street Theatre,83 East 4th Street,
New York,3/12/2019,Broadway Brunch,,45,19:00,Engine Room New York,707 8th Avenue,
London,3/10/2019,Dimension,Music,25,17:30,Electric Brixton,Town Hall Parade,
London,3/10/2019,Efg,Music,25,17:00,Purcell Room,Belvedere Road,
London,3/10/2019,Onblackheath Festival,Music,20,19:00,Blackheath Common,7-8 Vanbrugh Terrace,
London,3/10/2019,Pvris,Music,30,17:30,Electric Brixton,Town Hall Parade,
London,3/10/2019,Ruel,Music,50,17:30,Electric Brixton,Town Hall Parade,
London,3/10/2019,Shakey Graves,Music,45,17:00,The Dome,2A Dartmouth Park Hill,
London,3/10/2019,Sunset Sons,Music,40,18:30,Electric Brixton,Town Hall Parade,
London,3/10/2019,Twin Peaks,Music,25,19:30,The Dome,2A Dartmouth Park Hill,
Philadelphia,3/11/2019,Anthony Green,Music,35,18:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/11/2019,Brockhampton,Music,45,19:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/11/2019,Charlotte Lawrence,Music,30,19:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/11/2019,Conan Gray,Music,60,19:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/11/2019,Counterparts,Music,20,19:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/11/2019,Davido,Music,50,18:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/11/2019,Dwele,Music,30,16:00,City Winery,990 Filbert Street,
Philadelphia,3/11/2019,Hozier,Music,20,17:30,The Met Philadelphia,858 North Broad Street,
Philadelphia,3/11/2019,Comedysportz,Theater,25,18:30,The Playground At The Adrienne,2030 Sansom Street,
Philadelphia,3/11/2019,Theatre Camp,Theater,35,16:30,Yes! And... Collaborative Arts,21 West Washington Lane,
Philadelphia,3/11/2019,Comedysportz,,25,18:30,The Playground At The Adrienne,2030 Sansom Street,
Los Angeles,3/5/2019,Angel Olsen,,30,16:30,Palace Theatre,630 South Broadway,
Vancouver,3/5/2019,Alice In Glitterland,Theater,40,16:00,The Wise,1882 Adanac Street,
Vancouver,3/5/2019,Classic Theatresports,Theater,20,16:00,Improv Centre,1502 Duranleau Street,
Vancouver,3/5/2019,Little Mountain Improv,Theater,50,18:00,Little Mountain Gallery,195 East 26th Avenue,
Vancouver,3/5/2019,Mother Of The Maid,Theater,35,18:30,Pacific Theatre,1440 West 12th Avenue,
Vancouver,3/5/2019,Of Mice And Men,Theater,60,17:00,Stage Door,3102 Main Street,
Vancouver,3/5/2019,Teatro Intimo Del Flamenco,Theater,40,17:00,Vancouver TheatreSports(tm),1502 Duranleau Street,
Vancouver,3/5/2019,Vancouver Fringe Festival,Theater,55,19:00,Red Gate Revue Stage,1601 Johnston Street,
Vancouver,3/5/2019,Alice In Glitterland,,40,16:00,The Wise,1882 Adanac Street,
San Francisco,3/7/2019,Above Ground,Theater,40,16:00,Mojo Theatre,2940 16th Street #217,
San Francisco,3/7/2019,As You Like It,Theater,50,18:30,Main Post Lawn,Montgomery Street,
San Francisco,3/7/2019,Bakersfield Mist,Theater,20,17:00,Phoenix Theatre,414 Mason Street,
San Francisco,3/7/2019,Bats Improv Comedy,Theater,30,19:30,BATS Improv Theatre,Landmark Building B,
San Francisco,3/7/2019,Creative Drama Summer Camp,Theater,50,19:00,Young Performers Theatre,"Landmark Building C, 2 Marina Boulevard",
San Francisco,3/7/2019,Other,Theater,20,16:30,The Chapel,777 Valencia Street,
San Francisco,3/7/2019,The Infinite Wrench,Theater,45,16:30,PianoFight,144 Taylor Street,
San Francisco,3/7/2019,Two Play Improv Extravaganza,Theater,60,19:00,Moment Improv Theatre,533 Sutter Street 2nd Floor,
San Francisco,3/7/2019,As You Like It,,50,18:30,Main Post Lawn,Montgomery Street,
Philadelphia,3/12/2019,Comedysportz,Theater,40,19:30,The Playground At The Adrienne,2030 Sansom Street,
Philadelphia,3/12/2019,Constellations,Theater,25,19:00,Mayfair Theater,6243 Frankford Avenue,
Philadelphia,3/12/2019,Pursuit Of Happiness,Theater,30,17:30,Mandell Theater Drexel University,3220 Chestnut Street,
Philadelphia,3/12/2019,Shadow Fringe Arts Camp,Theater,35,17:30,Yes! And... Collaborative Arts,21 West Washington Lane,
Philadelphia,3/12/2019,Summer Sort Of Thing,Theater,25,19:30,Yes! And... Collaborative Arts,21 West Washington Lane,
Philadelphia,3/12/2019,Theatre Camp,Theater,45,17:30,Yes! And... Collaborative Arts,21 West Washington Lane,
Philadelphia,3/12/2019,Comedysportz,,40,19:30,The Playground At The Adrienne,2030 Sansom Street,
San Francisco,3/8/2019,Alex Cameron,,25,19:00,August Hall,420 Mason Street,
Vancouver,3/5/2019,Cavetown,,60,16:00,Venue Nightclub,881 Granville Street,
Los Angeles,3/4/2019,Adieu Monsieur Haffmann,,45,18:30,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
New York,3/2/2019,Abbi Jacobson,Music,45,18:30,Kaufmann Concert Hall,1395 Lexington Avenue,
New York,3/2/2019,Alpha Blondy,Music,40,16:30,Sony Hall,235 West 46th Street,
New York,3/2/2019,Ben Harper,Music,20,18:00,Pier 17,89 South Street,
New York,3/2/2019,Crystal Method,Music,35,18:30,Warsaw,"261 Driggs Avenue, Brooklyn",
New York,3/2/2019,Denis Matsuev,Music,60,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/2/2019,Dj Gravy,Music,60,18:30,Sony Hall,235 West 46th Street,
New York,3/2/2019,Emanuel Ax,Music,50,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/2/2019,Finneas,Music,40,17:30,Warsaw,"261 Driggs Avenue, Brooklyn",
New York,3/2/2019,France Rocks Festival,Music,45,16:30,Bruno Walter Auditorium,111 Amsterdam Avenue,
New York,3/2/2019,Abbi Jacobson,,45,18:30,Kaufmann Concert Hall,1395 Lexington Avenue,
New York,3/5/2019,Abbi Jacobson,,40,17:00,Kaufmann Concert Hall,1395 Lexington Avenue,
San Francisco,3/2/2019,Jeanette Tietze,Music,55,19:30,The Episcopal Church of the Incarnation,1750 29th Avenue,
San Francisco,3/2/2019,Matt Corby,Music,30,19:00,August Hall,420 Mason Street,
San Francisco,3/2/2019,Raveena,Music,40,19:00,The Chapel,777 Valencia Street,
San Francisco,3/2/2019,Remo Drive,Music,25,17:00,The Chapel,777 Valencia Street,
San Francisco,3/2/2019,Sinead Harnett,Music,60,17:00,August Hall,420 Mason Street,
San Francisco,3/2/2019,The Band Camino,Music,25,17:00,August Hall,420 Mason Street,
San Francisco,3/2/2019,Jeanette Tietze,,55,19:30,The Episcopal Church of the Incarnation,1750 29th Avenue,
Philadelphia,3/11/2019,Ayokay,,60,18:30,The Foundry,29 East Allen Street 2nd Floor,
New York,3/10/2019,Big Apple Circus,Theater,20,17:00,Big Apple Circus,60 Lincoln Center Plaza,
New York,3/10/2019,Blks,Theater,45,17:00,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
New York,3/10/2019,Broadway Buskers Concert,Theater,35,16:00,Club Free Time,20 Waterside Plaza,
New York,3/10/2019,Calliope Musicals At Alphaville,Theater,40,18:00,Alphaville,"140 Wilson Avenue, Brooklyn",
New York,3/10/2019,Chaos Theory,Theater,50,17:00,Caveat,21 A Clinton Street,
New York,3/10/2019,Dead End Comedy Show,Theater,45,17:30,Erv's,"2122 Beekman Place, Brooklyn",
New York,3/10/2019,Dear Brutus,Theater,55,17:00,Shetler Studios & Theatres,244 West 54th Street,
New York,3/10/2019,Drunk Shakespeare,Theater,40,16:00,The Lounge,777 8th Avenue,
New York,3/10/2019,Drunken Shakespeare,Theater,45,19:30,Bar Nine,807 9th Avenue,
New York,3/7/2019,Abbi Jacobson,,35,16:30,Kaufmann Concert Hall,1395 Lexington Avenue,
New York,3/6/2019,Acting For Teens,Theater,50,19:30,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,
New York,3/6/2019,Big Apple Circus,Theater,50,17:00,Big Apple Circus,60 Lincoln Center Plaza,
New York,3/6/2019,Broadway Buddy Mentorship Cabaret,Theater,60,18:00,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
New York,3/6/2019,Calliope Musicals At Alphaville,Theater,45,16:30,Alphaville,"140 Wilson Avenue, Brooklyn",
New York,3/6/2019,Chaos Theory,Theater,60,19:00,Caveat,21 A Clinton Street,
New York,3/6/2019,Comedysportz,Theater,20,18:00,ComedySportz New York City,318 West 53rd Street,
New York,3/6/2019,Dead End Comedy Show,Theater,25,17:30,Erv's,"2122 Beekman Place, Brooklyn",
New York,3/6/2019,Dear Brutus,Theater,55,19:30,Shetler Studios & Theatres,244 West 54th Street,
New York,3/6/2019,Drunk Shakespeare,Theater,45,17:00,The Lounge,777 8th Avenue,
New York,3/6/2019,Drunken Shakespeare,Theater,35,18:30,Bar Nine,807 9th Avenue,
New York,3/6/2019,Acting For Teens,,50,19:30,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,
New York,3/3/2019,Alma Deutscher,,50,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
Vancouver,3/9/2019,Alice In Glitterland,Theater,45,19:30,The Wise,1882 Adanac Street,
Vancouver,3/9/2019,Mother Of The Maid,Theater,30,18:00,Pacific Theatre,1440 West 12th Avenue,
Vancouver,3/9/2019,Of Mice And Men,Theater,50,16:00,Stage Door,3102 Main Street,
Vancouver,3/9/2019,Teatro Intimo Del Flamenco,Theater,45,17:30,Vancouver TheatreSports(tm),1502 Duranleau Street,
Vancouver,3/9/2019,Alice In Glitterland,,45,19:30,The Wise,1882 Adanac Street,
Portland,3/4/2019,Bryan Adams,Music,50,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/4/2019,Dave Alvin Oregon,Music,50,18:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,
Portland,3/4/2019,Nick Kroll,Music,60,18:30,Newmark Theatre,1111 Southwest Broadway,
Portland,3/4/2019,The Priests,Music,60,17:30,Polaris Hall,635 North Killingsworth Court,
Portland,3/4/2019,Bryan Adams,,50,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,
Philadelphia,3/8/2019,Anthony Green,Music,35,19:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/8/2019,Ayokay,Music,45,17:00,The Foundry,29 East Allen Street 2nd Floor,
