address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
1250 1st Avenue South,Sports,Seattle,3/4/2019,T-Mobile Park,Mariners Vs Tigers,Baseball,18:30,
1250 1st Avenue South,Sports,Seattle,3/4/2019,T-Mobile Park,Seattle Vs La Angels,Baseball,20:00,
3870 Montlake Boulevard Northeast,Sports,Seattle,3/4/2019,Alaska Airlines Arena,Seattle Vs Minnesota,Basketball,20:30,
800 Occidental Avenue South,Sports,Seattle,3/4/2019,CenturyLink Field,Sounders Vs Revolution,Football,19:00,
800 Occidental Avenue South,Sports,Seattle,3/4/2019,CenturyLink Field,Sounders Vs United,Football,18:30,
3800 Montlake Boulevard Northeast,,Seattle,3/4/2019,Husky Stadium,Huskies Vs Warriors,,20:30,
24 Willie Mays Plaza,Sports,San Francisco,3/8/2019,Oracle Park,Giants Vs Brewers,Baseball,20:00,
24 Willie Mays Plaza,Sports,San Francisco,3/8/2019,Oracle Park,Giants Vs Cardinals,Baseball,18:30,
24 Willie Mays Plaza,Sports,San Francisco,3/8/2019,Oracle Park,Giants Vs Diamondbacks,Baseball,19:30,
24 Willie Mays Plaza,Sports,San Francisco,3/8/2019,Oracle Park,Giants Vs Nationals,Baseball,20:00,
24 Willie Mays Plaza,,San Francisco,3/8/2019,Oracle Park,Giants Vs Diamondbacks,,19:30,
401 West Van Buren Street,Music,Phoenix,3/10/2019,The Van Buren,Anberlin,Rock,19:30,
401 West Van Buren Street,Music,Phoenix,3/6/2019,The Van Buren,Dodie,Pop,18:30,
401 West Van Buren Street,Music,Phoenix,3/14/2019,The Van Buren,Greensky Bluegrass,Blues,19:00,
401 West Van Buren Street,Music,Phoenix,3/3/2019,The Van Buren,Johnnyswim,Blues,18:30,
401 West Van Buren Street,Music,Phoenix,3/9/2019,The Van Buren,Tash Sultana,Rock,19:00,
401 West Van Buren Street,Music,Phoenix,3/6/2019,The Van Buren,The Band Camino,Pop,19:30,
130 North Central Avenue,Music,Phoenix,3/2/2019,Valley Bar,The Chats,Rock,20:00,
401 West Van Buren Street,Music,Phoenix,3/11/2019,The Van Buren,The Drums,Pop,18:00,
401 West Van Buren Street,,Phoenix,3/10/2019,The Van Buren,Anberlin,,19:30,
625 Nelson Road,Sports,Stanford,3/3/2019,Stanford Stadium,Cardinal Vs Ducks,American Football,18:30,
625 Nelson Road,Sports,Stanford,3/8/2019,Stanford Stadium,Cardinal Vs Fighting Irish,American Football,18:00,
625 Nelson Road,Sports,Stanford,3/8/2019,Stanford Stadium,Cardinal Vs Wildcats,American Football,18:00,
625 Nelson Road,,Stanford,3/3/2019,Stanford Stadium,Cardinal Vs Ducks,,18:30,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Braves,Baseball,18:30,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Diamondbacks,Baseball,19:30,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Dodgers,Baseball,18:30,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Indians,Baseball,18:30,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Padres,Baseball,19:30,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Phillies,Baseball,19:00,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Pirates,Baseball,20:00,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Rockies,Baseball,19:00,
123-01 Roosevelt Avenue,Sports,New York,3/5/2019,Citi Field,Mets Vs Yankees,Baseball,19:30,
1 East 161 Street,Sports,New York,3/5/2019,Yankee Stadium,Nycfc Vs Dynamo,Baseball,19:30,
123-01 Roosevelt Avenue,,New York,3/5/2019,Citi Field,Mets Vs Braves,,18:30,
29 East Allen Street,Music,Philadelphia,3/13/2019,The Fillmore Philadelphia,Blueface,Hip Hop,18:00,
29 East Allen Street,Music,Philadelphia,3/1/2019,The Fillmore Philadelphia,Conan Gray,Pop,20:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/7/2019,The Foundry,Don Broco,Rock,18:00,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/3/2019,The Foundry,Girl In Red,Pop,19:00,
1200 Callowhill Street,Music,Philadelphia,3/2/2019,Underground Arts,Hot Water Music,Rock,19:00,
29 East Allen Street,Music,Philadelphia,3/6/2019,The Fillmore Philadelphia,Lauv,Jazz,18:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/10/2019,The Foundry,Lights,Electronica,18:00,
29 East Allen Street,Music,Philadelphia,3/3/2019,The Fillmore Philadelphia,Nav With Killy,Hip Hop,19:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/13/2019,The Foundry,Northlane,Rock,18:00,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/11/2019,The Foundry,The Lemonheads,Rock,19:30,
858 North Broad Street,Music,Philadelphia,3/14/2019,The Met Philadelphia,Toto,Pop,18:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/2/2019,The Foundry,Tuxedo,Pop,20:30,
29 East Allen Street,,Philadelphia,3/1/2019,The Fillmore Philadelphia,Conan Gray,,20:30,
5500 Campanile Drive,,San Diego,3/6/2019,Cal Coast Credit Union Amphitheater,Alejandro Sanz,,18:30,
1280 Peachtree Street Northeast,Music,Atlanta,3/14/2019,Atlanta Symphony Orchestra,Emmylou Harris,Country,20:30,
1280 Peachtree Street Northeast,Music,Atlanta,3/14/2019,Atlanta Symphony Orchestra,Kirk Franklin,Christian,20:30,
50 Upper Alabama Street,Music,Atlanta,3/14/2019,Kenny's Alley,Taking Back Sunday,Rock,18:30,
1280 Peachtree Street Northeast,,Atlanta,3/14/2019,Atlanta Symphony Orchestra,Emmylou Harris,,20:30,
235 West 46th Street,,New York,3/5/2019,Sony Hall,Lyfe Jennings,,20:00,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/4/2019,Lincoln Financial Field,Eagles Vs Cowboys,American Football,20:30,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/4/2019,Lincoln Financial Field,Owls Vs Tigers,American Football,18:30,
1 Citizens Bank Way,Sports,Philadelphia,3/4/2019,Citizens Bank Park,Phillies Vs Diamondbacks,Baseball,19:00,
1 Citizens Bank Way,Sports,Philadelphia,3/4/2019,Citizens Bank Park,Phillies Vs Pirates,Baseball,18:00,
1 Citizens Bank Way,Sports,Philadelphia,3/4/2019,Citizens Bank Park,Phillies Vs White Sox,Baseball,20:30,
1 Lincoln Financial Field Way,,Philadelphia,3/4/2019,Lincoln Financial Field,Owls Vs Terrapins,,19:30,
777 Pacific Boulevard,Sports,Vancouver,3/12/2019,BC Place,Whitecaps Vs Kansas City,Football,18:00,
777 Pacific Boulevard,,Vancouver,3/12/2019,BC Place,Whitecaps Vs Kansas City,,18:00,
1844 Southwest Morrison Street,Sports,Portland,3/14/2019,Providence Park,Timbers Vs Earthquakes,Football,19:30,
1844 Southwest Morrison Street,Sports,Portland,3/14/2019,Providence Park,Timbers Vs Rsl,Football,18:30,
123-01 Roosevelt Avenue,Sports,New York,3/14/2019,Citi Field,Mets Vs Cubs,Baseball,19:00,
123-01 Roosevelt Avenue,Sports,New York,3/14/2019,Citi Field,Mets Vs Phillies,Baseball,20:30,
123-01 Roosevelt Avenue,Sports,New York,3/14/2019,Citi Field,Mets Vs Yankees,Baseball,20:00,
1 East 161 Street,Sports,New York,3/14/2019,Yankee Stadium,Nycfc Vs Dynamo,Baseball,20:30,
1 East 161 Street,Sports,New York,3/14/2019,Yankee Stadium,Nycfc Vs Red Bulls,Baseball,20:00,
1 East 161 Street,Sports,New York,3/14/2019,Yankee Stadium,Nycfc Vs Sporting Kc,Baseball,20:00,
1 East 161 Street,Sports,New York,3/14/2019,Yankee Stadium,Nycfc Vs Timbers,Baseball,20:30,
1 East 161 Street,Sports,New York,3/14/2019,Yankee Stadium,Revolution Vs Nycfc,Baseball,20:00,
1 East 161 Street,Sports,New York,3/14/2019,Yankee Stadium,Yankees Vs Angels,Baseball,20:00,
123-01 Roosevelt Avenue,,New York,3/14/2019,Citi Field,Mets Vs Cubs,,19:00,
29 East Allen Street,Music,Philadelphia,3/2/2019,The Fillmore Philadelphia,Blueface,Hip Hop,19:00,
29 East Allen Street,Music,Philadelphia,3/2/2019,The Fillmore Philadelphia,Lauv,Jazz,19:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/2/2019,The Foundry,Lights,Electronica,20:00,
29 East Allen Street,Music,Philadelphia,3/2/2019,The Fillmore Philadelphia,Nav With Killy,Hip Hop,18:00,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/2/2019,The Foundry,The Lemonheads,Rock,20:00,
29 East Allen Street 2nd Floor,,Philadelphia,3/2/2019,The Foundry,The Lemonheads,,20:00,
24 Willie Mays Plaza,Sports,San Francisco,3/6/2019,Oracle Park,Giants Vs Brewers,Baseball,19:00,
24 Willie Mays Plaza,Sports,San Francisco,3/6/2019,Oracle Park,Giants Vs Diamondbacks,Baseball,18:00,
24 Willie Mays Plaza,Sports,San Francisco,3/6/2019,Oracle Park,Giants Vs Dodgers,Baseball,18:00,
24 Willie Mays Plaza,Sports,San Francisco,3/6/2019,Oracle Park,Giants Vs Marlins,Baseball,18:00,
24 Willie Mays Plaza,,San Francisco,3/6/2019,Oracle Park,Giants Vs Diamondbacks,,18:00,
123-01 Roosevelt Avenue,Sports,New York,3/3/2019,Citi Field,Mets Vs Padres,Baseball,18:00,
123-01 Roosevelt Avenue,Sports,New York,3/3/2019,Citi Field,Mets Vs Pirates,Baseball,18:30,
123-01 Roosevelt Avenue,Sports,New York,3/3/2019,Citi Field,Mets Vs Yankees,Baseball,20:30,
1 East 161 Street,Sports,New York,3/3/2019,Yankee Stadium,Nycfc Vs Red Bulls,Baseball,18:00,
1 East 161 Street,Sports,New York,3/3/2019,Yankee Stadium,Nycfc Vs Timbers,Baseball,19:00,
1 East 161 Street,Sports,New York,3/3/2019,Yankee Stadium,Nycfc Vs Union,Baseball,19:30,
1 East 161 Street,Sports,New York,3/3/2019,Yankee Stadium,Nycfc Vs United,Baseball,19:00,
1 East 161 Street,Sports,New York,3/3/2019,Yankee Stadium,Yankees Vs Diamondbacks,Baseball,18:00,
1 East 161 Street,Sports,New York,3/3/2019,Yankee Stadium,Yankees Vs Indians,Baseball,18:00,
123-01 Roosevelt Avenue,,New York,3/3/2019,Citi Field,Mets Vs Dodgers,,19:00,
1 Blue Jays Way,Sports,Toronto,3/6/2019,Rogers Centre,Blue Jays Vs Astros,Baseball,20:30,
1 Blue Jays Way,Sports,Toronto,3/6/2019,Rogers Centre,Blue Jays Vs Orioles,Baseball,18:30,
1 Blue Jays Way,,Toronto,3/6/2019,Rogers Centre,Blue Jays Vs Orioles,,18:30,
1200 Callowhill Street,Music,Philadelphia,3/7/2019,Underground Arts,Hot Water Music,Rock,20:00,
29 East Allen Street,Music,Philadelphia,3/7/2019,The Fillmore Philadelphia,Lauv,Jazz,20:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/7/2019,The Foundry,Lights,Electronica,18:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/7/2019,The Foundry,Northlane,Rock,20:00,
1200 Callowhill Street,Music,Philadelphia,3/7/2019,Underground Arts,The Melvins,Rock,18:30,
858 North Broad Street,Music,Philadelphia,3/7/2019,The Met Philadelphia,Toto,Pop,18:00,
29 East Allen Street 2nd Floor,,Philadelphia,3/7/2019,The Foundry,Don Broco,,18:00,
"1 Tennis Place, Forest Hills",Music,New York,3/8/2019,Forest Hills Stadium,Jojo Siwa,Pop,19:30,
"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",Music,New York,3/9/2019,BAM Howard Gilman Opera House,Madonna,Pop,20:30,
2891 University Avenue,Music,San Diego,3/8/2019,The Observatory North Park,Aly And Aj,Pop,20:00,
5500 Campanile Drive,Music,San Diego,3/8/2019,Cal Coast Credit Union Amphitheater,Bastille,Pop,19:30,
2891 University Avenue,,San Diego,3/8/2019,The Observatory North Park,Aly And Aj,,20:00,
"64 North 9th Street, Brooklyn",,New York,3/6/2019,Rough Trade NYC,Crooked Colours,,18:30,
2891 University Avenue,Music,San Diego,3/1/2019,The Observatory North Park,Psychedelic Furs,Rock,20:30,
3090 Polk Avenue,Music,San Diego,3/2/2019,The Irenic,Pup,Rock,19:00,
2891 University Avenue,Music,San Diego,3/12/2019,The Observatory North Park,The Hives,Rock,20:00,
2891 University Avenue,Music,San Diego,3/2/2019,The Observatory North Park,The Struts,Rock,20:00,
2891 University Avenue,,San Diego,3/1/2019,The Observatory North Park,Fidlar,,19:30,
235 West 46th Street,,New York,3/5/2019,Sony Hall,Jamey Johnson,,18:30,
"1 Tennis Place, Forest Hills",,New York,3/8/2019,Forest Hills Stadium,Jojo Siwa,,19:30,
3421 Cleveland Avenue,Music,Santa Rosa,3/14/2019,The Sandman Hotel,Huichica Music Festival,Pop,20:00,
3421 Cleveland Avenue,,Santa Rosa,3/14/2019,The Sandman Hotel,Huichica Music Festival,,20:00,
2901 East Hastings Street,Music,Vancouver,3/7/2019,PNE Amphitheatre,Billy Idol,Rock,20:00,
2901 East Hastings Street,Music,Vancouver,3/7/2019,PNE Amphitheatre,Styx,Rock,18:30,
2901 East Hastings Street,,Vancouver,3/7/2019,PNE Amphitheatre,Billy Idol,,20:00,
235 West 46th Street,,New York,3/1/2019,Sony Hall,Buddy Guy,,19:30,
2000 East Gene Autry Way,Sports,Anaheim,3/5/2019,Angel Stadium of Anaheim,Angels Vs Astros,Baseball,20:30,
2000 East Gene Autry Way,Sports,Anaheim,3/5/2019,Angel Stadium of Anaheim,Angels Vs Mariners,Baseball,18:00,
2000 East Gene Autry Way,Sports,Anaheim,3/5/2019,Angel Stadium of Anaheim,Angels Vs Tigers,Baseball,20:00,
2000 East Gene Autry Way,Sports,Anaheim,3/5/2019,Angel Stadium of Anaheim,Angels Vs White Sox,Baseball,19:00,
2000 East Gene Autry Way,Sports,Anaheim,3/5/2019,Angel Stadium of Anaheim,La Angels Vs Houston,Baseball,19:30,
2000 East Gene Autry Way,,Anaheim,3/5/2019,Angel Stadium of Anaheim,Angels Vs Astros,,20:30,
123-01 Roosevelt Avenue,,New York,3/5/2019,Citi Field,Mets Vs Dodgers,,18:30,
1 AMB Drive Northwest,Sports,Atlanta,3/12/2019,Mercedes-Benz Stadium,United Vs Red Bulls,Football,18:30,
1 AMB Drive Northwest,Sports,Atlanta,3/12/2019,Mercedes-Benz Stadium,United Vs United,Football,20:00,
1 AMB Drive Northwest,,Atlanta,3/8/2019,Mercedes-Benz Stadium,United Vs Revolution,,18:00,
1695 Queen Street East,Music,Toronto,3/9/2019,Woodbine Park,Mac Demarco,Blues,19:30,
1695 Queen Street East,,Toronto,3/9/2019,Woodbine Park,Mac Demarco,,19:30,
24 Willie Mays Plaza,,San Francisco,3/3/2019,Oracle Park,Giants Vs Diamondbacks,,20:30,
100 Potomac Avenue Southwest,Sports,Washington D.C.,3/3/2019,Audi Field,Dc United Vs Revolution,Football,18:00,
2400 East Capitol Street Southeast,Sports,Washington D.C.,3/3/2019,RFK Stadium,El Salvador Vs Haiti,Football,19:30,
1100 Oak Drive SE,Sports,Washington D.C.,3/3/2019,Entertainment & Sports Arena,Mystics Vs Sun,Basketball,19:00,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/3/2019,Nationals Park,Nationals Vs Reds,Baseball,19:30,
1100 Oak Drive SE,,Washington D.C.,3/3/2019,Entertainment & Sports Arena,Mystics Vs Sun,,19:00,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/2/2019,Lincoln Financial Field,Owls Vs Knights,American Football,20:30,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/2/2019,Lincoln Financial Field,Owls Vs Terrapins,American Football,20:30,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/2/2019,Lincoln Financial Field,Owls Vs Tigers,American Football,20:00,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/2/2019,Lincoln Financial Field,Owls Vs Yellow Jackets,American Football,20:00,
1 Citizens Bank Way,Sports,Philadelphia,3/2/2019,Citizens Bank Park,Phillies Vs Pirates,Baseball,18:00,
1 Citizens Bank Way,,Philadelphia,3/2/2019,Citizens Bank Park,Phillies Vs Pirates,,18:00,
1234 West 7th Street,Music,Los Angeles,3/8/2019,The Teragram Ballroom,Murder City Devils,Rock,18:30,
5970 Santa Monica Boulevard,Music,Los Angeles,3/8/2019,Masonic Lodge at Hollywood Forever,Toe,Rock,19:00,
1234 West 7th Street,,Los Angeles,3/8/2019,The Teragram Ballroom,Guided By Voices,,18:00,
1016-1098 North Center Court Street,Music,Portland,3/6/2019,Theater Of The Clouds,Bryan Adams,Pop,18:30,
1111 Southwest Broadway,Music,Portland,3/6/2019,Newmark Theatre,Erica Fernandez,Pop,20:30,
1111 Southwest Broadway,Music,Portland,3/6/2019,Newmark Theatre,Friends,Pop,20:00,
1422 Southwest 11th Avenue,Music,Portland,3/6/2019,The Old Church Concert Hall,Kishi Bashi,Electronica,18:30,
1234 West 7th Street,Music,Los Angeles,3/6/2019,The Teragram Ballroom,Girl In Red,Pop,20:30,
1720 East 16th Street,Music,Los Angeles,3/6/2019,1720(tm),Gloryhammer,Rock,20:00,
5970 Santa Monica Boulevard,Music,Los Angeles,3/6/2019,Masonic Lodge at Hollywood Forever,Kishi Bashi,Electronica,20:30,
1234 West 7th Street,Music,Los Angeles,3/6/2019,The Teragram Ballroom,Lights,Electronica,18:00,
1720 East 16th Street,Music,Los Angeles,3/6/2019,1720(tm),Spose,Hip Hop,20:30,
1234 West 7th Street,,Los Angeles,3/6/2019,The Teragram Ballroom,Girl In Red,,20:30,
401 West Van Buren Street,,Phoenix,3/6/2019,The Van Buren,Dodie,,18:30,
1060 West Addison Street,Sports,Chicago,3/6/2019,Wrigley Field,Cubs Vs Brewers,Baseball,18:30,
1060 West Addison Street,Sports,Chicago,3/4/2019,Wrigley Field,Cubs Vs Giants,Baseball,20:30,
1060 West Addison Street,Sports,Chicago,3/9/2019,Wrigley Field,Cubs Vs Mariners,Baseball,20:00,
1060 West Addison Street,Sports,Chicago,3/14/2019,Wrigley Field,Cubs Vs Padres,Baseball,20:30,
333 West 35th Street,Sports,Chicago,3/4/2019,Guaranteed Rate Field,White Sox Vs Angels,Baseball,20:00,
333 West 35th Street,Sports,Chicago,3/5/2019,Guaranteed Rate Field,White Sox Vs Astros,Baseball,20:00,
333 West 35th Street,Sports,Chicago,3/8/2019,Guaranteed Rate Field,White Sox Vs Indians,Baseball,20:00,
333 West 35th Street,Sports,Chicago,3/7/2019,Guaranteed Rate Field,White Sox Vs Rangers,Baseball,20:30,
333 West 35th Street,Sports,Chicago,3/11/2019,Guaranteed Rate Field,White Sox Vs Tigers,Baseball,20:30,
333 West 35th Street,Sports,Chicago,3/13/2019,Guaranteed Rate Field,White Sox Vs Twins,Baseball,18:00,
1060 West Addison Street,,Chicago,3/6/2019,Wrigley Field,Cubs Vs Brewers,,18:30,
777 Pacific Boulevard,Sports,Vancouver,3/8/2019,BC Place,Whitecaps Vs Colorado Rapids,Football,19:30,
777 Pacific Boulevard,Sports,Vancouver,3/14/2019,BC Place,Whitecaps Vs Earthquakes,Football,18:30,
777 Pacific Boulevard,Sports,Vancouver,3/7/2019,BC Place,Whitecaps Vs Kansas City,Football,20:30,
777 Pacific Boulevard,,Vancouver,3/8/2019,BC Place,Whitecaps Vs Colorado Rapids,,19:30,
1030 Main Street,Music,Napa,3/8/2019,Blue Note Napa,Roy Ayers,Jazz,18:00,
1030 Main Street,,Napa,3/8/2019,Blue Note Napa,Roy Ayers,,18:00,
1000 Vin Scully Ave,Sports,Los Angeles,3/12/2019,Dodger Stadium,Dodgers Vs Cubs,Baseball,20:30,
1000 Vin Scully Ave,Sports,Los Angeles,3/12/2019,Dodger Stadium,Dodgers Vs Diamondbacks,Baseball,19:00,
1000 Vin Scully Ave,Sports,Los Angeles,3/2/2019,Dodger Stadium,Dodgers Vs Giants,Baseball,19:30,
1000 Vin Scully Ave,Sports,Los Angeles,3/8/2019,Dodger Stadium,Dodgers Vs Marlins,Baseball,19:30,
1000 Vin Scully Ave,Sports,Los Angeles,3/6/2019,Dodger Stadium,Dodgers Vs Rockies,Baseball,19:30,
3939 South Figueroa Street,Sports,Los Angeles,3/4/2019,Banc of California Stadium,Lafc Vs Atlanta United,Football,19:30,
3939 South Figueroa Street,Sports,Los Angeles,3/8/2019,Banc of California Stadium,Lafc Vs Rapids,Football,20:00,
3939 South Figueroa Street,Sports,Los Angeles,3/10/2019,Banc of California Stadium,Lafc Vs Toronto Fc,Football,19:30,
3911 Figueroa Street,Sports,Los Angeles,3/12/2019,LA Memorial Coliseum,Rams Vs Cardinals,American Football,18:00,
1111 South Figueroa Street,Sports,Los Angeles,3/8/2019,STAPLES Center,Sparks Vs Lynx,Basketball,20:00,
1000 Vin Scully Ave,,Los Angeles,3/12/2019,Dodger Stadium,Dodgers Vs Cubs,,20:30,
7000 Coliseum Way,Sports,Oakland,3/7/2019,Oakland-Alameda County Coliseum,Raiders Vs Bengals,American Football,20:00,
7000 Coliseum Way,Sports,Oakland,3/9/2019,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,American Football,19:00,
7000 Coliseum Way,Sports,Oakland,3/13/2019,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,American Football,19:00,
7000 Coliseum Way,Sports,Oakland,3/2/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,American Football,19:30,
7000 Coliseum Way,Sports,Oakland,3/14/2019,Oakland-Alameda County Coliseum,Raiders Vs Titans,American Football,18:30,
2500 Durant Avenue,Music,Berkeley,3/11/2019,2500 Durant Ave,Berkeley World Music Festival,International,18:30,
2367 Shattuck Avenue,Music,Berkeley,3/14/2019,Cornerstone Craft Beer & Live Music,Chris Webby,Hip Hop,19:00,
2367 Shattuck Avenue,Music,Berkeley,3/8/2019,Cornerstone Craft Beer & Live Music,Fidlar,Rock,20:00,
2367 Shattuck Avenue,Music,Berkeley,3/7/2019,Cornerstone Craft Beer & Live Music,Jonathan Mcreynolds,Christian,20:30,
2367 Shattuck Avenue,Music,Berkeley,3/10/2019,Cornerstone Craft Beer & Live Music,Nattali Rize,Blues,20:30,
2367 Shattuck Avenue,Music,Berkeley,3/6/2019,Cornerstone Craft Beer & Live Music,Phutureprimitive,Electronica,18:00,
2367 Shattuck Avenue,Music,Berkeley,3/6/2019,Cornerstone Craft Beer & Live Music,The Original Wailers,International,18:00,
1030 Main Street,Music,Napa,3/6/2019,Blue Note Napa,Mandy Harvey,Jazz,20:30,
2000 East Gene Autry Way,Sports,Anaheim,3/13/2019,Angel Stadium of Anaheim,Angels Vs Red Sox,Baseball,20:00,
2000 East Gene Autry Way,Sports,Anaheim,3/13/2019,Angel Stadium of Anaheim,Angels Vs Tigers,Baseball,19:00,
2000 East Gene Autry Way,Sports,Anaheim,3/13/2019,Angel Stadium of Anaheim,Angels Vs White Sox,Baseball,19:00,
2000 East Gene Autry Way,Sports,Anaheim,3/13/2019,Angel Stadium of Anaheim,La Angels Vs Houston,Baseball,20:00,
5050 Arroyo Road,Music,Livermore,3/2/2019,Concerts at Wente Vineyards,Josh Groban,Pop,19:00,
